SA2_NAME16	YearOfArrival.max	workers_born_overseas
Smithton	2005	21
Smithton	2010	26
Smithton	2015	28
Smithton	2016	5
Smithton		5
Waratah	1991	60
Waratah	1995	6
Waratah	2000	10
Waratah	2005	10
Waratah	2010	8
Waratah	2015	10
West Coast (Tas.)	1991	94
West Coast (Tas.)	1995	4
West Coast (Tas.)	2000	6
West Coast (Tas.)	2005	10
West Coast (Tas.)	2010	14
West Coast (Tas.)	2015	28
West Coast (Tas.)	2016	3
West Coast (Tas.)		5
Migratory - Offshore - Shipping (Tas.)	1991	6
Migratory - Offshore - Shipping (Tas.)	2000	3
No usual address (Tas.)	1991	498
No usual address (Tas.)	1995	47
No usual address (Tas.)	2000	75
No usual address (Tas.)	2005	61
No usual address (Tas.)	2010	111
No usual address (Tas.)	2015	82
No usual address (Tas.)	2016	13
No usual address (Tas.)		32
Darwin Airport	1991	110
Darwin Airport	1995	26
Darwin Airport	2000	34
Darwin Airport	2005	39
Darwin Airport	2010	132
Darwin Airport	2015	103
Darwin Airport	2016	10
Darwin Airport		7
Darwin City	1991	1166
Darwin City	1995	177
Darwin City	2000	245
Darwin City	2005	312
Darwin City	2010	884
Darwin City	2015	1276
Darwin City	2016	167
Darwin City		140
East Point	2010	3
East Point	2015	3
Fannie Bay - The Gardens	1991	169
Fannie Bay - The Gardens	1995	40
Fannie Bay - The Gardens	2000	31
Fannie Bay - The Gardens	2005	48
Fannie Bay - The Gardens	2010	206
Fannie Bay - The Gardens	2015	207
Fannie Bay - The Gardens	2016	31
Fannie Bay - The Gardens		22
Larrakeyah	1991	100
Larrakeyah	1995	25
Larrakeyah	2000	19
Larrakeyah	2005	28
Larrakeyah	2010	62
Larrakeyah	2015	61
Larrakeyah	2016	9
Larrakeyah		18
Ludmilla - The Narrows	1991	101
Ludmilla - The Narrows	1995	21
Ludmilla - The Narrows	2000	26
Ludmilla - The Narrows	2005	16
Ludmilla - The Narrows	2010	66
Ludmilla - The Narrows	2015	70
Ludmilla - The Narrows	2016	4
Ludmilla - The Narrows		29
Parap	1991	126
Parap	1995	24
Parap	2000	19
Parap	2005	21
Parap	2010	90
Parap	2015	120
Parap	2016	20
Parap		12
Stuart Park	1991	90
Stuart Park	1995	14
Stuart Park	2000	23
Stuart Park	2005	19
Stuart Park	2010	91
Stuart Park	2015	130
Stuart Park	2016	21
Stuart Park		12
Woolner - Bayview - Winnellie	1991	571
Woolner - Bayview - Winnellie	1995	86
Woolner - Bayview - Winnellie	2000	117
Woolner - Bayview - Winnellie	2005	122
Woolner - Bayview - Winnellie	2010	450
Woolner - Bayview - Winnellie	2015	563
Woolner - Bayview - Winnellie	2016	30
Woolner - Bayview - Winnellie		46
Alawa	1991	27
Alawa	1995	10
Alawa	2000	3
Alawa	2005	4
Alawa	2010	19
Alawa	2015	16
Alawa		4
Anula	1991	14
Anula	2000	8
Anula	2005	5
Anula	2010	11
Anula	2015	7
Anula		3
Berrimah	1991	421
Berrimah	1995	64
Berrimah	2000	67
Berrimah	2005	93
Berrimah	2010	280
Berrimah	2015	313
Berrimah	2016	25
Berrimah		46
Brinkin - Nakara	1991	439
Brinkin - Nakara	1995	87
Brinkin - Nakara	2000	115
Brinkin - Nakara	2005	127
Brinkin - Nakara	2010	468
Brinkin - Nakara	2015	546
Brinkin - Nakara	2016	68
Brinkin - Nakara		49
Charles Darwin	1991	3
Coconut Grove	1991	94
Coconut Grove	1995	14
Coconut Grove	2000	17
Coconut Grove	2005	25
Coconut Grove	2010	70
Coconut Grove	2015	96
Coconut Grove	2016	8
Coconut Grove		13
East Arm	1991	155
East Arm	1995	25
East Arm	2000	24
East Arm	2005	56
East Arm	2010	112
East Arm	2015	136
East Arm	2016	6
East Arm		14
Jingili	1991	26
Jingili	1995	5
Jingili	2005	6
Jingili	2010	13
Jingili	2015	19
Karama	1991	72
Karama	1995	14
Karama	2000	15
Karama	2005	17
Karama	2010	56
Karama	2015	41
Karama	2016	11
Karama		4
Leanyer	1991	75
Leanyer	1995	14
Leanyer	2000	9
Leanyer	2005	15
Leanyer	2010	59
Leanyer	2015	78
Leanyer	2016	4
Leanyer		10
Lyons (NT)	1991	32
Lyons (NT)	1995	6
Lyons (NT)	2000	10
Lyons (NT)	2005	7
Lyons (NT)	2010	36
Lyons (NT)	2015	26
Lyons (NT)		3
Malak - Marrara	1991	100
Malak - Marrara	1995	16
Malak - Marrara	2000	13
Malak - Marrara	2005	26
Malak - Marrara	2010	64
Malak - Marrara	2015	66
Malak - Marrara	2016	3
Malak - Marrara		17
Millner	1991	57
Millner	1995	10
Millner	2000	10
Millner	2005	14
Millner	2010	58
Millner	2015	75
Millner	2016	3
Millner		6
Moil	1991	39
Moil	1995	4
Moil	2000	8
Moil	2005	9
Moil	2010	17
Moil	2015	15
Nightcliff	1991	90
Nightcliff	1995	9
Nightcliff	2000	16
Nightcliff	2005	20
Nightcliff	2010	75
Nightcliff	2015	85
Nightcliff	2016	12
Nightcliff		15
Rapid Creek	1991	39
Rapid Creek	1995	8
Rapid Creek	2000	5
Rapid Creek	2005	12
Rapid Creek	2010	55
Rapid Creek	2015	61
Rapid Creek	2016	9
Rapid Creek		3
Tiwi	1991	348
Tiwi	1995	74
Tiwi	2000	94
Tiwi	2005	161
Tiwi	2010	485
Tiwi	2015	456
Tiwi	2016	25
Tiwi		43
Wagaman	1991	34
Wagaman	1995	3
Wagaman	2000	7
Wagaman	2005	4
Wagaman	2010	32
Wagaman	2015	28
Wagaman		3
Wanguri	1991	43
Wanguri	1995	5
Wanguri	2000	4
Wanguri	2005	3
Wanguri	2010	28
Wanguri	2015	35
Wanguri	2016	4
Wanguri		3
Wulagi	1991	36
Wulagi	1995	3
Wulagi	2000	6
Wulagi	2005	11
Wulagi	2010	14
Wulagi	2015	18
Howard Springs	1991	305
Howard Springs	1995	54
Howard Springs	2000	72
Howard Springs	2005	74
Howard Springs	2010	245
Howard Springs	2015	189
Howard Springs	2016	20
Howard Springs		28
Humpty Doo	1991	136
Humpty Doo	1995	29
Humpty Doo	2000	20
Humpty Doo	2005	19
Humpty Doo	2010	43
Humpty Doo	2015	43
Humpty Doo	2016	3
Humpty Doo		9
Koolpinyah	1991	17
Koolpinyah	2000	11
Koolpinyah	2005	6
Koolpinyah	2010	4
Koolpinyah	2015	8
Virginia	1991	78
Virginia	1995	8
Virginia	2000	4
Virginia	2005	14
Virginia	2010	32
Virginia	2015	39
Virginia	2016	3
Virginia		9
Weddell	1991	624
Weddell	1995	131
Weddell	2000	198
Weddell	2005	254
Weddell	2010	537
Weddell	2015	609
Weddell	2016	45
Weddell		79
Bakewell	1991	12
Bakewell	2000	3
Bakewell	2005	8
Bakewell	2010	39
Bakewell	2015	31
Bakewell	2016	3
Driver	1991	49
Driver	1995	5
Driver	2000	4
Driver	2005	11
Driver	2010	18
Driver	2015	17
Driver		3
Durack - Marlow Lagoon	1991	113
Durack - Marlow Lagoon	1995	11
Durack - Marlow Lagoon	2000	22
Durack - Marlow Lagoon	2005	26
Durack - Marlow Lagoon	2010	111
Durack - Marlow Lagoon	2015	100
Durack - Marlow Lagoon	2016	8
Durack - Marlow Lagoon		8
Gray	1991	23
Gray	1995	3
Gray	2000	7
Gray	2005	5
Gray	2010	31
Gray	2015	23
Gray		3
Moulden	1991	21
Moulden	2000	8
Moulden	2005	5
Moulden	2010	21
Moulden	2015	16
Moulden		3
Palmerston - North	1991	248
Palmerston - North	1995	43
Palmerston - North	2000	59
Palmerston - North	2005	62
Palmerston - North	2010	204
Palmerston - North	2015	204
Palmerston - North	2016	18
Palmerston - North		28
Palmerston - South	1991	20
Palmerston - South	1995	3
Palmerston - South	2000	5
Palmerston - South	2005	7
Palmerston - South	2010	34
Palmerston - South	2015	12
Palmerston - South	2016	3
Palmerston - South		8
Rosebery - Bellamack	1991	26
Rosebery - Bellamack	1995	7
Rosebery - Bellamack	2000	8
Rosebery - Bellamack	2005	12
Rosebery - Bellamack	2010	33
Rosebery - Bellamack	2015	38
Rosebery - Bellamack	2016	6
Woodroffe	1991	58
Woodroffe	1995	10
Woodroffe	2000	18
Woodroffe	2005	10
Woodroffe	2010	46
Woodroffe	2015	52
Woodroffe		4
Charles	1991	538
Charles	1995	85
Charles	2000	117
Charles	2005	176
Charles	2010	454
Charles	2015	483
Charles	2016	50
Charles		48
East Side	1991	81
East Side	1995	13
East Side	2000	21
East Side	2005	28
East Side	2010	75
East Side	2015	58
East Side	2016	6
East Side		8
Flynn (NT)	1991	55
Flynn (NT)	1995	9
Flynn (NT)	2000	10
Flynn (NT)	2005	26
Flynn (NT)	2010	45
Flynn (NT)	2015	45
Flynn (NT)	2016	3
Flynn (NT)		8
Larapinta	1991	33
Larapinta	1995	6
Larapinta	2000	9
Larapinta	2005	17
Larapinta	2010	24
Larapinta	2015	30
Larapinta	2016	3
Mount Johns	1991	144
Mount Johns	1995	28
Mount Johns	2000	51
Mount Johns	2005	107
Mount Johns	2010	273
Mount Johns	2015	279
Mount Johns	2016	34
Mount Johns		36
Petermann - Simpson	1991	59
Petermann - Simpson	1995	5
Petermann - Simpson	2000	13
Petermann - Simpson	2005	17
Petermann - Simpson	2010	81
Petermann - Simpson	2015	135
Petermann - Simpson	2016	21
Petermann - Simpson		25
Ross	1991	52
Ross	1995	14
Ross	2000	11
Ross	2005	28
Ross	2010	52
Ross	2015	63
Ross	2016	4
Ross		3
Sandover - Plenty	1991	108
Sandover - Plenty	1995	20
Sandover - Plenty	2000	28
Sandover - Plenty	2005	45
Sandover - Plenty	2010	67
Sandover - Plenty	2015	201
Sandover - Plenty	2016	41
Sandover - Plenty		12
Tanami	1991	76
Tanami	1995	6
Tanami	2000	21
Tanami	2005	13
Tanami	2010	43
Tanami	2015	34
Tanami		3
Yuendumu - Anmatjere	1991	22
Yuendumu - Anmatjere	2005	5
Yuendumu - Anmatjere	2010	5
Yuendumu - Anmatjere	2015	13
Barkly	1991	17
Barkly	1995	3
Barkly	2000	3
Barkly	2005	3
Barkly	2010	11
Barkly	2015	20
Barkly	2016	3
Tennant Creek	1991	88
Tennant Creek	1995	15
Tennant Creek	2000	17
Tennant Creek	2005	27
Tennant Creek	2010	65
Tennant Creek	2015	102
Tennant Creek	2016	12
Tennant Creek		31
Alligator	1991	145
Alligator	1995	20
Alligator	2000	22
Alligator	2005	43
Alligator	2010	60
Alligator	2015	83
Alligator	2016	10
Alligator		18
Daly	1991	36
Daly	1995	4
Daly	2000	4
Daly	2005	4
Daly	2010	19
Daly	2015	34
Daly	2016	5
Daly		9
Thamarrurr	1991	10
Thamarrurr	1995	3
Thamarrurr	2000	3
Thamarrurr	2010	4
Thamarrurr	2015	23
Thamarrurr	2016	3
Tiwi Islands	1991	12
Tiwi Islands	2000	3
Tiwi Islands	2005	7
Tiwi Islands	2010	11
Tiwi Islands	2015	11
Tiwi Islands	2016	4
West Arnhem	1991	33
West Arnhem	2000	3
West Arnhem	2005	3
West Arnhem	2010	14
West Arnhem	2015	20
West Arnhem		11
Anindilyakwa	1991	102
Anindilyakwa	1995	17
Anindilyakwa	2000	24
Anindilyakwa	2005	25
Anindilyakwa	2010	58
Anindilyakwa	2015	18
Anindilyakwa		12
East Arnhem	1991	81
East Arnhem	1995	10
East Arnhem	2000	12
East Arnhem	2005	23
East Arnhem	2010	43
East Arnhem	2015	41
East Arnhem	2016	4
East Arnhem		6
Nhulunbuy	1991	123
Nhulunbuy	1995	20
Nhulunbuy	2000	25
Nhulunbuy	2005	24
Nhulunbuy	2010	57
Nhulunbuy	2015	38
Nhulunbuy	2016	3
Nhulunbuy		10
Elsey	1991	14
Elsey	2000	3
Elsey	2005	3
Elsey	2015	36
Elsey	2016	6
Elsey		9
Gulf	1991	55
Gulf	1995	5
Gulf	2000	10
Gulf	2005	9
Gulf	2010	24
Gulf	2015	32
Gulf	2016	3
Gulf		12
Katherine	1991	260
Katherine	1995	43
Katherine	2000	56
Katherine	2005	61
Katherine	2010	191
Katherine	2015	192
Katherine	2016	15
Katherine		32
Victoria River	1991	28
Victoria River	2000	4
Victoria River	2005	4
Victoria River	2010	6
Victoria River	2015	15
Victoria River		4
Migratory - Offshore - Shipping (NT)	1991	12
Migratory - Offshore - Shipping (NT)	1995	3
Migratory - Offshore - Shipping (NT)	2000	6
Migratory - Offshore - Shipping (NT)	2005	4
Migratory - Offshore - Shipping (NT)	2010	8
Migratory - Offshore - Shipping (NT)	2015	5
Migratory - Offshore - Shipping (NT)		4
No usual address (NT)	1991	334
No usual address (NT)	1995	37
No usual address (NT)	2000	63
No usual address (NT)	2005	85
No usual address (NT)	2010	167
No usual address (NT)	2015	197
No usual address (NT)	2016	16
No usual address (NT)		37
Aranda	1991	21
Aranda	2000	3
Aranda	2005	4
Aranda	2010	10
Aranda	2015	9
Belconnen	1991	1190
Belconnen	1995	344
Belconnen	2000	383
Belconnen	2005	552
Belconnen	2010	669
Belconnen	2015	611
Belconnen	2016	49
Belconnen		60
Bruce	1991	529
Bruce	1995	125
Bruce	2000	148
Bruce	2005	280
Bruce	2010	456
Bruce	2015	451
Bruce	2016	25
Bruce		35
Charnwood	1991	40
Charnwood	1995	10
Charnwood	2000	15
Charnwood	2005	15
Charnwood	2010	35
Charnwood	2015	27
Charnwood	2016	8
Charnwood		3
Cook	1991	20
Cook	1995	3
Cook	2000	6
Cook	2005	6
Cook	2010	6
Dunlop	1991	17
Dunlop	2005	7
Dunlop	2010	12
Dunlop	2015	12
Evatt	1991	37
Evatt	1995	8
Evatt	2000	3
Evatt	2005	5
Evatt	2010	13
Evatt	2015	6
Florey	1991	49
Florey	1995	4
Florey	2000	11
Florey	2005	7
Florey	2010	31
Florey	2015	14
Flynn (ACT)	1991	25
Flynn (ACT)	2000	5
Flynn (ACT)	2005	5
Flynn (ACT)	2010	11
Flynn (ACT)	2015	15
Fraser	1991	20
Fraser	2005	3
Fraser	2010	3
Fraser	2015	3
Giralang	1991	25
Giralang	1995	3
Giralang	2005	3
Giralang	2010	7
Giralang	2015	15
Hawker	1991	66
Hawker	1995	10
Hawker	2000	11
Hawker	2005	18
Hawker	2010	22
Hawker	2015	24
Hawker	2016	4
Higgins	1991	11
Higgins	1995	4
Higgins	2000	3
Higgins	2005	3
Higgins	2010	4
Higgins	2015	6
Holt	1991	92
Holt	1995	15
Holt	2000	23
Holt	2005	35
Holt	2010	86
Holt	2015	70
Holt	2016	6
Holt		3
Kaleen	1991	77
Kaleen	1995	11
Kaleen	2000	22
Kaleen	2005	15
Kaleen	2010	30
Kaleen	2015	52
Kaleen		5
Latham	1991	18
Latham	2005	3
Latham	2010	5
Latham	2015	3
Latham		3
Lawson	1991	12
Lawson	2005	4
Lawson	2010	6
Lawson	2015	3
Macgregor (ACT)	1991	13
Macgregor (ACT)	1995	3
Macgregor (ACT)	2000	11
Macgregor (ACT)	2005	12
Macgregor (ACT)	2010	14
Macgregor (ACT)	2015	20
Macquarie	1991	79
Macquarie	1995	18
Macquarie	2000	19
Macquarie	2005	29
Macquarie	2010	59
Macquarie	2015	64
Macquarie	2016	6
Macquarie		7
McKellar	1991	29
McKellar	1995	3
McKellar	2005	4
McKellar	2010	9
McKellar	2015	6
McKellar		3
Melba	1991	42
Melba	1995	10
Melba	2000	10
Melba	2005	3
Melba	2010	12
Melba	2015	12
Page	1991	27
Page	1995	6
Page	2000	14
Page	2005	14
Page	2010	34
Page	2015	49
Page	2016	4
Page		3
Scullin	1991	15
Scullin	1995	8
Scullin	2000	5
Scullin	2005	8
Scullin	2010	24
Scullin	2015	17
Spence	1991	14
Spence	1995	8
Spence	2000	7
Spence	2005	8
Spence	2010	4
Spence	2015	13
Weetangera	1991	20
Weetangera	2000	4
Weetangera	2005	3
Weetangera	2010	11
Weetangera	2015	13
Molonglo Corridor	1991	9
Molonglo Corridor	2005	3
Molonglo Corridor	2010	3
West Belconnen	1991	3
West Belconnen	2000	4
West Belconnen	2005	9
West Belconnen	2010	10
West Belconnen	2015	8
Hume	1991	234
Hume	1995	34
Hume	2000	42
Hume	2005	50
Hume	2010	96
Hume	2015	99
Hume		15
Kowen	1991	3
Canberra East	1991	343
Canberra East	1995	108
Canberra East	2000	98
Canberra East	2005	98
Canberra East	2010	116
Canberra East	2015	72
Canberra East	2016	7
Canberra East		11
Canberra Airport	1991	607
Canberra Airport	1995	147
Canberra Airport	2000	160
Canberra Airport	2005	216
Canberra Airport	2010	317
Canberra Airport	2015	251
Canberra Airport	2016	17
Canberra Airport		37
Majura	1991	158
Majura	1995	30
Majura	2000	37
Majura	2005	38
Majura	2010	59
Majura	2015	82
Majura	2016	4
Majura		10
Amaroo	1991	41
Amaroo	1995	14
Amaroo	2000	10
Amaroo	2005	19
Amaroo	2010	21
Amaroo	2015	25
Bonner	1991	15
Bonner	1995	10
Bonner	2000	7
Bonner	2005	25
Bonner	2010	61
Bonner	2015	29
Bonner		3
Casey	1991	22
Casey	1995	3
Casey	2000	5
Casey	2005	30
Casey	2010	48
Casey	2015	53
Casey	2016	4
Casey		3
Crace	1991	22
Crace	1995	10
Crace	2000	14
Crace	2005	32
Crace	2010	51
Crace	2015	41
Crace		3
Forde	1991	28
Forde	1995	8
Forde	2000	17
Forde	2005	11
Forde	2010	28
Forde	2015	20
Forde		3
Franklin	1991	21
Franklin	1995	5
Franklin	2000	9
Franklin	2005	27
Franklin	2010	47
Franklin	2015	39
Franklin	2016	7
Franklin		4
Gungahlin	1991	246
Gungahlin	1995	74
Gungahlin	2000	116
Gungahlin	2005	195
Gungahlin	2010	363
Gungahlin	2015	295
Gungahlin	2016	22
Gungahlin		19
Hall	1991	16
Hall	1995	3
Hall	2000	3
Hall	2005	3
Hall	2010	3
Hall	2015	4
Harrison	1991	32
Harrison	1995	20
Harrison	2000	19
Harrison	2005	31
Harrison	2010	54
Harrison	2015	40
Harrison	2016	3
Harrison		3
Mitchell	1991	397
Mitchell	1995	80
Mitchell	2000	87
Mitchell	2005	108
Mitchell	2010	230
Mitchell	2015	210
Mitchell	2016	13
Mitchell		15
Ngunnawal	1991	52
Ngunnawal	1995	10
Ngunnawal	2000	22
Ngunnawal	2005	21
Ngunnawal	2010	41
Ngunnawal	2015	16
Ngunnawal	2016	3
Nicholls	1991	92
Nicholls	1995	16
Nicholls	2000	20
Nicholls	2005	34
Nicholls	2010	64
Nicholls	2015	40
Nicholls	2016	6
Nicholls		3
Palmerston	1991	35
Palmerston	1995	10
Palmerston	2000	3
Palmerston	2005	10
Palmerston	2010	17
Palmerston	2015	17
Palmerston		4
Jacka	2015	3
Kenny	1991	7
Kenny	2005	3
Kenny	2010	7
Moncrieff	1991	17
Moncrieff	2000	3
Moncrieff	2005	6
Moncrieff	2010	6
Moncrieff	2015	3
Acton	1991	664
Acton	1995	207
Acton	2000	244
Acton	2005	321
Acton	2010	513
Acton	2015	658
Acton	2016	60
Acton		43
Ainslie	1991	70
Ainslie	1995	16
Ainslie	2000	29
Ainslie	2005	32
Ainslie	2010	52
Ainslie	2015	64
Ainslie	2016	3
Ainslie		7
Braddon	1991	332
Braddon	1995	78
Braddon	2000	105
Braddon	2005	169
Braddon	2010	247
Braddon	2015	332
Braddon	2016	28
Braddon		11
Civic	1991	3246
Civic	1995	876
Civic	2000	966
Civic	2005	1266
Civic	2010	1528
Civic	2015	1550
Civic	2016	115
Civic		178
Dickson	1991	310
Dickson	1995	71
Dickson	2000	80
Dickson	2005	122
Dickson	2010	191
Dickson	2015	242
Dickson	2016	12
Dickson		19
Downer	1991	28
Downer	1995	6
Downer	2010	6
Downer	2015	13
Downer	2016	5
Hackett	1991	22
Hackett	1995	3
Hackett	2000	3
Hackett	2005	3
Hackett	2010	11
Hackett	2015	13
Lyneham	1991	194
Lyneham	1995	42
Lyneham	2000	58
Lyneham	2005	85
Lyneham	2010	138
Lyneham	2015	111
Lyneham	2016	8
Lyneham		14
O'Connor (ACT)	1991	73
O'Connor (ACT)	1995	15
O'Connor (ACT)	2000	18
O'Connor (ACT)	2005	17
O'Connor (ACT)	2010	19
O'Connor (ACT)	2015	34
O'Connor (ACT)	2016	3
O'Connor (ACT)		3
Turner	1991	82
Turner	1995	21
Turner	2000	20
Turner	2005	37
Turner	2010	77
Turner	2015	83
Turner	2016	9
Turner		12
Watson	1991	101
Watson	1995	9
Watson	2000	22
Watson	2005	19
Watson	2010	59
Watson	2015	59
Watson	2016	10
Watson		10
Black Mountain	1991	6
Black Mountain	2000	3
Black Mountain	2010	3
Black Mountain	2015	4
Campbell	1991	200
Campbell	1995	27
Campbell	2000	32
Campbell	2005	55
Campbell	2010	63
Campbell	2015	50
Campbell	2016	4
Campbell		8
Duntroon	1991	197
Duntroon	1995	35
Duntroon	2000	71
Duntroon	2005	88
Duntroon	2010	96
Duntroon	2015	81
Duntroon	2016	13
Duntroon		4
Parkes (ACT) - North	1991	110
Parkes (ACT) - North	1995	17
Parkes (ACT) - North	2000	23
Parkes (ACT) - North	2005	35
Parkes (ACT) - North	2010	27
Parkes (ACT) - North	2015	11
Parkes (ACT) - North		3
Reid	1991	82
Reid	1995	11
Reid	2000	23
Reid	2005	27
Reid	2010	38
Reid	2015	31
Reid		5
Russell	1991	678
Russell	1995	139
Russell	2000	143
Russell	2005	114
Russell	2010	94
Russell	2015	58
Russell	2016	12
Russell		25
Deakin	1991	623
Deakin	1995	128
Deakin	2000	136
Deakin	2005	183
Deakin	2010	345
Deakin	2015	339
Deakin	2016	14
Deakin		34
Forrest	1991	427
Forrest	1995	77
Forrest	2000	121
Forrest	2005	123
Forrest	2010	92
Forrest	2015	59
Forrest	2016	7
Forrest		20
Griffith (ACT)	1991	298
Griffith (ACT)	1995	59
Griffith (ACT)	2000	69
Griffith (ACT)	2005	104
Griffith (ACT)	2010	207
Griffith (ACT)	2015	256
Griffith (ACT)	2016	17
Griffith (ACT)		24
Narrabundah	1991	103
Narrabundah	1995	16
Narrabundah	2000	26
Narrabundah	2005	37
Narrabundah	2010	101
Narrabundah	2015	110
Narrabundah	2016	8
Narrabundah		10
Parkes (ACT) - South	1991	547
Parkes (ACT) - South	1995	115
Parkes (ACT) - South	2000	137
Parkes (ACT) - South	2005	124
Parkes (ACT) - South	2010	113
Parkes (ACT) - South	2015	55
Parkes (ACT) - South	2016	11
Parkes (ACT) - South		19
Red Hill (ACT)	1991	100
Red Hill (ACT)	1995	21
Red Hill (ACT)	2000	20
Red Hill (ACT)	2005	23
Red Hill (ACT)	2010	41
Red Hill (ACT)	2015	57
Red Hill (ACT)	2016	8
Red Hill (ACT)		7
Yarralumla	1991	216
Yarralumla	1995	46
Yarralumla	2000	64
Yarralumla	2005	86
Yarralumla	2010	116
Yarralumla	2015	218
Yarralumla	2016	23
Yarralumla		18
Barton	1991	1214
Barton	1995	216
Barton	2000	257
Barton	2005	306
Barton	2010	303
Barton	2015	258
Barton	2016	30
Barton		46
Fyshwick	1991	1094
Fyshwick	1995	197
Fyshwick	2000	240
Fyshwick	2005	277
Fyshwick	2010	569
Fyshwick	2015	562
Fyshwick	2016	44
Fyshwick		58
Kingston (ACT)	1991	208
Kingston (ACT)	1995	49
Kingston (ACT)	2000	79
Kingston (ACT)	2005	93
Kingston (ACT)	2010	176
Kingston (ACT)	2015	182
Kingston (ACT)	2016	16
Kingston (ACT)		23
Banks	1991	16
Banks	1995	4
Banks	2005	3
Banks	2010	3
Bonython	1991	9
Bonython	1995	3
Bonython	2005	6
Bonython	2010	7
Bonython	2015	6
Calwell	1991	53
Calwell	1995	5
Calwell	2000	12
Calwell	2005	13
Calwell	2010	45
Calwell	2015	53
Calwell	2016	3
Calwell		3
Chisholm	1991	42
Chisholm	1995	12
Chisholm	2000	7
Chisholm	2005	17
Chisholm	2010	21
Chisholm	2015	18
Conder	1991	39
Conder	1995	11
Conder	2000	13
Conder	2005	17
Conder	2010	40
Conder	2015	19
Conder	2016	5
Fadden	1991	33
Fadden	1995	4
Fadden	2000	5
Fadden	2005	4
Fadden	2010	5
Fadden	2015	7
Gilmore	1991	11
Gilmore	2000	5
Gilmore	2005	3
Gilmore	2010	4
Gordon (ACT)	1991	46
Gordon (ACT)	1995	11
Gordon (ACT)	2000	6
Gordon (ACT)	2005	3
Gordon (ACT)	2010	8
Gordon (ACT)	2015	14
Gordon (ACT)		3
Gowrie (ACT)	1991	23
Gowrie (ACT)	1995	4
Gowrie (ACT)	2000	8
Gowrie (ACT)	2005	5
Gowrie (ACT)	2010	5
Gowrie (ACT)	2015	5
Gowrie (ACT)		3
Greenway	1991	1099
Greenway	1995	244
Greenway	2000	328
Greenway	2005	377
Greenway	2010	473
Greenway	2015	386
Greenway	2016	22
Greenway		53
Isabella Plains	1991	54
Isabella Plains	1995	8
Isabella Plains	2000	6
Isabella Plains	2005	5
Isabella Plains	2010	12
Isabella Plains	2015	12
Isabella Plains		3
Kambah	1991	144
Kambah	1995	23
Kambah	2000	18
Kambah	2005	27
Kambah	2010	59
Kambah	2015	43
Kambah		8
Macarthur	1991	3
Macarthur	2005	4
Macarthur	2010	3
Macarthur	2015	15
Monash	1991	50
Monash	1995	7
Monash	2000	8
Monash	2005	13
Monash	2010	43
Monash	2015	47
Monash		7
Oxley (ACT)	1991	7
Oxley (ACT)	2000	3
Oxley (ACT)	2010	5
Oxley (ACT)	2015	8
Richardson	1991	21
Richardson	1995	7
Richardson	2000	3
Richardson	2005	3
Richardson	2010	9
Theodore	1991	14
Theodore	2005	4
Theodore	2010	6
Tuggeranong	1991	3
Tuggeranong	2000	4
Tuggeranong	2010	3
Tuggeranong	2015	3
Wanniassa	1991	156
Wanniassa	1995	15
Wanniassa	2000	42
Wanniassa	2005	52
Wanniassa	2010	105
Wanniassa	2015	60
Wanniassa	2016	15
Wanniassa		4
Chapman	1991	33
Chapman	1995	8
Chapman	2000	6
Chapman	2005	10
Chapman	2010	3
Chapman	2015	5
Duffy	1991	20
Duffy	2000	3
