SA2_NAME16	YearOfArrival.max	workers_born_overseas
Albany	2016	10
Albany		55
Albany Region	1991	165
Albany Region	1995	14
Albany Region	2000	22
Albany Region	2005	26
Albany Region	2010	33
Albany Region	2015	30
Albany Region	2016	3
Albany Region		8
Bayonet Head - Lower King	1991	43
Bayonet Head - Lower King	1995	7
Bayonet Head - Lower King	2000	9
Bayonet Head - Lower King	2005	3
Bayonet Head - Lower King	2010	12
Bayonet Head - Lower King	2015	9
Bayonet Head - Lower King	2016	4
Denmark	1991	314
Denmark	1995	23
Denmark	2000	36
Denmark	2005	30
Denmark	2010	43
Denmark	2015	31
Denmark	2016	4
Denmark		18
Gnowangerup	1991	66
Gnowangerup	1995	10
Gnowangerup	2000	4
Gnowangerup	2005	21
Gnowangerup	2010	32
Gnowangerup	2015	72
Gnowangerup	2016	3
Gnowangerup		5
Katanning	1991	126
Katanning	1995	21
Katanning	2000	27
Katanning	2005	37
Katanning	2010	175
Katanning	2015	121
Katanning	2016	6
Katanning		18
Kojonup	1991	114
Kojonup	1995	12
Kojonup	2000	16
Kojonup	2005	20
Kojonup	2010	47
Kojonup	2015	53
Kojonup	2016	12
Kojonup		10
Little Grove - Elleker	1991	90
Little Grove - Elleker	1995	6
Little Grove - Elleker	2000	5
Little Grove - Elleker	2005	11
Little Grove - Elleker	2010	13
Little Grove - Elleker	2015	9
Little Grove - Elleker		3
McKail - Willyung	1991	229
McKail - Willyung	1995	25
McKail - Willyung	2000	16
McKail - Willyung	2005	43
McKail - Willyung	2010	54
McKail - Willyung	2015	44
McKail - Willyung		9
Plantagenet	1991	215
Plantagenet	1995	23
Plantagenet	2000	40
Plantagenet	2005	57
Plantagenet	2010	115
Plantagenet	2015	66
Plantagenet	2016	3
Plantagenet		15
Chittering	1991	166
Chittering	1995	14
Chittering	2000	30
Chittering	2005	38
Chittering	2010	63
Chittering	2015	68
Chittering	2016	3
Chittering		6
Cunderdin	1991	87
Cunderdin	1995	13
Cunderdin	2000	13
Cunderdin	2005	12
Cunderdin	2010	30
Cunderdin	2015	81
Cunderdin	2016	4
Cunderdin		12
Dowerin	1991	98
Dowerin	1995	4
Dowerin	2000	14
Dowerin	2005	20
Dowerin	2010	33
Dowerin	2015	47
Dowerin		9
Gingin - Dandaragan	1991	291
Gingin - Dandaragan	1995	26
Gingin - Dandaragan	2000	49
Gingin - Dandaragan	2005	71
Gingin - Dandaragan	2010	128
Gingin - Dandaragan	2015	219
Gingin - Dandaragan	2016	80
Gingin - Dandaragan		118
Merredin	1991	128
Merredin	1995	14
Merredin	2000	36
Merredin	2005	33
Merredin	2010	58
Merredin	2015	97
Merredin	2016	5
Merredin		12
Moora	1991	134
Moora	1995	15
Moora	2000	31
Moora	2005	51
Moora	2010	59
Moora	2015	127
Moora	2016	5
Moora		17
Mukinbudin	1991	203
Mukinbudin	1995	21
Mukinbudin	2000	34
Mukinbudin	2005	59
Mukinbudin	2010	115
Mukinbudin	2015	97
Mukinbudin	2016	3
Mukinbudin		24
Northam	1991	398
Northam	1995	53
Northam	2000	61
Northam	2005	70
Northam	2010	186
Northam	2015	160
Northam	2016	5
Northam		29
Toodyay	1991	99
Toodyay	1995	10
Toodyay	2000	17
Toodyay	2005	7
Toodyay	2010	12
Toodyay	2015	12
Toodyay		10
York - Beverley	1991	158
York - Beverley	1995	12
York - Beverley	2000	22
York - Beverley	2005	23
York - Beverley	2010	26
York - Beverley	2015	41
York - Beverley	2016	7
York - Beverley		9
Brookton	1991	94
Brookton	1995	7
Brookton	2000	16
Brookton	2005	13
Brookton	2010	45
Brookton	2015	26
Brookton	2016	3
Brookton		3
Kulin	1991	142
Kulin	1995	14
Kulin	2000	10
Kulin	2005	37
Kulin	2010	53
Kulin	2015	73
Kulin		12
Murray	1991	239
Murray	1995	35
Murray	2000	41
Murray	2005	51
Murray	2010	121
Murray	2015	77
Murray	2016	3
Murray		16
Narrogin	1991	182
Narrogin	1995	25
Narrogin	2000	22
Narrogin	2005	19
Narrogin	2010	83
Narrogin	2015	75
Narrogin	2016	3
Narrogin		15
Wagin	1991	112
Wagin	1995	5
Wagin	2000	11
Wagin	2005	15
Wagin	2010	33
Wagin	2015	59
Wagin	2016	10
Wagin		11
Broome	1991	489
Broome	1995	92
Broome	2000	99
Broome	2005	107
Broome	2010	391
Broome	2015	415
Broome	2016	44
Broome		89
Derby - West Kimberley	1991	146
Derby - West Kimberley	1995	22
Derby - West Kimberley	2000	35
Derby - West Kimberley	2005	38
Derby - West Kimberley	2010	110
Derby - West Kimberley	2015	119
Derby - West Kimberley	2016	21
Derby - West Kimberley		29
Halls Creek	1991	49
Halls Creek	1995	6
Halls Creek	2000	10
Halls Creek	2005	14
Halls Creek	2010	39
Halls Creek	2015	70
Halls Creek	2016	5
Halls Creek		6
Kununurra	1991	268
Kununurra	1995	41
Kununurra	2000	49
Kununurra	2005	58
Kununurra	2010	143
Kununurra	2015	223
Kununurra	2016	29
Kununurra		30
Roebuck	1991	24
Roebuck	2000	7
Roebuck	2005	13
Roebuck	2010	25
Roebuck	2015	16
Roebuck		4
East Pilbara	1991	1056
East Pilbara	1995	213
East Pilbara	2000	329
East Pilbara	2005	393
East Pilbara	2010	931
East Pilbara	2015	587
East Pilbara	2016	8
East Pilbara		76
Newman	1991	204
Newman	1995	41
Newman	2000	58
Newman	2005	70
Newman	2010	231
Newman	2015	203
Newman	2016	10
Newman		20
Port Hedland	1991	419
Port Hedland	1995	79
Port Hedland	2000	115
Port Hedland	2005	174
Port Hedland	2010	454
Port Hedland	2015	447
Port Hedland	2016	16
Port Hedland		66
South Hedland	1991	207
South Hedland	1995	36
South Hedland	2000	45
South Hedland	2005	71
South Hedland	2010	261
South Hedland	2015	266
South Hedland	2016	12
South Hedland		26
Ashburton (WA)	1991	2231
Ashburton (WA)	1995	485
Ashburton (WA)	2000	728
Ashburton (WA)	2005	985
Ashburton (WA)	2010	2294
Ashburton (WA)	2015	1663
Ashburton (WA)	2016	34
Ashburton (WA)		173
Karratha	1991	489
Karratha	1995	76
Karratha	2000	102
Karratha	2005	179
Karratha	2010	560
Karratha	2015	595
Karratha	2016	37
Karratha		80
Roebourne	1991	536
Roebourne	1995	91
Roebourne	2000	127
Roebourne	2005	187
Roebourne	2010	473
Roebourne	2015	381
Roebourne	2016	16
Roebourne		55
Esperance	1991	376
Esperance	1995	35
Esperance	2000	72
Esperance	2005	91
Esperance	2010	150
Esperance	2015	119
Esperance	2016	4
Esperance		38
Esperance Region	1991	138
Esperance Region	1995	13
Esperance Region	2000	28
Esperance Region	2005	29
Esperance Region	2010	74
Esperance Region	2015	86
Esperance Region	2016	9
Esperance Region		7
Carnarvon	1991	247
Carnarvon	1995	23
Carnarvon	2000	36
Carnarvon	2005	43
Carnarvon	2010	94
Carnarvon	2015	111
Carnarvon	2016	24
Carnarvon		32
Exmouth	1991	199
Exmouth	1995	17
Exmouth	2000	30
Exmouth	2005	51
Exmouth	2010	104
Exmouth	2015	123
Exmouth	2016	23
Exmouth		24
Boulder	1991	115
Boulder	1995	23
Boulder	2000	29
Boulder	2005	27
Boulder	2010	115
Boulder	2015	94
Boulder		18
Kalgoorlie	1991	624
Kalgoorlie	1995	150
Kalgoorlie	2000	184
Kalgoorlie	2005	319
Kalgoorlie	2010	875
Kalgoorlie	2015	917
Kalgoorlie	2016	39
Kalgoorlie		66
Kalgoorlie - North	1991	115
Kalgoorlie - North	1995	26
Kalgoorlie - North	2000	34
Kalgoorlie - North	2005	54
Kalgoorlie - North	2010	122
Kalgoorlie - North	2015	92
Kalgoorlie - North	2016	6
Kalgoorlie - North		16
Kalgoorlie Airport	1991	9
Kalgoorlie Airport	2000	3
Kalgoorlie Airport	2005	4
Kalgoorlie Airport	2010	8
Kalgoorlie Airport	2015	3
Kalgoorlie Airport		4
Kambalda - Coolgardie - Norseman	1991	292
Kambalda - Coolgardie - Norseman	1995	49
Kambalda - Coolgardie - Norseman	2000	84
Kambalda - Coolgardie - Norseman	2005	114
Kambalda - Coolgardie - Norseman	2010	272
Kambalda - Coolgardie - Norseman	2015	239
Kambalda - Coolgardie - Norseman	2016	12
Kambalda - Coolgardie - Norseman		30
Leinster - Leonora	1991	514
Leinster - Leonora	1995	104
Leinster - Leonora	2000	139
Leinster - Leonora	2005	199
Leinster - Leonora	2010	415
Leinster - Leonora	2015	308
Leinster - Leonora	2016	14
Leinster - Leonora		46
Trafalgar (WA)	1991	64
Trafalgar (WA)	1995	14
Trafalgar (WA)	2000	11
Trafalgar (WA)	2005	27
Trafalgar (WA)	2010	76
Trafalgar (WA)	2015	55
Trafalgar (WA)		3
Geraldton	1991	782
Geraldton	1995	78
Geraldton	2000	158
Geraldton	2005	222
Geraldton	2010	518
Geraldton	2015	534
Geraldton	2016	13
Geraldton		60
Geraldton - East	1991	151
Geraldton - East	1995	14
Geraldton - East	2000	26
Geraldton - East	2005	34
Geraldton - East	2010	108
Geraldton - East	2015	129
Geraldton - East	2016	3
Geraldton - East		9
Geraldton - North	1991	53
Geraldton - North	1995	4
Geraldton - North	2000	3
Geraldton - North	2005	15
Geraldton - North	2010	15
Geraldton - North	2015	22
Geraldton - South	1991	53
Geraldton - South	1995	6
Geraldton - South	2000	16
Geraldton - South	2005	8
Geraldton - South	2010	25
Geraldton - South	2015	18
Geraldton - South		5
Irwin	1991	90
Irwin	1995	9
Irwin	2000	12
Irwin	2005	15
Irwin	2010	29
Irwin	2015	11
Irwin		9
Meekatharra	1991	349
Meekatharra	1995	73
Meekatharra	2000	92
Meekatharra	2005	117
Meekatharra	2010	275
Meekatharra	2015	187
Meekatharra	2016	4
Meekatharra		20
Morawa	1991	134
Morawa	1995	24
Morawa	2000	27
Morawa	2005	42
Morawa	2010	71
Morawa	2015	100
Morawa	2016	7
Morawa		15
Northampton - Mullewa - Greenough	1991	155
Northampton - Mullewa - Greenough	1995	12
Northampton - Mullewa - Greenough	2000	13
Northampton - Mullewa - Greenough	2005	24
Northampton - Mullewa - Greenough	2010	41
Northampton - Mullewa - Greenough	2015	40
Northampton - Mullewa - Greenough	2016	3
Northampton - Mullewa - Greenough		8
Migratory - Offshore - Shipping (WA)	1991	200
Migratory - Offshore - Shipping (WA)	1995	43
Migratory - Offshore - Shipping (WA)	2000	48
Migratory - Offshore - Shipping (WA)	2005	52
Migratory - Offshore - Shipping (WA)	2010	89
Migratory - Offshore - Shipping (WA)	2015	68
Migratory - Offshore - Shipping (WA)	2016	3
Migratory - Offshore - Shipping (WA)		14
No usual address (WA)	1991	6633
No usual address (WA)	1995	1136
No usual address (WA)	2000	1605
No usual address (WA)	2005	1898
No usual address (WA)	2010	3897
No usual address (WA)	2015	3419
No usual address (WA)	2016	228
No usual address (WA)		575
Bridgewater - Gagebrook	1991	40
Bridgewater - Gagebrook	2000	3
Bridgewater - Gagebrook	2005	6
Bridgewater - Gagebrook	2010	11
Bridgewater - Gagebrook	2015	20
Brighton - Pontville	1991	32
Brighton - Pontville	2000	3
Brighton - Pontville	2010	3
Brighton - Pontville	2015	5
Brighton - Pontville		3
Old Beach - Otago	1991	24
Old Beach - Otago	2000	3
Old Beach - Otago	2010	10
Old Beach - Otago	2015	3
Bellerive - Rosny	1991	175
Bellerive - Rosny	1995	30
Bellerive - Rosny	2000	34
Bellerive - Rosny	2005	55
Bellerive - Rosny	2010	79
Bellerive - Rosny	2015	78
Bellerive - Rosny	2016	7
Bellerive - Rosny		15
Cambridge	1991	181
Cambridge	1995	39
Cambridge	2000	38
Cambridge	2005	48
Cambridge	2010	83
Cambridge	2015	67
Cambridge		17
Geilston Bay - Risdon	1991	15
Geilston Bay - Risdon	1995	3
Geilston Bay - Risdon	2005	3
Howrah - Tranmere	1991	75
Howrah - Tranmere	1995	9
Howrah - Tranmere	2000	6
Howrah - Tranmere	2005	9
Howrah - Tranmere	2010	23
Howrah - Tranmere	2015	11
Howrah - Tranmere	2016	3
Howrah - Tranmere		3
Lindisfarne - Rose Bay	1991	94
Lindisfarne - Rose Bay	1995	3
Lindisfarne - Rose Bay	2000	17
Lindisfarne - Rose Bay	2005	11
Lindisfarne - Rose Bay	2010	23
Lindisfarne - Rose Bay	2015	19
Lindisfarne - Rose Bay		6
Mornington - Warrane	1991	113
Mornington - Warrane	1995	9
Mornington - Warrane	2000	14
Mornington - Warrane	2005	27
Mornington - Warrane	2010	24
Mornington - Warrane	2015	24
Mornington - Warrane		6
Risdon Vale	1991	52
Risdon Vale	1995	6
Risdon Vale	2000	8
Risdon Vale	2005	11
Rokeby	1991	36
Rokeby	1995	3
Rokeby	2000	5
Rokeby	2005	9
Rokeby	2010	14
Rokeby	2015	3
Rokeby		3
South Arm	1991	18
South Arm	2000	3
South Arm	2005	7
South Arm	2010	3
South Arm		3
Austins Ferry - Granton	1991	24
Austins Ferry - Granton	1995	3
Austins Ferry - Granton	2000	4
Austins Ferry - Granton	2005	5
Austins Ferry - Granton	2010	7
Austins Ferry - Granton	2015	4
Berriedale - Chigwell	1991	32
Berriedale - Chigwell	2000	8
Berriedale - Chigwell	2005	9
Berriedale - Chigwell	2010	15
Berriedale - Chigwell	2015	22
Claremont (Tas.)	1991	69
Claremont (Tas.)	1995	11
Claremont (Tas.)	2000	8
Claremont (Tas.)	2005	15
Claremont (Tas.)	2010	17
Claremont (Tas.)	2015	12
Claremont (Tas.)		9
Derwent Park - Lutana	1991	233
Derwent Park - Lutana	1995	25
Derwent Park - Lutana	2000	34
Derwent Park - Lutana	2005	32
Derwent Park - Lutana	2010	59
Derwent Park - Lutana	2015	53
Derwent Park - Lutana	2016	4
Derwent Park - Lutana		8
Glenorchy	1991	202
Glenorchy	1995	31
Glenorchy	2000	35
Glenorchy	2005	51
Glenorchy	2010	101
Glenorchy	2015	72
Glenorchy	2016	12
Glenorchy		9
Montrose - Rosetta	1991	28
Montrose - Rosetta	2005	4
Montrose - Rosetta	2010	12
Montrose - Rosetta	2015	9
Montrose - Rosetta		4
Moonah	1991	288
Moonah	1995	47
Moonah	2000	44
Moonah	2005	70
Moonah	2010	118
Moonah	2015	108
Moonah	2016	3
Moonah		16
New Norfolk	1991	67
New Norfolk	1995	10
New Norfolk	2000	6
New Norfolk	2005	14
New Norfolk	2010	15
New Norfolk	2015	5
New Norfolk		3
West Moonah	1991	15
West Moonah	1995	3
West Moonah	2000	3
West Moonah	2005	3
West Moonah	2010	12
West Moonah	2015	3
Kingston - Huntingfield	1991	274
Kingston - Huntingfield	1995	39
Kingston - Huntingfield	2000	56
Kingston - Huntingfield	2005	73
Kingston - Huntingfield	2010	103
Kingston - Huntingfield	2015	77
Kingston - Huntingfield	2016	3
Kingston - Huntingfield		18
Kingston Beach - Blackmans Bay	1991	94
Kingston Beach - Blackmans Bay	1995	18
Kingston Beach - Blackmans Bay	2000	11
Kingston Beach - Blackmans Bay	2005	16
Kingston Beach - Blackmans Bay	2010	24
Kingston Beach - Blackmans Bay	2015	40
Kingston Beach - Blackmans Bay		7
Margate - Snug	1991	97
Margate - Snug	1995	6
Margate - Snug	2000	12
Margate - Snug	2005	21
Margate - Snug	2010	35
Margate - Snug	2015	34
Margate - Snug		3
Taroona - Bonnet Hill	1991	67
Taroona - Bonnet Hill	1995	3
Taroona - Bonnet Hill	2000	12
Taroona - Bonnet Hill	2005	5
Taroona - Bonnet Hill	2010	15
Taroona - Bonnet Hill	2015	22
Hobart	1991	2374
Hobart	1995	321
Hobart	2000	448
Hobart	2005	579
Hobart	2010	935
Hobart	2015	950
Hobart	2016	88
Hobart		117
Lenah Valley - Mount Stuart	1991	135
Lenah Valley - Mount Stuart	1995	19
Lenah Valley - Mount Stuart	2000	23
Lenah Valley - Mount Stuart	2005	22
Lenah Valley - Mount Stuart	2010	38
Lenah Valley - Mount Stuart	2015	22
Lenah Valley - Mount Stuart		7
Mount Nelson - Dynnyrne	1991	56
Mount Nelson - Dynnyrne	1995	3
Mount Nelson - Dynnyrne	2000	7
Mount Nelson - Dynnyrne	2005	5
Mount Nelson - Dynnyrne	2010	12
Mount Nelson - Dynnyrne	2015	11
Mount Nelson - Dynnyrne		3
New Town	1991	233
New Town	1995	24
New Town	2000	43
New Town	2005	46
New Town	2010	80
New Town	2015	82
New Town	2016	4
New Town		13
Sandy Bay	1991	421
Sandy Bay	1995	78
Sandy Bay	2000	86
Sandy Bay	2005	142
Sandy Bay	2010	216
Sandy Bay	2015	258
Sandy Bay	2016	23
Sandy Bay		29
South Hobart - Fern Tree	1991	139
South Hobart - Fern Tree	1995	13
South Hobart - Fern Tree	2000	25
South Hobart - Fern Tree	2005	22
South Hobart - Fern Tree	2010	50
South Hobart - Fern Tree	2015	50
South Hobart - Fern Tree		6
West Hobart	1991	74
West Hobart	1995	11
West Hobart	2000	13
West Hobart	2005	10
West Hobart	2010	13
West Hobart	2015	30
West Hobart		3
Dodges Ferry - Lewisham	1991	44
Dodges Ferry - Lewisham	1995	3
Dodges Ferry - Lewisham	2000	3
Dodges Ferry - Lewisham	2005	8
Dodges Ferry - Lewisham	2010	7
Dodges Ferry - Lewisham	2015	8
Dodges Ferry - Lewisham		3
Sorell - Richmond	1991	127
Sorell - Richmond	1995	10
Sorell - Richmond	2000	10
Sorell - Richmond	2005	23
Sorell - Richmond	2010	28
Sorell - Richmond	2015	35
Sorell - Richmond		6
Invermay	1991	144
Invermay	1995	20
Invermay	2000	21
Invermay	2005	24
Invermay	2010	49
Invermay	2015	42
Invermay		9
Kings Meadows - Punchbowl	1991	128
Kings Meadows - Punchbowl	1995	12
Kings Meadows - Punchbowl	2000	16
Kings Meadows - Punchbowl	2005	35
Kings Meadows - Punchbowl	2010	48
Kings Meadows - Punchbowl	2015	46
Kings Meadows - Punchbowl	2016	4
Kings Meadows - Punchbowl		4
Launceston	1991	816
Launceston	1995	88
Launceston	2000	147
Launceston	2005	191
Launceston	2010	312
Launceston	2015	263
Launceston	2016	28
Launceston		48
Legana	1991	41
Legana	1995	3
Legana	2000	4
Legana	2005	14
Legana	2010	19
Legana	2015	11
Legana	2016	5
Legana		3
Mowbray	1991	56
Mowbray	1995	3
Mowbray	2000	14
Mowbray	2005	15
Mowbray	2010	28
Mowbray	2015	28
Mowbray	2016	3
Newnham - Mayfield	1991	145
Newnham - Mayfield	1995	22
Newnham - Mayfield	2000	19
Newnham - Mayfield	2005	51
Newnham - Mayfield	2010	59
Newnham - Mayfield	2015	67
Newnham - Mayfield	2016	5
Newnham - Mayfield		10
Newstead	1991	90
Newstead	1995	5
Newstead	2000	11
Newstead	2005	12
Newstead	2010	31
Newstead	2015	22
Newstead		3
Norwood (Tas.)	1991	38
Norwood (Tas.)	1995	8
Norwood (Tas.)	2005	8
Norwood (Tas.)	2010	15
Norwood (Tas.)	2015	9
Norwood (Tas.)		3
Prospect Vale - Blackstone	1991	99
Prospect Vale - Blackstone	1995	8
Prospect Vale - Blackstone	2000	14
Prospect Vale - Blackstone	2005	19
Prospect Vale - Blackstone	2010	22
Prospect Vale - Blackstone	2015	17
Prospect Vale - Blackstone		3
Ravenswood	1991	12
Ravenswood	1995	4
Ravenswood	2010	3
Riverside	1991	55
Riverside	1995	14
Riverside	2000	10
Riverside	2005	8
Riverside	2010	29
Riverside	2015	9
Riverside	2016	3
Riverside		3
South Launceston	1991	77
South Launceston	1995	13
South Launceston	2000	18
South Launceston	2005	32
South Launceston	2010	32
South Launceston	2015	33
South Launceston	2016	6
South Launceston		3
Summerhill - Prospect	1991	69
Summerhill - Prospect	1995	7
Summerhill - Prospect	2000	16
Summerhill - Prospect	2005	8
Summerhill - Prospect	2010	14
Summerhill - Prospect	2015	5
Trevallyn	1991	30
Trevallyn	2000	6
Trevallyn	2005	3
Trevallyn	2010	7
Waverley - St Leonards	1991	43
Waverley - St Leonards	2000	3
Waverley - St Leonards	2005	5
Waverley - St Leonards	2010	10
Waverley - St Leonards	2015	3
Waverley - St Leonards		3
West Launceston	1991	15
West Launceston	2010	3
West Launceston	2015	4
Youngtown - Relbia	1991	45
Youngtown - Relbia	1995	3
Youngtown - Relbia	2000	8
Youngtown - Relbia	2005	9
Youngtown - Relbia	2010	8
Youngtown - Relbia	2015	12
Beauty Point - Beaconsfield	1991	49
Beauty Point - Beaconsfield	1995	11
Beauty Point - Beaconsfield	2000	8
Beauty Point - Beaconsfield	2005	3
Beauty Point - Beaconsfield	2010	15
Beauty Point - Beaconsfield	2015	12
Beauty Point - Beaconsfield		3
Deloraine	1991	116
Deloraine	1995	10
Deloraine	2000	15
Deloraine	2005	13
Deloraine	2010	18
Deloraine	2015	35
Deloraine		12
Grindelwald - Lanena	1991	73
Grindelwald - Lanena	1995	6
Grindelwald - Lanena	2000	9
Grindelwald - Lanena	2005	11
Grindelwald - Lanena	2010	15
Grindelwald - Lanena	2015	7
Hadspen - Carrick	1991	8
Hadspen - Carrick	2000	3
Hadspen - Carrick	2005	8
Hadspen - Carrick	2010	4
Hadspen - Carrick	2015	4
Westbury	1991	62
Westbury	1995	8
Westbury	2000	3
Westbury	2005	8
Westbury	2010	4
Westbury	2015	11
Dilston - Lilydale	1991	34
Dilston - Lilydale	2000	8
Dilston - Lilydale	2005	3
Dilston - Lilydale	2010	4
Dilston - Lilydale	2015	10
George Town	1991	141
George Town	1995	8
George Town	2000	13
George Town	2005	22
George Town	2010	28
George Town	2015	37
George Town	2016	7
George Town		8
Longford	1991	47
Longford	1995	8
Longford	2000	7
Longford	2005	8
Longford	2010	15
Longford	2015	36
Longford		3
Northern Midlands	1991	40
Northern Midlands	1995	3
Northern Midlands	2000	11
Northern Midlands	2005	8
Northern Midlands	2010	14
Northern Midlands	2015	26
Northern Midlands		10
Perth - Evandale	1991	91
Perth - Evandale	1995	3
Perth - Evandale	2000	14
Perth - Evandale	2005	11
Perth - Evandale	2010	19
Perth - Evandale	2015	20
Perth - Evandale	2016	3
Perth - Evandale		3
St Helens - Scamander	1991	107
St Helens - Scamander	1995	11
St Helens - Scamander	2000	15
St Helens - Scamander	2005	16
St Helens - Scamander	2010	16
St Helens - Scamander	2015	15
St Helens - Scamander		9
Flinders and Cape Barren Islands	1991	30
Flinders and Cape Barren Islands	2000	4
Flinders and Cape Barren Islands	2010	7
Scottsdale - Bridport	1991	87
Scottsdale - Bridport	1995	10
Scottsdale - Bridport	2000	20
Scottsdale - Bridport	2005	17
Scottsdale - Bridport	2010	10
Scottsdale - Bridport	2015	23
Scottsdale - Bridport	2016	3
Central Highlands	1991	26
Central Highlands	2000	4
Central Highlands	2005	13
Central Highlands	2010	6
Central Highlands	2015	13
Derwent Valley	1991	25
Derwent Valley	1995	3
Derwent Valley	2005	5
Derwent Valley	2010	7
Derwent Valley	2015	19
Southern Midlands	1991	45
Southern Midlands	1995	3
Southern Midlands	2000	5
Southern Midlands	2005	6
Southern Midlands	2010	5
Southern Midlands	2015	4
Southern Midlands		3
Bruny Island - Kettering	1991	59
Bruny Island - Kettering	1995	9
Bruny Island - Kettering	2000	5
Bruny Island - Kettering	2005	11
Bruny Island - Kettering	2010	6
Bruny Island - Kettering	2015	9
Bruny Island - Kettering		5
Cygnet	1991	86
Cygnet	1995	9
Cygnet	2000	5
Cygnet	2005	10
Cygnet	2010	11
Cygnet	2015	13
Cygnet		5
Geeveston - Dover	1991	86
Geeveston - Dover	1995	8
Geeveston - Dover	2000	11
Geeveston - Dover	2005	3
Geeveston - Dover	2010	19
Geeveston - Dover	2015	27
Geeveston - Dover	2016	3
Geeveston - Dover		10
Huonville - Franklin	1991	160
Huonville - Franklin	1995	18
Huonville - Franklin	2000	27
Huonville - Franklin	2005	22
Huonville - Franklin	2010	47
Huonville - Franklin	2015	56
Huonville - Franklin		8
Forestier - Tasman	1991	43
Forestier - Tasman	1995	3
Forestier - Tasman	2000	6
Forestier - Tasman	2005	10
Forestier - Tasman	2010	6
Forestier - Tasman	2015	11
Triabunna - Bicheno	1991	72
Triabunna - Bicheno	1995	16
Triabunna - Bicheno	2000	14
Triabunna - Bicheno	2005	13
Triabunna - Bicheno	2010	17
Triabunna - Bicheno	2015	30
Triabunna - Bicheno	2016	3
Triabunna - Bicheno		10
Acton - Upper Burnie	1991	23
Acton - Upper Burnie	1995	6
Acton - Upper Burnie	2000	4
Acton - Upper Burnie	2005	3
Acton - Upper Burnie	2010	4
Acton - Upper Burnie	2015	4
Acton - Upper Burnie		6
Burnie - Ulverstone Region	1991	43
Burnie - Ulverstone Region	1995	4
Burnie - Ulverstone Region	2000	6
Burnie - Ulverstone Region	2005	3
Burnie - Ulverstone Region	2010	4
Burnie - Ulverstone Region	2015	12
Burnie - Ulverstone Region		3
Burnie - Wivenhoe	1991	243
Burnie - Wivenhoe	1995	24
Burnie - Wivenhoe	2000	24
Burnie - Wivenhoe	2005	32
Burnie - Wivenhoe	2010	65
Burnie - Wivenhoe	2015	40
Burnie - Wivenhoe	2016	3
Burnie - Wivenhoe		14
Parklands - Camdale	1991	141
Parklands - Camdale	1995	11
Parklands - Camdale	2000	23
Parklands - Camdale	2005	33
Parklands - Camdale	2010	55
Parklands - Camdale	2015	43
Parklands - Camdale	2016	6
Parklands - Camdale		6
Penguin - Sulphur Creek	1991	40
Penguin - Sulphur Creek	1995	7
Penguin - Sulphur Creek	2000	4
Penguin - Sulphur Creek	2005	3
Penguin - Sulphur Creek	2010	8
Penguin - Sulphur Creek	2015	21
Penguin - Sulphur Creek	2016	3
Penguin - Sulphur Creek		3
Romaine - Havenview	1991	18
Romaine - Havenview	2000	3
Romaine - Havenview	2010	7
Romaine - Havenview	2015	4
Romaine - Havenview		4
Somerset	1991	34
Somerset	1995	8
Somerset	2000	7
Somerset	2005	3
Somerset	2010	9
Somerset	2016	3
Somerset		6
Ulverstone	1991	144
Ulverstone	1995	16
Ulverstone	2000	16
Ulverstone	2005	26
Ulverstone	2010	34
Ulverstone	2015	19
Ulverstone		7
West Ulverstone	1991	27
West Ulverstone	1995	3
West Ulverstone	2000	7
West Ulverstone	2005	3
West Ulverstone	2010	4
West Ulverstone	2015	3
Wynyard	1991	78
Wynyard	1995	6
Wynyard	2000	12
Wynyard	2005	11
Wynyard	2010	25
Wynyard	2015	23
Wynyard	2016	4
Devonport	1991	263
Devonport	1995	36
Devonport	2000	29
Devonport	2005	55
Devonport	2010	63
Devonport	2015	56
Devonport	2016	5
Devonport		15
East Devonport	1991	63
East Devonport	1995	9
East Devonport	2000	3
East Devonport	2005	14
East Devonport	2010	20
East Devonport	2015	11
East Devonport		4
Latrobe	1991	114
Latrobe	1995	9
Latrobe	2000	10
Latrobe	2005	14
Latrobe	2010	26
Latrobe	2015	33
Latrobe	2016	3
Latrobe		7
Miandetta - Don	1991	42
Miandetta - Don	1995	11
Miandetta - Don	2000	4
Miandetta - Don	2010	9
Miandetta - Don	2015	4
Port Sorell	1991	67
Port Sorell	1995	5
Port Sorell	2000	8
Port Sorell	2005	9
Port Sorell	2010	19
Port Sorell	2015	12
Port Sorell		5
Quoiba - Spreyton	1991	58
Quoiba - Spreyton	1995	7
Quoiba - Spreyton	2000	5
Quoiba - Spreyton	2005	11
Quoiba - Spreyton	2010	14
Quoiba - Spreyton	2015	11
Sheffield - Railton	1991	79
Sheffield - Railton	1995	3
Sheffield - Railton	2000	13
Sheffield - Railton	2005	9
Sheffield - Railton	2010	15
Sheffield - Railton	2015	30
Sheffield - Railton	2016	7
Sheffield - Railton		9
Turners Beach - Forth	1991	32
Turners Beach - Forth	1995	8
Turners Beach - Forth	2000	7
Turners Beach - Forth	2005	4
Turners Beach - Forth	2010	9
Turners Beach - Forth	2015	27
Turners Beach - Forth		3
King Island	1991	50
King Island	2000	6
King Island	2005	15
King Island	2010	12
King Island	2015	20
King Island	2016	3
King Island		4
North West	1991	43
North West	1995	3
North West	2000	38
North West	2005	18
North West	2010	34
North West	2015	16
North West		6
Smithton	1991	53
Smithton	1995	14
Smithton	2000	33
