SA2_NAME16	Age	workers
Lenah Valley - Mount Stuart	35-39	197
Lenah Valley - Mount Stuart	40-44	217
Lenah Valley - Mount Stuart	45-49	214
Lenah Valley - Mount Stuart	50-54	213
Lenah Valley - Mount Stuart	55-59	197
Lenah Valley - Mount Stuart	60-64	155
Lenah Valley - Mount Stuart	65-69	57
Lenah Valley - Mount Stuart	70-74	20
Lenah Valley - Mount Stuart	75+	11
Mount Nelson - Dynnyrne	15-19	9
Mount Nelson - Dynnyrne	20-24	21
Mount Nelson - Dynnyrne	25-29	29
Mount Nelson - Dynnyrne	30-34	50
Mount Nelson - Dynnyrne	35-39	47
Mount Nelson - Dynnyrne	40-44	69
Mount Nelson - Dynnyrne	45-49	78
Mount Nelson - Dynnyrne	50-54	74
Mount Nelson - Dynnyrne	55-59	77
Mount Nelson - Dynnyrne	60-64	58
Mount Nelson - Dynnyrne	65-69	35
Mount Nelson - Dynnyrne	70-74	9
Mount Nelson - Dynnyrne	75+	9
New Town	15-19	186
New Town	20-24	270
New Town	25-29	306
New Town	30-34	340
New Town	35-39	366
New Town	40-44	425
New Town	45-49	463
New Town	50-54	477
New Town	55-59	450
New Town	60-64	275
New Town	65-69	124
New Town	70-74	35
New Town	75+	15
Sandy Bay	15-19	288
Sandy Bay	20-24	552
Sandy Bay	25-29	525
Sandy Bay	30-34	566
Sandy Bay	35-39	527
Sandy Bay	40-44	653
Sandy Bay	45-49	617
Sandy Bay	50-54	559
Sandy Bay	55-59	498
Sandy Bay	60-64	354
Sandy Bay	65-69	187
Sandy Bay	70-74	58
Sandy Bay	75+	38
South Hobart - Fern Tree	15-19	49
South Hobart - Fern Tree	20-24	117
South Hobart - Fern Tree	25-29	124
South Hobart - Fern Tree	30-34	163
South Hobart - Fern Tree	35-39	165
South Hobart - Fern Tree	40-44	181
South Hobart - Fern Tree	45-49	181
South Hobart - Fern Tree	50-54	189
South Hobart - Fern Tree	55-59	180
South Hobart - Fern Tree	60-64	108
South Hobart - Fern Tree	65-69	54
South Hobart - Fern Tree	70-74	22
South Hobart - Fern Tree	75+	13
West Hobart	15-19	57
West Hobart	20-24	72
West Hobart	25-29	52
West Hobart	30-34	54
West Hobart	35-39	68
West Hobart	40-44	87
West Hobart	45-49	67
West Hobart	50-54	102
West Hobart	55-59	77
West Hobart	60-64	62
West Hobart	65-69	33
West Hobart	70-74	17
West Hobart	75+	5
Dodges Ferry - Lewisham	15-19	24
Dodges Ferry - Lewisham	20-24	35
Dodges Ferry - Lewisham	25-29	62
Dodges Ferry - Lewisham	30-34	57
Dodges Ferry - Lewisham	35-39	73
Dodges Ferry - Lewisham	40-44	74
Dodges Ferry - Lewisham	45-49	88
Dodges Ferry - Lewisham	50-54	94
Dodges Ferry - Lewisham	55-59	105
Dodges Ferry - Lewisham	60-64	65
Dodges Ferry - Lewisham	65-69	32
Dodges Ferry - Lewisham	70-74	15
Dodges Ferry - Lewisham	75+	8
Sorell - Richmond	15-19	251
Sorell - Richmond	20-24	194
Sorell - Richmond	25-29	188
Sorell - Richmond	30-34	210
Sorell - Richmond	35-39	199
Sorell - Richmond	40-44	231
Sorell - Richmond	45-49	240
Sorell - Richmond	50-54	272
Sorell - Richmond	55-59	267
Sorell - Richmond	60-64	154
Sorell - Richmond	65-69	90
Sorell - Richmond	70-74	38
Sorell - Richmond	75+	25
Invermay	15-19	212
Invermay	20-24	318
Invermay	25-29	288
Invermay	30-34	305
Invermay	35-39	268
Invermay	40-44	317
Invermay	45-49	368
Invermay	50-54	345
Invermay	55-59	341
Invermay	60-64	209
Invermay	65-69	85
Invermay	70-74	19
Invermay	75+	12
Kings Meadows - Punchbowl	15-19	328
Kings Meadows - Punchbowl	20-24	351
Kings Meadows - Punchbowl	25-29	285
Kings Meadows - Punchbowl	30-34	298
Kings Meadows - Punchbowl	35-39	316
Kings Meadows - Punchbowl	40-44	328
Kings Meadows - Punchbowl	45-49	362
Kings Meadows - Punchbowl	50-54	316
Kings Meadows - Punchbowl	55-59	274
Kings Meadows - Punchbowl	60-64	179
Kings Meadows - Punchbowl	65-69	76
Kings Meadows - Punchbowl	70-74	12
Kings Meadows - Punchbowl	75+	8
Launceston	15-19	904
Launceston	20-24	1645
Launceston	25-29	1560
Launceston	30-34	1520
Launceston	35-39	1414
Launceston	40-44	1627
Launceston	45-49	1761
Launceston	50-54	1700
Launceston	55-59	1453
Launceston	60-64	962
Launceston	65-69	349
Launceston	70-74	120
Launceston	75+	46
Legana	15-19	90
Legana	20-24	87
Legana	25-29	71
Legana	30-34	59
Legana	35-39	46
Legana	40-44	95
Legana	45-49	97
Legana	50-54	81
Legana	55-59	103
Legana	60-64	54
Legana	65-69	24
Legana	70-74	13
Mowbray	15-19	172
Mowbray	20-24	179
Mowbray	25-29	160
Mowbray	30-34	134
Mowbray	35-39	121
Mowbray	40-44	154
Mowbray	45-49	186
Mowbray	50-54	171
Mowbray	55-59	144
Mowbray	60-64	100
Mowbray	65-69	40
Mowbray	70-74	14
Mowbray	75+	9
Newnham - Mayfield	15-19	45
Newnham - Mayfield	20-24	170
Newnham - Mayfield	25-29	179
Newnham - Mayfield	30-34	231
Newnham - Mayfield	35-39	239
Newnham - Mayfield	40-44	297
Newnham - Mayfield	45-49	320
Newnham - Mayfield	50-54	342
Newnham - Mayfield	55-59	324
Newnham - Mayfield	60-64	225
Newnham - Mayfield	65-69	83
Newnham - Mayfield	70-74	22
Newnham - Mayfield	75+	12
Newstead	15-19	79
Newstead	20-24	133
Newstead	25-29	139
Newstead	30-34	148
Newstead	35-39	166
Newstead	40-44	201
Newstead	45-49	208
Newstead	50-54	182
Newstead	55-59	197
Newstead	60-64	121
Newstead	65-69	59
Newstead	70-74	20
Newstead	75+	6
Norwood (Tas.)	15-19	26
Norwood (Tas.)	20-24	53
Norwood (Tas.)	25-29	40
Norwood (Tas.)	30-34	62
Norwood (Tas.)	35-39	59
Norwood (Tas.)	40-44	60
Norwood (Tas.)	45-49	74
Norwood (Tas.)	50-54	71
Norwood (Tas.)	55-59	118
Norwood (Tas.)	60-64	77
Norwood (Tas.)	65-69	22
Norwood (Tas.)	70-74	10
Norwood (Tas.)	75+	4
Prospect Vale - Blackstone	15-19	125
Prospect Vale - Blackstone	20-24	165
Prospect Vale - Blackstone	25-29	175
Prospect Vale - Blackstone	30-34	198
Prospect Vale - Blackstone	35-39	182
Prospect Vale - Blackstone	40-44	209
Prospect Vale - Blackstone	45-49	242
Prospect Vale - Blackstone	50-54	237
Prospect Vale - Blackstone	55-59	233
Prospect Vale - Blackstone	60-64	151
Prospect Vale - Blackstone	65-69	56
Prospect Vale - Blackstone	70-74	24
Prospect Vale - Blackstone	75+	4
Ravenswood	15-19	11
Ravenswood	20-24	23
Ravenswood	25-29	20
Ravenswood	30-34	21
Ravenswood	35-39	35
Ravenswood	40-44	38
Ravenswood	45-49	54
Ravenswood	50-54	36
Ravenswood	55-59	32
Ravenswood	60-64	21
Ravenswood	65-69	6
Ravenswood	75+	3
Riverside	15-19	80
Riverside	20-24	93
Riverside	25-29	96
Riverside	30-34	97
Riverside	35-39	85
Riverside	40-44	106
Riverside	45-49	141
Riverside	50-54	139
Riverside	55-59	112
Riverside	60-64	90
Riverside	65-69	45
Riverside	70-74	12
Riverside	75+	3
South Launceston	15-19	161
South Launceston	20-24	224
South Launceston	25-29	205
South Launceston	30-34	176
South Launceston	35-39	190
South Launceston	40-44	223
South Launceston	45-49	216
South Launceston	50-54	223
South Launceston	55-59	195
South Launceston	60-64	130
South Launceston	65-69	51
South Launceston	70-74	15
South Launceston	75+	10
Summerhill - Prospect	15-19	56
Summerhill - Prospect	20-24	81
Summerhill - Prospect	25-29	88
Summerhill - Prospect	30-34	101
Summerhill - Prospect	35-39	113
Summerhill - Prospect	40-44	150
Summerhill - Prospect	45-49	142
Summerhill - Prospect	50-54	135
Summerhill - Prospect	55-59	135
Summerhill - Prospect	60-64	116
Summerhill - Prospect	65-69	36
Summerhill - Prospect	70-74	10
Summerhill - Prospect	75+	7
Trevallyn	15-19	29
Trevallyn	20-24	29
Trevallyn	25-29	31
Trevallyn	30-34	27
Trevallyn	35-39	35
Trevallyn	40-44	41
Trevallyn	45-49	47
Trevallyn	50-54	43
Trevallyn	55-59	53
Trevallyn	60-64	37
Trevallyn	65-69	17
Trevallyn	70-74	12
Trevallyn	75+	10
Waverley - St Leonards	15-19	28
Waverley - St Leonards	20-24	77
Waverley - St Leonards	25-29	88
Waverley - St Leonards	30-34	89
Waverley - St Leonards	35-39	90
Waverley - St Leonards	40-44	102
Waverley - St Leonards	45-49	145
Waverley - St Leonards	50-54	120
Waverley - St Leonards	55-59	117
Waverley - St Leonards	60-64	76
Waverley - St Leonards	65-69	26
Waverley - St Leonards	70-74	10
Waverley - St Leonards	75+	4
West Launceston	15-19	15
West Launceston	20-24	17
West Launceston	25-29	16
West Launceston	30-34	18
West Launceston	35-39	26
West Launceston	40-44	30
West Launceston	45-49	27
West Launceston	50-54	35
West Launceston	55-59	37
West Launceston	60-64	35
West Launceston	65-69	15
West Launceston	70-74	4
West Launceston	75+	3
Youngtown - Relbia	15-19	24
Youngtown - Relbia	20-24	95
Youngtown - Relbia	25-29	80
Youngtown - Relbia	30-34	83
Youngtown - Relbia	35-39	105
Youngtown - Relbia	40-44	123
Youngtown - Relbia	45-49	137
Youngtown - Relbia	50-54	177
Youngtown - Relbia	55-59	136
Youngtown - Relbia	60-64	59
Youngtown - Relbia	65-69	42
Youngtown - Relbia	70-74	11
Youngtown - Relbia	75+	8
Beauty Point - Beaconsfield	15-19	42
Beauty Point - Beaconsfield	20-24	43
Beauty Point - Beaconsfield	25-29	39
Beauty Point - Beaconsfield	30-34	42
Beauty Point - Beaconsfield	35-39	62
Beauty Point - Beaconsfield	40-44	72
Beauty Point - Beaconsfield	45-49	79
Beauty Point - Beaconsfield	50-54	105
Beauty Point - Beaconsfield	55-59	100
Beauty Point - Beaconsfield	60-64	92
Beauty Point - Beaconsfield	65-69	48
Beauty Point - Beaconsfield	70-74	12
Beauty Point - Beaconsfield	75+	3
Deloraine	15-19	130
Deloraine	20-24	162
Deloraine	25-29	170
Deloraine	30-34	141
Deloraine	35-39	173
Deloraine	40-44	178
Deloraine	45-49	258
Deloraine	50-54	237
Deloraine	55-59	247
Deloraine	60-64	192
Deloraine	65-69	102
Deloraine	70-74	37
Deloraine	75+	37
Grindelwald - Lanena	15-19	40
Grindelwald - Lanena	20-24	55
Grindelwald - Lanena	25-29	61
Grindelwald - Lanena	30-34	55
Grindelwald - Lanena	35-39	75
Grindelwald - Lanena	40-44	91
Grindelwald - Lanena	45-49	111
Grindelwald - Lanena	50-54	106
Grindelwald - Lanena	55-59	123
Grindelwald - Lanena	60-64	111
Grindelwald - Lanena	65-69	37
Grindelwald - Lanena	70-74	28
Grindelwald - Lanena	75+	19
Hadspen - Carrick	15-19	15
Hadspen - Carrick	20-24	19
Hadspen - Carrick	25-29	21
Hadspen - Carrick	30-34	33
Hadspen - Carrick	35-39	36
Hadspen - Carrick	40-44	34
Hadspen - Carrick	45-49	42
Hadspen - Carrick	50-54	44
Hadspen - Carrick	55-59	41
Hadspen - Carrick	60-64	23
Hadspen - Carrick	65-69	12
Hadspen - Carrick	70-74	10
Westbury	15-19	30
Westbury	20-24	61
Westbury	25-29	58
Westbury	30-34	100
Westbury	35-39	125
Westbury	40-44	137
Westbury	45-49	151
Westbury	50-54	135
Westbury	55-59	122
Westbury	60-64	106
Westbury	65-69	48
Westbury	70-74	29
Westbury	75+	13
Dilston - Lilydale	15-19	18
Dilston - Lilydale	20-24	30
Dilston - Lilydale	25-29	41
Dilston - Lilydale	30-34	37
Dilston - Lilydale	35-39	47
Dilston - Lilydale	40-44	36
Dilston - Lilydale	45-49	57
Dilston - Lilydale	50-54	52
Dilston - Lilydale	55-59	67
Dilston - Lilydale	60-64	53
Dilston - Lilydale	65-69	46
Dilston - Lilydale	70-74	25
Dilston - Lilydale	75+	18
George Town	15-19	72
George Town	20-24	150
George Town	25-29	200
George Town	30-34	228
George Town	35-39	232
George Town	40-44	268
George Town	45-49	343
George Town	50-54	352
George Town	55-59	323
George Town	60-64	205
George Town	65-69	60
George Town	70-74	31
George Town	75+	19
Longford	15-19	84
Longford	20-24	136
Longford	25-29	123
Longford	30-34	127
Longford	35-39	101
Longford	40-44	141
Longford	45-49	161
Longford	50-54	169
Longford	55-59	156
Longford	60-64	119
Longford	65-69	63
Longford	70-74	18
Longford	75+	24
Northern Midlands	15-19	77
Northern Midlands	20-24	121
Northern Midlands	25-29	107
Northern Midlands	30-34	95
Northern Midlands	35-39	118
Northern Midlands	40-44	144
Northern Midlands	45-49	129
Northern Midlands	50-54	149
Northern Midlands	55-59	158
Northern Midlands	60-64	118
Northern Midlands	65-69	60
Northern Midlands	70-74	19
Northern Midlands	75+	26
Perth - Evandale	15-19	67
Perth - Evandale	20-24	177
Perth - Evandale	25-29	166
Perth - Evandale	30-34	200
Perth - Evandale	35-39	189
Perth - Evandale	40-44	224
Perth - Evandale	45-49	262
Perth - Evandale	50-54	247
Perth - Evandale	55-59	221
Perth - Evandale	60-64	153
Perth - Evandale	65-69	67
Perth - Evandale	70-74	24
Perth - Evandale	75+	9
St Helens - Scamander	15-19	96
St Helens - Scamander	20-24	99
St Helens - Scamander	25-29	93
St Helens - Scamander	30-34	129
St Helens - Scamander	35-39	133
St Helens - Scamander	40-44	159
St Helens - Scamander	45-49	197
St Helens - Scamander	50-54	225
St Helens - Scamander	55-59	255
St Helens - Scamander	60-64	187
St Helens - Scamander	65-69	73
St Helens - Scamander	70-74	36
St Helens - Scamander	75+	17
Flinders and Cape Barren Islands	15-19	5
Flinders and Cape Barren Islands	20-24	20
Flinders and Cape Barren Islands	25-29	19
Flinders and Cape Barren Islands	30-34	29
Flinders and Cape Barren Islands	35-39	35
Flinders and Cape Barren Islands	40-44	35
Flinders and Cape Barren Islands	45-49	27
Flinders and Cape Barren Islands	50-54	61
Flinders and Cape Barren Islands	55-59	53
Flinders and Cape Barren Islands	60-64	65
Flinders and Cape Barren Islands	65-69	30
Flinders and Cape Barren Islands	70-74	21
Flinders and Cape Barren Islands	75+	9
Scottsdale - Bridport	15-19	98
Scottsdale - Bridport	20-24	189
Scottsdale - Bridport	25-29	153
Scottsdale - Bridport	30-34	204
Scottsdale - Bridport	35-39	174
Scottsdale - Bridport	40-44	219
Scottsdale - Bridport	45-49	239
Scottsdale - Bridport	50-54	280
Scottsdale - Bridport	55-59	321
Scottsdale - Bridport	60-64	206
Scottsdale - Bridport	65-69	104
Scottsdale - Bridport	70-74	38
Scottsdale - Bridport	75+	29
Central Highlands	15-19	22
Central Highlands	20-24	49
Central Highlands	25-29	57
Central Highlands	30-34	50
Central Highlands	35-39	56
Central Highlands	40-44	64
Central Highlands	45-49	70
Central Highlands	50-54	73
Central Highlands	55-59	77
Central Highlands	60-64	67
Central Highlands	65-69	36
Central Highlands	70-74	25
Central Highlands	75+	16
Derwent Valley	15-19	16
Derwent Valley	20-24	21
Derwent Valley	25-29	28
Derwent Valley	30-34	43
Derwent Valley	35-39	50
Derwent Valley	40-44	44
Derwent Valley	45-49	47
Derwent Valley	50-54	51
Derwent Valley	55-59	52
Derwent Valley	60-64	36
Derwent Valley	65-69	21
Derwent Valley	70-74	6
Derwent Valley	75+	6
Southern Midlands	15-19	44
Southern Midlands	20-24	46
Southern Midlands	25-29	66
Southern Midlands	30-34	94
Southern Midlands	35-39	91
Southern Midlands	40-44	90
Southern Midlands	45-49	138
Southern Midlands	50-54	134
Southern Midlands	55-59	137
Southern Midlands	60-64	127
Southern Midlands	65-69	63
Southern Midlands	70-74	40
Southern Midlands	75+	20
Wilderness - East	20-24	3
Wilderness - East	40-44	3
Wilderness - East	45-49	3
Bruny Island - Kettering	15-19	17
Bruny Island - Kettering	20-24	31
Bruny Island - Kettering	25-29	44
Bruny Island - Kettering	30-34	44
Bruny Island - Kettering	35-39	48
Bruny Island - Kettering	40-44	51
Bruny Island - Kettering	45-49	82
Bruny Island - Kettering	50-54	76
Bruny Island - Kettering	55-59	98
Bruny Island - Kettering	60-64	68
Bruny Island - Kettering	65-69	40
Bruny Island - Kettering	70-74	13
Bruny Island - Kettering	75+	10
Cygnet	15-19	21
Cygnet	20-24	28
Cygnet	25-29	47
Cygnet	30-34	57
Cygnet	35-39	74
Cygnet	40-44	77
Cygnet	45-49	92
Cygnet	50-54	78
Cygnet	55-59	124
Cygnet	60-64	90
Cygnet	65-69	60
Cygnet	70-74	19
Cygnet	75+	17
Geeveston - Dover	15-19	35
Geeveston - Dover	20-24	74
Geeveston - Dover	25-29	96
Geeveston - Dover	30-34	77
Geeveston - Dover	35-39	119
Geeveston - Dover	40-44	117
Geeveston - Dover	45-49	140
Geeveston - Dover	50-54	118
Geeveston - Dover	55-59	133
Geeveston - Dover	60-64	83
Geeveston - Dover	65-69	45
Geeveston - Dover	70-74	24
Geeveston - Dover	75+	10
Huonville - Franklin	15-19	167
Huonville - Franklin	20-24	181
Huonville - Franklin	25-29	189
Huonville - Franklin	30-34	222
Huonville - Franklin	35-39	225
Huonville - Franklin	40-44	266
Huonville - Franklin	45-49	279
Huonville - Franklin	50-54	294
Huonville - Franklin	55-59	277
Huonville - Franklin	60-64	180
Huonville - Franklin	65-69	82
Huonville - Franklin	70-74	26
Huonville - Franklin	75+	26
Forestier - Tasman	15-19	33
Forestier - Tasman	20-24	45
Forestier - Tasman	25-29	39
Forestier - Tasman	30-34	50
Forestier - Tasman	35-39	45
Forestier - Tasman	40-44	82
Forestier - Tasman	45-49	64
Forestier - Tasman	50-54	94
Forestier - Tasman	55-59	97
Forestier - Tasman	60-64	80
Forestier - Tasman	65-69	40
Forestier - Tasman	70-74	17
Forestier - Tasman	75+	10
Triabunna - Bicheno	15-19	66
Triabunna - Bicheno	20-24	80
Triabunna - Bicheno	25-29	82
Triabunna - Bicheno	30-34	126
Triabunna - Bicheno	35-39	114
Triabunna - Bicheno	40-44	147
Triabunna - Bicheno	45-49	172
Triabunna - Bicheno	50-54	185
Triabunna - Bicheno	55-59	183
Triabunna - Bicheno	60-64	168
Triabunna - Bicheno	65-69	75
Triabunna - Bicheno	70-74	39
Triabunna - Bicheno	75+	24
Acton - Upper Burnie	15-19	72
Acton - Upper Burnie	20-24	77
Acton - Upper Burnie	25-29	49
Acton - Upper Burnie	30-34	53
Acton - Upper Burnie	35-39	69
Acton - Upper Burnie	40-44	55
Acton - Upper Burnie	45-49	65
Acton - Upper Burnie	50-54	61
Acton - Upper Burnie	55-59	48
Acton - Upper Burnie	60-64	35
Acton - Upper Burnie	65-69	14
Acton - Upper Burnie	70-74	6
Acton - Upper Burnie	75+	7
Burnie - Ulverstone Region	15-19	35
Burnie - Ulverstone Region	20-24	60
Burnie - Ulverstone Region	25-29	50
Burnie - Ulverstone Region	30-34	47
Burnie - Ulverstone Region	35-39	78
Burnie - Ulverstone Region	40-44	79
Burnie - Ulverstone Region	45-49	104
Burnie - Ulverstone Region	50-54	103
Burnie - Ulverstone Region	55-59	85
Burnie - Ulverstone Region	60-64	82
Burnie - Ulverstone Region	65-69	57
Burnie - Ulverstone Region	70-74	30
Burnie - Ulverstone Region	75+	27
Burnie - Wivenhoe	15-19	517
Burnie - Wivenhoe	20-24	554
Burnie - Wivenhoe	25-29	506
Burnie - Wivenhoe	30-34	555
Burnie - Wivenhoe	35-39	544
Burnie - Wivenhoe	40-44	594
Burnie - Wivenhoe	45-49	679
Burnie - Wivenhoe	50-54	675
Burnie - Wivenhoe	55-59	539
Burnie - Wivenhoe	60-64	374
Burnie - Wivenhoe	65-69	133
Burnie - Wivenhoe	70-74	44
Burnie - Wivenhoe	75+	24
Parklands - Camdale	15-19	104
Parklands - Camdale	20-24	197
Parklands - Camdale	25-29	251
Parklands - Camdale	30-34	268
Parklands - Camdale	35-39	245
Parklands - Camdale	40-44	302
Parklands - Camdale	45-49	387
Parklands - Camdale	50-54	455
Parklands - Camdale	55-59	393
Parklands - Camdale	60-64	246
Parklands - Camdale	65-69	61
Parklands - Camdale	70-74	18
Parklands - Camdale	75+	8
Penguin - Sulphur Creek	15-19	52
Penguin - Sulphur Creek	20-24	60
Penguin - Sulphur Creek	25-29	62
Penguin - Sulphur Creek	30-34	60
Penguin - Sulphur Creek	35-39	67
Penguin - Sulphur Creek	40-44	94
Penguin - Sulphur Creek	45-49	108
Penguin - Sulphur Creek	50-54	95
Penguin - Sulphur Creek	55-59	88
Penguin - Sulphur Creek	60-64	74
Penguin - Sulphur Creek	65-69	39
Penguin - Sulphur Creek	70-74	9
Penguin - Sulphur Creek	75+	5
Romaine - Havenview	15-19	13
Romaine - Havenview	20-24	50
Romaine - Havenview	25-29	49
Romaine - Havenview	30-34	67
Romaine - Havenview	35-39	75
Romaine - Havenview	40-44	79
Romaine - Havenview	45-49	105
Romaine - Havenview	50-54	87
Romaine - Havenview	55-59	83
Romaine - Havenview	60-64	31
Romaine - Havenview	65-69	7
Romaine - Havenview	70-74	6
Somerset	15-19	73
Somerset	20-24	123
Somerset	25-29	76
Somerset	30-34	69
Somerset	35-39	83
Somerset	40-44	111
Somerset	45-49	113
Somerset	50-54	125
Somerset	55-59	109
Somerset	60-64	79
Somerset	65-69	21
Somerset	70-74	12
Somerset	75+	4
Ulverstone	15-19	278
Ulverstone	20-24	312
Ulverstone	25-29	286
Ulverstone	30-34	262
Ulverstone	35-39	259
Ulverstone	40-44	351
Ulverstone	45-49	422
Ulverstone	50-54	465
Ulverstone	55-59	417
Ulverstone	60-64	234
Ulverstone	65-69	64
Ulverstone	70-74	26
Ulverstone	75+	17
West Ulverstone	15-19	16
West Ulverstone	20-24	36
West Ulverstone	25-29	26
West Ulverstone	30-34	36
West Ulverstone	35-39	43
West Ulverstone	40-44	67
West Ulverstone	45-49	74
West Ulverstone	50-54	73
West Ulverstone	55-59	97
West Ulverstone	60-64	62
West Ulverstone	65-69	25
West Ulverstone	70-74	11
Wynyard	15-19	127
Wynyard	20-24	157
Wynyard	25-29	157
Wynyard	30-34	188
Wynyard	35-39	158
Wynyard	40-44	197
Wynyard	45-49	212
Wynyard	50-54	247
Wynyard	55-59	205
Wynyard	60-64	153
Wynyard	65-69	52
Wynyard	70-74	11
Wynyard	75+	18
Devonport	15-19	649
Devonport	20-24	625
Devonport	25-29	640
Devonport	30-34	599
Devonport	35-39	653
Devonport	40-44	770
Devonport	45-49	826
Devonport	50-54	744
Devonport	55-59	674
Devonport	60-64	489
Devonport	65-69	178
Devonport	70-74	60
Devonport	75+	38
East Devonport	15-19	40
East Devonport	20-24	134
East Devonport	25-29	150
East Devonport	30-34	153
East Devonport	35-39	154
East Devonport	40-44	169
East Devonport	45-49	216
East Devonport	50-54	231
East Devonport	55-59	190
East Devonport	60-64	129
East Devonport	65-69	59
East Devonport	70-74	16
East Devonport	75+	7
Latrobe	15-19	119
Latrobe	20-24	139
Latrobe	25-29	166
Latrobe	30-34	192
Latrobe	35-39	206
Latrobe	40-44	231
Latrobe	45-49	252
Latrobe	50-54	270
Latrobe	55-59	252
Latrobe	60-64	165
Latrobe	65-69	60
Latrobe	70-74	42
Latrobe	75+	14
Miandetta - Don	15-19	70
Miandetta - Don	20-24	74
Miandetta - Don	25-29	88
Miandetta - Don	30-34	114
Miandetta - Don	35-39	113
Miandetta - Don	40-44	122
Miandetta - Don	45-49	125
Miandetta - Don	50-54	131
Miandetta - Don	55-59	120
Miandetta - Don	60-64	65
Miandetta - Don	65-69	34
Miandetta - Don	70-74	14
Miandetta - Don	75+	3
Port Sorell	15-19	72
Port Sorell	20-24	86
Port Sorell	25-29	78
Port Sorell	30-34	98
Port Sorell	35-39	93
Port Sorell	40-44	110
Port Sorell	45-49	130
Port Sorell	50-54	129
Port Sorell	55-59	128
Port Sorell	60-64	103
Port Sorell	65-69	61
Port Sorell	70-74	20
Port Sorell	75+	12
Quoiba - Spreyton	15-19	73
Quoiba - Spreyton	20-24	200
Quoiba - Spreyton	25-29	160
Quoiba - Spreyton	30-34	155
Quoiba - Spreyton	35-39	167
Quoiba - Spreyton	40-44	185
Quoiba - Spreyton	45-49	247
Quoiba - Spreyton	50-54	243
Quoiba - Spreyton	55-59	207
Quoiba - Spreyton	60-64	103
Quoiba - Spreyton	65-69	41
Quoiba - Spreyton	70-74	12
Quoiba - Spreyton	75+	11
Sheffield - Railton	15-19	88
Sheffield - Railton	20-24	82
Sheffield - Railton	25-29	91
Sheffield - Railton	30-34	91
Sheffield - Railton	35-39	103
Sheffield - Railton	40-44	144
Sheffield - Railton	45-49	162
Sheffield - Railton	50-54	172
Sheffield - Railton	55-59	185
Sheffield - Railton	60-64	117
Sheffield - Railton	65-69	63
Sheffield - Railton	70-74	26
Sheffield - Railton	75+	31
Turners Beach - Forth	15-19	30
Turners Beach - Forth	20-24	47
Turners Beach - Forth	25-29	70
Turners Beach - Forth	30-34	71
Turners Beach - Forth	35-39	79
Turners Beach - Forth	40-44	72
Turners Beach - Forth	45-49	78
Turners Beach - Forth	50-54	86
Turners Beach - Forth	55-59	89
Turners Beach - Forth	60-64	62
Turners Beach - Forth	65-69	33
Turners Beach - Forth	70-74	15
Turners Beach - Forth	75+	6
King Island	15-19	16
King Island	20-24	52
King Island	25-29	63
King Island	30-34	94
King Island	35-39	68
King Island	40-44	59
King Island	45-49	78
King Island	50-54	102
King Island	55-59	79
King Island	60-64	86
King Island	65-69	41
King Island	70-74	6
King Island	75+	19
North West	15-19	67
North West	20-24	117
North West	25-29	99
North West	30-34	135
North West	35-39	97
North West	40-44	122
North West	45-49	147
North West	50-54	159
North West	55-59	159
North West	60-64	88
North West	65-69	57
North West	70-74	17
North West	75+	24
Smithton	15-19	161
Smithton	20-24	232
Smithton	25-29	190
Smithton	30-34	228
Smithton	35-39	198
Smithton	40-44	250
Smithton	45-49	256
Smithton	50-54	271
Smithton	55-59	255
Smithton	60-64	186
Smithton	65-69	60
Smithton	70-74	29
Smithton	75+	15
Waratah	15-19	30
Waratah	20-24	54
Waratah	25-29	69
Waratah	30-34	88
Waratah	35-39	85
Waratah	40-44	82
Waratah	45-49	112
Waratah	50-54	118
Waratah	55-59	135
Waratah	60-64	80
Waratah	65-69	33
Waratah	70-74	22
Waratah	75+	13
West Coast (Tas.)	15-19	60
West Coast (Tas.)	20-24	164
West Coast (Tas.)	25-29	193
West Coast (Tas.)	30-34	196
West Coast (Tas.)	35-39	171
West Coast (Tas.)	40-44	202
West Coast (Tas.)	45-49	259
West Coast (Tas.)	50-54	241
West Coast (Tas.)	55-59	229
West Coast (Tas.)	60-64	129
West Coast (Tas.)	65-69	47
West Coast (Tas.)	70-74	16
West Coast (Tas.)	75+	9
Migratory - Offshore - Shipping (Tas.)	25-29	4
Migratory - Offshore - Shipping (Tas.)	30-34	4
Migratory - Offshore - Shipping (Tas.)	35-39	5
Migratory - Offshore - Shipping (Tas.)	40-44	7
Migratory - Offshore - Shipping (Tas.)	45-49	5
Migratory - Offshore - Shipping (Tas.)	50-54	5
Migratory - Offshore - Shipping (Tas.)	55-59	5
Migratory - Offshore - Shipping (Tas.)	60-64	4
No usual address (Tas.)	15-19	314
No usual address (Tas.)	20-24	712
No usual address (Tas.)	25-29	882
No usual address (Tas.)	30-34	957
No usual address (Tas.)	35-39	836
No usual address (Tas.)	40-44	948
No usual address (Tas.)	45-49	1126
No usual address (Tas.)	50-54	1099
No usual address (Tas.)	55-59	1050
No usual address (Tas.)	60-64	790
No usual address (Tas.)	65-69	278
No usual address (Tas.)	70-74	85
No usual address (Tas.)	75+	54
Darwin Airport	15-19	50
Darwin Airport	20-24	152
Darwin Airport	25-29	201
Darwin Airport	30-34	234
Darwin Airport	35-39	167
Darwin Airport	40-44	158
Darwin Airport	45-49	163
Darwin Airport	50-54	119
