SA2_NAME16	IncomeTotPersonal.max	PublicSector	LevelOfGovt	workers
Rosebud - McCrae	78750	0		300
Rosebud - McCrae	78750	1	Local	49
Rosebud - McCrae	78750	1	National	20
Rosebud - McCrae	78750	1	State territory	110
Rosebud - McCrae	91875	0		204
Rosebud - McCrae	91875	1	Local	52
Rosebud - McCrae	91875	1	National	6
Rosebud - McCrae	91875	1	State territory	87
Rosebud - McCrae	105000	0		121
Rosebud - McCrae	105000	1	Local	19
Rosebud - McCrae	105000	1	National	3
Rosebud - McCrae	105000	1	State territory	73
Rosebud - McCrae	157500	0		122
Rosebud - McCrae	157500	1	Local	33
Rosebud - McCrae	157500	1	State territory	44
Rosebud - McCrae	Inf			6
Rosebud - McCrae	Inf	0		82
Rosebud - McCrae	Inf	1	Local	9
Rosebud - McCrae	Inf	1	State territory	14
Somerville				21
Somerville		0		129
Somerville		1	Local	3
Somerville	0			3
Somerville	0	0		66
Somerville	7875			3
Somerville	7875	0		382
Somerville	15750			5
Somerville	15750	0		327
Somerville	21000			3
Somerville	21000	0		369
Somerville	21000	1	State territory	19
Somerville	26250	0		459
Somerville	26250	1	State territory	5
Somerville	34125			6
Somerville	34125	0		626
Somerville	34125	1	Local	3
Somerville	34125	1	National	3
Somerville	34125	1	State territory	21
Somerville	42000			4
Somerville	42000	0		847
Somerville	42000	1	Local	3
Somerville	42000	1	State territory	20
Somerville	52500			6
Somerville	52500	0		927
Somerville	52500	1	State territory	16
Somerville	65625	0		744
Somerville	65625	1	State territory	28
Somerville	78750			8
Somerville	78750	0		399
Somerville	78750	1	State territory	46
Somerville	91875	0		275
Somerville	91875	1	State territory	47
Somerville	105000			3
Somerville	105000	0		201
Somerville	105000	1	State territory	57
Somerville	157500	0		158
Somerville	157500	1	State territory	42
Somerville	Inf	0		105
Ararat				13
Ararat		0		55
Ararat		1	State territory	5
Ararat	0			3
Ararat	0	0		26
Ararat	7875			4
Ararat	7875	0		148
Ararat	7875	1	State territory	3
Ararat	15750	0		158
Ararat	15750	1	Local	3
Ararat	15750	1	National	3
Ararat	15750	1	State territory	8
Ararat	21000			7
Ararat	21000	0		141
Ararat	21000	1	Local	3
Ararat	21000	1	National	3
Ararat	21000	1	State territory	19
Ararat	26250			4
Ararat	26250	0		203
Ararat	26250	1	Local	4
Ararat	26250	1	State territory	21
Ararat	34125			4
Ararat	34125	0		351
Ararat	34125	1	Local	9
Ararat	34125	1	State territory	42
Ararat	42000			8
Ararat	42000	0		481
Ararat	42000	1	Local	6
Ararat	42000	1	National	3
Ararat	42000	1	State territory	55
Ararat	52500	0		397
Ararat	52500	1	Local	12
Ararat	52500	1	National	6
Ararat	52500	1	State territory	93
Ararat	65625	0		330
Ararat	65625	1	Local	32
Ararat	65625	1	National	13
Ararat	65625	1	State territory	175
Ararat	78750	0		160
Ararat	78750	1	Local	15
Ararat	78750	1	National	7
Ararat	78750	1	State territory	141
Ararat	91875	0		132
Ararat	91875	1	Local	9
Ararat	91875	1	National	5
Ararat	91875	1	State territory	117
Ararat	105000			3
Ararat	105000	0		89
Ararat	105000	1	Local	9
Ararat	105000	1	National	6
Ararat	105000	1	State territory	79
Ararat	157500	0		106
Ararat	157500	1	Local	8
Ararat	157500	1	National	4
Ararat	157500	1	State territory	41
Ararat	Inf			3
Ararat	Inf	0		46
Ararat	Inf	1	State territory	3
Ararat Region		0		17
Ararat Region	0	0		41
Ararat Region	7875	0		28
Ararat Region	15750			4
Ararat Region	15750	0		61
Ararat Region	21000	0		65
Ararat Region	21000	1	State territory	4
Ararat Region	26250			3
Ararat Region	26250	0		81
Ararat Region	26250	1	State territory	3
Ararat Region	34125	0		101
Ararat Region	34125	1	State territory	7
Ararat Region	42000	0		101
Ararat Region	42000	1	State territory	3
Ararat Region	52500	0		119
Ararat Region	52500	1	State territory	12
Ararat Region	65625	0		91
Ararat Region	65625	1	State territory	11
Ararat Region	78750	0		56
Ararat Region	78750	1	State territory	8
Ararat Region	91875	0		55
Ararat Region	91875	1	State territory	10
Ararat Region	105000	0		27
Ararat Region	105000	1	State territory	9
Ararat Region	157500	0		33
Ararat Region	157500	1	State territory	11
Ararat Region	Inf	0		32
Horsham				22
Horsham		0		106
Horsham		1	Local	7
Horsham		1	State territory	17
Horsham	0	0		49
Horsham	7875			8
Horsham	7875	0		368
Horsham	7875	1	Local	6
Horsham	7875	1	State territory	12
Horsham	15750			4
Horsham	15750	0		293
Horsham	15750	1	Local	3
Horsham	15750	1	National	3
Horsham	15750	1	State territory	19
Horsham	21000			5
Horsham	21000	0		344
Horsham	21000	1	Local	11
Horsham	21000	1	State territory	21
Horsham	26250			3
Horsham	26250	0		441
Horsham	26250	1	Local	16
Horsham	26250	1	National	6
Horsham	26250	1	State territory	42
Horsham	34125			16
Horsham	34125	0		701
Horsham	34125	1	Local	14
Horsham	34125	1	National	5
Horsham	34125	1	State territory	103
Horsham	42000			10
Horsham	42000	0		899
Horsham	42000	1	Local	15
Horsham	42000	1	National	7
Horsham	42000	1	State territory	121
Horsham	52500			5
Horsham	52500	0		981
Horsham	52500	1	Local	34
Horsham	52500	1	National	15
Horsham	52500	1	State territory	190
Horsham	65625			6
Horsham	65625	0		741
Horsham	65625	1	Local	50
Horsham	65625	1	National	24
Horsham	65625	1	State territory	216
Horsham	78750	0		412
Horsham	78750	1	Local	32
Horsham	78750	1	National	19
Horsham	78750	1	State territory	189
Horsham	91875	0		280
Horsham	91875	1	Local	21
Horsham	91875	1	National	9
Horsham	91875	1	State territory	163
Horsham	105000			3
Horsham	105000	0		162
Horsham	105000	1	Local	7
Horsham	105000	1	National	7
Horsham	105000	1	State territory	111
Horsham	157500	0		208
Horsham	157500	1	Local	3
Horsham	157500	1	National	4
Horsham	157500	1	State territory	89
Horsham	Inf	0		122
Horsham	Inf	1	Local	5
Horsham	Inf	1	State territory	20
Horsham Region		0		18
Horsham Region	0	0		50
Horsham Region	7875			3
Horsham Region	7875	0		39
Horsham Region	7875	1	State territory	3
Horsham Region	15750	0		50
Horsham Region	21000			3
Horsham Region	21000	0		58
Horsham Region	21000	1	State territory	3
Horsham Region	26250	0		67
Horsham Region	26250	1	State territory	4
Horsham Region	34125	0		110
Horsham Region	34125	1	National	3
Horsham Region	34125	1	State territory	11
Horsham Region	42000	0		119
Horsham Region	42000	1	State territory	8
Horsham Region	52500			3
Horsham Region	52500	0		140
Horsham Region	52500	1	State territory	10
Horsham Region	65625	0		103
Horsham Region	65625	1	State territory	12
Horsham Region	78750	0		59
Horsham Region	78750	1	State territory	8
Horsham Region	91875	0		40
Horsham Region	91875	1	State territory	4
Horsham Region	105000	0		29
Horsham Region	105000	1	State territory	4
Horsham Region	157500	0		36
Horsham Region	157500	1	State territory	4
Horsham Region	Inf	0		27
Nhill Region				5
Nhill Region		0		34
Nhill Region		1	Local	3
Nhill Region		1	State territory	3
Nhill Region	0	0		73
Nhill Region	7875	0		95
Nhill Region	7875	1	Local	3
Nhill Region	7875	1	State territory	5
Nhill Region	15750			4
Nhill Region	15750	0		101
Nhill Region	15750	1	State territory	11
Nhill Region	21000			4
Nhill Region	21000	0		115
Nhill Region	21000	1	Local	4
Nhill Region	21000	1	State territory	14
Nhill Region	26250			3
Nhill Region	26250	0		158
Nhill Region	26250	1	Local	3
Nhill Region	26250	1	State territory	21
Nhill Region	34125			3
Nhill Region	34125	0		267
Nhill Region	34125	1	Local	4
Nhill Region	34125	1	State territory	45
Nhill Region	42000	0		318
Nhill Region	42000	1	Local	12
Nhill Region	42000	1	National	3
Nhill Region	42000	1	State territory	50
Nhill Region	52500			5
Nhill Region	52500	0		311
Nhill Region	52500	1	Local	18
Nhill Region	52500	1	State territory	72
Nhill Region	65625	0		223
Nhill Region	65625	1	Local	31
Nhill Region	65625	1	State territory	82
Nhill Region	78750	0		117
Nhill Region	78750	1	Local	9
Nhill Region	78750	1	State territory	55
Nhill Region	91875	0		99
Nhill Region	91875	1	Local	14
Nhill Region	91875	1	State territory	33
Nhill Region	105000	0		55
Nhill Region	105000	1	Local	4
Nhill Region	105000	1	State territory	33
Nhill Region	157500	0		76
Nhill Region	157500	1	Local	9
Nhill Region	157500	1	State territory	20
Nhill Region	Inf			4
Nhill Region	Inf	0		38
Nhill Region	Inf	1	State territory	6
St Arnaud				3
St Arnaud		0		26
St Arnaud	0	0		19
St Arnaud	7875	0		69
St Arnaud	7875	1	State territory	10
St Arnaud	15750			3
St Arnaud	15750	0		77
St Arnaud	21000	0		102
St Arnaud	21000	1	State territory	4
St Arnaud	26250	0		114
St Arnaud	26250	1	Local	3
St Arnaud	26250	1	State territory	4
St Arnaud	34125			6
St Arnaud	34125	0		149
St Arnaud	34125	1	Local	3
St Arnaud	34125	1	State territory	10
St Arnaud	42000			3
St Arnaud	42000	0		145
St Arnaud	42000	1	Local	4
St Arnaud	42000	1	State territory	8
St Arnaud	52500	0		150
St Arnaud	52500	1	Local	11
St Arnaud	52500	1	State territory	20
St Arnaud	65625	0		129
St Arnaud	65625	1	Local	9
St Arnaud	65625	1	State territory	19
St Arnaud	78750	0		80
St Arnaud	78750	1	State territory	18
St Arnaud	91875	0		42
St Arnaud	91875	1	State territory	15
St Arnaud	105000	0		31
St Arnaud	105000	1	State territory	7
St Arnaud	157500	0		21
St Arnaud	157500	1	State territory	5
St Arnaud	Inf	0		14
St Arnaud	Inf	1	State territory	3
Stawell				11
Stawell		0		46
Stawell		1	Local	3
Stawell		1	State territory	3
Stawell	0			3
Stawell	0	0		51
Stawell	7875	0		135
Stawell	7875	1	State territory	7
Stawell	15750			4
Stawell	15750	0		131
Stawell	15750	1	Local	3
Stawell	15750	1	State territory	3
Stawell	21000			7
Stawell	21000	0		167
Stawell	21000	1	Local	6
Stawell	21000	1	State territory	12
Stawell	26250			3
Stawell	26250	0		226
Stawell	26250	1	Local	3
Stawell	26250	1	State territory	11
Stawell	34125			3
Stawell	34125	0		338
Stawell	34125	1	Local	4
Stawell	34125	1	National	3
Stawell	34125	1	State territory	30
Stawell	42000			6
Stawell	42000	0		455
Stawell	42000	1	Local	4
Stawell	42000	1	National	4
Stawell	42000	1	State territory	37
Stawell	52500	0		415
Stawell	52500	1	Local	24
Stawell	52500	1	National	5
Stawell	52500	1	State territory	61
Stawell	65625			4
Stawell	65625	0		293
Stawell	65625	1	Local	24
Stawell	65625	1	National	8
Stawell	65625	1	State territory	77
Stawell	78750	0		170
Stawell	78750	1	Local	23
Stawell	78750	1	National	5
Stawell	78750	1	State territory	68
Stawell	91875	0		117
Stawell	91875	1	Local	14
Stawell	91875	1	National	4
Stawell	91875	1	State territory	51
Stawell	105000	0		78
Stawell	105000	1	Local	3
Stawell	105000	1	State territory	34
Stawell	157500	0		109
Stawell	157500	1	Local	11
Stawell	157500	1	State territory	30
Stawell	Inf	0		36
Stawell	Inf	1	Local	3
Stawell	Inf	1	State territory	6
West Wimmera		0		25
West Wimmera		1	State territory	5
West Wimmera	0			3
West Wimmera	0	0		28
West Wimmera	7875	0		45
West Wimmera	15750	0		46
West Wimmera	15750	1	State territory	6
West Wimmera	21000	0		54
West Wimmera	21000	1	State territory	3
West Wimmera	26250			4
West Wimmera	26250	0		74
West Wimmera	26250	1	Local	8
West Wimmera	26250	1	State territory	4
West Wimmera	34125			5
West Wimmera	34125	0		120
West Wimmera	34125	1	Local	6
West Wimmera	34125	1	State territory	12
West Wimmera	42000	0		115
West Wimmera	42000	1	Local	7
West Wimmera	42000	1	State territory	5
West Wimmera	52500			4
West Wimmera	52500	0		125
West Wimmera	52500	1	Local	12
West Wimmera	52500	1	State territory	15
West Wimmera	65625	0		136
West Wimmera	65625	1	Local	16
West Wimmera	65625	1	State territory	7
West Wimmera	78750	0		57
West Wimmera	78750	1	Local	8
West Wimmera	78750	1	State territory	4
West Wimmera	91875	0		56
West Wimmera	91875	1	State territory	11
West Wimmera	105000	0		31
West Wimmera	105000	1	Local	3
West Wimmera	105000	1	State territory	9
West Wimmera	157500	0		22
West Wimmera	157500	1	State territory	8
West Wimmera	Inf	0		34
Yarriambiack				8
Yarriambiack		0		43
Yarriambiack		1	State territory	4
Yarriambiack	0			3
Yarriambiack	0	0		79
Yarriambiack	0	1	State territory	4
Yarriambiack	7875			3
Yarriambiack	7875	0		95
Yarriambiack	7875	1	State territory	14
Yarriambiack	15750	0		98
Yarriambiack	15750	1	State territory	9
Yarriambiack	21000			3
Yarriambiack	21000	0		111
Yarriambiack	21000	1	State territory	20
Yarriambiack	26250	0		139
Yarriambiack	26250	1	Local	3
Yarriambiack	26250	1	National	4
Yarriambiack	26250	1	State territory	27
Yarriambiack	34125			3
Yarriambiack	34125	0		265
Yarriambiack	34125	1	Local	6
Yarriambiack	34125	1	State territory	45
Yarriambiack	42000	0		282
Yarriambiack	42000	1	Local	5
Yarriambiack	42000	1	National	3
Yarriambiack	42000	1	State territory	45
Yarriambiack	52500	0		311
Yarriambiack	52500	1	Local	9
Yarriambiack	52500	1	State territory	36
Yarriambiack	65625			3
Yarriambiack	65625	0		244
Yarriambiack	65625	1	Local	18
Yarriambiack	65625	1	State territory	55
Yarriambiack	78750	0		149
Yarriambiack	78750	1	Local	9
Yarriambiack	78750	1	State territory	48
Yarriambiack	91875	0		94
Yarriambiack	91875	1	Local	9
Yarriambiack	91875	1	State territory	26
Yarriambiack	105000	0		40
Yarriambiack	105000	1	Local	3
Yarriambiack	105000	1	State territory	35
Yarriambiack	157500	0		55
Yarriambiack	157500	1	Local	3
Yarriambiack	157500	1	State territory	27
Yarriambiack	Inf			3
Yarriambiack	Inf	0		29
Irymple				5
Irymple		0		34
Irymple		1	State territory	5
Irymple	0	0		21
Irymple	7875			3
Irymple	7875	0		92
Irymple	7875	1	State territory	3
Irymple	15750			5
Irymple	15750	0		84
Irymple	21000	0		77
Irymple	26250	0		93
Irymple	26250	1	State territory	10
Irymple	34125			3
Irymple	34125	0		153
Irymple	34125	1	National	3
Irymple	34125	1	State territory	10
Irymple	42000	0		212
Irymple	42000	1	State territory	11
Irymple	52500	0		234
Irymple	52500	1	State territory	33
Irymple	65625	0		200
Irymple	65625	1	National	3
Irymple	65625	1	State territory	39
Irymple	78750			3
Irymple	78750	0		114
Irymple	78750	1	Local	3
Irymple	78750	1	National	3
Irymple	78750	1	State territory	39
Irymple	91875	0		76
Irymple	91875	1	National	3
Irymple	91875	1	State territory	37
Irymple	105000	0		48
Irymple	105000	1	National	3
Irymple	105000	1	State territory	43
Irymple	157500	0		37
Irymple	157500	1	State territory	23
Irymple	Inf	0		23
Irymple	Inf	1	State territory	3
Merbein		0		23
Merbein	0	0		22
Merbein	7875			3
Merbein	7875	0		31
Merbein	15750	0		39
Merbein	21000	0		58
Merbein	21000	1	State territory	3
Merbein	26250	0		68
Merbein	34125	0		116
Merbein	34125	1	State territory	4
Merbein	42000	0		178
Merbein	42000	1	State territory	3
Merbein	52500	0		167
Merbein	52500	1	State territory	4
Merbein	65625	0		110
Merbein	65625	1	Local	4
Merbein	65625	1	State territory	8
Merbein	78750	0		76
Merbein	78750	1	State territory	3
Merbein	91875	0		44
Merbein	91875	1	State territory	4
Merbein	105000	0		23
Merbein	105000	1	State territory	16
Merbein	157500	0		22
Merbein	157500	1	State territory	3
Merbein	Inf	0		12
Mildura Region				6
Mildura Region		0		51
Mildura Region	0			3
Mildura Region	0	0		44
Mildura Region	7875	0		45
Mildura Region	7875	1	State territory	5
Mildura Region	15750	0		67
Mildura Region	21000			3
Mildura Region	21000	0		93
Mildura Region	21000	1	State territory	6
Mildura Region	26250			4
Mildura Region	26250	0		118
Mildura Region	26250	1	Local	3
Mildura Region	26250	1	State territory	7
Mildura Region	34125			6
Mildura Region	34125	0		196
Mildura Region	34125	1	Local	3
Mildura Region	34125	1	State territory	17
Mildura Region	42000			5
Mildura Region	42000	0		238
Mildura Region	42000	1	Local	3
Mildura Region	42000	1	State territory	15
Mildura Region	52500			3
Mildura Region	52500	0		298
Mildura Region	52500	1	Local	7
Mildura Region	52500	1	State territory	28
Mildura Region	65625	0		215
Mildura Region	65625	1	Local	6
Mildura Region	65625	1	State territory	26
Mildura Region	78750	0		140
Mildura Region	78750	1	State territory	25
Mildura Region	91875	0		87
Mildura Region	91875	1	State territory	14
Mildura Region	105000	0		51
Mildura Region	105000	1	State territory	18
Mildura Region	157500	0		38
Mildura Region	157500	1	State territory	10
Mildura Region	Inf	0		37
Mildura Region	Inf	1	State territory	3
Red Cliffs				10
Red Cliffs		0		34
Red Cliffs	0	0		18
Red Cliffs	7875			3
Red Cliffs	7875	0		66
Red Cliffs	15750			3
Red Cliffs	15750	0		80
Red Cliffs	21000			3
Red Cliffs	21000	0		63
Red Cliffs	21000	1	State territory	3
Red Cliffs	26250			5
Red Cliffs	26250	0		99
Red Cliffs	26250	1	National	3
Red Cliffs	26250	1	State territory	9
Red Cliffs	34125	0		160
Red Cliffs	34125	1	State territory	16
Red Cliffs	42000	0		185
Red Cliffs	42000	1	Local	4
Red Cliffs	42000	1	State territory	4
Red Cliffs	52500	0		175
Red Cliffs	52500	1	Local	7
Red Cliffs	52500	1	State territory	13
Red Cliffs	65625			3
Red Cliffs	65625	0		129
Red Cliffs	65625	1	Local	16
Red Cliffs	65625	1	State territory	24
Red Cliffs	78750	0		78
Red Cliffs	78750	1	Local	8
Red Cliffs	78750	1	State territory	12
Red Cliffs	91875	0		60
Red Cliffs	91875	1	Local	4
Red Cliffs	91875	1	State territory	22
Red Cliffs	105000	0		22
Red Cliffs	105000	1	State territory	25
Red Cliffs	157500	0		42
Red Cliffs	157500	1	State territory	7
Red Cliffs	Inf	0		28
Mildura - North				40
Mildura - North		0		183
Mildura - North		1	Local	3
Mildura - North		1	National	3
Mildura - North		1	State territory	7
Mildura - North	0			4
Mildura - North	0	0		68
Mildura - North	0	1	National	3
Mildura - North	7875			4
Mildura - North	7875	0		410
Mildura - North	7875	1	Local	3
Mildura - North	7875	1	National	4
Mildura - North	15750			10
Mildura - North	15750	0		407
Mildura - North	15750	1	Local	4
Mildura - North	15750	1	National	3
Mildura - North	15750	1	State territory	6
Mildura - North	21000			20
Mildura - North	21000	0		483
Mildura - North	21000	1	Local	12
Mildura - North	21000	1	National	6
Mildura - North	21000	1	State territory	7
Mildura - North	26250			10
Mildura - North	26250	0		667
Mildura - North	26250	1	Local	11
Mildura - North	26250	1	National	6
Mildura - North	26250	1	State territory	25
Mildura - North	34125			20
Mildura - North	34125	0		1051
Mildura - North	34125	1	Local	33
Mildura - North	34125	1	National	10
Mildura - North	34125	1	State territory	34
Mildura - North	42000			16
Mildura - North	42000	0		1467
Mildura - North	42000	1	Local	44
Mildura - North	42000	1	National	12
Mildura - North	42000	1	State territory	56
Mildura - North	52500			16
Mildura - North	52500	0		1662
Mildura - North	52500	1	Local	52
Mildura - North	52500	1	National	18
Mildura - North	52500	1	State territory	83
Mildura - North	65625			9
Mildura - North	65625	0		1363
Mildura - North	65625	1	Local	79
Mildura - North	65625	1	National	37
Mildura - North	65625	1	State territory	137
Mildura - North	78750			4
Mildura - North	78750	0		780
Mildura - North	78750	1	Local	74
Mildura - North	78750	1	National	35
Mildura - North	78750	1	State territory	122
Mildura - North	91875			3
Mildura - North	91875	0		594
Mildura - North	91875	1	Local	57
Mildura - North	91875	1	National	17
Mildura - North	91875	1	State territory	125
Mildura - North	105000	0		319
Mildura - North	105000	1	Local	18
Mildura - North	105000	1	National	5
Mildura - North	105000	1	State territory	78
Mildura - North	157500	0		349
Mildura - North	157500	1	Local	24
Mildura - North	157500	1	National	5
Mildura - North	157500	1	State territory	58
Mildura - North	Inf			3
Mildura - North	Inf	0		221
Mildura - North	Inf	1	Local	8
Mildura - North	Inf	1	National	3
Mildura - North	Inf	1	State territory	11
Mildura - South				12
Mildura - South		0		44
Mildura - South		1	State territory	6
Mildura - South	0	0		32
Mildura - South	7875			4
Mildura - South	7875	0		265
Mildura - South	15750			4
Mildura - South	15750	0		243
Mildura - South	15750	1	State territory	5
Mildura - South	21000			5
Mildura - South	21000	0		213
Mildura - South	21000	1	State territory	7
Mildura - South	26250			3
Mildura - South	26250	0		264
Mildura - South	26250	1	National	3
Mildura - South	26250	1	State territory	12
Mildura - South	34125			3
Mildura - South	34125	0		367
Mildura - South	34125	1	State territory	38
Mildura - South	42000			3
Mildura - South	42000	0		451
Mildura - South	42000	1	State territory	39
Mildura - South	52500	0		428
Mildura - South	52500	1	State territory	29
Mildura - South	65625	0		270
Mildura - South	65625	1	State territory	73
Mildura - South	78750	0		155
Mildura - South	78750	1	State territory	84
Mildura - South	91875	0		125
Mildura - South	91875	1	State territory	67
Mildura - South	105000	0		61
Mildura - South	105000	1	State territory	51
Mildura - South	157500	0		62
Mildura - South	157500	1	State territory	39
Mildura - South	Inf	0		29
Mildura - South	Inf	1	State territory	7
Buloke				3
Buloke		0		39
Buloke		1	State territory	4
Buloke	0			3
Buloke	0	0		105
Buloke	7875			3
Buloke	7875	0		119
Buloke	7875	1	State territory	16
Buloke	15750			4
Buloke	15750	0		125
Buloke	15750	1	Local	3
Buloke	15750	1	State territory	12
Buloke	21000			9
Buloke	21000	0		123
Buloke	21000	1	Local	3
Buloke	21000	1	National	3
Buloke	21000	1	State territory	16
Buloke	26250	0		180
Buloke	26250	1	Local	3
Buloke	26250	1	National	3
Buloke	26250	1	State territory	10
Buloke	34125			5
Buloke	34125	0		238
Buloke	34125	1	Local	3
Buloke	34125	1	State territory	33
Buloke	42000			8
Buloke	42000	0		225
Buloke	42000	1	Local	3
Buloke	42000	1	State territory	38
Buloke	52500			3
Buloke	52500	0		272
Buloke	52500	1	Local	9
Buloke	52500	1	State territory	37
Buloke	65625			3
Buloke	65625	0		237
Buloke	65625	1	Local	24
Buloke	65625	1	State territory	39
Buloke	78750	0		113
Buloke	78750	1	Local	15
Buloke	78750	1	State territory	39
Buloke	91875	0		105
Buloke	91875	1	Local	9
Buloke	91875	1	State territory	30
Buloke	105000	0		35
Buloke	105000	1	Local	4
Buloke	105000	1	State territory	31
Buloke	157500	0		47
Buloke	157500	1	Local	4
Buloke	157500	1	State territory	21
Buloke	Inf	0		39
Gannawarra				5
Gannawarra		0		42
Gannawarra	0	0		65
Gannawarra	7875			8
Gannawarra	7875	0		98
Gannawarra	15750	0		104
Gannawarra	15750	1	State territory	3
Gannawarra	21000	0		116
Gannawarra	21000	1	State territory	7
Gannawarra	26250			6
Gannawarra	26250	0		156
Gannawarra	26250	1	State territory	9
Gannawarra	34125			3
Gannawarra	34125	0		263
Gannawarra	34125	1	State territory	12
Gannawarra	42000			3
Gannawarra	42000	0		286
Gannawarra	42000	1	Local	3
Gannawarra	42000	1	National	4
Gannawarra	42000	1	State territory	13
Gannawarra	52500	0		311
Gannawarra	52500	1	State territory	16
Gannawarra	65625	0		226
Gannawarra	65625	1	State territory	27
Gannawarra	78750	0		119
Gannawarra	78750	1	State territory	20
Gannawarra	91875	0		83
Gannawarra	91875	1	State territory	12
Gannawarra	105000	0		45
Gannawarra	105000	1	State territory	17
Gannawarra	157500	0		47
Gannawarra	157500	1	State territory	7
Gannawarra	Inf	0		49
Kerang				7
Kerang		0		25
Kerang		1	State territory	3
Kerang	0			7
Kerang	0	0		19
Kerang	7875	0		88
Kerang	15750	0		70
Kerang	15750	1	Local	8
Kerang	15750	1	State territory	7
Kerang	21000	0		100
Kerang	21000	1	Local	6
Kerang	21000	1	National	3
Kerang	21000	1	State territory	6
Kerang	26250			7
Kerang	26250	0		106
Kerang	26250	1	Local	5
Kerang	26250	1	State territory	10
Kerang	34125	0		166
Kerang	34125	1	Local	13
Kerang	34125	1	State territory	37
Kerang	42000			3
Kerang	42000	0		193
Kerang	42000	1	Local	15
Kerang	42000	1	National	4
Kerang	42000	1	State territory	28
Kerang	52500	0		183
Kerang	52500	1	Local	17
Kerang	52500	1	State territory	29
Kerang	65625	0		163
Kerang	65625	1	Local	34
Kerang	65625	1	State territory	42
Kerang	78750	0		74
Kerang	78750	1	Local	16
Kerang	78750	1	State territory	26
Kerang	91875	0		43
Kerang	91875	1	Local	6
Kerang	91875	1	State territory	28
Kerang	105000	0		25
Kerang	105000	1	Local	4
Kerang	105000	1	State territory	18
Kerang	157500	0		40
Kerang	157500	1	Local	3
Kerang	157500	1	State territory	18
Kerang	Inf			4
Kerang	Inf	0		20
Robinvale				6
Robinvale		0		18
Robinvale		1	State territory	4
Robinvale	0			3
Robinvale	0	0		16
Robinvale	7875			4
Robinvale	7875	0		35
Robinvale	15750			8
Robinvale	15750	0		52
Robinvale	15750	1	State territory	4
Robinvale	21000			3
Robinvale	21000	0		61
Robinvale	21000	1	State territory	3
Robinvale	26250			5
Robinvale	26250	0		74
Robinvale	26250	1	State territory	13
Robinvale	34125			4
Robinvale	34125	0		121
Robinvale	34125	1	State territory	9
Robinvale	42000			3
Robinvale	42000	0		148
Robinvale	42000	1	Local	3
Robinvale	42000	1	State territory	22
Robinvale	52500			3
Robinvale	52500	0		155
Robinvale	52500	1	Local	5
Robinvale	52500	1	State territory	23
Robinvale	65625			5
Robinvale	65625	0		138
Robinvale	65625	1	Local	3
Robinvale	65625	1	State territory	31
Robinvale	78750			3
Robinvale	78750	0		61
Robinvale	78750	1	Local	3
Robinvale	78750	1	State territory	26
Robinvale	91875	0		45
Robinvale	91875	1	State territory	7
Robinvale	105000	0		26
Robinvale	105000	1	State territory	18
Robinvale	157500	0		26
Robinvale	157500	1	State territory	5
Robinvale	Inf	0		20
Swan Hill				7
Swan Hill		0		86
Swan Hill		1	State territory	7
Swan Hill	0			5
Swan Hill	0	0		36
Swan Hill	7875			8
Swan Hill	7875	0		255
Swan Hill	7875	1	Local	3
Swan Hill	7875	1	State territory	9
Swan Hill	15750			3
Swan Hill	15750	0		242
Swan Hill	15750	1	Local	3
Swan Hill	15750	1	State territory	11
Swan Hill	21000			12
Swan Hill	21000	0		252
Swan Hill	21000	1	Local	3
Swan Hill	21000	1	State territory	17
Swan Hill	26250			5
Swan Hill	26250	0		309
Swan Hill	26250	1	Local	3
Swan Hill	26250	1	National	3
Swan Hill	26250	1	State territory	29
Swan Hill	34125			7
Swan Hill	34125	0		546
Swan Hill	34125	1	Local	7
Swan Hill	34125	1	State territory	58
Swan Hill	42000			14
Swan Hill	42000	0		746
Swan Hill	42000	1	Local	8
Swan Hill	42000	1	National	6
Swan Hill	42000	1	State territory	78
Swan Hill	52500			3
Swan Hill	52500	0		705
Swan Hill	52500	1	Local	18
Swan Hill	52500	1	National	5
Swan Hill	52500	1	State territory	112
Swan Hill	65625			10
Swan Hill	65625	0		571
Swan Hill	65625	1	Local	45
Swan Hill	65625	1	National	8
Swan Hill	65625	1	State territory	163
Swan Hill	78750	0		303
Swan Hill	78750	1	Local	41
Swan Hill	78750	1	National	11
Swan Hill	78750	1	State territory	119
Swan Hill	91875	0		233
Swan Hill	91875	1	Local	14
Swan Hill	91875	1	National	4
Swan Hill	91875	1	State territory	123
Swan Hill	105000			3
Swan Hill	105000	0		101
Swan Hill	105000	1	Local	4
Swan Hill	105000	1	National	3
Swan Hill	105000	1	State territory	52
Swan Hill	157500	0		137
Swan Hill	157500	1	Local	16
Swan Hill	157500	1	State territory	48
Swan Hill	Inf			3
Swan Hill	Inf	0		87
Swan Hill	Inf	1	Local	4
Swan Hill	Inf	1	State territory	10
Swan Hill Region				7
Swan Hill Region		0		39
Swan Hill Region	0	0		44
Swan Hill Region	7875			3
Swan Hill Region	7875	0		38
Swan Hill Region	15750			4
Swan Hill Region	15750	0		67
Swan Hill Region	15750	1	State territory	7
Swan Hill Region	21000	0		96
Swan Hill Region	21000	1	National	3
Swan Hill Region	26250	0		126
Swan Hill Region	26250	1	State territory	5
Swan Hill Region	34125			11
Swan Hill Region	34125	0		162
Swan Hill Region	34125	1	State territory	5
Swan Hill Region	42000	0		287
Swan Hill Region	42000	1	State territory	11
