SA2_NAME16	Sex	workers
Frankston South	M	997
Langwarrin	F	2229
Langwarrin	M	1745
Seaford (Vic.)	F	2219
Seaford (Vic.)	M	3728
Skye - Sandhurst	F	551
Skye - Sandhurst	M	610
Dromana	F	1439
Dromana	M	1393
Flinders	F	1307
Flinders	M	1507
Hastings - Somers	F	3161
Hastings - Somers	M	4593
Mornington	F	7301
Mornington	M	5160
Mount Eliza	F	2698
Mount Eliza	M	1585
Mount Martha	F	1456
Mount Martha	M	1150
Point Nepean	F	2059
Point Nepean	M	2073
Rosebud - McCrae	F	3611
Rosebud - McCrae	M	2566
Somerville	F	3205
Somerville	M	3204
Ararat	F	1873
Ararat	M	1971
Ararat Region	F	357
Ararat Region	M	629
Horsham	F	4144
Horsham	M	3696
Horsham Region	F	333
Horsham Region	M	708
Nhill Region	F	1242
Nhill Region	M	1452
St Arnaud	F	639
St Arnaud	M	730
Stawell	F	1661
Stawell	M	1734
West Wimmera	F	482
West Wimmera	M	681
Yarriambiack	F	1160
Yarriambiack	M	1382
Irymple	F	752
Irymple	M	1048
Merbein	F	496
Merbein	M	572
Mildura Region	F	699
Mildura Region	M	1240
Red Cliffs	F	624
Red Cliffs	M	835
Mildura - North	F	6233
Mildura - North	M	5300
Mildura - South	F	1984
Mildura - South	M	1569
Buloke	F	1093
Buloke	M	1350
Gannawarra	F	880
Gannawarra	M	1306
Kerang	F	955
Kerang	M	794
Robinvale	F	563
Robinvale	M	659
Swan Hill	F	2967
Swan Hill	M	2778
Swan Hill Region	F	608
Swan Hill Region	M	1230
Echuca	F	4288
Echuca	M	3629
Kyabram	F	1853
Kyabram	M	2065
Lockington - Gunbower	F	294
Lockington - Gunbower	M	590
Rochester	F	634
Rochester	M	825
Rushworth	F	447
Rushworth	M	716
Cobram	F	1572
Cobram	M	1819
Moira	F	201
Moira	M	423
Numurkah	F	1828
Numurkah	M	2322
Yarrawonga	F	1416
Yarrawonga	M	954
Mooroopna	F	895
Mooroopna	M	674
Shepparton - North	F	6973
Shepparton - North	M	6207
Shepparton - South	F	3842
Shepparton - South	M	3661
Shepparton Region - East	F	421
Shepparton Region - East	M	921
Shepparton Region - West	F	1702
Shepparton Region - West	M	2632
Glenelg (Vic.)	F	1164
Glenelg (Vic.)	M	1404
Hamilton (Vic.)	F	2712
Hamilton (Vic.)	M	2334
Portland	F	2465
Portland	M	2731
Southern Grampians	F	876
Southern Grampians	M	1280
Camperdown	F	859
Camperdown	M	666
Colac	F	3384
Colac	M	3286
Colac Region	F	484
Colac Region	M	869
Corangamite - North	F	941
Corangamite - North	M	1185
Corangamite - South	F	1428
Corangamite - South	M	2001
Otway	F	643
Otway	M	724
Moyne - East	F	769
Moyne - East	M	1367
Moyne - West	F	1374
Moyne - West	M	1852
Warrnambool - North	F	2391
Warrnambool - North	M	1995
Warrnambool - South	F	6341
Warrnambool - South	M	5807
Migratory - Offshore - Shipping (Vic.)	F	12
Migratory - Offshore - Shipping (Vic.)	M	144
No usual address (Vic.)	F	28505
No usual address (Vic.)	M	90529
Alexandra Hills	F	1437
Alexandra Hills	M	852
Belmont - Gumdale	F	791
Belmont - Gumdale	M	861
Birkdale	F	1317
Birkdale	M	822
Capalaba	F	5002
Capalaba	M	5557
Thorneside	F	136
Thorneside	M	259
Wellington Point	F	1167
Wellington Point	M	660
Cleveland	F	5579
Cleveland	M	3866
Ormiston	F	883
Ormiston	M	703
Redland Bay	F	1146
Redland Bay	M	1150
Sheldon - Mount Cotton	F	858
Sheldon - Mount Cotton	M	1156
Thornlands	F	1320
Thornlands	M	906
Victoria Point	F	2676
Victoria Point	M	1563
Redland Islands	F	764
Redland Islands	M	807
Brisbane Port - Lytton	F	1433
Brisbane Port - Lytton	M	4778
Manly - Lota	F	1087
Manly - Lota	M	863
Manly West	F	1194
Manly West	M	654
Murarrie	F	4281
Murarrie	M	7535
Tingalpa	F	1474
Tingalpa	M	2349
Wakerley	F	710
Wakerley	M	1192
Wynnum	F	2130
Wynnum	M	1742
Wynnum West - Hemmant	F	2540
Wynnum West - Hemmant	M	4355
Bald Hills	F	772
Bald Hills	M	491
Bridgeman Downs	F	324
Bridgeman Downs	M	347
Carseldine	F	1239
Carseldine	M	966
Everton Park	F	1037
Everton Park	M	763
McDowall	F	1138
McDowall	M	569
Aspley	F	2423
Aspley	M	1842
Chermside	F	9529
Chermside	M	4684
Chermside West	F	512
Chermside West	M	307
Geebung	F	1765
Geebung	M	4598
Kedron - Gordon Park	F	1864
Kedron - Gordon Park	M	2240
Stafford	F	2018
Stafford	M	2337
Stafford Heights	F	498
Stafford Heights	M	334
Wavell Heights	F	715
Wavell Heights	M	512
Boondall	F	772
Boondall	M	921
Brisbane Airport	F	7472
Brisbane Airport	M	13952
Eagle Farm - Pinkenba	F	2887
Eagle Farm - Pinkenba	M	9029
Northgate - Virginia	F	3274
Northgate - Virginia	M	6828
Nudgee - Banyo	F	3004
Nudgee - Banyo	M	4416
Nundah	F	2792
Nundah	M	2019
Bracken Ridge	F	1331
Bracken Ridge	M	903
Brighton (Qld)	F	989
Brighton (Qld)	M	454
Deagon	F	521
Deagon	M	631
Sandgate - Shorncliffe	F	1580
Sandgate - Shorncliffe	M	1184
Taigum - Fitzgibbon	F	1094
Taigum - Fitzgibbon	M	633
Zillmere	F	986
Zillmere	M	1042
Camp Hill	F	1012
Camp Hill	M	822
Cannon Hill	F	2285
Cannon Hill	M	2535
Carina	F	1172
Carina	M	1075
Carina Heights	F	703
Carina Heights	M	531
Carindale	F	3617
Carindale	M	2031
Annerley	F	1410
Annerley	M	1205
Coorparoo	F	2919
Coorparoo	M	2650
Fairfield - Dutton Park	F	1179
Fairfield - Dutton Park	M	1189
Greenslopes	F	4142
Greenslopes	M	2330
Holland Park	F	1041
Holland Park	M	793
Holland Park West	F	558
Holland Park West	M	392
Woolloongabba	F	9253
Woolloongabba	M	6341
Yeronga	F	1707
Yeronga	M	2345
Eight Mile Plains	F	4806
Eight Mile Plains	M	4433
Macgregor (Qld)	F	975
Macgregor (Qld)	M	865
Mansfield (Qld)	F	1770
Mansfield (Qld)	M	2177
Mount Gravatt	F	2534
Mount Gravatt	M	2082
Rochedale - Burbank	F	879
Rochedale - Burbank	M	949
Upper Mount Gravatt	F	6362
Upper Mount Gravatt	M	4200
Wishart	F	859
Wishart	M	672
Coopers Plains	F	2729
Coopers Plains	M	4137
Moorooka	F	1145
Moorooka	M	1718
Robertson	F	1204
Robertson	M	863
Salisbury - Nathan	F	3292
Salisbury - Nathan	M	4766
Tarragindi	F	671
Tarragindi	M	497
Algester	F	592
Algester	M	424
Calamvale - Stretton	F	2130
Calamvale - Stretton	M	1968
Pallara - Willawong	F	1583
Pallara - Willawong	M	5286
Parkinson - Drewvale	F	1003
Parkinson - Drewvale	M	1448
Rocklea - Acacia Ridge	F	6069
Rocklea - Acacia Ridge	M	17214
Kuraby	F	400
Kuraby	M	321
Runcorn	F	876
Runcorn	M	1006
Sunnybank	F	1466
Sunnybank	M	836
Sunnybank Hills	F	1932
Sunnybank Hills	M	1338
Jindalee - Mount Ommaney	F	2132
Jindalee - Mount Ommaney	M	1168
Middle Park - Jamboree Heights	F	649
Middle Park - Jamboree Heights	M	368
Riverhills	F	110
Riverhills	M	124
Seventeen Mile Rocks - Sinnamon Park	F	1751
Seventeen Mile Rocks - Sinnamon Park	M	2161
Westlake	F	130
Westlake	M	132
Bellbowrie - Moggill	F	615
Bellbowrie - Moggill	M	520
Brookfield - Kenmore Hills	F	1171
Brookfield - Kenmore Hills	M	802
Chapel Hill	F	726
Chapel Hill	M	610
Fig Tree Pocket	F	442
Fig Tree Pocket	M	248
Kenmore	F	1153
Kenmore	M	746
Pinjarra Hills - Pullenvale	F	650
Pinjarra Hills - Pullenvale	M	707
Chelmer - Graceville	F	848
Chelmer - Graceville	M	573
Corinda	F	945
Corinda	M	756
Indooroopilly	F	5232
Indooroopilly	M	3086
Sherwood	F	630
Sherwood	M	598
St Lucia	F	5312
St Lucia	M	4733
Taringa	F	1258
Taringa	M	1033
Enoggera	F	2034
Enoggera	M	6074
Enoggera Reservoir	F	3
Enoggera Reservoir	M	3
Keperra	F	971
Keperra	M	671
Mitchelton	F	2023
Mitchelton	M	1157
Mount Coot-tha	F	262
Mount Coot-tha	M	347
The Gap	F	1454
The Gap	M	1113
Upper Kedron - Ferny Grove	F	826
Upper Kedron - Ferny Grove	M	570
Brisbane City	F	62025
Brisbane City	M	60463
Fortitude Valley	F	9973
Fortitude Valley	M	12116
Highgate Hill	F	306
Highgate Hill	M	269
Kangaroo Point	F	1400
Kangaroo Point	M	1264
New Farm	F	2169
New Farm	M	1771
South Brisbane	F	15954
South Brisbane	M	11539
Spring Hill	F	6784
Spring Hill	M	5844
West End	F	3495
West End	M	3800
Balmoral	F	485
Balmoral	M	349
Bulimba	F	1055
Bulimba	M	1140
East Brisbane	F	1335
East Brisbane	M	1847
Hawthorne	F	594
Hawthorne	M	420
Morningside - Seven Hills	F	2402
Morningside - Seven Hills	M	3793
Norman Park	F	453
Norman Park	M	410
Albion	F	2121
Albion	M	3233
Alderley	F	504
Alderley	M	513
Ascot	F	898
Ascot	M	753
Clayfield	F	1431
Clayfield	M	855
Grange	F	547
Grange	M	380
Hamilton (Qld)	F	1139
Hamilton (Qld)	M	1268
Hendra	F	911
Hendra	M	1576
Kelvin Grove - Herston	F	10462
Kelvin Grove - Herston	M	6269
Newmarket	F	860
Newmarket	M	751
Newstead - Bowen Hills	F	8288
Newstead - Bowen Hills	M	12055
Wilston	F	553
Wilston	M	495
Windsor	F	1540
Windsor	M	1802
Wooloowin - Lutwyche	F	1931
Wooloowin - Lutwyche	M	1552
Ashgrove	F	1998
Ashgrove	M	1519
Auchenflower	F	2716
Auchenflower	M	1096
Bardon	F	965
Bardon	M	603
Paddington - Milton	F	7453
Paddington - Milton	M	8958
Red Hill (Qld)	F	947
Red Hill (Qld)	M	814
Toowong	F	4248
Toowong	M	4588
Brinsmead	F	290
Brinsmead	M	260
Clifton Beach - Kewarra Beach	F	1045
Clifton Beach - Kewarra Beach	M	945
Freshwater - Stratford	F	1427
Freshwater - Stratford	M	2138
Redlynch	F	1487
Redlynch	M	1147
Trinity Beach - Smithfield	F	2427
Trinity Beach - Smithfield	M	1979
Yorkeys Knob - Machans Beach	F	310
Yorkeys Knob - Machans Beach	M	348
Bentley Park	F	806
Bentley Park	M	543
Cairns City	F	13426
Cairns City	M	8565
Earlville - Bayview Heights	F	1226
Earlville - Bayview Heights	M	884
Edmonton	F	770
Edmonton	M	872
Gordonvale - Trinity	F	1078
Gordonvale - Trinity	M	1205
Kanimbla - Mooroobool	F	418
Kanimbla - Mooroobool	M	382
Manoora	F	574
Manoora	M	476
Manunda	F	1990
Manunda	M	1881
Mount Sheridan	F	576
Mount Sheridan	M	397
Westcourt - Bungalow	F	4412
Westcourt - Bungalow	M	8164
White Rock	F	378
White Rock	M	211
Whitfield - Edge Hill	F	889
Whitfield - Edge Hill	M	541
Woree	F	1041
Woree	M	995
Babinda	F	511
Babinda	M	672
Innisfail	F	2488
Innisfail	M	1761
Johnstone	F	854
Johnstone	M	1558
Tully	F	2106
Tully	M	2506
Yarrabah	F	245
Yarrabah	M	202
Daintree	F	1135
Daintree	M	1150
Port Douglas	F	1644
Port Douglas	M	1654
Atherton	F	2696
Atherton	M	2342
Herberton	F	718
Herberton	M	664
Kuranda	F	581
Kuranda	M	479
Malanda - Yungaburra	F	1093
Malanda - Yungaburra	M	1065
Mareeba	F	2402
Mareeba	M	2266
Balonne	F	966
Balonne	M	1135
Chinchilla	F	1558
Chinchilla	M	2295
Goondiwindi	F	1557
Goondiwindi	M	1479
Inglewood - Waggamba	F	699
Inglewood - Waggamba	M	1029
Miles - Wandoan	F	1038
Miles - Wandoan	M	2389
Roma	F	2051
Roma	M	2176
Roma Region	F	1033
Roma Region	M	1779
Tara	F	556
Tara	M	728
Crows Nest - Rosalie	F	1016
Crows Nest - Rosalie	M	1580
Jondaryan	F	1575
Jondaryan	M	3205
Millmerran	F	621
Millmerran	M	919
Pittsworth	F	955
Pittsworth	M	1168
Wambo	F	3511
Wambo	M	4180
Clifton - Greenmount	F	615
Clifton - Greenmount	M	807
Southern Downs - East	F	465
Southern Downs - East	M	619
Southern Downs - West	F	503
Southern Downs - West	M	670
Stanthorpe	F	1420
Stanthorpe	M	1067
Stanthorpe Region	F	636
Stanthorpe Region	M	998
Warwick	F	3498
Warwick	M	3467
Central Highlands - East	F	1504
Central Highlands - East	M	4069
Central Highlands - West	F	1494
Central Highlands - West	M	3820
Emerald	F	3070
Emerald	M	2408
Berserker	F	1932
Berserker	M	1428
Bouldercombe	F	147
Bouldercombe	M	286
Emu Park	F	497
Emu Park	M	281
Frenchville - Mount Archer	F	664
Frenchville - Mount Archer	M	385
Glenlee - Rockyview	F	376
Glenlee - Rockyview	M	466
Gracemere	F	942
Gracemere	M	1097
Lakes Creek	F	514
Lakes Creek	M	686
Mount Morgan	F	265
Mount Morgan	M	178
Norman Gardens	F	1240
Norman Gardens	M	803
Park Avenue	F	1580
Park Avenue	M	1654
Parkhurst - Kawana	F	2248
Parkhurst - Kawana	M	3479
Rockhampton - West	F	646
Rockhampton - West	M	532
Rockhampton City	F	5304
Rockhampton City	M	4925
Rockhampton Region - East	F	270
Rockhampton Region - East	M	568
Rockhampton Region - North	F	454
Rockhampton Region - North	M	631
Rockhampton Region - West	F	282
Rockhampton Region - West	M	663
Shoalwater Bay	M	12
The Range - Allenstown	F	3235
The Range - Allenstown	M	1474
Yeppoon	F	3131
Yeppoon	M	2186
Banana	F	1705
Banana	M	3533
Biloela	F	1507
Biloela	M	1408
Agnes Water - Miriam Vale	F	791
Agnes Water - Miriam Vale	M	695
Boyne Island - Tannum Sands	F	1258
Boyne Island - Tannum Sands	M	1556
Callemondah	F	705
Callemondah	M	2628
Clinton - New Auckland	F	1287
Clinton - New Auckland	M	1793
Gladstone	F	3346
Gladstone	M	3050
Gladstone Hinterland	F	1216
Gladstone Hinterland	M	3174
Kin Kora - Sun Valley	F	560
Kin Kora - Sun Valley	M	208
South Trees	F	65
South Trees	M	352
Telina - Toolooa	F	395
Telina - Toolooa	M	511
West Gladstone	F	1935
West Gladstone	M	1055
Broadbeach Waters	F	3001
Broadbeach Waters	M	1546
Burleigh Heads	F	4328
Burleigh Heads	M	6414
Burleigh Waters	F	2391
Burleigh Waters	M	1666
Mermaid Beach - Broadbeach	F	4783
Mermaid Beach - Broadbeach	M	4548
Mermaid Waters	F	1224
Mermaid Waters	M	1044
Miami	F	1135
Miami	M	1161
Coolangatta	F	2076
Coolangatta	M	1424
Currumbin - Tugun	F	3574
Currumbin - Tugun	M	2488
Currumbin Waters	F	1145
Currumbin Waters	M	1824
Elanora	F	1510
Elanora	M	887
Palm Beach	F	1692
Palm Beach	M	1408
Arundel	F	2035
Arundel	M	2787
Biggera Waters	F	2206
Biggera Waters	M	1698
Coombabah	F	625
Coombabah	M	515
Labrador	F	1956
Labrador	M	1731
Paradise Point - Hollywell	F	847
Paradise Point - Hollywell	M	810
Runaway Bay	F	2008
Runaway Bay	M	1229
Guanaba - Springbrook	F	387
Guanaba - Springbrook	M	368
Tamborine - Canungra	F	1974
Tamborine - Canungra	M	1757
Currumbin Valley - Tallebudgera	F	899
Currumbin Valley - Tallebudgera	M	567
Mudgeeraba - Bonogin	F	2173
Mudgeeraba - Bonogin	M	1606
Reedy Creek - Andrews	F	733
Reedy Creek - Andrews	M	575
Carrara	F	1635
Carrara	M	2364
Highland Park	F	746
Highland Park	M	634
Nerang - Mount Nathan	F	4343
Nerang - Mount Nathan	M	5194
Pacific Pines - Gaven	F	1305
Pacific Pines - Gaven	M	1170
Worongary - Tallai	F	600
Worongary - Tallai	M	642
Coomera	F	1816
Coomera	M	2707
Helensvale	F	4209
Helensvale	M	3432
Hope Island	F	1890
Hope Island	M	1869
Jacobs Well - Alberton	F	390
Jacobs Well - Alberton	M	809
Ormeau - Yatala	F	5210
Ormeau - Yatala	M	13229
Oxenford - Maudsland	F	2355
Oxenford - Maudsland	M	2295
Pimpama	F	849
Pimpama	M	778
Upper Coomera - Willow Vale	F	3116
Upper Coomera - Willow Vale	M	2278
Clear Island Waters	F	368
Clear Island Waters	M	244
Merrimac	F	956
Merrimac	M	548
Robina	F	9075
Robina	M	6223
Varsity Lakes	F	3500
Varsity Lakes	M	2768
Ashmore	F	2543
Ashmore	M	2638
Molendinar	F	1888
Molendinar	M	4754
Parkwood	F	668
Parkwood	M	636
Southport - North	F	14463
Southport - North	M	9701
Southport - South	F	2933
Southport - South	M	2852
Benowa	F	2736
Benowa	M	1438
Bundall	F	3630
Bundall	M	3193
Main Beach	F	1531
Main Beach	M	1378
Surfers Paradise	F	6345
Surfers Paradise	M	5619
Darra - Sumner	F	2654
Darra - Sumner	M	6086
Durack	F	583
Durack	M	389
Forest Lake - Doolandella	F	2204
Forest Lake - Doolandella	M	1460
Inala - Richlands	F	2734
Inala - Richlands	M	3788
Oxley (Qld)	F	1545
Oxley (Qld)	M	1662
Wacol	F	3010
Wacol	M	7166
Boonah	F	1760
Boonah	M	1718
Esk	F	652
Esk	M	657
Lockyer Valley - East	F	2249
Lockyer Valley - East	M	1753
Lowood	F	1409
Lowood	M	1348
Rosewood	F	2221
Rosewood	M	4737
Brassall	F	926
Brassall	M	547
Bundamba	F	1201
Bundamba	M	2046
Churchill - Yamanto	F	1167
Churchill - Yamanto	M	1365
Ipswich - Central	F	7575
Ipswich - Central	M	4371
Ipswich - East	F	2467
Ipswich - East	M	1375
Ipswich - North	F	297
Ipswich - North	M	325
Karalee - Barellan Point	F	371
Karalee - Barellan Point	M	328
Karana Downs	F	377
Karana Downs	M	362
Leichhardt - One Mile	F	637
Leichhardt - One Mile	M	1167
North Ipswich - Tivoli	F	1738
North Ipswich - Tivoli	M	1123
Raceview	F	1147
Raceview	M	1007
Ripley	F	197
Ripley	M	510
Riverview	F	861
Riverview	M	1637
Bellbird Park - Brookwater	F	1104
Bellbird Park - Brookwater	M	902
Camira - Gailes	F	391
Camira - Gailes	M	368
Carole Park	F	1258
Carole Park	M	3821
Collingwood Park - Redbank	F	1238
Collingwood Park - Redbank	M	1574
Goodna	F	1307
Goodna	M	968
New Chum	F	18
New Chum	M	111
Redbank Plains	F	926
Redbank Plains	M	844
Springfield	F	1135
Springfield	M	629
Springfield Lakes	F	2782
Springfield Lakes	M	1586
Beaudesert	F	2672
Beaudesert	M	2479
Beenleigh	F	3253
Beenleigh	M	3205
Eagleby	F	688
Eagleby	M	539
Edens Landing - Holmview	F	552
Edens Landing - Holmview	M	435
Mount Warren Park	F	684
Mount Warren Park	M	256
Wolffdene - Bahrs Scrub	F	340
Wolffdene - Bahrs Scrub	M	335
Boronia Heights - Park Ridge	F	1364
Boronia Heights - Park Ridge	M	1000
Browns Plains	F	3266
Browns Plains	M	2304
Chambers Flat - Logan Reserve	F	240
Chambers Flat - Logan Reserve	M	328
Crestmead	F	1476
Crestmead	M	3278
Greenbank Military Camp	M	5
Hillcrest	F	1001
Hillcrest	M	1202
Marsden	F	921
Marsden	M	693
Munruben - Park Ridge South	F	138
Munruben - Park Ridge South	M	267
Regents Park - Heritage Park	F	727
Regents Park - Heritage Park	M	440
Greenbank	F	824
Greenbank	M	839
Jimboomba	F	2020
Jimboomba	M	1686
Logan Village	F	623
Logan Village	M	837
Bethania - Waterford	F	1172
Bethania - Waterford	M	796
Cornubia - Carbrook	F	955
Cornubia - Carbrook	M	848
Loganholme - Tanah Merah	F	2775
Loganholme - Tanah Merah	M	3753
Loganlea	F	3956
Loganlea	M	3150
Shailer Park	F	2316
Shailer Park	M	1906
Waterford West	F	812
Waterford West	M	451
Daisy Hill	F	1186
Daisy Hill	M	1126
Kingston (Qld.)	F	962
Kingston (Qld.)	M	1420
Logan Central	F	2762
Logan Central	M	1884
Rochedale South - Priestdale	F	881
Rochedale South - Priestdale	M	621
Slacks Creek	F	2135
Slacks Creek	M	3439
Springwood	F	3124
Springwood	M	2312
Underwood	F	2564
Underwood	M	3591
Woodridge	F	1155
Woodridge	M	1246
Bowen	F	1574
Bowen	M	1282
Broadsound - Nebo	F	2162
Broadsound - Nebo	M	7515
Clermont	F	891
Clermont	M	1822
Collinsville	F	905
Collinsville	M	2052
Moranbah	F	2071
Moranbah	M	5569
Andergrove - Beaconsfield	F	1324
Andergrove - Beaconsfield	M	678
East Mackay	F	443
East Mackay	M	155
Eimeo - Rural View	F	948
Eimeo - Rural View	M	574
Eungella Hinterland	M	5
Mackay	F	6674
Mackay	M	4282
Mackay Harbour	F	161
Mackay Harbour	M	294
Mount Pleasant - Glenella	F	2015
Mount Pleasant - Glenella	M	1460
North Mackay	F	1773
North Mackay	M	1102
Ooralea - Bakers Creek	F	2293
Ooralea - Bakers Creek	M	6745
Pioneer Valley	F	869
Pioneer Valley	M	808
Sarina	F	1600
Sarina	M	2471
Seaforth - Calen	F	584
Seaforth - Calen	M	772
Shoal Point - Bucasia	F	244
Shoal Point - Bucasia	M	143
Slade Point	F	287
Slade Point	M	627
South Mackay	F	664
South Mackay	M	494
Walkerston - Eton	F	704
Walkerston - Eton	M	943
West Mackay	F	2481
West Mackay	M	1110
Airlie - Whitsundays	F	3253
Airlie - Whitsundays	M	3131
Proserpine	F	1490
Proserpine	M	1412
Beachmere - Sandstone Point	F	862
Beachmere - Sandstone Point	M	875
Bribie Island	F	2166
Bribie Island	M	1433
Burpengary - East	F	271
Burpengary - East	M	338
Caboolture	F	7249
Caboolture	M	5663
Caboolture - South	F	4025
Caboolture - South	M	2571
Elimbah	F	398
Elimbah	M	472
Morayfield - East	F	589
Morayfield - East	M	405
Wamuran	F	669
Wamuran	M	742
Kilcoy	F	853
Kilcoy	M	1178
Woodford - D'Aguilar	F	949
Woodford - D'Aguilar	M	967
Burpengary	F	1847
Burpengary	M	1712
Deception Bay	F	2305
Deception Bay	M	2976
Morayfield	F	308
Morayfield	M	312
Narangba	F	1515
Narangba	M	2280
Upper Caboolture	F	125
Upper Caboolture	M	163
Clontarf	F	1392
Clontarf	M	2259
Margate - Woody Point	F	1061
Margate - Woody Point	M	741
Redcliffe	F	3839
Redcliffe	M	2031
Rothwell - Kippa-Ring	F	3425
Rothwell - Kippa-Ring	M	2242
Scarborough - Newport - Moreton Island	F	1100
Scarborough - Newport - Moreton Island	M	950
Albany Creek	F	1948
Albany Creek	M	1287
Cashmere	F	1128
Cashmere	M	1191
Dayboro	F	693
Dayboro	M	627
Eatons Hill	F	524
Eatons Hill	M	389
The Hills District	F	2108
The Hills District	M	1870
Samford Valley	F	1212
Samford Valley	M	1099
Dakabin - Kallangur	F	1933
Dakabin - Kallangur	M	1520
Murrumba Downs - Griffin	F	1003
Murrumba Downs - Griffin	M	729
North Lakes - Mango Hill	F	6213
North Lakes - Mango Hill	M	4095
Bray Park	F	923
Bray Park	M	409
Lawnton	F	1326
Lawnton	M	1534
Petrie	F	919
Petrie	M	793
Strathpine - Brendale	F	5745
Strathpine - Brendale	M	8815
Aurukun	F	114
Aurukun	M	173
Cape York	F	1481
Cape York	M	2362
Croydon - Etheridge	F	209
Croydon - Etheridge	M	281
Kowanyama - Pormpuraaw	F	218
Kowanyama - Pormpuraaw	M	255
Northern Peninsula	F	441
Northern Peninsula	M	385
Tablelands	F	630
Tablelands	M	1017
Torres	F	779
Torres	M	732
Torres Strait Islands	F	434
Torres Strait Islands	M	564
Weipa	F	596
Weipa	M	507
Carpentaria	F	795
Carpentaria	M	915
Mount Isa	F	3918
Mount Isa	M	4601
Mount Isa Region	F	942
Mount Isa Region	M	2751
Northern Highlands	F	954
Northern Highlands	M	1800
Barcaldine - Blackall	F	1108
Barcaldine - Blackall	M	1202
Charleville	F	1006
Charleville	M	978
Far Central West	F	540
Far Central West	M	685
Far South West	F	659
Far South West	M	828
Longreach	F	1010
Longreach	M	908
Buderim - North	F	3631
Buderim - North	M	5354
Buderim - South	F	2420
Buderim - South	M	1623
Mountain Creek	F	1061
Mountain Creek	M	676
Sippy Downs	F	2084
Sippy Downs	M	1304
Aroona - Currimundi	F	1146
Aroona - Currimundi	M	851
Buddina - Minyama	F	1867
Buddina - Minyama	M	1201
Caloundra - Kings Beach	F	3903
Caloundra - Kings Beach	M	2446
Caloundra - West	F	2111
Caloundra - West	M	2627
Golden Beach - Pelican Waters	F	1089
Golden Beach - Pelican Waters	M	754
Moffat Beach - Battery Hill	F	937
Moffat Beach - Battery Hill	M	785
Parrearra - Warana	F	1865
Parrearra - Warana	M	2941
Wurtulla - Birtinya	F	2551
Wurtulla - Birtinya	M	2298
Coolum Beach	F	1775
Coolum Beach	M	1382
Marcoola - Mudjimba	F	2056
Marcoola - Mudjimba	M	1899
Maroochydore - Kuluin	F	9075
Maroochydore - Kuluin	M	7367
Mooloolaba - Alexandra Headland	F	2908
Mooloolaba - Alexandra Headland	M	2385
Noosa Heads	F	2520
Noosa Heads	M	1858
Noosaville	F	3698
Noosaville	M	3313
Sunshine Beach	F	774
Sunshine Beach	M	658
Tewantin	F	1400
Tewantin	M	868
Peregian Beach - Marcus Beach	F	396
Peregian Beach - Marcus Beach	M	365
Peregian Springs	F	772
Peregian Springs	M	548
Beerwah	F	1642
Beerwah	M	1336
Caloundra Hinterland	F	1462
Caloundra Hinterland	M	1158
Glass House Mountains	F	597
Glass House Mountains	M	681
Landsborough	F	948
Landsborough	M	1163
Maroochy Hinterland	F	575
Maroochy Hinterland	M	551
Palmwoods	F	1405
Palmwoods	M	1302
Bli Bli	F	579
Bli Bli	M	655
Diddillibah - Rosemount	F	280
Diddillibah - Rosemount	M	330
Eumundi - Yandina	F	1855
Eumundi - Yandina	M	2977
Nambour	F	8050
Nambour	M	4923
Noosa Hinterland	F	2473
Noosa Hinterland	M	2502
Cambooya - Wyreema	F	315
Cambooya - Wyreema	M	443
Darling Heights	F	2584
Darling Heights	M	1891
Drayton - Harristown	F	1911
Drayton - Harristown	M	3184
Gatton	F	2256
Gatton	M	2163
Gowrie (Qld)	F	255
Gowrie (Qld)	M	174
Highfields	F	1313
Highfields	M	1218
Lockyer Valley - West	F	1114
Lockyer Valley - West	M	1665
Middle Ridge	F	857
Middle Ridge	M	442
Newtown (Qld)	F	2054
Newtown (Qld)	M	1145
North Toowoomba - Harlaxton	F	891
North Toowoomba - Harlaxton	M	1515
Rangeville	F	815
Rangeville	M	500
Toowoomba - Central	F	10489
Toowoomba - Central	M	7698
Toowoomba - East	F	3717
Toowoomba - East	M	1962
Toowoomba - West	F	1550
Toowoomba - West	M	3560
Wilsonton	F	2836
Wilsonton	M	3543
Ayr	F	2346
Ayr	M	1712
Burdekin	F	1068
Burdekin	M	2264
Charters Towers	F	1787
Charters Towers	M	1220
Dalrymple	F	400
Dalrymple	M	864
Ingham	F	1579
Ingham	M	1344
Ingham Region	F	449
Ingham Region	M	941
Palm Island	F	289
Palm Island	M	290
Aitkenvale	F	3081
Aitkenvale	M	1550
Annandale	F	1937
Annandale	M	4274
Belgian Gardens - Pallarenda	F	750
Belgian Gardens - Pallarenda	M	468
Bohle Plains	F	227
Bohle Plains	M	385
Condon - Rasmussen	F	1161
Condon - Rasmussen	M	898
Cranbrook	F	942
Cranbrook	M	523
Deeragun	F	1522
Deeragun	M	1001
Douglas	F	5037
Douglas	M	2147
Garbutt - West End	F	3870
Garbutt - West End	M	7680
Gulliver - Currajong - Vincent	F	1612
Gulliver - Currajong - Vincent	M	1411
Heatley	F	315
Heatley	M	165
Hermit Park - Rosslea	F	963
Hermit Park - Rosslea	M	761
Hyde Park - Pimlico	F	2937
Hyde Park - Pimlico	M	1318
Kelso	F	302
Kelso	M	278
Kirwan - East	F	1429
Kirwan - East	M	773
Kirwan - West	F	2641
Kirwan - West	M	1477
Magnetic Island	F	357
