SA2_NAME16	EmploymentStatus	Sex	workers
Caboolture	Owner managers of incorporated enterprises	M	407
Caboolture	Owner managers of unincorporated enterprises	F	253
Caboolture	Owner managers of unincorporated enterprises	M	398
Caboolture - South		F	30
Caboolture - South		M	30
Caboolture - South	Contributing family workers	F	48
Caboolture - South	Contributing family workers	M	32
Caboolture - South	Employee	F	3682
Caboolture - South	Employee	M	2096
Caboolture - South	Owner managers of incorporated enterprises	F	111
Caboolture - South	Owner managers of incorporated enterprises	M	197
Caboolture - South	Owner managers of unincorporated enterprises	F	150
Caboolture - South	Owner managers of unincorporated enterprises	M	217
Elimbah		F	6
Elimbah		M	7
Elimbah	Contributing family workers	F	20
Elimbah	Contributing family workers	M	13
Elimbah	Employee	F	292
Elimbah	Employee	M	325
Elimbah	Owner managers of incorporated enterprises	F	36
Elimbah	Owner managers of incorporated enterprises	M	51
Elimbah	Owner managers of unincorporated enterprises	F	43
Elimbah	Owner managers of unincorporated enterprises	M	66
Morayfield - East		F	6
Morayfield - East		M	6
Morayfield - East	Contributing family workers	F	5
Morayfield - East	Contributing family workers	M	4
Morayfield - East	Employee	F	515
Morayfield - East	Employee	M	313
Morayfield - East	Owner managers of incorporated enterprises	F	4
Morayfield - East	Owner managers of incorporated enterprises	M	26
Morayfield - East	Owner managers of unincorporated enterprises	F	55
Morayfield - East	Owner managers of unincorporated enterprises	M	52
Wamuran		F	10
Wamuran		M	11
Wamuran	Contributing family workers	F	27
Wamuran	Contributing family workers	M	23
Wamuran	Employee	F	540
Wamuran	Employee	M	570
Wamuran	Owner managers of incorporated enterprises	F	41
Wamuran	Owner managers of incorporated enterprises	M	71
Wamuran	Owner managers of unincorporated enterprises	F	62
Wamuran	Owner managers of unincorporated enterprises	M	72
Kilcoy		F	19
Kilcoy		M	21
Kilcoy	Contributing family workers	F	51
Kilcoy	Contributing family workers	M	54
Kilcoy	Employee	F	684
Kilcoy	Employee	M	908
Kilcoy	Owner managers of incorporated enterprises	F	37
Kilcoy	Owner managers of incorporated enterprises	M	65
Kilcoy	Owner managers of unincorporated enterprises	F	66
Kilcoy	Owner managers of unincorporated enterprises	M	132
Woodford - D'Aguilar		F	15
Woodford - D'Aguilar		M	15
Woodford - D'Aguilar	Contributing family workers	F	34
Woodford - D'Aguilar	Contributing family workers	M	26
Woodford - D'Aguilar	Employee	F	731
Woodford - D'Aguilar	Employee	M	706
Woodford - D'Aguilar	Owner managers of incorporated enterprises	F	68
Woodford - D'Aguilar	Owner managers of incorporated enterprises	M	75
Woodford - D'Aguilar	Owner managers of unincorporated enterprises	F	102
Woodford - D'Aguilar	Owner managers of unincorporated enterprises	M	143
Burpengary		F	13
Burpengary		M	15
Burpengary	Contributing family workers	F	39
Burpengary	Contributing family workers	M	27
Burpengary	Employee	F	1590
Burpengary	Employee	M	1349
Burpengary	Owner managers of incorporated enterprises	F	93
Burpengary	Owner managers of incorporated enterprises	M	154
Burpengary	Owner managers of unincorporated enterprises	F	112
Burpengary	Owner managers of unincorporated enterprises	M	168
Deception Bay		F	15
Deception Bay		M	36
Deception Bay	Contributing family workers	F	51
Deception Bay	Contributing family workers	M	43
Deception Bay	Employee	F	2012
Deception Bay	Employee	M	2385
Deception Bay	Owner managers of incorporated enterprises	F	100
Deception Bay	Owner managers of incorporated enterprises	M	270
Deception Bay	Owner managers of unincorporated enterprises	F	122
Deception Bay	Owner managers of unincorporated enterprises	M	239
Morayfield	Contributing family workers	F	18
Morayfield	Contributing family workers	M	7
Morayfield	Employee	F	192
Morayfield	Employee	M	161
Morayfield	Owner managers of incorporated enterprises	F	42
Morayfield	Owner managers of incorporated enterprises	M	60
Morayfield	Owner managers of unincorporated enterprises	F	61
Morayfield	Owner managers of unincorporated enterprises	M	83
Narangba		F	9
Narangba		M	14
Narangba	Contributing family workers	F	44
Narangba	Contributing family workers	M	24
Narangba	Employee	F	1205
Narangba	Employee	M	1815
Narangba	Owner managers of incorporated enterprises	F	110
Narangba	Owner managers of incorporated enterprises	M	241
Narangba	Owner managers of unincorporated enterprises	F	146
Narangba	Owner managers of unincorporated enterprises	M	181
Upper Caboolture		F	4
Upper Caboolture		M	3
Upper Caboolture	Contributing family workers	F	6
Upper Caboolture	Contributing family workers	M	7
Upper Caboolture	Employee	F	56
Upper Caboolture	Employee	M	64
Upper Caboolture	Owner managers of incorporated enterprises	F	32
Upper Caboolture	Owner managers of incorporated enterprises	M	45
Upper Caboolture	Owner managers of unincorporated enterprises	F	30
Upper Caboolture	Owner managers of unincorporated enterprises	M	48
Clontarf		F	9
Clontarf		M	22
Clontarf	Contributing family workers	F	28
Clontarf	Contributing family workers	M	35
Clontarf	Employee	F	1160
Clontarf	Employee	M	1766
Clontarf	Owner managers of incorporated enterprises	F	86
Clontarf	Owner managers of incorporated enterprises	M	251
Clontarf	Owner managers of unincorporated enterprises	F	109
Clontarf	Owner managers of unincorporated enterprises	M	174
Margate - Woody Point		F	15
Margate - Woody Point		M	9
Margate - Woody Point	Contributing family workers	F	20
Margate - Woody Point	Contributing family workers	M	11
Margate - Woody Point	Employee	F	837
Margate - Woody Point	Employee	M	470
Margate - Woody Point	Owner managers of incorporated enterprises	F	64
Margate - Woody Point	Owner managers of incorporated enterprises	M	115
Margate - Woody Point	Owner managers of unincorporated enterprises	F	125
Margate - Woody Point	Owner managers of unincorporated enterprises	M	136
Redcliffe		F	28
Redcliffe		M	38
Redcliffe	Contributing family workers	F	45
Redcliffe	Contributing family workers	M	25
Redcliffe	Employee	F	3541
Redcliffe	Employee	M	1640
Redcliffe	Owner managers of incorporated enterprises	F	85
Redcliffe	Owner managers of incorporated enterprises	M	173
Redcliffe	Owner managers of unincorporated enterprises	F	138
Redcliffe	Owner managers of unincorporated enterprises	M	154
Rothwell - Kippa-Ring		F	17
Rothwell - Kippa-Ring		M	24
Rothwell - Kippa-Ring	Contributing family workers	F	48
Rothwell - Kippa-Ring	Contributing family workers	M	28
Rothwell - Kippa-Ring	Employee	F	3128
Rothwell - Kippa-Ring	Employee	M	1803
Rothwell - Kippa-Ring	Owner managers of incorporated enterprises	F	84
Rothwell - Kippa-Ring	Owner managers of incorporated enterprises	M	190
Rothwell - Kippa-Ring	Owner managers of unincorporated enterprises	F	147
Rothwell - Kippa-Ring	Owner managers of unincorporated enterprises	M	199
Scarborough - Newport - Moreton Island		F	7
Scarborough - Newport - Moreton Island		M	13
Scarborough - Newport - Moreton Island	Contributing family workers	F	38
Scarborough - Newport - Moreton Island	Contributing family workers	M	33
Scarborough - Newport - Moreton Island	Employee	F	859
Scarborough - Newport - Moreton Island	Employee	M	613
Scarborough - Newport - Moreton Island	Owner managers of incorporated enterprises	F	81
Scarborough - Newport - Moreton Island	Owner managers of incorporated enterprises	M	143
Scarborough - Newport - Moreton Island	Owner managers of unincorporated enterprises	F	111
Scarborough - Newport - Moreton Island	Owner managers of unincorporated enterprises	M	145
Albany Creek		F	10
Albany Creek		M	15
Albany Creek	Contributing family workers	F	29
Albany Creek	Contributing family workers	M	21
Albany Creek	Employee	F	1623
Albany Creek	Employee	M	867
Albany Creek	Owner managers of incorporated enterprises	F	116
Albany Creek	Owner managers of incorporated enterprises	M	195
Albany Creek	Owner managers of unincorporated enterprises	F	171
Albany Creek	Owner managers of unincorporated enterprises	M	193
Cashmere		F	12
Cashmere		M	3
Cashmere	Contributing family workers	F	46
Cashmere	Contributing family workers	M	30
Cashmere	Employee	F	737
Cashmere	Employee	M	786
Cashmere	Owner managers of incorporated enterprises	F	122
Cashmere	Owner managers of incorporated enterprises	M	210
Cashmere	Owner managers of unincorporated enterprises	F	210
Cashmere	Owner managers of unincorporated enterprises	M	159
Dayboro		F	4
Dayboro		M	7
Dayboro	Contributing family workers	F	47
Dayboro	Contributing family workers	M	37
Dayboro	Employee	F	421
Dayboro	Employee	M	323
Dayboro	Owner managers of incorporated enterprises	F	112
Dayboro	Owner managers of incorporated enterprises	M	136
Dayboro	Owner managers of unincorporated enterprises	F	102
Dayboro	Owner managers of unincorporated enterprises	M	125
Eatons Hill		F	10
Eatons Hill		M	7
Eatons Hill	Contributing family workers	F	12
Eatons Hill	Contributing family workers	M	13
Eatons Hill	Employee	F	375
Eatons Hill	Employee	M	204
Eatons Hill	Owner managers of incorporated enterprises	F	50
Eatons Hill	Owner managers of incorporated enterprises	M	102
Eatons Hill	Owner managers of unincorporated enterprises	F	83
Eatons Hill	Owner managers of unincorporated enterprises	M	68
The Hills District		F	14
The Hills District		M	12
The Hills District	Contributing family workers	F	70
The Hills District	Contributing family workers	M	46
The Hills District	Employee	F	1611
The Hills District	Employee	M	1165
The Hills District	Owner managers of incorporated enterprises	F	152
The Hills District	Owner managers of incorporated enterprises	M	333
The Hills District	Owner managers of unincorporated enterprises	F	259
The Hills District	Owner managers of unincorporated enterprises	M	315
Samford Valley		F	15
Samford Valley		M	17
Samford Valley	Contributing family workers	F	48
Samford Valley	Contributing family workers	M	39
Samford Valley	Employee	F	800
Samford Valley	Employee	M	567
Samford Valley	Owner managers of incorporated enterprises	F	163
Samford Valley	Owner managers of incorporated enterprises	M	279
Samford Valley	Owner managers of unincorporated enterprises	F	181
Samford Valley	Owner managers of unincorporated enterprises	M	192
Dakabin - Kallangur		F	10
Dakabin - Kallangur		M	17
Dakabin - Kallangur	Contributing family workers	F	44
Dakabin - Kallangur	Contributing family workers	M	17
Dakabin - Kallangur	Employee	F	1646
Dakabin - Kallangur	Employee	M	1084
Dakabin - Kallangur	Owner managers of incorporated enterprises	F	78
Dakabin - Kallangur	Owner managers of incorporated enterprises	M	164
Dakabin - Kallangur	Owner managers of unincorporated enterprises	F	153
Dakabin - Kallangur	Owner managers of unincorporated enterprises	M	236
Murrumba Downs - Griffin		F	4
Murrumba Downs - Griffin		M	6
Murrumba Downs - Griffin	Contributing family workers	F	27
Murrumba Downs - Griffin	Contributing family workers	M	16
Murrumba Downs - Griffin	Employee	F	817
Murrumba Downs - Griffin	Employee	M	470
Murrumba Downs - Griffin	Owner managers of incorporated enterprises	F	58
Murrumba Downs - Griffin	Owner managers of incorporated enterprises	M	110
Murrumba Downs - Griffin	Owner managers of unincorporated enterprises	F	103
Murrumba Downs - Griffin	Owner managers of unincorporated enterprises	M	116
North Lakes - Mango Hill		F	40
North Lakes - Mango Hill		M	26
North Lakes - Mango Hill	Contributing family workers	F	78
North Lakes - Mango Hill	Contributing family workers	M	55
North Lakes - Mango Hill	Employee	F	5570
North Lakes - Mango Hill	Employee	M	3329
North Lakes - Mango Hill	Owner managers of incorporated enterprises	F	213
North Lakes - Mango Hill	Owner managers of incorporated enterprises	M	374
North Lakes - Mango Hill	Owner managers of unincorporated enterprises	F	315
North Lakes - Mango Hill	Owner managers of unincorporated enterprises	M	306
Bray Park		F	3
Bray Park		M	9
Bray Park	Contributing family workers	F	14
Bray Park	Contributing family workers	M	7
Bray Park	Employee	F	819
Bray Park	Employee	M	289
Bray Park	Owner managers of incorporated enterprises	F	20
Bray Park	Owner managers of incorporated enterprises	M	37
Bray Park	Owner managers of unincorporated enterprises	F	66
Bray Park	Owner managers of unincorporated enterprises	M	69
Lawnton		F	7
Lawnton		M	11
Lawnton	Contributing family workers	F	16
Lawnton	Contributing family workers	M	23
Lawnton	Employee	F	1184
Lawnton	Employee	M	1235
Lawnton	Owner managers of incorporated enterprises	F	51
Lawnton	Owner managers of incorporated enterprises	M	154
Lawnton	Owner managers of unincorporated enterprises	F	65
Lawnton	Owner managers of unincorporated enterprises	M	117
Petrie		F	4
Petrie		M	8
Petrie	Contributing family workers	F	7
Petrie	Contributing family workers	M	4
Petrie	Employee	F	793
Petrie	Employee	M	627
Petrie	Owner managers of incorporated enterprises	F	33
Petrie	Owner managers of incorporated enterprises	M	66
Petrie	Owner managers of unincorporated enterprises	F	78
Petrie	Owner managers of unincorporated enterprises	M	83
Strathpine - Brendale		F	39
Strathpine - Brendale		M	55
Strathpine - Brendale	Contributing family workers	F	70
Strathpine - Brendale	Contributing family workers	M	58
Strathpine - Brendale	Employee	F	5161
Strathpine - Brendale	Employee	M	7525
Strathpine - Brendale	Owner managers of incorporated enterprises	F	279
Strathpine - Brendale	Owner managers of incorporated enterprises	M	779
Strathpine - Brendale	Owner managers of unincorporated enterprises	F	196
Strathpine - Brendale	Owner managers of unincorporated enterprises	M	397
Aurukun	Employee	F	108
Aurukun	Employee	M	162
Aurukun	Owner managers of incorporated enterprises	F	3
Aurukun	Owner managers of incorporated enterprises	M	3
Aurukun	Owner managers of unincorporated enterprises	M	6
Cape York		F	10
Cape York		M	28
Cape York	Contributing family workers	F	31
Cape York	Contributing family workers	M	48
Cape York	Employee	F	1335
Cape York	Employee	M	2076
Cape York	Owner managers of incorporated enterprises	F	25
Cape York	Owner managers of incorporated enterprises	M	77
Cape York	Owner managers of unincorporated enterprises	F	72
Cape York	Owner managers of unincorporated enterprises	M	132
Croydon - Etheridge		F	4
Croydon - Etheridge		M	3
Croydon - Etheridge	Contributing family workers	F	36
Croydon - Etheridge	Contributing family workers	M	36
Croydon - Etheridge	Employee	F	134
Croydon - Etheridge	Employee	M	169
Croydon - Etheridge	Owner managers of incorporated enterprises	F	12
Croydon - Etheridge	Owner managers of incorporated enterprises	M	21
Croydon - Etheridge	Owner managers of unincorporated enterprises	F	19
Croydon - Etheridge	Owner managers of unincorporated enterprises	M	47
Kowanyama - Pormpuraaw	Employee	F	208
Kowanyama - Pormpuraaw	Employee	M	238
Kowanyama - Pormpuraaw	Owner managers of incorporated enterprises	M	5
Kowanyama - Pormpuraaw	Owner managers of unincorporated enterprises	F	3
Kowanyama - Pormpuraaw	Owner managers of unincorporated enterprises	M	16
Northern Peninsula		F	3
Northern Peninsula		M	4
Northern Peninsula	Contributing family workers	F	4
Northern Peninsula	Contributing family workers	M	3
Northern Peninsula	Employee	F	422
Northern Peninsula	Employee	M	341
Northern Peninsula	Owner managers of incorporated enterprises	F	6
Northern Peninsula	Owner managers of incorporated enterprises	M	11
Northern Peninsula	Owner managers of unincorporated enterprises	F	3
Northern Peninsula	Owner managers of unincorporated enterprises	M	17
Tablelands		F	19
Tablelands		M	17
Tablelands	Contributing family workers	F	81
Tablelands	Contributing family workers	M	112
Tablelands	Employee	F	390
Tablelands	Employee	M	628
Tablelands	Owner managers of incorporated enterprises	F	46
Tablelands	Owner managers of incorporated enterprises	M	92
Tablelands	Owner managers of unincorporated enterprises	F	97
Tablelands	Owner managers of unincorporated enterprises	M	170
Torres		F	13
Torres		M	12
Torres	Contributing family workers	F	5
Torres	Contributing family workers	M	5
Torres	Employee	F	720
Torres	Employee	M	627
Torres	Owner managers of incorporated enterprises	F	21
Torres	Owner managers of incorporated enterprises	M	36
Torres	Owner managers of unincorporated enterprises	F	24
Torres	Owner managers of unincorporated enterprises	M	49
Torres Strait Islands		M	4
Torres Strait Islands	Employee	F	434
Torres Strait Islands	Employee	M	512
Torres Strait Islands	Owner managers of incorporated enterprises	F	3
Torres Strait Islands	Owner managers of incorporated enterprises	M	18
Torres Strait Islands	Owner managers of unincorporated enterprises	F	3
Torres Strait Islands	Owner managers of unincorporated enterprises	M	29
Weipa		F	5
Weipa		M	10
Weipa	Employee	F	545
Weipa	Employee	M	461
Weipa	Owner managers of incorporated enterprises	F	21
Weipa	Owner managers of incorporated enterprises	M	31
Weipa	Owner managers of unincorporated enterprises	F	31
Weipa	Owner managers of unincorporated enterprises	M	17
Carpentaria		F	10
Carpentaria		M	22
Carpentaria	Contributing family workers	F	14
Carpentaria	Contributing family workers	M	17
Carpentaria	Employee	F	728
Carpentaria	Employee	M	782
Carpentaria	Owner managers of incorporated enterprises	F	31
Carpentaria	Owner managers of incorporated enterprises	M	44
Carpentaria	Owner managers of unincorporated enterprises	F	18
Carpentaria	Owner managers of unincorporated enterprises	M	51
Mount Isa		F	35
Mount Isa		M	40
Mount Isa	Contributing family workers	F	39
Mount Isa	Contributing family workers	M	21
Mount Isa	Employee	F	3626
Mount Isa	Employee	M	4244
Mount Isa	Owner managers of incorporated enterprises	F	94
Mount Isa	Owner managers of incorporated enterprises	M	167
Mount Isa	Owner managers of unincorporated enterprises	F	129
Mount Isa	Owner managers of unincorporated enterprises	M	121
Mount Isa Region		F	9
Mount Isa Region		M	26
Mount Isa Region	Contributing family workers	F	25
Mount Isa Region	Contributing family workers	M	25
Mount Isa Region	Employee	F	835
Mount Isa Region	Employee	M	2540
Mount Isa Region	Owner managers of incorporated enterprises	F	45
Mount Isa Region	Owner managers of incorporated enterprises	M	101
Mount Isa Region	Owner managers of unincorporated enterprises	F	24
Mount Isa Region	Owner managers of unincorporated enterprises	M	60
Northern Highlands		F	14
Northern Highlands		M	25
Northern Highlands	Contributing family workers	F	88
Northern Highlands	Contributing family workers	M	78
Northern Highlands	Employee	F	691
Northern Highlands	Employee	M	1443
Northern Highlands	Owner managers of incorporated enterprises	F	58
Northern Highlands	Owner managers of incorporated enterprises	M	92
Northern Highlands	Owner managers of unincorporated enterprises	F	112
Northern Highlands	Owner managers of unincorporated enterprises	M	165
Barcaldine - Blackall		F	14
Barcaldine - Blackall		M	23
Barcaldine - Blackall	Contributing family workers	F	113
Barcaldine - Blackall	Contributing family workers	M	116
Barcaldine - Blackall	Employee	F	783
Barcaldine - Blackall	Employee	M	751
Barcaldine - Blackall	Owner managers of incorporated enterprises	F	58
Barcaldine - Blackall	Owner managers of incorporated enterprises	M	110
Barcaldine - Blackall	Owner managers of unincorporated enterprises	F	139
Barcaldine - Blackall	Owner managers of unincorporated enterprises	M	203
Charleville		F	17
Charleville		M	13
Charleville	Contributing family workers	F	62
Charleville	Contributing family workers	M	74
Charleville	Employee	F	808
Charleville	Employee	M	657
Charleville	Owner managers of incorporated enterprises	F	36
Charleville	Owner managers of incorporated enterprises	M	78
Charleville	Owner managers of unincorporated enterprises	F	78
Charleville	Owner managers of unincorporated enterprises	M	161
Far Central West		F	7
Far Central West		M	14
Far Central West	Contributing family workers	F	30
Far Central West	Contributing family workers	M	50
Far Central West	Employee	F	426
Far Central West	Employee	M	495
Far Central West	Owner managers of incorporated enterprises	F	19
Far Central West	Owner managers of incorporated enterprises	M	40
Far Central West	Owner managers of unincorporated enterprises	F	58
Far Central West	Owner managers of unincorporated enterprises	M	82
Far South West		F	11
Far South West		M	15
Far South West	Contributing family workers	F	66
Far South West	Contributing family workers	M	92
Far South West	Employee	F	468
Far South West	Employee	M	542
Far South West	Owner managers of incorporated enterprises	F	34
Far South West	Owner managers of incorporated enterprises	M	53
Far South West	Owner managers of unincorporated enterprises	F	71
Far South West	Owner managers of unincorporated enterprises	M	134
Longreach		F	15
Longreach		M	12
Longreach	Contributing family workers	F	57
Longreach	Contributing family workers	M	64
Longreach	Employee	F	821
Longreach	Employee	M	644
Longreach	Owner managers of incorporated enterprises	F	46
Longreach	Owner managers of incorporated enterprises	M	82
Longreach	Owner managers of unincorporated enterprises	F	74
Longreach	Owner managers of unincorporated enterprises	M	109
Buderim - North		F	30
Buderim - North		M	46
Buderim - North	Contributing family workers	F	97
Buderim - North	Contributing family workers	M	74
Buderim - North	Employee	F	2920
Buderim - North	Employee	M	4181
Buderim - North	Owner managers of incorporated enterprises	F	294
Buderim - North	Owner managers of incorporated enterprises	M	633
Buderim - North	Owner managers of unincorporated enterprises	F	297
Buderim - North	Owner managers of unincorporated enterprises	M	419
Buderim - South		F	18
Buderim - South		M	11
Buderim - South	Contributing family workers	F	73
Buderim - South	Contributing family workers	M	40
Buderim - South	Employee	F	1845
Buderim - South	Employee	M	974
Buderim - South	Owner managers of incorporated enterprises	F	186
Buderim - South	Owner managers of incorporated enterprises	M	316
Buderim - South	Owner managers of unincorporated enterprises	F	299
Buderim - South	Owner managers of unincorporated enterprises	M	282
Mountain Creek		F	8
Mountain Creek		M	10
Mountain Creek	Contributing family workers	F	27
Mountain Creek	Contributing family workers	M	12
Mountain Creek	Employee	F	848
Mountain Creek	Employee	M	408
Mountain Creek	Owner managers of incorporated enterprises	F	72
Mountain Creek	Owner managers of incorporated enterprises	M	121
Mountain Creek	Owner managers of unincorporated enterprises	F	106
Mountain Creek	Owner managers of unincorporated enterprises	M	117
Sippy Downs		F	13
Sippy Downs		M	15
Sippy Downs	Contributing family workers	F	24
Sippy Downs	Contributing family workers	M	17
Sippy Downs	Employee	F	1876
Sippy Downs	Employee	M	1035
Sippy Downs	Owner managers of incorporated enterprises	F	64
Sippy Downs	Owner managers of incorporated enterprises	M	118
Sippy Downs	Owner managers of unincorporated enterprises	F	107
Sippy Downs	Owner managers of unincorporated enterprises	M	117
Aroona - Currimundi		F	12
Aroona - Currimundi		M	11
Aroona - Currimundi	Contributing family workers	F	32
Aroona - Currimundi	Contributing family workers	M	17
Aroona - Currimundi	Employee	F	941
Aroona - Currimundi	Employee	M	563
Aroona - Currimundi	Owner managers of incorporated enterprises	F	47
Aroona - Currimundi	Owner managers of incorporated enterprises	M	112
Aroona - Currimundi	Owner managers of unincorporated enterprises	F	111
Aroona - Currimundi	Owner managers of unincorporated enterprises	M	147
Buddina - Minyama		F	11
Buddina - Minyama		M	13
Buddina - Minyama	Contributing family workers	F	28
Buddina - Minyama	Contributing family workers	M	26
Buddina - Minyama	Employee	F	1596
Buddina - Minyama	Employee	M	840
Buddina - Minyama	Owner managers of incorporated enterprises	F	108
Buddina - Minyama	Owner managers of incorporated enterprises	M	204
Buddina - Minyama	Owner managers of unincorporated enterprises	F	121
Buddina - Minyama	Owner managers of unincorporated enterprises	M	117
Caloundra - Kings Beach		F	29
Caloundra - Kings Beach		M	28
Caloundra - Kings Beach	Contributing family workers	F	33
Caloundra - Kings Beach	Contributing family workers	M	38
Caloundra - Kings Beach	Employee	F	3486
Caloundra - Kings Beach	Employee	M	1952
Caloundra - Kings Beach	Owner managers of incorporated enterprises	F	170
Caloundra - Kings Beach	Owner managers of incorporated enterprises	M	247
Caloundra - Kings Beach	Owner managers of unincorporated enterprises	F	177
Caloundra - Kings Beach	Owner managers of unincorporated enterprises	M	181
Caloundra - West		F	22
Caloundra - West		M	29
Caloundra - West	Contributing family workers	F	65
Caloundra - West	Contributing family workers	M	39
Caloundra - West	Employee	F	1673
Caloundra - West	Employee	M	1948
Caloundra - West	Owner managers of incorporated enterprises	F	133
Caloundra - West	Owner managers of incorporated enterprises	M	303
Caloundra - West	Owner managers of unincorporated enterprises	F	214
Caloundra - West	Owner managers of unincorporated enterprises	M	305
Golden Beach - Pelican Waters		F	9
Golden Beach - Pelican Waters		M	9
Golden Beach - Pelican Waters	Contributing family workers	F	59
Golden Beach - Pelican Waters	Contributing family workers	M	31
Golden Beach - Pelican Waters	Employee	F	803
Golden Beach - Pelican Waters	Employee	M	424
Golden Beach - Pelican Waters	Owner managers of incorporated enterprises	F	92
Golden Beach - Pelican Waters	Owner managers of incorporated enterprises	M	140
Golden Beach - Pelican Waters	Owner managers of unincorporated enterprises	F	129
Golden Beach - Pelican Waters	Owner managers of unincorporated enterprises	M	149
Moffat Beach - Battery Hill		F	9
Moffat Beach - Battery Hill		M	12
Moffat Beach - Battery Hill	Contributing family workers	F	39
Moffat Beach - Battery Hill	Contributing family workers	M	26
Moffat Beach - Battery Hill	Employee	F	703
Moffat Beach - Battery Hill	Employee	M	461
Moffat Beach - Battery Hill	Owner managers of incorporated enterprises	F	73
Moffat Beach - Battery Hill	Owner managers of incorporated enterprises	M	146
Moffat Beach - Battery Hill	Owner managers of unincorporated enterprises	F	111
Moffat Beach - Battery Hill	Owner managers of unincorporated enterprises	M	143
Parrearra - Warana		F	19
Parrearra - Warana		M	25
Parrearra - Warana	Contributing family workers	F	41
Parrearra - Warana	Contributing family workers	M	37
Parrearra - Warana	Employee	F	1474
Parrearra - Warana	Employee	M	2265
Parrearra - Warana	Owner managers of incorporated enterprises	F	192
Parrearra - Warana	Owner managers of incorporated enterprises	M	386
Parrearra - Warana	Owner managers of unincorporated enterprises	F	147
Parrearra - Warana	Owner managers of unincorporated enterprises	M	224
Wurtulla - Birtinya		F	14
Wurtulla - Birtinya		M	16
Wurtulla - Birtinya	Contributing family workers	F	26
Wurtulla - Birtinya	Contributing family workers	M	17
Wurtulla - Birtinya	Employee	F	2274
Wurtulla - Birtinya	Employee	M	1866
Wurtulla - Birtinya	Owner managers of incorporated enterprises	F	110
Wurtulla - Birtinya	Owner managers of incorporated enterprises	M	228
Wurtulla - Birtinya	Owner managers of unincorporated enterprises	F	125
Wurtulla - Birtinya	Owner managers of unincorporated enterprises	M	170
Coolum Beach		F	15
Coolum Beach		M	15
Coolum Beach	Contributing family workers	F	61
Coolum Beach	Contributing family workers	M	25
Coolum Beach	Employee	F	1333
Coolum Beach	Employee	M	840
Coolum Beach	Owner managers of incorporated enterprises	F	125
Coolum Beach	Owner managers of incorporated enterprises	M	226
Coolum Beach	Owner managers of unincorporated enterprises	F	243
Coolum Beach	Owner managers of unincorporated enterprises	M	272
Marcoola - Mudjimba		F	11
Marcoola - Mudjimba		M	13
Marcoola - Mudjimba	Contributing family workers	F	39
Marcoola - Mudjimba	Contributing family workers	M	24
Marcoola - Mudjimba	Employee	F	1707
Marcoola - Mudjimba	Employee	M	1373
Marcoola - Mudjimba	Owner managers of incorporated enterprises	F	140
Marcoola - Mudjimba	Owner managers of incorporated enterprises	M	244
Marcoola - Mudjimba	Owner managers of unincorporated enterprises	F	166
Marcoola - Mudjimba	Owner managers of unincorporated enterprises	M	243
Maroochydore - Kuluin		F	71
Maroochydore - Kuluin		M	76
Maroochydore - Kuluin	Contributing family workers	F	87
Maroochydore - Kuluin	Contributing family workers	M	67
Maroochydore - Kuluin	Employee	F	8082
Maroochydore - Kuluin	Employee	M	5931
Maroochydore - Kuluin	Owner managers of incorporated enterprises	F	407
Maroochydore - Kuluin	Owner managers of incorporated enterprises	M	756
Maroochydore - Kuluin	Owner managers of unincorporated enterprises	F	425
Maroochydore - Kuluin	Owner managers of unincorporated enterprises	M	532
Mooloolaba - Alexandra Headland		F	22
Mooloolaba - Alexandra Headland		M	37
Mooloolaba - Alexandra Headland	Contributing family workers	F	77
Mooloolaba - Alexandra Headland	Contributing family workers	M	58
Mooloolaba - Alexandra Headland	Employee	F	2359
Mooloolaba - Alexandra Headland	Employee	M	1620
Mooloolaba - Alexandra Headland	Owner managers of incorporated enterprises	F	223
Mooloolaba - Alexandra Headland	Owner managers of incorporated enterprises	M	413
Mooloolaba - Alexandra Headland	Owner managers of unincorporated enterprises	F	232
Mooloolaba - Alexandra Headland	Owner managers of unincorporated enterprises	M	256
Noosa Heads		F	23
Noosa Heads		M	19
Noosa Heads	Contributing family workers	F	50
Noosa Heads	Contributing family workers	M	35
Noosa Heads	Employee	F	2092
Noosa Heads	Employee	M	1332
Noosa Heads	Owner managers of incorporated enterprises	F	177
Noosa Heads	Owner managers of incorporated enterprises	M	272
Noosa Heads	Owner managers of unincorporated enterprises	F	178
Noosa Heads	Owner managers of unincorporated enterprises	M	207
Noosaville		F	32
Noosaville		M	29
Noosaville	Contributing family workers	F	69
Noosaville	Contributing family workers	M	58
Noosaville	Employee	F	3008
Noosaville	Employee	M	2360
Noosaville	Owner managers of incorporated enterprises	F	313
Noosaville	Owner managers of incorporated enterprises	M	517
Noosaville	Owner managers of unincorporated enterprises	F	269
Noosaville	Owner managers of unincorporated enterprises	M	348
Sunshine Beach		F	6
Sunshine Beach		M	13
Sunshine Beach	Contributing family workers	F	36
Sunshine Beach	Contributing family workers	M	28
Sunshine Beach	Employee	F	533
Sunshine Beach	Employee	M	323
Sunshine Beach	Owner managers of incorporated enterprises	F	84
Sunshine Beach	Owner managers of incorporated enterprises	M	139
Sunshine Beach	Owner managers of unincorporated enterprises	F	119
Sunshine Beach	Owner managers of unincorporated enterprises	M	163
Tewantin		F	9
Tewantin		M	10
Tewantin	Contributing family workers	F	30
Tewantin	Contributing family workers	M	17
Tewantin	Employee	F	1120
