SA2_NAME16	EmploymentStatus	workers
Bentley Park	Contributing family workers	11
Bentley Park	Employee	1115
Bentley Park	Owner managers of incorporated enterprises	80
Bentley Park	Owner managers of unincorporated enterprises	122
Bentley Park	Status in employment not stated	17
Cairns City	Contributing family workers	169
Cairns City	Employee	19850
Cairns City	Owner managers of incorporated enterprises	965
Cairns City	Owner managers of unincorporated enterprises	825
Cairns City	Status in employment not stated	176
Earlville - Bayview Heights	Contributing family workers	33
Earlville - Bayview Heights	Employee	1703
Earlville - Bayview Heights	Owner managers of incorporated enterprises	159
Earlville - Bayview Heights	Owner managers of unincorporated enterprises	190
Earlville - Bayview Heights	Status in employment not stated	25
Edmonton	Contributing family workers	34
Edmonton	Employee	1285
Edmonton	Owner managers of incorporated enterprises	105
Edmonton	Owner managers of unincorporated enterprises	199
Edmonton	Status in employment not stated	16
Gordonvale - Trinity	Contributing family workers	68
Gordonvale - Trinity	Employee	1792
Gordonvale - Trinity	Owner managers of incorporated enterprises	144
Gordonvale - Trinity	Owner managers of unincorporated enterprises	248
Gordonvale - Trinity	Status in employment not stated	39
Kanimbla - Mooroobool	Contributing family workers	30
Kanimbla - Mooroobool	Employee	465
Kanimbla - Mooroobool	Owner managers of incorporated enterprises	120
Kanimbla - Mooroobool	Owner managers of unincorporated enterprises	169
Kanimbla - Mooroobool	Status in employment not stated	17
Manoora	Contributing family workers	26
Manoora	Employee	811
Manoora	Owner managers of incorporated enterprises	66
Manoora	Owner managers of unincorporated enterprises	131
Manoora	Status in employment not stated	18
Manunda	Contributing family workers	33
Manunda	Employee	3426
Manunda	Owner managers of incorporated enterprises	207
Manunda	Owner managers of unincorporated enterprises	173
Manunda	Status in employment not stated	38
Mount Sheridan	Contributing family workers	32
Mount Sheridan	Employee	723
Mount Sheridan	Owner managers of incorporated enterprises	66
Mount Sheridan	Owner managers of unincorporated enterprises	137
Mount Sheridan	Status in employment not stated	13
Westcourt - Bungalow	Contributing family workers	111
Westcourt - Bungalow	Employee	10921
Westcourt - Bungalow	Owner managers of incorporated enterprises	863
Westcourt - Bungalow	Owner managers of unincorporated enterprises	571
Westcourt - Bungalow	Status in employment not stated	111
White Rock	Contributing family workers	22
White Rock	Employee	457
White Rock	Owner managers of incorporated enterprises	26
White Rock	Owner managers of unincorporated enterprises	76
White Rock	Status in employment not stated	9
Whitfield - Edge Hill	Contributing family workers	33
Whitfield - Edge Hill	Employee	1012
Whitfield - Edge Hill	Owner managers of incorporated enterprises	126
Whitfield - Edge Hill	Owner managers of unincorporated enterprises	233
Whitfield - Edge Hill	Status in employment not stated	24
Woree	Contributing family workers	13
Woree	Employee	1749
Woree	Owner managers of incorporated enterprises	150
Woree	Owner managers of unincorporated enterprises	114
Woree	Status in employment not stated	9
Babinda	Contributing family workers	113
Babinda	Employee	731
Babinda	Owner managers of incorporated enterprises	97
Babinda	Owner managers of unincorporated enterprises	213
Babinda	Status in employment not stated	35
Innisfail	Contributing family workers	73
Innisfail	Employee	3649
Innisfail	Owner managers of incorporated enterprises	188
Innisfail	Owner managers of unincorporated enterprises	275
Innisfail	Status in employment not stated	61
Johnstone	Contributing family workers	186
Johnstone	Employee	1649
Johnstone	Owner managers of incorporated enterprises	213
Johnstone	Owner managers of unincorporated enterprises	311
Johnstone	Status in employment not stated	54
Tully	Contributing family workers	181
Tully	Employee	3572
Tully	Owner managers of incorporated enterprises	335
Tully	Owner managers of unincorporated enterprises	460
Tully	Status in employment not stated	64
Yarrabah	Employee	437
Yarrabah	Owner managers of incorporated enterprises	8
Yarrabah	Status in employment not stated	3
Daintree	Contributing family workers	90
Daintree	Employee	1756
Daintree	Owner managers of incorporated enterprises	149
Daintree	Owner managers of unincorporated enterprises	258
Daintree	Status in employment not stated	38
Port Douglas	Contributing family workers	73
Port Douglas	Employee	2537
Port Douglas	Owner managers of incorporated enterprises	282
Port Douglas	Owner managers of unincorporated enterprises	376
Port Douglas	Status in employment not stated	38
Atherton	Contributing family workers	127
Atherton	Employee	4054
Atherton	Owner managers of incorporated enterprises	294
Atherton	Owner managers of unincorporated enterprises	493
Atherton	Status in employment not stated	70
Herberton	Contributing family workers	120
Herberton	Employee	968
Herberton	Owner managers of incorporated enterprises	79
Herberton	Owner managers of unincorporated enterprises	183
Herberton	Status in employment not stated	32
Kuranda	Contributing family workers	47
Kuranda	Employee	655
Kuranda	Owner managers of incorporated enterprises	105
Kuranda	Owner managers of unincorporated enterprises	238
Kuranda	Status in employment not stated	20
Malanda - Yungaburra	Contributing family workers	189
Malanda - Yungaburra	Employee	1303
Malanda - Yungaburra	Owner managers of incorporated enterprises	208
Malanda - Yungaburra	Owner managers of unincorporated enterprises	412
Malanda - Yungaburra	Status in employment not stated	37
Mareeba	Contributing family workers	130
Mareeba	Employee	3798
Mareeba	Owner managers of incorporated enterprises	257
Mareeba	Owner managers of unincorporated enterprises	406
Mareeba	Status in employment not stated	75
Balonne	Contributing family workers	173
Balonne	Employee	1429
Balonne	Owner managers of incorporated enterprises	239
Balonne	Owner managers of unincorporated enterprises	239
Balonne	Status in employment not stated	27
Chinchilla	Contributing family workers	200
Chinchilla	Employee	3051
Chinchilla	Owner managers of incorporated enterprises	234
Chinchilla	Owner managers of unincorporated enterprises	327
Chinchilla	Status in employment not stated	49
Goondiwindi	Contributing family workers	92
Goondiwindi	Employee	2356
Goondiwindi	Owner managers of incorporated enterprises	266
Goondiwindi	Owner managers of unincorporated enterprises	275
Goondiwindi	Status in employment not stated	42
Inglewood - Waggamba	Contributing family workers	200
Inglewood - Waggamba	Employee	1088
Inglewood - Waggamba	Owner managers of incorporated enterprises	142
Inglewood - Waggamba	Owner managers of unincorporated enterprises	265
Inglewood - Waggamba	Status in employment not stated	22
Miles - Wandoan	Contributing family workers	180
Miles - Wandoan	Employee	2701
Miles - Wandoan	Owner managers of incorporated enterprises	182
Miles - Wandoan	Owner managers of unincorporated enterprises	308
Miles - Wandoan	Status in employment not stated	50
Roma	Contributing family workers	64
Roma	Employee	3613
Roma	Owner managers of incorporated enterprises	278
Roma	Owner managers of unincorporated enterprises	222
Roma	Status in employment not stated	58
Roma Region	Contributing family workers	460
Roma Region	Employee	1605
Roma Region	Owner managers of incorporated enterprises	215
Roma Region	Owner managers of unincorporated enterprises	484
Roma Region	Status in employment not stated	55
Tara	Contributing family workers	182
Tara	Employee	769
Tara	Owner managers of incorporated enterprises	75
Tara	Owner managers of unincorporated enterprises	227
Tara	Status in employment not stated	25
Crows Nest - Rosalie	Contributing family workers	253
Crows Nest - Rosalie	Employee	1644
Crows Nest - Rosalie	Owner managers of incorporated enterprises	143
Crows Nest - Rosalie	Owner managers of unincorporated enterprises	522
Crows Nest - Rosalie	Status in employment not stated	37
Jondaryan	Contributing family workers	206
Jondaryan	Employee	3947
Jondaryan	Owner managers of incorporated enterprises	232
Jondaryan	Owner managers of unincorporated enterprises	353
Jondaryan	Status in employment not stated	47
Millmerran	Contributing family workers	110
Millmerran	Employee	1138
Millmerran	Owner managers of incorporated enterprises	104
Millmerran	Owner managers of unincorporated enterprises	147
Millmerran	Status in employment not stated	35
Pittsworth	Contributing family workers	126
Pittsworth	Employee	1538
Pittsworth	Owner managers of incorporated enterprises	203
Pittsworth	Owner managers of unincorporated enterprises	227
Pittsworth	Status in employment not stated	22
Wambo	Contributing family workers	307
Wambo	Employee	6077
Wambo	Owner managers of incorporated enterprises	481
Wambo	Owner managers of unincorporated enterprises	710
Wambo	Status in employment not stated	116
Clifton - Greenmount	Contributing family workers	172
Clifton - Greenmount	Employee	808
Clifton - Greenmount	Owner managers of incorporated enterprises	131
Clifton - Greenmount	Owner managers of unincorporated enterprises	294
Clifton - Greenmount	Status in employment not stated	27
Southern Downs - East	Contributing family workers	145
Southern Downs - East	Employee	579
Southern Downs - East	Owner managers of incorporated enterprises	82
Southern Downs - East	Owner managers of unincorporated enterprises	253
Southern Downs - East	Status in employment not stated	26
Southern Downs - West	Contributing family workers	143
Southern Downs - West	Employee	639
Southern Downs - West	Owner managers of incorporated enterprises	111
Southern Downs - West	Owner managers of unincorporated enterprises	255
Southern Downs - West	Status in employment not stated	20
Stanthorpe	Contributing family workers	81
Stanthorpe	Employee	1999
Stanthorpe	Owner managers of incorporated enterprises	149
Stanthorpe	Owner managers of unincorporated enterprises	220
Stanthorpe	Status in employment not stated	28
Stanthorpe Region	Contributing family workers	158
Stanthorpe Region	Employee	1016
Stanthorpe Region	Owner managers of incorporated enterprises	143
Stanthorpe Region	Owner managers of unincorporated enterprises	267
Stanthorpe Region	Status in employment not stated	43
Warwick	Contributing family workers	111
Warwick	Employee	5923
Warwick	Owner managers of incorporated enterprises	388
Warwick	Owner managers of unincorporated enterprises	452
Warwick	Status in employment not stated	89
Central Highlands - East	Contributing family workers	118
Central Highlands - East	Employee	5025
Central Highlands - East	Owner managers of incorporated enterprises	171
Central Highlands - East	Owner managers of unincorporated enterprises	199
Central Highlands - East	Status in employment not stated	56
Central Highlands - West	Contributing family workers	244
Central Highlands - West	Employee	4183
Central Highlands - West	Owner managers of incorporated enterprises	318
Central Highlands - West	Owner managers of unincorporated enterprises	489
Central Highlands - West	Status in employment not stated	75
Emerald	Contributing family workers	93
Emerald	Employee	4678
Emerald	Owner managers of incorporated enterprises	365
Emerald	Owner managers of unincorporated enterprises	255
Emerald	Status in employment not stated	79
Berserker	Contributing family workers	35
Berserker	Employee	2918
Berserker	Owner managers of incorporated enterprises	184
Berserker	Owner managers of unincorporated enterprises	191
Berserker	Status in employment not stated	28
Bouldercombe	Contributing family workers	37
Bouldercombe	Employee	300
Bouldercombe	Owner managers of incorporated enterprises	32
Bouldercombe	Owner managers of unincorporated enterprises	56
Bouldercombe	Status in employment not stated	3
Emu Park	Contributing family workers	24
Emu Park	Employee	584
Emu Park	Owner managers of incorporated enterprises	67
Emu Park	Owner managers of unincorporated enterprises	99
Emu Park	Status in employment not stated	13
Frenchville - Mount Archer	Contributing family workers	17
Frenchville - Mount Archer	Employee	802
Frenchville - Mount Archer	Owner managers of incorporated enterprises	81
Frenchville - Mount Archer	Owner managers of unincorporated enterprises	139
Frenchville - Mount Archer	Status in employment not stated	10
Glenlee - Rockyview	Contributing family workers	23
Glenlee - Rockyview	Employee	658
Glenlee - Rockyview	Owner managers of incorporated enterprises	59
Glenlee - Rockyview	Owner managers of unincorporated enterprises	91
Glenlee - Rockyview	Status in employment not stated	11
Gracemere	Contributing family workers	57
Gracemere	Employee	1666
Gracemere	Owner managers of incorporated enterprises	131
Gracemere	Owner managers of unincorporated enterprises	155
Gracemere	Status in employment not stated	24
Lakes Creek	Contributing family workers	16
Lakes Creek	Employee	1068
Lakes Creek	Owner managers of incorporated enterprises	31
Lakes Creek	Owner managers of unincorporated enterprises	61
Lakes Creek	Status in employment not stated	12
Mount Morgan	Contributing family workers	13
Mount Morgan	Employee	365
Mount Morgan	Owner managers of incorporated enterprises	11
Mount Morgan	Owner managers of unincorporated enterprises	50
Mount Morgan	Status in employment not stated	10
Norman Gardens	Contributing family workers	18
Norman Gardens	Employee	1799
Norman Gardens	Owner managers of incorporated enterprises	65
Norman Gardens	Owner managers of unincorporated enterprises	149
Norman Gardens	Status in employment not stated	20
Park Avenue	Contributing family workers	36
Park Avenue	Employee	2929
Park Avenue	Owner managers of incorporated enterprises	114
Park Avenue	Owner managers of unincorporated enterprises	126
Park Avenue	Status in employment not stated	24
Parkhurst - Kawana	Contributing family workers	42
Parkhurst - Kawana	Employee	5203
Parkhurst - Kawana	Owner managers of incorporated enterprises	241
Parkhurst - Kawana	Owner managers of unincorporated enterprises	186
Parkhurst - Kawana	Status in employment not stated	49
Rockhampton - West	Contributing family workers	30
Rockhampton - West	Employee	1005
Rockhampton - West	Owner managers of incorporated enterprises	34
Rockhampton - West	Owner managers of unincorporated enterprises	99
Rockhampton - West	Status in employment not stated	11
Rockhampton City	Contributing family workers	72
Rockhampton City	Employee	9328
Rockhampton City	Owner managers of incorporated enterprises	380
Rockhampton City	Owner managers of unincorporated enterprises	374
Rockhampton City	Status in employment not stated	74
Rockhampton Region - East	Contributing family workers	37
Rockhampton Region - East	Employee	630
Rockhampton Region - East	Owner managers of incorporated enterprises	51
Rockhampton Region - East	Owner managers of unincorporated enterprises	116
Rockhampton Region - East	Status in employment not stated	13
Rockhampton Region - North	Contributing family workers	127
Rockhampton Region - North	Employee	583
Rockhampton Region - North	Owner managers of incorporated enterprises	111
Rockhampton Region - North	Owner managers of unincorporated enterprises	250
Rockhampton Region - North	Status in employment not stated	16
Rockhampton Region - West	Contributing family workers	116
Rockhampton Region - West	Employee	600
Rockhampton Region - West	Owner managers of incorporated enterprises	59
Rockhampton Region - West	Owner managers of unincorporated enterprises	160
Rockhampton Region - West	Status in employment not stated	14
Shoalwater Bay	Employee	14
The Range - Allenstown	Contributing family workers	42
The Range - Allenstown	Employee	4302
The Range - Allenstown	Owner managers of incorporated enterprises	131
The Range - Allenstown	Owner managers of unincorporated enterprises	185
The Range - Allenstown	Status in employment not stated	47
Yeppoon	Contributing family workers	133
Yeppoon	Employee	4293
Yeppoon	Owner managers of incorporated enterprises	333
Yeppoon	Owner managers of unincorporated enterprises	495
Yeppoon	Status in employment not stated	63
Banana	Contributing family workers	408
Banana	Employee	3869
Banana	Owner managers of incorporated enterprises	263
Banana	Owner managers of unincorporated enterprises	611
Banana	Status in employment not stated	86
Biloela	Contributing family workers	70
Biloela	Employee	2519
Biloela	Owner managers of incorporated enterprises	125
Biloela	Owner managers of unincorporated enterprises	172
Biloela	Status in employment not stated	37
Agnes Water - Miriam Vale	Contributing family workers	118
Agnes Water - Miriam Vale	Employee	946
Agnes Water - Miriam Vale	Owner managers of incorporated enterprises	133
Agnes Water - Miriam Vale	Owner managers of unincorporated enterprises	259
Agnes Water - Miriam Vale	Status in employment not stated	24
Boyne Island - Tannum Sands	Contributing family workers	54
Boyne Island - Tannum Sands	Employee	2439
Boyne Island - Tannum Sands	Owner managers of incorporated enterprises	124
Boyne Island - Tannum Sands	Owner managers of unincorporated enterprises	187
Boyne Island - Tannum Sands	Status in employment not stated	26
Callemondah	Contributing family workers	10
Callemondah	Employee	3226
Callemondah	Owner managers of incorporated enterprises	49
Callemondah	Owner managers of unincorporated enterprises	31
Callemondah	Status in employment not stated	18
Clinton - New Auckland	Contributing family workers	38
Clinton - New Auckland	Employee	2738
Clinton - New Auckland	Owner managers of incorporated enterprises	119
Clinton - New Auckland	Owner managers of unincorporated enterprises	159
Clinton - New Auckland	Status in employment not stated	19
Gladstone	Contributing family workers	59
Gladstone	Employee	5750
Gladstone	Owner managers of incorporated enterprises	319
Gladstone	Owner managers of unincorporated enterprises	218
Gladstone	Status in employment not stated	41
Gladstone Hinterland	Contributing family workers	144
Gladstone Hinterland	Employee	3858
Gladstone Hinterland	Owner managers of incorporated enterprises	126
Gladstone Hinterland	Owner managers of unincorporated enterprises	226
Gladstone Hinterland	Status in employment not stated	45
Kin Kora - Sun Valley	Contributing family workers	9
Kin Kora - Sun Valley	Employee	673
Kin Kora - Sun Valley	Owner managers of incorporated enterprises	20
Kin Kora - Sun Valley	Owner managers of unincorporated enterprises	59
Kin Kora - Sun Valley	Status in employment not stated	7
South Trees	Employee	396
South Trees	Owner managers of incorporated enterprises	4
South Trees	Owner managers of unincorporated enterprises	12
South Trees	Status in employment not stated	3
Telina - Toolooa	Contributing family workers	11
Telina - Toolooa	Employee	746
Telina - Toolooa	Owner managers of incorporated enterprises	60
Telina - Toolooa	Owner managers of unincorporated enterprises	81
Telina - Toolooa	Status in employment not stated	12
West Gladstone	Contributing family workers	28
West Gladstone	Employee	2805
West Gladstone	Owner managers of incorporated enterprises	63
West Gladstone	Owner managers of unincorporated enterprises	78
West Gladstone	Status in employment not stated	19
Broadbeach Waters	Contributing family workers	51
Broadbeach Waters	Employee	3869
Broadbeach Waters	Owner managers of incorporated enterprises	329
Broadbeach Waters	Owner managers of unincorporated enterprises	257
Broadbeach Waters	Status in employment not stated	36
Burleigh Heads	Contributing family workers	178
Burleigh Heads	Employee	8313
Burleigh Heads	Owner managers of incorporated enterprises	1341
Burleigh Heads	Owner managers of unincorporated enterprises	810
Burleigh Heads	Status in employment not stated	97
Burleigh Waters	Contributing family workers	61
Burleigh Waters	Employee	3239
Burleigh Waters	Owner managers of incorporated enterprises	370
Burleigh Waters	Owner managers of unincorporated enterprises	358
Burleigh Waters	Status in employment not stated	41
Mermaid Beach - Broadbeach	Contributing family workers	130
Mermaid Beach - Broadbeach	Employee	7678
Mermaid Beach - Broadbeach	Owner managers of incorporated enterprises	803
Mermaid Beach - Broadbeach	Owner managers of unincorporated enterprises	630
Mermaid Beach - Broadbeach	Status in employment not stated	93
Mermaid Waters	Contributing family workers	72
Mermaid Waters	Employee	1542
Mermaid Waters	Owner managers of incorporated enterprises	311
Mermaid Waters	Owner managers of unincorporated enterprises	329
Mermaid Waters	Status in employment not stated	16
Miami	Contributing family workers	45
Miami	Employee	1664
Miami	Owner managers of incorporated enterprises	269
Miami	Owner managers of unincorporated enterprises	285
Miami	Status in employment not stated	21
Coolangatta	Contributing family workers	58
Coolangatta	Employee	2854
Coolangatta	Owner managers of incorporated enterprises	270
Coolangatta	Owner managers of unincorporated enterprises	266
Coolangatta	Status in employment not stated	54
Currumbin - Tugun	Contributing family workers	47
Currumbin - Tugun	Employee	5192
Currumbin - Tugun	Owner managers of incorporated enterprises	355
Currumbin - Tugun	Owner managers of unincorporated enterprises	412
Currumbin - Tugun	Status in employment not stated	57
Currumbin Waters	Contributing family workers	50
Currumbin Waters	Employee	2118
Currumbin Waters	Owner managers of incorporated enterprises	366
Currumbin Waters	Owner managers of unincorporated enterprises	408
Currumbin Waters	Status in employment not stated	30
Elanora	Contributing family workers	51
Elanora	Employee	1796
Elanora	Owner managers of incorporated enterprises	240
Elanora	Owner managers of unincorporated enterprises	285
Elanora	Status in employment not stated	34
Palm Beach	Contributing family workers	94
Palm Beach	Employee	2190
Palm Beach	Owner managers of incorporated enterprises	340
Palm Beach	Owner managers of unincorporated enterprises	443
Palm Beach	Status in employment not stated	38
Arundel	Contributing family workers	60
Arundel	Employee	3841
Arundel	Owner managers of incorporated enterprises	547
Arundel	Owner managers of unincorporated enterprises	328
Arundel	Status in employment not stated	45
Biggera Waters	Contributing family workers	73
Biggera Waters	Employee	3277
Biggera Waters	Owner managers of incorporated enterprises	268
Biggera Waters	Owner managers of unincorporated enterprises	256
Biggera Waters	Status in employment not stated	32
Coombabah	Contributing family workers	25
Coombabah	Employee	828
Coombabah	Owner managers of incorporated enterprises	85
Coombabah	Owner managers of unincorporated enterprises	192
Coombabah	Status in employment not stated	10
Labrador	Contributing family workers	55
Labrador	Employee	2761
Labrador	Owner managers of incorporated enterprises	374
Labrador	Owner managers of unincorporated enterprises	433
Labrador	Status in employment not stated	54
Paradise Point - Hollywell	Contributing family workers	100
Paradise Point - Hollywell	Employee	876
Paradise Point - Hollywell	Owner managers of incorporated enterprises	404
Paradise Point - Hollywell	Owner managers of unincorporated enterprises	263
Paradise Point - Hollywell	Status in employment not stated	14
Runaway Bay	Contributing family workers	84
Runaway Bay	Employee	2522
Runaway Bay	Owner managers of incorporated enterprises	332
Runaway Bay	Owner managers of unincorporated enterprises	258
Runaway Bay	Status in employment not stated	34
Guanaba - Springbrook	Contributing family workers	43
Guanaba - Springbrook	Employee	431
Guanaba - Springbrook	Owner managers of incorporated enterprises	122
Guanaba - Springbrook	Owner managers of unincorporated enterprises	143
Guanaba - Springbrook	Status in employment not stated	23
Tamborine - Canungra	Contributing family workers	147
Tamborine - Canungra	Employee	2527
Tamborine - Canungra	Owner managers of incorporated enterprises	368
Tamborine - Canungra	Owner managers of unincorporated enterprises	639
Tamborine - Canungra	Status in employment not stated	47
Currumbin Valley - Tallebudgera	Contributing family workers	69
Currumbin Valley - Tallebudgera	Employee	908
Currumbin Valley - Tallebudgera	Owner managers of incorporated enterprises	217
Currumbin Valley - Tallebudgera	Owner managers of unincorporated enterprises	256
Currumbin Valley - Tallebudgera	Status in employment not stated	19
Mudgeeraba - Bonogin	Contributing family workers	120
Mudgeeraba - Bonogin	Employee	2553
Mudgeeraba - Bonogin	Owner managers of incorporated enterprises	506
Mudgeeraba - Bonogin	Owner managers of unincorporated enterprises	558
Mudgeeraba - Bonogin	Status in employment not stated	40
Reedy Creek - Andrews	Contributing family workers	35
Reedy Creek - Andrews	Employee	921
Reedy Creek - Andrews	Owner managers of incorporated enterprises	138
Reedy Creek - Andrews	Owner managers of unincorporated enterprises	199
Reedy Creek - Andrews	Status in employment not stated	9
Carrara	Contributing family workers	88
Carrara	Employee	3042
Carrara	Owner managers of incorporated enterprises	449
Carrara	Owner managers of unincorporated enterprises	378
Carrara	Status in employment not stated	35
Highland Park	Contributing family workers	34
Highland Park	Employee	1043
Highland Park	Owner managers of incorporated enterprises	116
Highland Park	Owner managers of unincorporated enterprises	180
Highland Park	Status in employment not stated	7
Nerang - Mount Nathan	Contributing family workers	165
Nerang - Mount Nathan	Employee	7683
Nerang - Mount Nathan	Owner managers of incorporated enterprises	845
Nerang - Mount Nathan	Owner managers of unincorporated enterprises	753
Nerang - Mount Nathan	Status in employment not stated	97
Pacific Pines - Gaven	Contributing family workers	70
Pacific Pines - Gaven	Employee	1701
Pacific Pines - Gaven	Owner managers of incorporated enterprises	317
Pacific Pines - Gaven	Owner managers of unincorporated enterprises	368
Pacific Pines - Gaven	Status in employment not stated	20
Worongary - Tallai	Contributing family workers	61
Worongary - Tallai	Employee	633
Worongary - Tallai	Owner managers of incorporated enterprises	289
Worongary - Tallai	Owner managers of unincorporated enterprises	243
Worongary - Tallai	Status in employment not stated	9
Coomera	Contributing family workers	70
Coomera	Employee	3642
Coomera	Owner managers of incorporated enterprises	430
Coomera	Owner managers of unincorporated enterprises	331
Coomera	Status in employment not stated	46
Helensvale	Contributing family workers	117
Helensvale	Employee	6293
Helensvale	Owner managers of incorporated enterprises	693
Helensvale	Owner managers of unincorporated enterprises	487
Helensvale	Status in employment not stated	59
Hope Island	Contributing family workers	114
Hope Island	Employee	2665
Hope Island	Owner managers of incorporated enterprises	561
Hope Island	Owner managers of unincorporated enterprises	376
Hope Island	Status in employment not stated	39
Jacobs Well - Alberton	Contributing family workers	54
Jacobs Well - Alberton	Employee	801
Jacobs Well - Alberton	Owner managers of incorporated enterprises	175
Jacobs Well - Alberton	Owner managers of unincorporated enterprises	158
Jacobs Well - Alberton	Status in employment not stated	19
Ormeau - Yatala	Contributing family workers	169
Ormeau - Yatala	Employee	16286
Ormeau - Yatala	Owner managers of incorporated enterprises	1152
Ormeau - Yatala	Owner managers of unincorporated enterprises	680
Ormeau - Yatala	Status in employment not stated	138
Oxenford - Maudsland	Contributing family workers	71
Oxenford - Maudsland	Employee	3719
Oxenford - Maudsland	Owner managers of incorporated enterprises	394
Oxenford - Maudsland	Owner managers of unincorporated enterprises	418
Oxenford - Maudsland	Status in employment not stated	49
Pimpama	Contributing family workers	43
Pimpama	Employee	1256
Pimpama	Owner managers of incorporated enterprises	123
Pimpama	Owner managers of unincorporated enterprises	182
Pimpama	Status in employment not stated	20
Upper Coomera - Willow Vale	Contributing family workers	118
Upper Coomera - Willow Vale	Employee	4049
Upper Coomera - Willow Vale	Owner managers of incorporated enterprises	542
Upper Coomera - Willow Vale	Owner managers of unincorporated enterprises	642
Upper Coomera - Willow Vale	Status in employment not stated	38
Clear Island Waters	Contributing family workers	28
Clear Island Waters	Employee	378
Clear Island Waters	Owner managers of incorporated enterprises	129
Clear Island Waters	Owner managers of unincorporated enterprises	77
Clear Island Waters	Status in employment not stated	5
Merrimac	Contributing family workers	14
Merrimac	Employee	1230
Merrimac	Owner managers of incorporated enterprises	102
Merrimac	Owner managers of unincorporated enterprises	152
Merrimac	Status in employment not stated	10
Robina	Contributing family workers	177
Robina	Employee	13343
Robina	Owner managers of incorporated enterprises	887
Robina	Owner managers of unincorporated enterprises	771
Robina	Status in employment not stated	117
Varsity Lakes	Contributing family workers	84
Varsity Lakes	Employee	5135
Varsity Lakes	Owner managers of incorporated enterprises	564
Varsity Lakes	Owner managers of unincorporated enterprises	449
Varsity Lakes	Status in employment not stated	42
Ashmore	Contributing family workers	94
Ashmore	Employee	4067
Ashmore	Owner managers of incorporated enterprises	526
Ashmore	Owner managers of unincorporated enterprises	446
Ashmore	Status in employment not stated	52
Molendinar	Contributing family workers	72
Molendinar	Employee	5495
Molendinar	Owner managers of incorporated enterprises	671
Molendinar	Owner managers of unincorporated enterprises	365
Molendinar	Status in employment not stated	46
Parkwood	Contributing family workers	34
Parkwood	Employee	860
Parkwood	Owner managers of incorporated enterprises	191
Parkwood	Owner managers of unincorporated enterprises	210
Parkwood	Status in employment not stated	9
Southport - North	Contributing family workers	170
Southport - North	Employee	21698
Southport - North	Owner managers of incorporated enterprises	1225
Southport - North	Owner managers of unincorporated enterprises	872
Southport - North	Status in employment not stated	200
Southport - South	Contributing family workers	109
Southport - South	Employee	4560
Southport - South	Owner managers of incorporated enterprises	553
Southport - South	Owner managers of unincorporated enterprises	512
Southport - South	Status in employment not stated	54
Benowa	Contributing family workers	52
Benowa	Employee	3399
Benowa	Owner managers of incorporated enterprises	381
Benowa	Owner managers of unincorporated enterprises	302
Benowa	Status in employment not stated	37
Bundall	Contributing family workers	101
Bundall	Employee	5613
Bundall	Owner managers of incorporated enterprises	632
Bundall	Owner managers of unincorporated enterprises	417
Bundall	Status in employment not stated	63
Main Beach	Contributing family workers	45
Main Beach	Employee	2387
Main Beach	Owner managers of incorporated enterprises	248
Main Beach	Owner managers of unincorporated enterprises	205
Main Beach	Status in employment not stated	27
Surfers Paradise	Contributing family workers	195
Surfers Paradise	Employee	9736
Surfers Paradise	Owner managers of incorporated enterprises	1078
Surfers Paradise	Owner managers of unincorporated enterprises	851
Surfers Paradise	Status in employment not stated	105
Darra - Sumner	Contributing family workers	76
Darra - Sumner	Employee	7750
Darra - Sumner	Owner managers of incorporated enterprises	583
Darra - Sumner	Owner managers of unincorporated enterprises	260
Darra - Sumner	Status in employment not stated	72
Durack	Contributing family workers	8
Durack	Employee	806
Durack	Owner managers of incorporated enterprises	55
Durack	Owner managers of unincorporated enterprises	98
Durack	Status in employment not stated	11
Forest Lake - Doolandella	Contributing family workers	52
Forest Lake - Doolandella	Employee	2791
Forest Lake - Doolandella	Owner managers of incorporated enterprises	283
Forest Lake - Doolandella	Owner managers of unincorporated enterprises	496
Forest Lake - Doolandella	Status in employment not stated	41
Inala - Richlands	Contributing family workers	77
Inala - Richlands	Employee	5773
Inala - Richlands	Owner managers of incorporated enterprises	282
Inala - Richlands	Owner managers of unincorporated enterprises	321
Inala - Richlands	Status in employment not stated	60
Oxley (Qld)	Contributing family workers	24
Oxley (Qld)	Employee	2785
Oxley (Qld)	Owner managers of incorporated enterprises	165
Oxley (Qld)	Owner managers of unincorporated enterprises	217
Oxley (Qld)	Status in employment not stated	17
Wacol	Contributing family workers	25
Wacol	Employee	9717
Wacol	Owner managers of incorporated enterprises	214
Wacol	Owner managers of unincorporated enterprises	132
Wacol	Status in employment not stated	84
Boonah	Contributing family workers	225
Boonah	Employee	2411
Boonah	Owner managers of incorporated enterprises	295
Boonah	Owner managers of unincorporated enterprises	485
Boonah	Status in employment not stated	56
Esk	Contributing family workers	103
Esk	Employee	909
Esk	Owner managers of incorporated enterprises	94
Esk	Owner managers of unincorporated enterprises	167
Esk	Status in employment not stated	25
Lockyer Valley - East	Contributing family workers	175
Lockyer Valley - East	Employee	3044
Lockyer Valley - East	Owner managers of incorporated enterprises	252
Lockyer Valley - East	Owner managers of unincorporated enterprises	466
Lockyer Valley - East	Status in employment not stated	57
Lowood	Contributing family workers	137
Lowood	Employee	1982
Lowood	Owner managers of incorporated enterprises	231
Lowood	Owner managers of unincorporated enterprises	363
