SA2_NAME16	LabourForceStatus	workers
Norman Park	Employed (part-time)	366
Albion		87
Albion	Employed (away from work)	150
Albion	Employed (full-time)	3675
Albion	Employed (part-time)	1442
Alderley		18
Alderley	Employed (away from work)	29
Alderley	Employed (full-time)	607
Alderley	Employed (part-time)	364
Ascot		27
Ascot	Employed (away from work)	40
Ascot	Employed (full-time)	895
Ascot	Employed (part-time)	687
Clayfield		33
Clayfield	Employed (away from work)	50
Clayfield	Employed (full-time)	1188
Clayfield	Employed (part-time)	1015
Grange		22
Grange	Employed (away from work)	29
Grange	Employed (full-time)	462
Grange	Employed (part-time)	419
Hamilton (Qld)		41
Hamilton (Qld)	Employed (away from work)	55
Hamilton (Qld)	Employed (full-time)	1459
Hamilton (Qld)	Employed (part-time)	860
Hendra		43
Hendra	Employed (away from work)	58
Hendra	Employed (full-time)	1710
Hendra	Employed (part-time)	677
Kelvin Grove - Herston		218
Kelvin Grove - Herston	Employed (away from work)	858
Kelvin Grove - Herston	Employed (full-time)	10566
Kelvin Grove - Herston	Employed (part-time)	5090
Newmarket		23
Newmarket	Employed (away from work)	44
Newmarket	Employed (full-time)	695
Newmarket	Employed (part-time)	846
Newstead - Bowen Hills		329
Newstead - Bowen Hills	Employed (away from work)	691
Newstead - Bowen Hills	Employed (full-time)	15657
Newstead - Bowen Hills	Employed (part-time)	3675
Wilston		11
Wilston	Employed (away from work)	33
Wilston	Employed (full-time)	590
Wilston	Employed (part-time)	414
Windsor		48
Windsor	Employed (away from work)	85
Windsor	Employed (full-time)	2091
Windsor	Employed (part-time)	1123
Wooloowin - Lutwyche		45
Wooloowin - Lutwyche	Employed (away from work)	138
Wooloowin - Lutwyche	Employed (full-time)	2271
Wooloowin - Lutwyche	Employed (part-time)	1022
Ashgrove		48
Ashgrove	Employed (away from work)	88
Ashgrove	Employed (full-time)	1825
Ashgrove	Employed (part-time)	1550
Auchenflower		51
Auchenflower	Employed (away from work)	171
Auchenflower	Employed (full-time)	2099
Auchenflower	Employed (part-time)	1496
Bardon		19
Bardon	Employed (away from work)	41
Bardon	Employed (full-time)	740
Bardon	Employed (part-time)	777
Paddington - Milton		267
Paddington - Milton	Employed (away from work)	503
Paddington - Milton	Employed (full-time)	11376
Paddington - Milton	Employed (part-time)	4269
Red Hill (Qld)		28
Red Hill (Qld)	Employed (away from work)	41
Red Hill (Qld)	Employed (full-time)	1007
Red Hill (Qld)	Employed (part-time)	689
Toowong		114
Toowong	Employed (away from work)	248
Toowong	Employed (full-time)	5764
Toowong	Employed (part-time)	2707
Brinsmead		10
Brinsmead	Employed (away from work)	22
Brinsmead	Employed (full-time)	304
Brinsmead	Employed (part-time)	213
Clifton Beach - Kewarra Beach		39
Clifton Beach - Kewarra Beach	Employed (away from work)	69
Clifton Beach - Kewarra Beach	Employed (full-time)	1068
Clifton Beach - Kewarra Beach	Employed (part-time)	818
Freshwater - Stratford		59
Freshwater - Stratford	Employed (away from work)	155
Freshwater - Stratford	Employed (full-time)	2407
Freshwater - Stratford	Employed (part-time)	944
Redlynch		55
Redlynch	Employed (away from work)	90
Redlynch	Employed (full-time)	1358
Redlynch	Employed (part-time)	1131
Trinity Beach - Smithfield		64
Trinity Beach - Smithfield	Employed (away from work)	122
Trinity Beach - Smithfield	Employed (full-time)	2380
Trinity Beach - Smithfield	Employed (part-time)	1841
Yorkeys Knob - Machans Beach		9
Yorkeys Knob - Machans Beach	Employed (away from work)	24
Yorkeys Knob - Machans Beach	Employed (full-time)	335
Yorkeys Knob - Machans Beach	Employed (part-time)	285
Bentley Park		25
Bentley Park	Employed (away from work)	47
Bentley Park	Employed (full-time)	736
Bentley Park	Employed (part-time)	541
Cairns City		395
Cairns City	Employed (away from work)	843
Cairns City	Employed (full-time)	13798
Cairns City	Employed (part-time)	6952
Earlville - Bayview Heights		40
Earlville - Bayview Heights	Employed (away from work)	67
Earlville - Bayview Heights	Employed (full-time)	1087
Earlville - Bayview Heights	Employed (part-time)	919
Edmonton		43
Edmonton	Employed (away from work)	50
Edmonton	Employed (full-time)	975
Edmonton	Employed (part-time)	572
Gordonvale - Trinity		40
Gordonvale - Trinity	Employed (away from work)	62
Gordonvale - Trinity	Employed (full-time)	1391
Gordonvale - Trinity	Employed (part-time)	790
Kanimbla - Mooroobool		23
Kanimbla - Mooroobool	Employed (away from work)	26
Kanimbla - Mooroobool	Employed (full-time)	423
Kanimbla - Mooroobool	Employed (part-time)	328
Manoora		24
Manoora	Employed (away from work)	26
Manoora	Employed (full-time)	564
Manoora	Employed (part-time)	437
Manunda		72
Manunda	Employed (away from work)	121
Manunda	Employed (full-time)	2474
Manunda	Employed (part-time)	1207
Mount Sheridan		12
Mount Sheridan	Employed (away from work)	29
Mount Sheridan	Employed (full-time)	422
Mount Sheridan	Employed (part-time)	514
Westcourt - Bungalow		233
Westcourt - Bungalow	Employed (away from work)	370
Westcourt - Bungalow	Employed (full-time)	9330
Westcourt - Bungalow	Employed (part-time)	2647
White Rock		9
White Rock	Employed (away from work)	11
White Rock	Employed (full-time)	297
White Rock	Employed (part-time)	275
Whitfield - Edge Hill		17
Whitfield - Edge Hill	Employed (away from work)	34
Whitfield - Edge Hill	Employed (full-time)	741
Whitfield - Edge Hill	Employed (part-time)	642
Woree		26
Woree	Employed (away from work)	48
Woree	Employed (full-time)	1258
Woree	Employed (part-time)	706
Babinda		40
Babinda	Employed (away from work)	40
Babinda	Employed (full-time)	713
Babinda	Employed (part-time)	396
Innisfail		112
Innisfail	Employed (away from work)	163
Innisfail	Employed (full-time)	2411
Innisfail	Employed (part-time)	1571
Johnstone		52
Johnstone	Employed (away from work)	62
Johnstone	Employed (full-time)	1547
Johnstone	Employed (part-time)	750
Tully		122
Tully	Employed (away from work)	150
Tully	Employed (full-time)	2841
Tully	Employed (part-time)	1495
Yarrabah		26
Yarrabah	Employed (away from work)	15
Yarrabah	Employed (full-time)	288
Yarrabah	Employed (part-time)	114
Daintree		57
Daintree	Employed (away from work)	88
Daintree	Employed (full-time)	1337
Daintree	Employed (part-time)	805
Port Douglas		78
Port Douglas	Employed (away from work)	76
Port Douglas	Employed (full-time)	2075
Port Douglas	Employed (part-time)	1065
Atherton		112
Atherton	Employed (away from work)	215
Atherton	Employed (full-time)	2809
Atherton	Employed (part-time)	1898
Herberton		30
Herberton	Employed (away from work)	63
Herberton	Employed (full-time)	715
Herberton	Employed (part-time)	572
Kuranda		22
Kuranda	Employed (away from work)	35
Kuranda	Employed (full-time)	500
Kuranda	Employed (part-time)	510
Malanda - Yungaburra		58
Malanda - Yungaburra	Employed (away from work)	69
Malanda - Yungaburra	Employed (full-time)	1176
Malanda - Yungaburra	Employed (part-time)	856
Mareeba		107
Mareeba	Employed (away from work)	164
Mareeba	Employed (full-time)	2860
Mareeba	Employed (part-time)	1533
Balonne		48
Balonne	Employed (away from work)	70
Balonne	Employed (full-time)	1385
Balonne	Employed (part-time)	603
Chinchilla		81
Chinchilla	Employed (away from work)	189
Chinchilla	Employed (full-time)	2516
Chinchilla	Employed (part-time)	1069
Goondiwindi		71
Goondiwindi	Employed (away from work)	113
Goondiwindi	Employed (full-time)	1942
Goondiwindi	Employed (part-time)	916
Inglewood - Waggamba		28
Inglewood - Waggamba	Employed (away from work)	62
Inglewood - Waggamba	Employed (full-time)	1200
Inglewood - Waggamba	Employed (part-time)	431
Miles - Wandoan		66
Miles - Wandoan	Employed (away from work)	163
Miles - Wandoan	Employed (full-time)	2604
Miles - Wandoan	Employed (part-time)	585
Roma		78
Roma	Employed (away from work)	213
Roma	Employed (full-time)	2941
Roma	Employed (part-time)	991
Roma Region		68
Roma Region	Employed (away from work)	148
Roma Region	Employed (full-time)	2068
Roma Region	Employed (part-time)	530
Tara		40
Tara	Employed (away from work)	41
Tara	Employed (full-time)	865
Tara	Employed (part-time)	332
Crows Nest - Rosalie		62
Crows Nest - Rosalie	Employed (away from work)	79
Crows Nest - Rosalie	Employed (full-time)	1686
Crows Nest - Rosalie	Employed (part-time)	767
Jondaryan		121
Jondaryan	Employed (away from work)	158
Jondaryan	Employed (full-time)	3478
Jondaryan	Employed (part-time)	1028
Millmerran		38
Millmerran	Employed (away from work)	51
Millmerran	Employed (full-time)	1031
Millmerran	Employed (part-time)	418
Pittsworth		47
Pittsworth	Employed (away from work)	68
Pittsworth	Employed (full-time)	1316
Pittsworth	Employed (part-time)	692
Wambo		163
Wambo	Employed (away from work)	280
Wambo	Employed (full-time)	5034
Wambo	Employed (part-time)	2218
Clifton - Greenmount		48
Clifton - Greenmount	Employed (away from work)	46
Clifton - Greenmount	Employed (full-time)	864
Clifton - Greenmount	Employed (part-time)	453
Southern Downs - East		38
Southern Downs - East	Employed (away from work)	33
Southern Downs - East	Employed (full-time)	670
Southern Downs - East	Employed (part-time)	333
Southern Downs - West		31
Southern Downs - West	Employed (away from work)	35
Southern Downs - West	Employed (full-time)	736
Southern Downs - West	Employed (part-time)	366
Stanthorpe		49
Stanthorpe	Employed (away from work)	125
Stanthorpe	Employed (full-time)	1244
Stanthorpe	Employed (part-time)	1066
Stanthorpe Region		40
Stanthorpe Region	Employed (away from work)	42
Stanthorpe Region	Employed (full-time)	984
Stanthorpe Region	Employed (part-time)	561
Warwick		155
Warwick	Employed (away from work)	263
Warwick	Employed (full-time)	4082
Warwick	Employed (part-time)	2461
Central Highlands - East		136
Central Highlands - East	Employed (away from work)	315
Central Highlands - East	Employed (full-time)	4285
Central Highlands - East	Employed (part-time)	841
Central Highlands - West		123
Central Highlands - West	Employed (away from work)	243
Central Highlands - West	Employed (full-time)	4044
Central Highlands - West	Employed (part-time)	896
Emerald		100
Emerald	Employed (away from work)	230
Emerald	Employed (full-time)	3335
Emerald	Employed (part-time)	1816
Berserker		49
Berserker	Employed (away from work)	113
Berserker	Employed (full-time)	1925
Berserker	Employed (part-time)	1273
Bouldercombe		11
Bouldercombe	Employed (away from work)	13
Bouldercombe	Employed (full-time)	300
Bouldercombe	Employed (part-time)	111
Emu Park		25
Emu Park	Employed (away from work)	33
Emu Park	Employed (full-time)	350
Emu Park	Employed (part-time)	372
Frenchville - Mount Archer		21
Frenchville - Mount Archer	Employed (away from work)	52
Frenchville - Mount Archer	Employed (full-time)	511
Frenchville - Mount Archer	Employed (part-time)	465
Glenlee - Rockyview		11
Glenlee - Rockyview	Employed (away from work)	37
Glenlee - Rockyview	Employed (full-time)	585
Glenlee - Rockyview	Employed (part-time)	211
Gracemere		34
Gracemere	Employed (away from work)	72
Gracemere	Employed (full-time)	1231
Gracemere	Employed (part-time)	701
Lakes Creek		38
Lakes Creek	Employed (away from work)	24
Lakes Creek	Employed (full-time)	816
Lakes Creek	Employed (part-time)	316
Mount Morgan		10
Mount Morgan	Employed (away from work)	27
Mount Morgan	Employed (full-time)	210
Mount Morgan	Employed (part-time)	191
Norman Gardens		36
Norman Gardens	Employed (away from work)	81
Norman Gardens	Employed (full-time)	1128
Norman Gardens	Employed (part-time)	799
Park Avenue		38
Park Avenue	Employed (away from work)	146
Park Avenue	Employed (full-time)	1974
Park Avenue	Employed (part-time)	1066
Parkhurst - Kawana		71
Parkhurst - Kawana	Employed (away from work)	188
Parkhurst - Kawana	Employed (full-time)	3901
Parkhurst - Kawana	Employed (part-time)	1563
Rockhampton - West		22
Rockhampton - West	Employed (away from work)	54
Rockhampton - West	Employed (full-time)	671
Rockhampton - West	Employed (part-time)	433
Rockhampton City		143
Rockhampton City	Employed (away from work)	398
Rockhampton City	Employed (full-time)	6864
Rockhampton City	Employed (part-time)	2827
Rockhampton Region - East		18
Rockhampton Region - East	Employed (away from work)	25
Rockhampton Region - East	Employed (full-time)	621
Rockhampton Region - East	Employed (part-time)	178
Rockhampton Region - North		27
Rockhampton Region - North	Employed (away from work)	24
Rockhampton Region - North	Employed (full-time)	686
Rockhampton Region - North	Employed (part-time)	338
Rockhampton Region - West		29
Rockhampton Region - West	Employed (away from work)	24
Rockhampton Region - West	Employed (full-time)	721
Rockhampton Region - West	Employed (part-time)	170
Shoalwater Bay	Employed (full-time)	10
The Range - Allenstown		69
The Range - Allenstown	Employed (away from work)	239
The Range - Allenstown	Employed (full-time)	2732
The Range - Allenstown	Employed (part-time)	1673
Yeppoon		102
Yeppoon	Employed (away from work)	184
Yeppoon	Employed (full-time)	2814
Yeppoon	Employed (part-time)	2224
Banana		133
Banana	Employed (away from work)	224
Banana	Employed (full-time)	3964
Banana	Employed (part-time)	909
Biloela		60
Biloela	Employed (away from work)	123
Biloela	Employed (full-time)	1824
Biloela	Employed (part-time)	902
Agnes Water - Miriam Vale		36
Agnes Water - Miriam Vale	Employed (away from work)	55
Agnes Water - Miriam Vale	Employed (full-time)	706
Agnes Water - Miriam Vale	Employed (part-time)	689
Boyne Island - Tannum Sands		47
Boyne Island - Tannum Sands	Employed (away from work)	112
Boyne Island - Tannum Sands	Employed (full-time)	1761
Boyne Island - Tannum Sands	Employed (part-time)	906
Callemondah		48
Callemondah	Employed (away from work)	140
Callemondah	Employed (full-time)	2796
Callemondah	Employed (part-time)	350
Clinton - New Auckland		50
Clinton - New Auckland	Employed (away from work)	144
Clinton - New Auckland	Employed (full-time)	2030
Clinton - New Auckland	Employed (part-time)	853
Gladstone		110
Gladstone	Employed (away from work)	233
Gladstone	Employed (full-time)	4185
Gladstone	Employed (part-time)	1868
Gladstone Hinterland		80
Gladstone Hinterland	Employed (away from work)	171
Gladstone Hinterland	Employed (full-time)	3380
Gladstone Hinterland	Employed (part-time)	759
Kin Kora - Sun Valley		17
Kin Kora - Sun Valley	Employed (away from work)	27
Kin Kora - Sun Valley	Employed (full-time)	305
Kin Kora - Sun Valley	Employed (part-time)	418
South Trees		3
South Trees	Employed (away from work)	7
South Trees	Employed (full-time)	376
South Trees	Employed (part-time)	34
Telina - Toolooa		16
Telina - Toolooa	Employed (away from work)	30
Telina - Toolooa	Employed (full-time)	579
Telina - Toolooa	Employed (part-time)	280
West Gladstone		43
West Gladstone	Employed (away from work)	147
West Gladstone	Employed (full-time)	1484
West Gladstone	Employed (part-time)	1316
Broadbeach Waters		75
Broadbeach Waters	Employed (away from work)	112
Broadbeach Waters	Employed (full-time)	1897
Broadbeach Waters	Employed (part-time)	2469
Burleigh Heads		207
Burleigh Heads	Employed (away from work)	234
Burleigh Heads	Employed (full-time)	7056
Burleigh Heads	Employed (part-time)	3246
Burleigh Waters		66
Burleigh Waters	Employed (away from work)	131
Burleigh Waters	Employed (full-time)	2003
Burleigh Waters	Employed (part-time)	1863
Mermaid Beach - Broadbeach		192
Mermaid Beach - Broadbeach	Employed (away from work)	229
Mermaid Beach - Broadbeach	Employed (full-time)	5215
Mermaid Beach - Broadbeach	Employed (part-time)	3703
Mermaid Waters		44
Mermaid Waters	Employed (away from work)	58
Mermaid Waters	Employed (full-time)	1081
Mermaid Waters	Employed (part-time)	1081
Miami		44
Miami	Employed (away from work)	70
Miami	Employed (full-time)	1247
Miami	Employed (part-time)	926
Coolangatta		76
Coolangatta	Employed (away from work)	112
Coolangatta	Employed (full-time)	1649
Coolangatta	Employed (part-time)	1661
Currumbin - Tugun		96
Currumbin - Tugun	Employed (away from work)	201
Currumbin - Tugun	Employed (full-time)	3137
Currumbin - Tugun	Employed (part-time)	2624
Currumbin Waters		38
Currumbin Waters	Employed (away from work)	76
Currumbin Waters	Employed (full-time)	1934
Currumbin Waters	Employed (part-time)	923
Elanora		50
Elanora	Employed (away from work)	82
Elanora	Employed (full-time)	976
Elanora	Employed (part-time)	1284
Palm Beach		58
Palm Beach	Employed (away from work)	93
Palm Beach	Employed (full-time)	1617
Palm Beach	Employed (part-time)	1345
Arundel		87
Arundel	Employed (away from work)	100
Arundel	Employed (full-time)	3243
Arundel	Employed (part-time)	1389
Biggera Waters		78
Biggera Waters	Employed (away from work)	91
Biggera Waters	Employed (full-time)	1987
Biggera Waters	Employed (part-time)	1754
Coombabah		20
Coombabah	Employed (away from work)	41
Coombabah	Employed (full-time)	645
Coombabah	Employed (part-time)	446
Labrador		81
Labrador	Employed (away from work)	104
Labrador	Employed (full-time)	2016
Labrador	Employed (part-time)	1481
Paradise Point - Hollywell		34
Paradise Point - Hollywell	Employed (away from work)	32
Paradise Point - Hollywell	Employed (full-time)	909
Paradise Point - Hollywell	Employed (part-time)	682
Runaway Bay		56
Runaway Bay	Employed (away from work)	77
Runaway Bay	Employed (full-time)	1392
Runaway Bay	Employed (part-time)	1720
Guanaba - Springbrook		22
Guanaba - Springbrook	Employed (away from work)	30
Guanaba - Springbrook	Employed (full-time)	381
Guanaba - Springbrook	Employed (part-time)	329
Tamborine - Canungra		71
Tamborine - Canungra	Employed (away from work)	124
Tamborine - Canungra	Employed (full-time)	1920
Tamborine - Canungra	Employed (part-time)	1623
Currumbin Valley - Tallebudgera		31
Currumbin Valley - Tallebudgera	Employed (away from work)	54
Currumbin Valley - Tallebudgera	Employed (full-time)	653
Currumbin Valley - Tallebudgera	Employed (part-time)	727
Mudgeeraba - Bonogin		58
Mudgeeraba - Bonogin	Employed (away from work)	114
Mudgeeraba - Bonogin	Employed (full-time)	1893
Mudgeeraba - Bonogin	Employed (part-time)	1719
Reedy Creek - Andrews		16
Reedy Creek - Andrews	Employed (away from work)	33
Reedy Creek - Andrews	Employed (full-time)	739
Reedy Creek - Andrews	Employed (part-time)	520
Carrara		75
Carrara	Employed (away from work)	112
Carrara	Employed (full-time)	2441
Carrara	Employed (part-time)	1372
Highland Park		30
Highland Park	Employed (away from work)	47
Highland Park	Employed (full-time)	595
Highland Park	Employed (part-time)	710
Nerang - Mount Nathan		173
Nerang - Mount Nathan	Employed (away from work)	270
Nerang - Mount Nathan	Employed (full-time)	6156
Nerang - Mount Nathan	Employed (part-time)	2928
Pacific Pines - Gaven		43
Pacific Pines - Gaven	Employed (away from work)	77
Pacific Pines - Gaven	Employed (full-time)	1343
Pacific Pines - Gaven	Employed (part-time)	1002
Worongary - Tallai		26
Worongary - Tallai	Employed (away from work)	28
Worongary - Tallai	Employed (full-time)	623
Worongary - Tallai	Employed (part-time)	563
Coomera		75
Coomera	Employed (away from work)	150
Coomera	Employed (full-time)	2875
Coomera	Employed (part-time)	1413
Helensvale		136
Helensvale	Employed (away from work)	213
Helensvale	Employed (full-time)	4233
Helensvale	Employed (part-time)	3057
Hope Island		66
Hope Island	Employed (away from work)	89
Hope Island	Employed (full-time)	2063
Hope Island	Employed (part-time)	1538
Jacobs Well - Alberton		25
Jacobs Well - Alberton	Employed (away from work)	21
Jacobs Well - Alberton	Employed (full-time)	806
Jacobs Well - Alberton	Employed (part-time)	350
Ormeau - Yatala		327
Ormeau - Yatala	Employed (away from work)	454
Ormeau - Yatala	Employed (full-time)	14155
Ormeau - Yatala	Employed (part-time)	3504
Oxenford - Maudsland		92
Oxenford - Maudsland	Employed (away from work)	124
Oxenford - Maudsland	Employed (full-time)	2522
Oxenford - Maudsland	Employed (part-time)	1905
Pimpama		29
Pimpama	Employed (away from work)	46
Pimpama	Employed (full-time)	913
Pimpama	Employed (part-time)	639
Upper Coomera - Willow Vale		109
Upper Coomera - Willow Vale	Employed (away from work)	137
Upper Coomera - Willow Vale	Employed (full-time)	2931
Upper Coomera - Willow Vale	Employed (part-time)	2214
Clear Island Waters		12
Clear Island Waters	Employed (away from work)	17
Clear Island Waters	Employed (full-time)	323
Clear Island Waters	Employed (part-time)	260
Merrimac		33
Merrimac	Employed (away from work)	31
Merrimac	Employed (full-time)	760
Merrimac	Employed (part-time)	686
Robina		271
Robina	Employed (away from work)	500
Robina	Employed (full-time)	8497
Robina	Employed (part-time)	6030
Varsity Lakes		93
Varsity Lakes	Employed (away from work)	156
Varsity Lakes	Employed (full-time)	4063
Varsity Lakes	Employed (part-time)	1956
Ashmore		76
Ashmore	Employed (away from work)	102
Ashmore	Employed (full-time)	3161
Ashmore	Employed (part-time)	1855
Molendinar		108
Molendinar	Employed (away from work)	140
Molendinar	Employed (full-time)	4921
Molendinar	Employed (part-time)	1476
Parkwood		30
Parkwood	Employed (away from work)	28
Parkwood	Employed (full-time)	692
Parkwood	Employed (part-time)	551
Southport - North		412
Southport - North	Employed (away from work)	842
Southport - North	Employed (full-time)	15232
Southport - North	Employed (part-time)	7669
Southport - South		95
Southport - South	Employed (away from work)	168
Southport - South	Employed (full-time)	3399
Southport - South	Employed (part-time)	2122
Benowa		63
Benowa	Employed (away from work)	148
Benowa	Employed (full-time)	2043
Benowa	Employed (part-time)	1920
Bundall		111
Bundall	Employed (away from work)	178
Bundall	Employed (full-time)	4718
Bundall	Employed (part-time)	1818
Main Beach		73
Main Beach	Employed (away from work)	85
Main Beach	Employed (full-time)	1462
Main Beach	Employed (part-time)	1296
Surfers Paradise		220
Surfers Paradise	Employed (away from work)	300
Surfers Paradise	Employed (full-time)	6535
Surfers Paradise	Employed (part-time)	4910
Darra - Sumner		145
Darra - Sumner	Employed (away from work)	187
Darra - Sumner	Employed (full-time)	6686
Darra - Sumner	Employed (part-time)	1724
Durack		21
Durack	Employed (away from work)	31
Durack	Employed (full-time)	522
Durack	Employed (part-time)	401
Forest Lake - Doolandella		67
Forest Lake - Doolandella	Employed (away from work)	105
Forest Lake - Doolandella	Employed (full-time)	1816
Forest Lake - Doolandella	Employed (part-time)	1680
Inala - Richlands		128
Inala - Richlands	Employed (away from work)	183
Inala - Richlands	Employed (full-time)	4507
Inala - Richlands	Employed (part-time)	1701
Oxley (Qld)		48
Oxley (Qld)	Employed (away from work)	94
Oxley (Qld)	Employed (full-time)	2035
Oxley (Qld)	Employed (part-time)	1026
Wacol		186
Wacol	Employed (away from work)	342
Wacol	Employed (full-time)	8325
Wacol	Employed (part-time)	1318
Boonah		87
Boonah	Employed (away from work)	103
Boonah	Employed (full-time)	1947
Boonah	Employed (part-time)	1338
Esk		39
Esk	Employed (away from work)	52
Esk	Employed (full-time)	761
Esk	Employed (part-time)	459
Lockyer Valley - East		109
Lockyer Valley - East	Employed (away from work)	151
Lockyer Valley - East	Employed (full-time)	2130
Lockyer Valley - East	Employed (part-time)	1607
Lowood		85
Lowood	Employed (away from work)	75
Lowood	Employed (full-time)	1519
Lowood	Employed (part-time)	1075
Rosewood		135
Rosewood	Employed (away from work)	238
Rosewood	Employed (full-time)	5299
Rosewood	Employed (part-time)	1293
Brassall		31
Brassall	Employed (away from work)	54
Brassall	Employed (full-time)	704
Brassall	Employed (part-time)	681
Bundamba		58
Bundamba	Employed (away from work)	97
Bundamba	Employed (full-time)	2198
Bundamba	Employed (part-time)	894
Churchill - Yamanto		49
Churchill - Yamanto	Employed (away from work)	86
Churchill - Yamanto	Employed (full-time)	1498
Churchill - Yamanto	Employed (part-time)	900
Ipswich - Central		175
Ipswich - Central	Employed (away from work)	532
Ipswich - Central	Employed (full-time)	7279
Ipswich - Central	Employed (part-time)	3958
Ipswich - East		71
Ipswich - East	Employed (away from work)	137
Ipswich - East	Employed (full-time)	1764
Ipswich - East	Employed (part-time)	1872
Ipswich - North		9
Ipswich - North	Employed (away from work)	17
Ipswich - North	Employed (full-time)	362
Ipswich - North	Employed (part-time)	229
Karalee - Barellan Point		7
Karalee - Barellan Point	Employed (away from work)	27
Karalee - Barellan Point	Employed (full-time)	354
Karalee - Barellan Point	Employed (part-time)	318
Karana Downs		6
Karana Downs	Employed (away from work)	18
Karana Downs	Employed (full-time)	403
Karana Downs	Employed (part-time)	310
Leichhardt - One Mile		34
Leichhardt - One Mile	Employed (away from work)	51
Leichhardt - One Mile	Employed (full-time)	1316
Leichhardt - One Mile	Employed (part-time)	403
North Ipswich - Tivoli		59
North Ipswich - Tivoli	Employed (away from work)	86
North Ipswich - Tivoli	Employed (full-time)	1313
North Ipswich - Tivoli	Employed (part-time)	1393
Raceview		30
Raceview	Employed (away from work)	76
Raceview	Employed (full-time)	1246
Raceview	Employed (part-time)	808
Ripley		16
Ripley	Employed (away from work)	16
Ripley	Employed (full-time)	531
Ripley	Employed (part-time)	142
Riverview		49
Riverview	Employed (away from work)	81
Riverview	Employed (full-time)	1587
Riverview	Employed (part-time)	794
Bellbird Park - Brookwater		35
Bellbird Park - Brookwater	Employed (away from work)	65
Bellbird Park - Brookwater	Employed (full-time)	1132
Bellbird Park - Brookwater	Employed (part-time)	772
Camira - Gailes		16
Camira - Gailes	Employed (away from work)	17
Camira - Gailes	Employed (full-time)	417
Camira - Gailes	Employed (part-time)	308
Carole Park		93
Carole Park	Employed (away from work)	105
Carole Park	Employed (full-time)	4314
Carole Park	Employed (part-time)	559
Collingwood Park - Redbank		69
Collingwood Park - Redbank	Employed (away from work)	82
Collingwood Park - Redbank	Employed (full-time)	1718
Collingwood Park - Redbank	Employed (part-time)	947
Goodna		56
Goodna	Employed (away from work)	69
Goodna	Employed (full-time)	1205
Goodna	Employed (part-time)	934
New Chum	Employed (away from work)	7
New Chum	Employed (full-time)	106
New Chum	Employed (part-time)	23
Redbank Plains		49
Redbank Plains	Employed (away from work)	55
Redbank Plains	Employed (full-time)	1005
Redbank Plains	Employed (part-time)	673
Springfield		32
Springfield	Employed (away from work)	58
Springfield	Employed (full-time)	911
Springfield	Employed (part-time)	771
Springfield Lakes		67
Springfield Lakes	Employed (away from work)	119
Springfield Lakes	Employed (full-time)	2192
Springfield Lakes	Employed (part-time)	1985
Beaudesert		118
Beaudesert	Employed (away from work)	148
Beaudesert	Employed (full-time)	3009
Beaudesert	Employed (part-time)	1876
Beenleigh		125
Beenleigh	Employed (away from work)	205
Beenleigh	Employed (full-time)	4133
Beenleigh	Employed (part-time)	2005
Eagleby		41
Eagleby	Employed (away from work)	50
Eagleby	Employed (full-time)	659
Eagleby	Employed (part-time)	482
Edens Landing - Holmview		39
Edens Landing - Holmview	Employed (away from work)	37
Edens Landing - Holmview	Employed (full-time)	511
Edens Landing - Holmview	Employed (part-time)	396
Mount Warren Park		8
Mount Warren Park	Employed (away from work)	27
Mount Warren Park	Employed (full-time)	420
Mount Warren Park	Employed (part-time)	486
Wolffdene - Bahrs Scrub		8
Wolffdene - Bahrs Scrub	Employed (away from work)	17
Wolffdene - Bahrs Scrub	Employed (full-time)	381
Wolffdene - Bahrs Scrub	Employed (part-time)	268
Boronia Heights - Park Ridge		57
Boronia Heights - Park Ridge	Employed (away from work)	66
Boronia Heights - Park Ridge	Employed (full-time)	1185
Boronia Heights - Park Ridge	Employed (part-time)	1063
Browns Plains		119
Browns Plains	Employed (away from work)	179
Browns Plains	Employed (full-time)	2778
Browns Plains	Employed (part-time)	2494
Chambers Flat - Logan Reserve		17
Chambers Flat - Logan Reserve	Employed (away from work)	20
Chambers Flat - Logan Reserve	Employed (full-time)	344
Chambers Flat - Logan Reserve	Employed (part-time)	186
Crestmead		111
Crestmead	Employed (away from work)	127
Crestmead	Employed (full-time)	3671
Crestmead	Employed (part-time)	837
Greenbank Military Camp	Employed (full-time)	5
Greenbank Military Camp	Employed (part-time)	3
Hillcrest		38
Hillcrest	Employed (away from work)	68
Hillcrest	Employed (full-time)	1404
Hillcrest	Employed (part-time)	691
Marsden		42
Marsden	Employed (away from work)	41
Marsden	Employed (full-time)	814
Marsden	Employed (part-time)	716
Munruben - Park Ridge South		12
Munruben - Park Ridge South	Employed (away from work)	15
Munruben - Park Ridge South	Employed (full-time)	245
Munruben - Park Ridge South	Employed (part-time)	137
Regents Park - Heritage Park		27
Regents Park - Heritage Park	Employed (away from work)	50
Regents Park - Heritage Park	Employed (full-time)	580
Regents Park - Heritage Park	Employed (part-time)	507
Greenbank		28
Greenbank	Employed (away from work)	52
Greenbank	Employed (full-time)	910
Greenbank	Employed (part-time)	674
Jimboomba		75
Jimboomba	Employed (away from work)	118
Jimboomba	Employed (full-time)	2008
Jimboomba	Employed (part-time)	1503
Logan Village		46
Logan Village	Employed (away from work)	51
Logan Village	Employed (full-time)	842
Logan Village	Employed (part-time)	528
Bethania - Waterford		42
