SA2_NAME16	LabourForceStatus	workers
Armidale Region - North	Employed (away from work)	50
Armidale Region - North	Employed (full-time)	1217
Armidale Region - North	Employed (part-time)	565
Armidale Region - South		31
Armidale Region - South	Employed (away from work)	44
Armidale Region - South	Employed (full-time)	785
Armidale Region - South	Employed (part-time)	469
Walcha		27
Walcha	Employed (away from work)	44
Walcha	Employed (full-time)	913
Walcha	Employed (part-time)	431
Glen Innes		83
Glen Innes	Employed (away from work)	124
Glen Innes	Employed (full-time)	1747
Glen Innes	Employed (part-time)	1108
Inverell		149
Inverell	Employed (away from work)	205
Inverell	Employed (full-time)	3074
Inverell	Employed (part-time)	1926
Inverell Region - East		33
Inverell Region - East	Employed (away from work)	40
Inverell Region - East	Employed (full-time)	638
Inverell Region - East	Employed (part-time)	327
Inverell Region - West		47
Inverell Region - West	Employed (away from work)	63
Inverell Region - West	Employed (full-time)	1117
Inverell Region - West	Employed (part-time)	522
Tenterfield		63
Tenterfield	Employed (away from work)	88
Tenterfield	Employed (full-time)	1225
Tenterfield	Employed (part-time)	761
Moree		102
Moree	Employed (away from work)	157
Moree	Employed (full-time)	2465
Moree	Employed (part-time)	994
Moree Region		60
Moree Region	Employed (away from work)	77
Moree Region	Employed (full-time)	1614
Moree Region	Employed (part-time)	456
Narrabri		67
Narrabri	Employed (away from work)	125
Narrabri	Employed (full-time)	1905
Narrabri	Employed (part-time)	1002
Narrabri Region		57
Narrabri Region	Employed (away from work)	98
Narrabri Region	Employed (full-time)	1377
Narrabri Region	Employed (part-time)	467
Gunnedah		72
Gunnedah	Employed (away from work)	141
Gunnedah	Employed (full-time)	2342
Gunnedah	Employed (part-time)	1290
Gunnedah Region		54
Gunnedah Region	Employed (away from work)	69
Gunnedah Region	Employed (full-time)	1688
Gunnedah Region	Employed (part-time)	419
Quirindi		69
Quirindi	Employed (away from work)	99
Quirindi	Employed (full-time)	1682
Quirindi	Employed (part-time)	806
Tamworth - East		107
Tamworth - East	Employed (away from work)	215
Tamworth - East	Employed (full-time)	3444
Tamworth - East	Employed (part-time)	2243
Tamworth - North		194
Tamworth - North	Employed (away from work)	407
Tamworth - North	Employed (full-time)	5881
Tamworth - North	Employed (part-time)	3434
Tamworth - West		118
Tamworth - West	Employed (away from work)	151
Tamworth - West	Employed (full-time)	4219
Tamworth - West	Employed (part-time)	1041
Tamworth Region		94
Tamworth Region	Employed (away from work)	125
Tamworth Region	Employed (full-time)	2224
Tamworth Region	Employed (part-time)	1138
Belmont - Bennetts Green		83
Belmont - Bennetts Green	Employed (away from work)	206
Belmont - Bennetts Green	Employed (full-time)	3157
Belmont - Bennetts Green	Employed (part-time)	2319
Belmont South - Blacksmiths		10
Belmont South - Blacksmiths	Employed (away from work)	17
Belmont South - Blacksmiths	Employed (full-time)	244
Belmont South - Blacksmiths	Employed (part-time)	258
Charlestown - Dudley		187
Charlestown - Dudley	Employed (away from work)	469
Charlestown - Dudley	Employed (full-time)	6324
Charlestown - Dudley	Employed (part-time)	5067
Glendale - Cardiff - Hillsborough		184
Glendale - Cardiff - Hillsborough	Employed (away from work)	330
Glendale - Cardiff - Hillsborough	Employed (full-time)	6084
Glendale - Cardiff - Hillsborough	Employed (part-time)	3634
Mount Hutton - Windale		13
Mount Hutton - Windale	Employed (away from work)	76
Mount Hutton - Windale	Employed (full-time)	609
Mount Hutton - Windale	Employed (part-time)	794
Redhead		19
Redhead	Employed (away from work)	28
Redhead	Employed (full-time)	530
Redhead	Employed (part-time)	338
Swansea - Caves Beach		29
Swansea - Caves Beach	Employed (away from work)	64
Swansea - Caves Beach	Employed (full-time)	783
Swansea - Caves Beach	Employed (part-time)	923
Valentine - Eleebana		10
Valentine - Eleebana	Employed (away from work)	25
Valentine - Eleebana	Employed (full-time)	510
Valentine - Eleebana	Employed (part-time)	546
Warners Bay - Boolaroo		74
Warners Bay - Boolaroo	Employed (away from work)	211
Warners Bay - Boolaroo	Employed (full-time)	3491
Warners Bay - Boolaroo	Employed (part-time)	2427
Bolton Point - Teralba		35
Bolton Point - Teralba	Employed (away from work)	81
Bolton Point - Teralba	Employed (full-time)	988
Bolton Point - Teralba	Employed (part-time)	687
Bonnells Bay - Silverwater		8
Bonnells Bay - Silverwater	Employed (away from work)	33
Bonnells Bay - Silverwater	Employed (full-time)	390
Bonnells Bay - Silverwater	Employed (part-time)	408
Edgeworth - Cameron Park		45
Edgeworth - Cameron Park	Employed (away from work)	108
Edgeworth - Cameron Park	Employed (full-time)	1555
Edgeworth - Cameron Park	Employed (part-time)	943
Morisset - Cooranbong		108
Morisset - Cooranbong	Employed (away from work)	237
Morisset - Cooranbong	Employed (full-time)	3502
Morisset - Cooranbong	Employed (part-time)	2144
Toronto - Awaba		72
Toronto - Awaba	Employed (away from work)	145
Toronto - Awaba	Employed (full-time)	2106
Toronto - Awaba	Employed (part-time)	1843
Wangi Wangi - Rathmines		21
Wangi Wangi - Rathmines	Employed (away from work)	38
Wangi Wangi - Rathmines	Employed (full-time)	724
Wangi Wangi - Rathmines	Employed (part-time)	431
West Wallsend - Barnsley - Killingworth		20
West Wallsend - Barnsley - Killingworth	Employed (away from work)	30
West Wallsend - Barnsley - Killingworth	Employed (full-time)	573
West Wallsend - Barnsley - Killingworth	Employed (part-time)	325
Adamstown - Kotara		94
Adamstown - Kotara	Employed (away from work)	254
Adamstown - Kotara	Employed (full-time)	3002
Adamstown - Kotara	Employed (part-time)	3387
Beresfield - Hexham		131
Beresfield - Hexham	Employed (away from work)	180
Beresfield - Hexham	Employed (full-time)	5073
Beresfield - Hexham	Employed (part-time)	1378
Hamilton - Broadmeadow		198
Hamilton - Broadmeadow	Employed (away from work)	405
Hamilton - Broadmeadow	Employed (full-time)	7437
Hamilton - Broadmeadow	Employed (part-time)	3876
Lambton - New Lambton		145
Lambton - New Lambton	Employed (away from work)	515
Lambton - New Lambton	Employed (full-time)	5832
Lambton - New Lambton	Employed (part-time)	3892
Maryland - Fletcher - Minmi		17
Maryland - Fletcher - Minmi	Employed (away from work)	33
Maryland - Fletcher - Minmi	Employed (full-time)	929
Maryland - Fletcher - Minmi	Employed (part-time)	573
Mayfield - Warabrook		141
Mayfield - Warabrook	Employed (away from work)	279
Mayfield - Warabrook	Employed (full-time)	5169
Mayfield - Warabrook	Employed (part-time)	2518
Merewether - The Junction		35
Merewether - The Junction	Employed (away from work)	106
Merewether - The Junction	Employed (full-time)	1697
Merewether - The Junction	Employed (part-time)	1660
Newcastle - Cooks Hill		256
Newcastle - Cooks Hill	Employed (away from work)	735
Newcastle - Cooks Hill	Employed (full-time)	12233
Newcastle - Cooks Hill	Employed (part-time)	5792
Newcastle Port - Kooragang		61
Newcastle Port - Kooragang	Employed (away from work)	147
Newcastle Port - Kooragang	Employed (full-time)	3417
Newcastle Port - Kooragang	Employed (part-time)	460
Shortland - Jesmond		139
Shortland - Jesmond	Employed (away from work)	298
Shortland - Jesmond	Employed (full-time)	4358
Shortland - Jesmond	Employed (part-time)	2734
Stockton - Fullerton Cove		32
Stockton - Fullerton Cove	Employed (away from work)	76
Stockton - Fullerton Cove	Employed (full-time)	919
Stockton - Fullerton Cove	Employed (part-time)	678
Wallsend - Elermore Vale		92
Wallsend - Elermore Vale	Employed (away from work)	206
Wallsend - Elermore Vale	Employed (full-time)	3211
Wallsend - Elermore Vale	Employed (part-time)	2041
Waratah - North Lambton		80
Waratah - North Lambton	Employed (away from work)	281
Waratah - North Lambton	Employed (full-time)	2911
Waratah - North Lambton	Employed (part-time)	2127
Wickham - Carrington - Tighes Hill		86
Wickham - Carrington - Tighes Hill	Employed (away from work)	153
Wickham - Carrington - Tighes Hill	Employed (full-time)	3850
Wickham - Carrington - Tighes Hill	Employed (part-time)	1593
Ballina		176
Ballina	Employed (away from work)	291
Ballina	Employed (full-time)	4746
Ballina	Employed (part-time)	3693
Ballina Region		70
Ballina Region	Employed (away from work)	154
Ballina Region	Employed (full-time)	2366
Ballina Region	Employed (part-time)	1876
Bangalow		38
Bangalow	Employed (away from work)	58
Bangalow	Employed (full-time)	995
Bangalow	Employed (part-time)	965
Brunswick Heads - Ocean Shores		28
Brunswick Heads - Ocean Shores	Employed (away from work)	53
Brunswick Heads - Ocean Shores	Employed (full-time)	676
Brunswick Heads - Ocean Shores	Employed (part-time)	902
Byron Bay		141
Byron Bay	Employed (away from work)	189
Byron Bay	Employed (full-time)	2979
Byron Bay	Employed (part-time)	2941
Evans Head		32
Evans Head	Employed (away from work)	39
Evans Head	Employed (full-time)	650
Evans Head	Employed (part-time)	520
Lennox Head - Skennars Head		31
Lennox Head - Skennars Head	Employed (away from work)	40
Lennox Head - Skennars Head	Employed (full-time)	685
Lennox Head - Skennars Head	Employed (part-time)	755
Mullumbimby		85
Mullumbimby	Employed (away from work)	106
Mullumbimby	Employed (full-time)	1295
Mullumbimby	Employed (part-time)	1435
Casino		109
Casino	Employed (away from work)	180
Casino	Employed (full-time)	2585
Casino	Employed (part-time)	1838
Casino Region		39
Casino Region	Employed (away from work)	42
Casino Region	Employed (full-time)	841
Casino Region	Employed (part-time)	513
Goonellabah		58
Goonellabah	Employed (away from work)	95
Goonellabah	Employed (full-time)	1348
Goonellabah	Employed (part-time)	1142
Kyogle		59
Kyogle	Employed (away from work)	65
Kyogle	Employed (full-time)	1272
Kyogle	Employed (part-time)	862
Lismore		264
Lismore	Employed (away from work)	484
Lismore	Employed (full-time)	8361
Lismore	Employed (part-time)	5584
Lismore Region		91
Lismore Region	Employed (away from work)	81
Lismore Region	Employed (full-time)	1479
Lismore Region	Employed (part-time)	1223
Kingscliff - Fingal Head		66
Kingscliff - Fingal Head	Employed (away from work)	112
Kingscliff - Fingal Head	Employed (full-time)	2048
Kingscliff - Fingal Head	Employed (part-time)	1855
Murwillumbah		111
Murwillumbah	Employed (away from work)	185
Murwillumbah	Employed (full-time)	2690
Murwillumbah	Employed (part-time)	1779
Murwillumbah Region		47
Murwillumbah Region	Employed (away from work)	50
Murwillumbah Region	Employed (full-time)	857
Murwillumbah Region	Employed (part-time)	787
Pottsville		55
Pottsville	Employed (away from work)	80
Pottsville	Employed (full-time)	1064
Pottsville	Employed (part-time)	1104
Tweed Heads		175
Tweed Heads	Employed (away from work)	253
Tweed Heads	Employed (full-time)	3575
Tweed Heads	Employed (part-time)	3036
Banora Point		35
Banora Point	Employed (away from work)	77
Banora Point	Employed (full-time)	982
Banora Point	Employed (part-time)	1065
Terranora - North Tumblegum		5
Terranora - North Tumblegum	Employed (away from work)	10
Terranora - North Tumblegum	Employed (full-time)	281
Terranora - North Tumblegum	Employed (part-time)	201
Tweed Heads South		121
Tweed Heads South	Employed (away from work)	163
Tweed Heads South	Employed (full-time)	2994
Tweed Heads South	Employed (part-time)	2281
Griffith (NSW)		197
Griffith (NSW)	Employed (away from work)	294
Griffith (NSW)	Employed (full-time)	5294
Griffith (NSW)	Employed (part-time)	2918
Griffith Region		153
Griffith Region	Employed (away from work)	256
Griffith Region	Employed (full-time)	4354
Griffith Region	Employed (part-time)	1362
Leeton		103
Leeton	Employed (away from work)	153
Leeton	Employed (full-time)	2850
Leeton	Employed (part-time)	1136
Narrandera		58
Narrandera	Employed (away from work)	99
Narrandera	Employed (full-time)	1308
Narrandera	Employed (part-time)	665
Tumbarumba		35
Tumbarumba	Employed (away from work)	64
Tumbarumba	Employed (full-time)	920
Tumbarumba	Employed (part-time)	441
Tumut		73
Tumut	Employed (away from work)	115
Tumut	Employed (full-time)	1960
Tumut	Employed (part-time)	1029
Tumut Region		47
Tumut Region	Employed (away from work)	54
Tumut Region	Employed (full-time)	803
Tumut Region	Employed (part-time)	363
Cootamundra		57
Cootamundra	Employed (away from work)	90
Cootamundra	Employed (full-time)	1639
Cootamundra	Employed (part-time)	908
Gundagai		50
Gundagai	Employed (away from work)	49
Gundagai	Employed (full-time)	826
Gundagai	Employed (part-time)	516
Junee		40
Junee	Employed (away from work)	70
Junee	Employed (full-time)	1196
Junee	Employed (part-time)	524
Temora		71
Temora	Employed (away from work)	90
Temora	Employed (full-time)	1474
Temora	Employed (part-time)	857
Wagga Wagga - East		110
Wagga Wagga - East	Employed (away from work)	200
Wagga Wagga - East	Employed (full-time)	4014
Wagga Wagga - East	Employed (part-time)	1758
Wagga Wagga - North		63
Wagga Wagga - North	Employed (away from work)	81
Wagga Wagga - North	Employed (full-time)	2089
Wagga Wagga - North	Employed (part-time)	579
Wagga Wagga - South		46
Wagga Wagga - South	Employed (away from work)	95
Wagga Wagga - South	Employed (full-time)	1733
Wagga Wagga - South	Employed (part-time)	1266
Wagga Wagga - West		299
Wagga Wagga - West	Employed (away from work)	615
Wagga Wagga - West	Employed (full-time)	9742
Wagga Wagga - West	Employed (part-time)	5081
Wagga Wagga Region		96
Wagga Wagga Region	Employed (away from work)	148
Wagga Wagga Region	Employed (full-time)	3236
Wagga Wagga Region	Employed (part-time)	1190
Berry - Kangaroo Valley		55
Berry - Kangaroo Valley	Employed (away from work)	101
Berry - Kangaroo Valley	Employed (full-time)	1402
Berry - Kangaroo Valley	Employed (part-time)	1242
Callala Bay - Currarong		11
Callala Bay - Currarong	Employed (away from work)	12
Callala Bay - Currarong	Employed (full-time)	179
Callala Bay - Currarong	Employed (part-time)	192
Culburra Beach		17
Culburra Beach	Employed (away from work)	38
Culburra Beach	Employed (full-time)	398
Culburra Beach	Employed (part-time)	350
Ettrema - Sassafras - Budawang		3
Ettrema - Sassafras - Budawang	Employed (away from work)	3
Ettrema - Sassafras - Budawang	Employed (full-time)	43
Ettrema - Sassafras - Budawang	Employed (part-time)	26
Huskisson - Vincentia		41
Huskisson - Vincentia	Employed (away from work)	89
Huskisson - Vincentia	Employed (full-time)	809
Huskisson - Vincentia	Employed (part-time)	887
North Nowra - Bomaderry		96
North Nowra - Bomaderry	Employed (away from work)	142
North Nowra - Bomaderry	Employed (full-time)	2277
North Nowra - Bomaderry	Employed (part-time)	1615
Nowra		296
Nowra	Employed (away from work)	567
Nowra	Employed (full-time)	9300
Nowra	Employed (part-time)	4901
St Georges Basin - Erowal Bay		40
St Georges Basin - Erowal Bay	Employed (away from work)	69
St Georges Basin - Erowal Bay	Employed (full-time)	649
St Georges Basin - Erowal Bay	Employed (part-time)	752
Sussex Inlet - Berrara		19
Sussex Inlet - Berrara	Employed (away from work)	31
Sussex Inlet - Berrara	Employed (full-time)	299
Sussex Inlet - Berrara	Employed (part-time)	353
Tomerong - Wandandian - Woollamia		5
Tomerong - Wandandian - Woollamia	Employed (away from work)	18
Tomerong - Wandandian - Woollamia	Employed (full-time)	275
Tomerong - Wandandian - Woollamia	Employed (part-time)	195
Ulladulla		118
Ulladulla	Employed (away from work)	211
Ulladulla	Employed (full-time)	2347
Ulladulla	Employed (part-time)	2431
Ulladulla Region		13
Ulladulla Region	Employed (away from work)	30
Ulladulla Region	Employed (full-time)	336
Ulladulla Region	Employed (part-time)	344
Bowral		90
Bowral	Employed (away from work)	195
Bowral	Employed (full-time)	3314
Bowral	Employed (part-time)	2691
Hill Top - Colo Vale		13
Hill Top - Colo Vale	Employed (away from work)	21
Hill Top - Colo Vale	Employed (full-time)	223
Hill Top - Colo Vale	Employed (part-time)	215
Mittagong		68
Mittagong	Employed (away from work)	120
Mittagong	Employed (full-time)	2318
Mittagong	Employed (part-time)	1703
Moss Vale - Berrima		78
Moss Vale - Berrima	Employed (away from work)	122
Moss Vale - Berrima	Employed (full-time)	2762
Moss Vale - Berrima	Employed (part-time)	1430
Robertson - Fitzroy Falls		14
