LGA_NAME16	LabourForceStatus	workers
Unincorporated SA		124
Unincorporated SA	Employed (away from work)	369
Unincorporated SA	Employed (full-time)	4702
Unincorporated SA	Employed (part-time)	634
No usual address (SA)		699
No usual address (SA)	Employed (away from work)	1810
No usual address (SA)	Employed (full-time)	17971
No usual address (SA)	Employed (part-time)	13830
Migratory - Offshore - Shipping (SA)	Employed (away from work)	14
Migratory - Offshore - Shipping (SA)	Employed (full-time)	41
Migratory - Offshore - Shipping (SA)	Employed (part-time)	11
Albany (C)		246
Albany (C)	Employed (away from work)	650
Albany (C)	Employed (full-time)	8126
Albany (C)	Employed (part-time)	5792
Armadale (C)		325
Armadale (C)	Employed (away from work)	626
Armadale (C)	Employed (full-time)	9092
Armadale (C)	Employed (part-time)	7568
Ashburton (S)		476
Ashburton (S)	Employed (away from work)	2168
Ashburton (S)	Employed (full-time)	19301
Ashburton (S)	Employed (part-time)	1503
Augusta-Margaret River (S)		115
Augusta-Margaret River (S)	Employed (away from work)	281
Augusta-Margaret River (S)	Employed (full-time)	2898
Augusta-Margaret River (S)	Employed (part-time)	2560
Bassendean (T)		107
Bassendean (T)	Employed (away from work)	150
Bassendean (T)	Employed (full-time)	3990
Bassendean (T)	Employed (part-time)	1697
Bayswater (C)		369
Bayswater (C)	Employed (away from work)	581
Bayswater (C)	Employed (full-time)	10939
Bayswater (C)	Employed (part-time)	8326
Belmont (C)		626
Belmont (C)	Employed (away from work)	1379
Belmont (C)	Employed (full-time)	27108
Belmont (C)	Employed (part-time)	9281
Beverley (S)		10
Beverley (S)	Employed (away from work)	16
Beverley (S)	Employed (full-time)	279
Beverley (S)	Employed (part-time)	183
Boddington (S)		56
Boddington (S)	Employed (away from work)	186
Boddington (S)	Employed (full-time)	1615
Boddington (S)	Employed (part-time)	273
Boyup Brook (S)		11
Boyup Brook (S)	Employed (away from work)	43
Boyup Brook (S)	Employed (full-time)	368
Boyup Brook (S)	Employed (part-time)	226
Bridgetown-Greenbushes (S)		45
Bridgetown-Greenbushes (S)	Employed (away from work)	68
Bridgetown-Greenbushes (S)	Employed (full-time)	881
Bridgetown-Greenbushes (S)	Employed (part-time)	674
Brookton (S)		17
Brookton (S)	Employed (away from work)	22
Brookton (S)	Employed (full-time)	250
Brookton (S)	Employed (part-time)	145
Broome (S)		175
Broome (S)	Employed (away from work)	322
Broome (S)	Employed (full-time)	4968
Broome (S)	Employed (part-time)	1938
Broomehill-Tambellup (S)		10
Broomehill-Tambellup (S)	Employed (away from work)	28
Broomehill-Tambellup (S)	Employed (full-time)	243
Broomehill-Tambellup (S)	Employed (part-time)	81
Bruce Rock (S)		11
Bruce Rock (S)	Employed (away from work)	11
Bruce Rock (S)	Employed (full-time)	268
Bruce Rock (S)	Employed (part-time)	117
Bunbury (C)		369
Bunbury (C)	Employed (away from work)	874
Bunbury (C)	Employed (full-time)	13088
Bunbury (C)	Employed (part-time)	7759
Busselton (C)		237
Busselton (C)	Employed (away from work)	563
Busselton (C)	Employed (full-time)	6933
Busselton (C)	Employed (part-time)	5906
Cambridge (T)		181
Cambridge (T)	Employed (away from work)	443
Cambridge (T)	Employed (full-time)	6794
Cambridge (T)	Employed (part-time)	5702
Canning (C)		949
Canning (C)	Employed (away from work)	1626
Canning (C)	Employed (full-time)	36779
Canning (C)	Employed (part-time)	15534
Capel (S)		50
Capel (S)	Employed (away from work)	180
Capel (S)	Employed (full-time)	1842
Capel (S)	Employed (part-time)	1497
Carnamah (S)		3
Carnamah (S)	Employed (away from work)	12
Carnamah (S)	Employed (full-time)	235
Carnamah (S)	Employed (part-time)	60
Carnarvon (S)		66
Carnarvon (S)	Employed (away from work)	162
Carnarvon (S)	Employed (full-time)	1927
Carnarvon (S)	Employed (part-time)	585
Chapman Valley (S)		17
Chapman Valley (S)	Employed (away from work)	20
Chapman Valley (S)	Employed (full-time)	201
Chapman Valley (S)	Employed (part-time)	101
Chittering (S)		26
Chittering (S)	Employed (away from work)	54
Chittering (S)	Employed (full-time)	823
Chittering (S)	Employed (part-time)	457
Claremont (T)		110
Claremont (T)	Employed (away from work)	187
Claremont (T)	Employed (full-time)	3229
Claremont (T)	Employed (part-time)	3158
Cockburn (C)		730
Cockburn (C)	Employed (away from work)	1212
Cockburn (C)	Employed (full-time)	27644
Cockburn (C)	Employed (part-time)	12097
Collie (S)		109
Collie (S)	Employed (away from work)	219
Collie (S)	Employed (full-time)	3035
Collie (S)	Employed (part-time)	1136
Coolgardie (S)		49
Coolgardie (S)	Employed (away from work)	110
Coolgardie (S)	Employed (full-time)	1602
Coolgardie (S)	Employed (part-time)	283
Coorow (S)		7
Coorow (S)	Employed (away from work)	12
Coorow (S)	Employed (full-time)	242
Coorow (S)	Employed (part-time)	110
Corrigin (S)		12
Corrigin (S)	Employed (away from work)	23
Corrigin (S)	Employed (full-time)	347
Corrigin (S)	Employed (part-time)	144
Cottesloe (T)		38
Cottesloe (T)	Employed (away from work)	77
Cottesloe (T)	Employed (full-time)	1278
Cottesloe (T)	Employed (part-time)	1290
Cranbrook (S)		17
Cranbrook (S)	Employed (away from work)	20
Cranbrook (S)	Employed (full-time)	342
Cranbrook (S)	Employed (part-time)	125
Cuballing (S)		5
Cuballing (S)	Employed (away from work)	12
Cuballing (S)	Employed (full-time)	140
Cuballing (S)	Employed (part-time)	38
Cue (S)		4
Cue (S)	Employed (away from work)	4
Cue (S)	Employed (full-time)	87
Cue (S)	Employed (part-time)	24
Cunderdin (S)		6
Cunderdin (S)	Employed (away from work)	26
Cunderdin (S)	Employed (full-time)	404
Cunderdin (S)	Employed (part-time)	175
Dalwallinu (S)		15
Dalwallinu (S)	Employed (away from work)	30
Dalwallinu (S)	Employed (full-time)	562
Dalwallinu (S)	Employed (part-time)	182
Dandaragan (S)		27
Dandaragan (S)	Employed (away from work)	62
Dandaragan (S)	Employed (full-time)	890
Dandaragan (S)	Employed (part-time)	445
Dardanup (S)		61
Dardanup (S)	Employed (away from work)	152
Dardanup (S)	Employed (full-time)	1731
Dardanup (S)	Employed (part-time)	1457
Denmark (S)		33
Denmark (S)	Employed (away from work)	108
Denmark (S)	Employed (full-time)	823
Denmark (S)	Employed (part-time)	943
Derby-West Kimberley (S)		95
Derby-West Kimberley (S)	Employed (away from work)	116
Derby-West Kimberley (S)	Employed (full-time)	1896
Derby-West Kimberley (S)	Employed (part-time)	482
Donnybrook-Balingup (S)		27
Donnybrook-Balingup (S)	Employed (away from work)	81
Donnybrook-Balingup (S)	Employed (full-time)	825
Donnybrook-Balingup (S)	Employed (part-time)	702
Dowerin (S)		11
Dowerin (S)	Employed (away from work)	5
Dowerin (S)	Employed (full-time)	193
Dowerin (S)	Employed (part-time)	81
Dumbleyung (S)		8
Dumbleyung (S)	Employed (away from work)	10
Dumbleyung (S)	Employed (full-time)	217
Dumbleyung (S)	Employed (part-time)	74
Dundas (S)		21
Dundas (S)	Employed (away from work)	26
Dundas (S)	Employed (full-time)	424
Dundas (S)	Employed (part-time)	64
East Fremantle (T)		22
East Fremantle (T)	Employed (away from work)	52
East Fremantle (T)	Employed (full-time)	913
East Fremantle (T)	Employed (part-time)	804
East Pilbara (S)		315
East Pilbara (S)	Employed (away from work)	1202
East Pilbara (S)	Employed (full-time)	11469
East Pilbara (S)	Employed (part-time)	1035
Esperance (S)		108
Esperance (S)	Employed (away from work)	312
Esperance (S)	Employed (full-time)	3561
Esperance (S)	Employed (part-time)	1951
Exmouth (S)		28
Exmouth (S)	Employed (away from work)	100
Exmouth (S)	Employed (full-time)	845
Exmouth (S)	Employed (part-time)	414
Fremantle (C)		412
Fremantle (C)	Employed (away from work)	960
Fremantle (C)	Employed (full-time)	14548
Fremantle (C)	Employed (part-time)	8950
Gingin (S)		44
Gingin (S)	Employed (away from work)	73
Gingin (S)	Employed (full-time)	1153
Gingin (S)	Employed (part-time)	635
Gnowangerup (S)		7
Gnowangerup (S)	Employed (away from work)	23
Gnowangerup (S)	Employed (full-time)	440
Gnowangerup (S)	Employed (part-time)	172
Goomalling (S)		3
Goomalling (S)	Employed (away from work)	20
Goomalling (S)	Employed (full-time)	204
Goomalling (S)	Employed (part-time)	131
Gosnells (C)		420
Gosnells (C)	Employed (away from work)	786
Gosnells (C)	Employed (full-time)	13784
Gosnells (C)	Employed (part-time)	9318
Greater Geraldton (C)		271
Greater Geraldton (C)	Employed (away from work)	722
Greater Geraldton (C)	Employed (full-time)	9476
Greater Geraldton (C)	Employed (part-time)	5227
Halls Creek (S)		41
Halls Creek (S)	Employed (away from work)	41
Halls Creek (S)	Employed (full-time)	660
Halls Creek (S)	Employed (part-time)	158
Harvey (S)		133
Harvey (S)	Employed (away from work)	272
Harvey (S)	Employed (full-time)	3836
Harvey (S)	Employed (part-time)	2390
Irwin (S)		34
Irwin (S)	Employed (away from work)	46
Irwin (S)	Employed (full-time)	517
Irwin (S)	Employed (part-time)	448
Jerramungup (S)		14
Jerramungup (S)	Employed (away from work)	28
Jerramungup (S)	Employed (full-time)	381
Jerramungup (S)	Employed (part-time)	160
Joondalup (C)		756
Joondalup (C)	Employed (away from work)	1568
Joondalup (C)	Employed (full-time)	20775
Joondalup (C)	Employed (part-time)	22946
Kalamunda (S)		253
Kalamunda (S)	Employed (away from work)	394
Kalamunda (S)	Employed (full-time)	8445
Kalamunda (S)	Employed (part-time)	5392
Kalgoorlie/Boulder (C)		338
Kalgoorlie/Boulder (C)	Employed (away from work)	576
Kalgoorlie/Boulder (C)	Employed (full-time)	10559
Kalgoorlie/Boulder (C)	Employed (part-time)	3344
Karratha (C)		254
Karratha (C)	Employed (away from work)	968
Karratha (C)	Employed (full-time)	9752
Karratha (C)	Employed (part-time)	2121
Katanning (S)		32
Katanning (S)	Employed (away from work)	69
Katanning (S)	Employed (full-time)	1193
Katanning (S)	Employed (part-time)	523
Kellerberrin (S)		14
Kellerberrin (S)	Employed (away from work)	17
Kellerberrin (S)	Employed (full-time)	244
Kellerberrin (S)	Employed (part-time)	148
Kent (S)		6
Kent (S)	Employed (away from work)	4
Kent (S)	Employed (full-time)	199
Kent (S)	Employed (part-time)	63
Kojonup (S)		26
Kojonup (S)	Employed (away from work)	54
Kojonup (S)	Employed (full-time)	601
Kojonup (S)	Employed (part-time)	271
Kondinin (S)		14
Kondinin (S)	Employed (away from work)	20
Kondinin (S)	Employed (full-time)	533
Kondinin (S)	Employed (part-time)	124
Koorda (S)		5
Koorda (S)	Employed (away from work)	5
Koorda (S)	Employed (full-time)	123
Koorda (S)	Employed (part-time)	45
Kulin (S)		4
Kulin (S)	Employed (away from work)	19
Kulin (S)	Employed (full-time)	280
Kulin (S)	Employed (part-time)	79
Kwinana (C)		188
Kwinana (C)	Employed (away from work)	469
Kwinana (C)	Employed (full-time)	8989
Kwinana (C)	Employed (part-time)	3012
Lake Grace (S)		26
Lake Grace (S)	Employed (away from work)	34
Lake Grace (S)	Employed (full-time)	516
Lake Grace (S)	Employed (part-time)	185
Laverton (S)		53
Laverton (S)	Employed (away from work)	226
Laverton (S)	Employed (full-time)	1954
Laverton (S)	Employed (part-time)	138
Leonora (S)		48
Leonora (S)	Employed (away from work)	170
Leonora (S)	Employed (full-time)	1879
Leonora (S)	Employed (part-time)	182
Mandurah (C)		397
Mandurah (C)	Employed (away from work)	779
Mandurah (C)	Employed (full-time)	10210
Mandurah (C)	Employed (part-time)	9918
Manjimup (S)		85
Manjimup (S)	Employed (away from work)	230
Manjimup (S)	Employed (full-time)	2358
Manjimup (S)	Employed (part-time)	1461
Meekatharra (S)		47
Meekatharra (S)	Employed (away from work)	101
Meekatharra (S)	Employed (full-time)	986
Meekatharra (S)	Employed (part-time)	92
Melville (C)		619
Melville (C)	Employed (away from work)	1448
Melville (C)	Employed (full-time)	20853
Melville (C)	Employed (part-time)	17166
Menzies (S)		17
Menzies (S)	Employed (away from work)	46
Menzies (S)	Employed (full-time)	577
Menzies (S)	Employed (part-time)	46
Merredin (S)		22
Merredin (S)	Employed (away from work)	78
Merredin (S)	Employed (full-time)	968
Merredin (S)	Employed (part-time)	410
Mingenew (S)		5
Mingenew (S)	Employed (away from work)	5
Mingenew (S)	Employed (full-time)	167
Mingenew (S)	Employed (part-time)	56
Moora (S)		27
Moora (S)	Employed (away from work)	50
Moora (S)	Employed (full-time)	749
Moora (S)	Employed (part-time)	334
Morawa (S)		6
Morawa (S)	Employed (away from work)	9
Morawa (S)	Employed (full-time)	225
Morawa (S)	Employed (part-time)	89
Mosman Park (T)		40
Mosman Park (T)	Employed (away from work)	61
Mosman Park (T)	Employed (full-time)	1147
Mosman Park (T)	Employed (part-time)	1179
Mount Magnet (S)		8
Mount Magnet (S)	Employed (away from work)	19
Mount Magnet (S)	Employed (full-time)	252
Mount Magnet (S)	Employed (part-time)	44
Mount Marshall (S)		12
Mount Marshall (S)	Employed (away from work)	14
Mount Marshall (S)	Employed (full-time)	192
Mount Marshall (S)	Employed (part-time)	67
Mukinbudin (S)		10
Mukinbudin (S)	Employed (away from work)	3
Mukinbudin (S)	Employed (full-time)	186
Mukinbudin (S)	Employed (part-time)	59
Mundaring (S)		137
Mundaring (S)	Employed (away from work)	304
Mundaring (S)	Employed (full-time)	4765
Mundaring (S)	Employed (part-time)	3531
Murchison (S)	Employed (full-time)	53
Murchison (S)	Employed (part-time)	8
Murray (S)		99
Murray (S)	Employed (away from work)	216
Murray (S)	Employed (full-time)	3421
Murray (S)	Employed (part-time)	1667
Nannup (S)		8
Nannup (S)	Employed (away from work)	20
Nannup (S)	Employed (full-time)	258
Nannup (S)	Employed (part-time)	185
Narembeen (S)		10
Narembeen (S)	Employed (away from work)	20
Narembeen (S)	Employed (full-time)	272
Narembeen (S)	Employed (part-time)	96
Narrogin (S)		46
Narrogin (S)	Employed (away from work)	144
Narrogin (S)	Employed (full-time)	1388
Narrogin (S)	Employed (part-time)	745
Nedlands (C)		275
Nedlands (C)	Employed (away from work)	887
Nedlands (C)	Employed (full-time)	11989
Nedlands (C)	Employed (part-time)	7178
Ngaanyatjarraku (S)		12
Ngaanyatjarraku (S)	Employed (away from work)	17
Ngaanyatjarraku (S)	Employed (full-time)	210
Ngaanyatjarraku (S)	Employed (part-time)	94
Northam (S)		84
Northam (S)	Employed (away from work)	162
Northam (S)	Employed (full-time)	2719
Northam (S)	Employed (part-time)	1397
Northampton (S)		28
Northampton (S)	Employed (away from work)	63
Northampton (S)	Employed (full-time)	636
Northampton (S)	Employed (part-time)	433
Nungarin (S)	Employed (full-time)	52
Nungarin (S)	Employed (part-time)	21
Peppermint Grove (S)		12
Peppermint Grove (S)	Employed (away from work)	24
Peppermint Grove (S)	Employed (full-time)	549
Peppermint Grove (S)	Employed (part-time)	507
Perenjori (S)		19
Perenjori (S)	Employed (away from work)	52
Perenjori (S)	Employed (full-time)	615
Perenjori (S)	Employed (part-time)	84
Perth (C)		1710
Perth (C)	Employed (away from work)	5143
Perth (C)	Employed (full-time)	94572
Perth (C)	Employed (part-time)	27092
Pingelly (S)		3
Pingelly (S)	Employed (away from work)	10
Pingelly (S)	Employed (full-time)	201
Pingelly (S)	Employed (part-time)	113
Plantagenet (S)		50
Plantagenet (S)	Employed (away from work)	106
Plantagenet (S)	Employed (full-time)	1183
Plantagenet (S)	Employed (part-time)	690
Port Hedland (T)		232
Port Hedland (T)	Employed (away from work)	717
Port Hedland (T)	Employed (full-time)	7169
Port Hedland (T)	Employed (part-time)	1354
Quairading (S)		11
Quairading (S)	Employed (away from work)	24
Quairading (S)	Employed (full-time)	207
Quairading (S)	Employed (part-time)	115
Ravensthorpe (S)		28
Ravensthorpe (S)	Employed (away from work)	69
Ravensthorpe (S)	Employed (full-time)	728
Ravensthorpe (S)	Employed (part-time)	201
Rockingham (C)		488
Rockingham (C)	Employed (away from work)	1132
Rockingham (C)	Employed (full-time)	15932
Rockingham (C)	Employed (part-time)	12508
Sandstone (S)	Employed (full-time)	32
Sandstone (S)	Employed (part-time)	8
Serpentine-Jarrahdale (S)		82
Serpentine-Jarrahdale (S)	Employed (away from work)	181
Serpentine-Jarrahdale (S)	Employed (full-time)	2606
Serpentine-Jarrahdale (S)	Employed (part-time)	1711
Shark Bay (S)		6
Shark Bay (S)	Employed (away from work)	11
Shark Bay (S)	Employed (full-time)	265
Shark Bay (S)	Employed (part-time)	128
South Perth (C)		182
South Perth (C)	Employed (away from work)	422
South Perth (C)	Employed (full-time)	6847
South Perth (C)	Employed (part-time)	5408
Stirling (C)		1170
Stirling (C)	Employed (away from work)	2280
Stirling (C)	Employed (full-time)	44716
Stirling (C)	Employed (part-time)	27325
Subiaco (C)		355
Subiaco (C)	Employed (away from work)	1004
Subiaco (C)	Employed (full-time)	15646
Subiaco (C)	Employed (part-time)	9178
Swan (C)		937
Swan (C)	Employed (away from work)	1751
Swan (C)	Employed (full-time)	35219
Swan (C)	Employed (part-time)	17491
Tammin (S)		3
Tammin (S)	Employed (away from work)	9
Tammin (S)	Employed (full-time)	106
Tammin (S)	Employed (part-time)	54
Three Springs (S)		3
Three Springs (S)	Employed (away from work)	17
Three Springs (S)	Employed (full-time)	201
Three Springs (S)	Employed (part-time)	63
Toodyay (S)		16
Toodyay (S)	Employed (away from work)	49
Toodyay (S)	Employed (full-time)	421
Toodyay (S)	Employed (part-time)	372
Trayning (S)		4
Trayning (S)	Employed (away from work)	6
Trayning (S)	Employed (full-time)	96
Trayning (S)	Employed (part-time)	44
Upper Gascoyne (S)		3
Upper Gascoyne (S)	Employed (away from work)	3
Upper Gascoyne (S)	Employed (full-time)	46
Upper Gascoyne (S)	Employed (part-time)	17
Victoria Park (T)		495
Victoria Park (T)	Employed (away from work)	886
Victoria Park (T)	Employed (full-time)	17479
Victoria Park (T)	Employed (part-time)	9139
Victoria Plains (S)		3
Victoria Plains (S)	Employed (away from work)	20
Victoria Plains (S)	Employed (full-time)	333
Victoria Plains (S)	Employed (part-time)	123
Vincent (C)		296
Vincent (C)	Employed (away from work)	650
Vincent (C)	Employed (full-time)	12575
Vincent (C)	Employed (part-time)	7134
Wagin (S)		6
Wagin (S)	Employed (away from work)	33
Wagin (S)	Employed (full-time)	402
Wagin (S)	Employed (part-time)	238
Wandering (S)		3
Wandering (S)	Employed (away from work)	12
Wandering (S)	Employed (full-time)	111
Wandering (S)	Employed (part-time)	34
Wanneroo (C)		780
Wanneroo (C)	Employed (away from work)	1289
Wanneroo (C)	Employed (full-time)	25446
Wanneroo (C)	Employed (part-time)	16482
Waroona (S)		43
Waroona (S)	Employed (away from work)	126
Waroona (S)	Employed (full-time)	1514
Waroona (S)	Employed (part-time)	486
West Arthur (S)		8
West Arthur (S)	Employed (away from work)	12
West Arthur (S)	Employed (full-time)	233
West Arthur (S)	Employed (part-time)	128
Westonia (S)		12
Westonia (S)	Employed (away from work)	15
Westonia (S)	Employed (full-time)	235
Westonia (S)	Employed (part-time)	29
Wickepin (S)		7
Wickepin (S)	Employed (away from work)	16
Wickepin (S)	Employed (full-time)	181
Wickepin (S)	Employed (part-time)	97
Williams (S)		7
Williams (S)	Employed (away from work)	17
Williams (S)	Employed (full-time)	292
Williams (S)	Employed (part-time)	135
Wiluna (S)		27
Wiluna (S)	Employed (away from work)	84
Wiluna (S)	Employed (full-time)	963
Wiluna (S)	Employed (part-time)	86
Wongan-Ballidu (S)		15
Wongan-Ballidu (S)	Employed (away from work)	27
Wongan-Ballidu (S)	Employed (full-time)	436
Wongan-Ballidu (S)	Employed (part-time)	201
Woodanilling (S)		9
Woodanilling (S)	Employed (away from work)	28
Woodanilling (S)	Employed (full-time)	110
Woodanilling (S)	Employed (part-time)	43
Wyalkatchem (S)		7
Wyalkatchem (S)	Employed (away from work)	9
Wyalkatchem (S)	Employed (full-time)	128
Wyalkatchem (S)	Employed (part-time)	70
Wyndham-East Kimberley (S)		90
Wyndham-East Kimberley (S)	Employed (away from work)	197
Wyndham-East Kimberley (S)	Employed (full-time)	2732
Wyndham-East Kimberley (S)	Employed (part-time)	677
Yalgoo (S)		27
Yalgoo (S)	Employed (away from work)	78
Yalgoo (S)	Employed (full-time)	550
Yalgoo (S)	Employed (part-time)	54
Yilgarn (S)		36
Yilgarn (S)	Employed (away from work)	87
Yilgarn (S)	Employed (full-time)	1005
Yilgarn (S)	Employed (part-time)	178
York (S)		16
York (S)	Employed (away from work)	33
York (S)	Employed (full-time)	539
York (S)	Employed (part-time)	442
No usual address (WA)		1251
No usual address (WA)	Employed (away from work)	3490
No usual address (WA)	Employed (full-time)	30819
No usual address (WA)	Employed (part-time)	18821
Migratory - Offshore - Shipping (WA)		31
Migratory - Offshore - Shipping (WA)	Employed (away from work)	169
Migratory - Offshore - Shipping (WA)	Employed (full-time)	1321
Migratory - Offshore - Shipping (WA)	Employed (part-time)	74
Break O'Day (M)		37
Break O'Day (M)	Employed (away from work)	95
Break O'Day (M)	Employed (full-time)	782
Break O'Day (M)	Employed (part-time)	796
Brighton (M)		58
Brighton (M)	Employed (away from work)	122
Brighton (M)	Employed (full-time)	1679
Brighton (M)	Employed (part-time)	953
Burnie (C)		166
Burnie (C)	Employed (away from work)	403
Burnie (C)	Employed (full-time)	5954
Burnie (C)	Employed (part-time)	3775
Central Coast (M) (Tas.)		123
Central Coast (M) (Tas.)	Employed (away from work)	267
Central Coast (M) (Tas.)	Employed (full-time)	3007
Central Coast (M) (Tas.)	Employed (part-time)	2327
Central Highlands (M) (Tas.)		24
Central Highlands (M) (Tas.)	Employed (away from work)	29
Central Highlands (M) (Tas.)	Employed (full-time)	414
Central Highlands (M) (Tas.)	Employed (part-time)	191
Circular Head (M)		70
Circular Head (M)	Employed (away from work)	169
Circular Head (M)	Employed (full-time)	2195
Circular Head (M)	Employed (part-time)	1179
Clarence (C)		228
Clarence (C)	Employed (away from work)	621
Clarence (C)	Employed (full-time)	8465
Clarence (C)	Employed (part-time)	6097
Derwent Valley (M)		66
Derwent Valley (M)	Employed (away from work)	97
Derwent Valley (M)	Employed (full-time)	1275
Derwent Valley (M)	Employed (part-time)	890
Devonport (C)		207
Devonport (C)	Employed (away from work)	579
Devonport (C)	Employed (full-time)	6413
Devonport (C)	Employed (part-time)	4401
Dorset (M)		51
Dorset (M)	Employed (away from work)	113
Dorset (M)	Employed (full-time)	1253
Dorset (M)	Employed (part-time)	828
Flinders (M) (Tas.)		13
Flinders (M) (Tas.)	Employed (away from work)	13
Flinders (M) (Tas.)	Employed (full-time)	218
Flinders (M) (Tas.)	Employed (part-time)	164
George Town (M)		52
George Town (M)	Employed (away from work)	96
George Town (M)	Employed (full-time)	1606
George Town (M)	Employed (part-time)	709
Glamorgan/Spring Bay (M)		41
Glamorgan/Spring Bay (M)	Employed (away from work)	90
Glamorgan/Spring Bay (M)	Employed (full-time)	720
Glamorgan/Spring Bay (M)	Employed (part-time)	617
Glenorchy (C)		337
Glenorchy (C)	Employed (away from work)	651
Glenorchy (C)	Employed (full-time)	11457
Glenorchy (C)	Employed (part-time)	6267
Hobart (C)		643
Hobart (C)	Employed (away from work)	2164
Hobart (C)	Employed (full-time)	28883
Hobart (C)	Employed (part-time)	18487
Huon Valley (M)		99
Huon Valley (M)	Employed (away from work)	158
Huon Valley (M)	Employed (full-time)	2234
Huon Valley (M)	Employed (part-time)	1774
Kentish (M)		36
Kentish (M)	Employed (away from work)	83
Kentish (M)	Employed (full-time)	723
Kentish (M)	Employed (part-time)	518
King Island (M)		12
King Island (M)	Employed (away from work)	54
King Island (M)	Employed (full-time)	480
King Island (M)	Employed (part-time)	221
Kingborough (M)		115
Kingborough (M)	Employed (away from work)	315
Kingborough (M)	Employed (full-time)	4221
Kingborough (M)	Employed (part-time)	3815
Latrobe (M) (Tas.)		66
Latrobe (M) (Tas.)	Employed (away from work)	161
Latrobe (M) (Tas.)	Employed (full-time)	1770
Latrobe (M) (Tas.)	Employed (part-time)	1348
Launceston (C)		572
Launceston (C)	Employed (away from work)	1344
Launceston (C)	Employed (full-time)	19162
Launceston (C)	Employed (part-time)	13196
Meander Valley (M)		105
Meander Valley (M)	Employed (away from work)	238
Meander Valley (M)	Employed (full-time)	3036
Meander Valley (M)	Employed (part-time)	2118
Northern Midlands (M)		71
Northern Midlands (M)	Employed (away from work)	178
Northern Midlands (M)	Employed (full-time)	2957
Northern Midlands (M)	Employed (part-time)	1557
Sorell (M)		37
Sorell (M)	Employed (away from work)	117
Sorell (M)	Employed (full-time)	1176
Sorell (M)	Employed (part-time)	1188
Southern Midlands (M)		27
Southern Midlands (M)	Employed (away from work)	40
Southern Midlands (M)	Employed (full-time)	602
Southern Midlands (M)	Employed (part-time)	419
Tasman (M)		17
Tasman (M)	Employed (away from work)	37
Tasman (M)	Employed (full-time)	310
Tasman (M)	Employed (part-time)	347
Waratah/Wynyard (M)		84
Waratah/Wynyard (M)	Employed (away from work)	159
Waratah/Wynyard (M)	Employed (full-time)	2164
Waratah/Wynyard (M)	Employed (part-time)	1402
West Coast (M)		61
West Coast (M)	Employed (away from work)	111
West Coast (M)	Employed (full-time)	1238
West Coast (M)	Employed (part-time)	509
West Tamar (M)		70
West Tamar (M)	Employed (away from work)	196
West Tamar (M)	Employed (full-time)	1779
West Tamar (M)	Employed (part-time)	1718
No usual address (Tas.)		250
No usual address (Tas.)	Employed (away from work)	518
No usual address (Tas.)	Employed (full-time)	4823
No usual address (Tas.)	Employed (part-time)	3543
Migratory - Offshore - Shipping (Tas.)	Employed (away from work)	5
Migratory - Offshore - Shipping (Tas.)	Employed (full-time)	43
Migratory - Offshore - Shipping (Tas.)	Employed (part-time)	10
Alice Springs (T)		218
Alice Springs (T)	Employed (away from work)	488
Alice Springs (T)	Employed (full-time)	8673
Alice Springs (T)	Employed (part-time)	2508
Barkly (R)		67
Barkly (R)	Employed (away from work)	87
Barkly (R)	Employed (full-time)	1531
Barkly (R)	Employed (part-time)	405
Belyuen (S)		3
Belyuen (S)	Employed (full-time)	14
Belyuen (S)	Employed (part-time)	8
Central Desert (R)		27
Central Desert (R)	Employed (away from work)	123
Central Desert (R)	Employed (full-time)	974
Central Desert (R)	Employed (part-time)	253
Coomalie (S)		18
Coomalie (S)	Employed (away from work)	18
Coomalie (S)	Employed (full-time)	423
Coomalie (S)	Employed (part-time)	120
Darwin (C)		984
Darwin (C)	Employed (away from work)	1848
Darwin (C)	Employed (full-time)	32929
Darwin (C)	Employed (part-time)	10216
East Arnhem (R)		137
East Arnhem (R)	Employed (away from work)	136
East Arnhem (R)	Employed (full-time)	1700
East Arnhem (R)	Employed (part-time)	623
Katherine (T)		81
Katherine (T)	Employed (away from work)	192
Katherine (T)	Employed (full-time)	3341
Katherine (T)	Employed (part-time)	756
Litchfield (M)		353
Litchfield (M)	Employed (away from work)	893
Litchfield (M)	Employed (full-time)	12523
Litchfield (M)	Employed (part-time)	1841
MacDonnell (R)		85
MacDonnell (R)	Employed (away from work)	104
MacDonnell (R)	Employed (full-time)	1547
MacDonnell (R)	Employed (part-time)	404
Palmerston (C)		160
Palmerston (C)	Employed (away from work)	284
Palmerston (C)	Employed (full-time)	4905
Palmerston (C)	Employed (part-time)	2067
Roper Gulf (R)		151
Roper Gulf (R)	Employed (away from work)	102
Roper Gulf (R)	Employed (full-time)	1178
Roper Gulf (R)	Employed (part-time)	347
Tiwi Islands (R)		38
Tiwi Islands (R)	Employed (away from work)	17
Tiwi Islands (R)	Employed (full-time)	298
Tiwi Islands (R)	Employed (part-time)	215
Victoria Daly (R)		36
Victoria Daly (R)	Employed (away from work)	27
Victoria Daly (R)	Employed (full-time)	559
Victoria Daly (R)	Employed (part-time)	175
Wagait (S)	Employed (away from work)	9
Wagait (S)	Employed (full-time)	21
Wagait (S)	Employed (part-time)	22
West Arnhem (R)		116
West Arnhem (R)	Employed (away from work)	93
West Arnhem (R)	Employed (full-time)	1260
West Arnhem (R)	Employed (part-time)	314
West Daly (R)		23
