LGA_NAME16	IncomeTotPersonal.max	PublicSector	LevelOfGovt	workers
Strathbogie (S)	52500			5
Strathbogie (S)	52500	0		474
Strathbogie (S)	52500	1	Local	16
Strathbogie (S)	52500	1	National	3
Strathbogie (S)	52500	1	State territory	20
Strathbogie (S)	65625			4
Strathbogie (S)	65625	0		334
Strathbogie (S)	65625	1	Local	17
Strathbogie (S)	65625	1	National	12
Strathbogie (S)	65625	1	State territory	20
Strathbogie (S)	78750	0		194
Strathbogie (S)	78750	1	Local	21
Strathbogie (S)	78750	1	National	19
Strathbogie (S)	78750	1	State territory	22
Strathbogie (S)	91875	0		132
Strathbogie (S)	91875	1	National	6
Strathbogie (S)	91875	1	State territory	21
Strathbogie (S)	105000	0		75
Strathbogie (S)	105000	1	Local	3
Strathbogie (S)	105000	1	National	6
Strathbogie (S)	105000	1	State territory	18
Strathbogie (S)	157500	0		84
Strathbogie (S)	157500	1	Local	6
Strathbogie (S)	157500	1	National	3
Strathbogie (S)	157500	1	State territory	13
Strathbogie (S)	Inf	0		72
Strathbogie (S)	Inf	1	Local	4
Surf Coast (S)				20
Surf Coast (S)		0		109
Surf Coast (S)		1	Local	8
Surf Coast (S)	0			5
Surf Coast (S)	0	0		97
Surf Coast (S)	7875			8
Surf Coast (S)	7875	0		515
Surf Coast (S)	7875	1	State territory	3
Surf Coast (S)	15750			3
Surf Coast (S)	15750	0		568
Surf Coast (S)	15750	1	Local	9
Surf Coast (S)	15750	1	National	4
Surf Coast (S)	15750	1	State territory	4
Surf Coast (S)	21000			3
Surf Coast (S)	21000	0		592
Surf Coast (S)	21000	1	Local	8
Surf Coast (S)	21000	1	National	3
Surf Coast (S)	21000	1	State territory	13
Surf Coast (S)	26250			6
Surf Coast (S)	26250	0		582
Surf Coast (S)	26250	1	Local	19
Surf Coast (S)	26250	1	National	3
Surf Coast (S)	26250	1	State territory	22
Surf Coast (S)	34125			16
Surf Coast (S)	34125	0		830
Surf Coast (S)	34125	1	Local	27
Surf Coast (S)	34125	1	National	4
Surf Coast (S)	34125	1	State territory	39
Surf Coast (S)	42000			8
Surf Coast (S)	42000	0		932
Surf Coast (S)	42000	1	Local	26
Surf Coast (S)	42000	1	National	5
Surf Coast (S)	42000	1	State territory	36
Surf Coast (S)	52500			3
Surf Coast (S)	52500	0		970
Surf Coast (S)	52500	1	Local	23
Surf Coast (S)	52500	1	National	6
Surf Coast (S)	52500	1	State territory	52
Surf Coast (S)	65625	0		850
Surf Coast (S)	65625	1	Local	51
Surf Coast (S)	65625	1	National	8
Surf Coast (S)	65625	1	State territory	52
Surf Coast (S)	78750			6
Surf Coast (S)	78750	0		583
Surf Coast (S)	78750	1	Local	36
Surf Coast (S)	78750	1	National	4
Surf Coast (S)	78750	1	State territory	61
Surf Coast (S)	91875			6
Surf Coast (S)	91875	0		438
Surf Coast (S)	91875	1	Local	44
Surf Coast (S)	91875	1	National	3
Surf Coast (S)	91875	1	State territory	59
Surf Coast (S)	105000	0		222
Surf Coast (S)	105000	1	Local	28
Surf Coast (S)	105000	1	State territory	39
Surf Coast (S)	157500	0		296
Surf Coast (S)	157500	1	Local	17
Surf Coast (S)	157500	1	National	3
Surf Coast (S)	157500	1	State territory	36
Surf Coast (S)	Inf	0		247
Surf Coast (S)	Inf	1	Local	3
Surf Coast (S)	Inf	1	State territory	5
Swan Hill (RC)				22
Swan Hill (RC)		0		147
Swan Hill (RC)		1	Local	3
Swan Hill (RC)		1	State territory	14
Swan Hill (RC)	0			5
Swan Hill (RC)	0	0		97
Swan Hill (RC)	7875			12
Swan Hill (RC)	7875	0		330
Swan Hill (RC)	7875	1	Local	3
Swan Hill (RC)	7875	1	National	3
Swan Hill (RC)	7875	1	State territory	9
Swan Hill (RC)	15750			15
Swan Hill (RC)	15750	0		364
Swan Hill (RC)	15750	1	Local	3
Swan Hill (RC)	15750	1	State territory	19
Swan Hill (RC)	21000			14
Swan Hill (RC)	21000	0		410
Swan Hill (RC)	21000	1	Local	8
Swan Hill (RC)	21000	1	National	3
Swan Hill (RC)	21000	1	State territory	19
Swan Hill (RC)	26250			11
Swan Hill (RC)	26250	0		509
Swan Hill (RC)	26250	1	Local	3
Swan Hill (RC)	26250	1	National	3
Swan Hill (RC)	26250	1	State territory	46
Swan Hill (RC)	34125			18
Swan Hill (RC)	34125	0		830
Swan Hill (RC)	34125	1	Local	7
Swan Hill (RC)	34125	1	State territory	72
Swan Hill (RC)	42000			17
Swan Hill (RC)	42000	0		1182
Swan Hill (RC)	42000	1	Local	10
Swan Hill (RC)	42000	1	National	6
Swan Hill (RC)	42000	1	State territory	110
Swan Hill (RC)	52500			10
Swan Hill (RC)	52500	0		1157
Swan Hill (RC)	52500	1	Local	27
Swan Hill (RC)	52500	1	National	5
Swan Hill (RC)	52500	1	State territory	143
Swan Hill (RC)	65625			9
Swan Hill (RC)	65625	0		949
Swan Hill (RC)	65625	1	Local	47
Swan Hill (RC)	65625	1	National	8
Swan Hill (RC)	65625	1	State territory	211
Swan Hill (RC)	78750			4
Swan Hill (RC)	78750	0		461
Swan Hill (RC)	78750	1	Local	42
Swan Hill (RC)	78750	1	National	11
Swan Hill (RC)	78750	1	State territory	144
Swan Hill (RC)	91875			3
Swan Hill (RC)	91875	0		347
Swan Hill (RC)	91875	1	Local	15
Swan Hill (RC)	91875	1	National	4
Swan Hill (RC)	91875	1	State territory	142
Swan Hill (RC)	105000	0		175
Swan Hill (RC)	105000	1	Local	4
Swan Hill (RC)	105000	1	National	3
Swan Hill (RC)	105000	1	State territory	76
Swan Hill (RC)	157500	0		218
Swan Hill (RC)	157500	1	Local	16
Swan Hill (RC)	157500	1	State territory	61
Swan Hill (RC)	Inf			7
Swan Hill (RC)	Inf	0		161
Swan Hill (RC)	Inf	1	Local	4
Swan Hill (RC)	Inf	1	State territory	13
Towong (S)				10
Towong (S)		0		30
Towong (S)		1	State territory	3
Towong (S)	0	0		37
Towong (S)	7875			3
Towong (S)	7875	0		87
Towong (S)	7875	1	Local	4
Towong (S)	7875	1	State territory	6
Towong (S)	15750			3
Towong (S)	15750	0		94
Towong (S)	15750	1	National	4
Towong (S)	15750	1	State territory	11
Towong (S)	21000	0		132
Towong (S)	21000	1	National	3
Towong (S)	21000	1	State territory	10
Towong (S)	26250			3
Towong (S)	26250	0		147
Towong (S)	26250	1	Local	5
Towong (S)	26250	1	National	3
Towong (S)	26250	1	State territory	21
Towong (S)	34125	0		227
Towong (S)	34125	1	National	3
Towong (S)	34125	1	State territory	46
Towong (S)	42000			3
Towong (S)	42000	0		176
Towong (S)	42000	1	Local	8
Towong (S)	42000	1	State territory	37
Towong (S)	52500	0		202
Towong (S)	52500	1	Local	15
Towong (S)	52500	1	State territory	40
Towong (S)	65625	0		159
Towong (S)	65625	1	Local	9
Towong (S)	65625	1	State territory	41
Towong (S)	78750	0		100
Towong (S)	78750	1	Local	5
Towong (S)	78750	1	State territory	40
Towong (S)	91875	0		66
Towong (S)	91875	1	Local	4
Towong (S)	91875	1	State territory	31
Towong (S)	105000	0		39
Towong (S)	105000	1	Local	3
Towong (S)	105000	1	State territory	24
Towong (S)	157500	0		46
Towong (S)	157500	1	State territory	22
Towong (S)	Inf			3
Towong (S)	Inf	0		33
Towong (S)	Inf	1	State territory	11
Wangaratta (RC)				23
Wangaratta (RC)		0		162
Wangaratta (RC)		1	State territory	9
Wangaratta (RC)	0			4
Wangaratta (RC)	0	0		114
Wangaratta (RC)	0	1	State territory	4
Wangaratta (RC)	7875			12
Wangaratta (RC)	7875	0		529
Wangaratta (RC)	7875	1	Local	3
Wangaratta (RC)	7875	1	National	4
Wangaratta (RC)	7875	1	State territory	7
Wangaratta (RC)	15750			14
Wangaratta (RC)	15750	0		468
Wangaratta (RC)	15750	1	Local	4
Wangaratta (RC)	15750	1	National	7
Wangaratta (RC)	15750	1	State territory	27
Wangaratta (RC)	21000			13
Wangaratta (RC)	21000	0		595
Wangaratta (RC)	21000	1	Local	3
Wangaratta (RC)	21000	1	National	3
Wangaratta (RC)	21000	1	State territory	33
Wangaratta (RC)	26250			15
Wangaratta (RC)	26250	0		738
Wangaratta (RC)	26250	1	Local	10
Wangaratta (RC)	26250	1	National	3
Wangaratta (RC)	26250	1	State territory	57
Wangaratta (RC)	34125			19
Wangaratta (RC)	34125	0		1131
Wangaratta (RC)	34125	1	Local	16
Wangaratta (RC)	34125	1	National	11
Wangaratta (RC)	34125	1	State territory	121
Wangaratta (RC)	42000			16
Wangaratta (RC)	42000	0		1470
Wangaratta (RC)	42000	1	Local	25
Wangaratta (RC)	42000	1	National	14
Wangaratta (RC)	42000	1	State territory	169
Wangaratta (RC)	52500			14
Wangaratta (RC)	52500	0		1578
Wangaratta (RC)	52500	1	Local	24
Wangaratta (RC)	52500	1	National	22
Wangaratta (RC)	52500	1	State territory	246
Wangaratta (RC)	65625			12
Wangaratta (RC)	65625	0		1234
Wangaratta (RC)	65625	1	Local	51
Wangaratta (RC)	65625	1	National	16
Wangaratta (RC)	65625	1	State territory	299
Wangaratta (RC)	78750	0		670
Wangaratta (RC)	78750	1	Local	45
Wangaratta (RC)	78750	1	National	36
Wangaratta (RC)	78750	1	State territory	252
Wangaratta (RC)	91875	0		481
Wangaratta (RC)	91875	1	Local	27
Wangaratta (RC)	91875	1	National	8
Wangaratta (RC)	91875	1	State territory	257
Wangaratta (RC)	105000			7
Wangaratta (RC)	105000	0		267
Wangaratta (RC)	105000	1	Local	7
Wangaratta (RC)	105000	1	National	8
Wangaratta (RC)	105000	1	State territory	178
Wangaratta (RC)	157500	0		284
Wangaratta (RC)	157500	1	Local	14
Wangaratta (RC)	157500	1	National	10
Wangaratta (RC)	157500	1	State territory	161
Wangaratta (RC)	Inf			4
Wangaratta (RC)	Inf	0		201
Wangaratta (RC)	Inf	1	Local	5
Wangaratta (RC)	Inf	1	National	4
Wangaratta (RC)	Inf	1	State territory	31
Warrnambool (C)				42
Warrnambool (C)		0		180
Warrnambool (C)		1	Local	4
Warrnambool (C)		1	State territory	11
Warrnambool (C)	0			7
Warrnambool (C)	0	0		85
Warrnambool (C)	7875			9
Warrnambool (C)	7875	0		829
Warrnambool (C)	7875	1	Local	10
Warrnambool (C)	7875	1	National	8
Warrnambool (C)	7875	1	State territory	7
Warrnambool (C)	15750			16
Warrnambool (C)	15750	0		669
Warrnambool (C)	15750	1	Local	16
Warrnambool (C)	15750	1	National	11
Warrnambool (C)	15750	1	State territory	27
Warrnambool (C)	21000			11
Warrnambool (C)	21000	0		735
Warrnambool (C)	21000	1	Local	19
Warrnambool (C)	21000	1	National	11
Warrnambool (C)	21000	1	State territory	39
Warrnambool (C)	26250			17
Warrnambool (C)	26250	0		947
Warrnambool (C)	26250	1	Local	37
Warrnambool (C)	26250	1	National	9
Warrnambool (C)	26250	1	State territory	73
Warrnambool (C)	34125			23
Warrnambool (C)	34125	0		1422
Warrnambool (C)	34125	1	Local	45
Warrnambool (C)	34125	1	National	23
Warrnambool (C)	34125	1	State territory	161
Warrnambool (C)	42000			24
Warrnambool (C)	42000	0		1822
Warrnambool (C)	42000	1	Local	40
Warrnambool (C)	42000	1	National	27
Warrnambool (C)	42000	1	State territory	195
Warrnambool (C)	52500			20
Warrnambool (C)	52500	0		1973
Warrnambool (C)	52500	1	Local	58
Warrnambool (C)	52500	1	National	27
Warrnambool (C)	52500	1	State territory	280
Warrnambool (C)	65625			8
Warrnambool (C)	65625	0		1598
Warrnambool (C)	65625	1	Local	78
Warrnambool (C)	65625	1	National	56
Warrnambool (C)	65625	1	State territory	352
Warrnambool (C)	78750			11
Warrnambool (C)	78750	0		844
Warrnambool (C)	78750	1	Local	44
Warrnambool (C)	78750	1	National	52
Warrnambool (C)	78750	1	State territory	300
Warrnambool (C)	91875	0		597
Warrnambool (C)	91875	1	Local	24
Warrnambool (C)	91875	1	National	38
Warrnambool (C)	91875	1	State territory	264
Warrnambool (C)	105000	0		356
Warrnambool (C)	105000	1	Local	18
Warrnambool (C)	105000	1	National	16
Warrnambool (C)	105000	1	State territory	184
Warrnambool (C)	157500			5
Warrnambool (C)	157500	0		435
Warrnambool (C)	157500	1	Local	22
Warrnambool (C)	157500	1	National	33
Warrnambool (C)	157500	1	State territory	119
Warrnambool (C)	Inf			3
Warrnambool (C)	Inf	0		272
Warrnambool (C)	Inf	1	Local	3
Warrnambool (C)	Inf	1	National	10
Warrnambool (C)	Inf	1	State territory	47
Wellington (S)				47
Wellington (S)		0		274
Wellington (S)		1	Local	6
Wellington (S)		1	National	7
Wellington (S)		1	State territory	14
Wellington (S)	0			18
Wellington (S)	0	0		199
Wellington (S)	7875			8
Wellington (S)	7875	0		708
Wellington (S)	7875	1	Local	13
Wellington (S)	7875	1	National	3
Wellington (S)	7875	1	State territory	12
Wellington (S)	15750			13
Wellington (S)	15750	0		760
Wellington (S)	15750	1	Local	16
Wellington (S)	15750	1	National	5
Wellington (S)	15750	1	State territory	44
Wellington (S)	21000			11
Wellington (S)	21000	0		817
Wellington (S)	21000	1	Local	13
Wellington (S)	21000	1	National	6
Wellington (S)	21000	1	State territory	62
Wellington (S)	26250			23
Wellington (S)	26250	0		1013
Wellington (S)	26250	1	Local	15
Wellington (S)	26250	1	National	10
Wellington (S)	26250	1	State territory	104
Wellington (S)	34125			22
Wellington (S)	34125	0		1410
Wellington (S)	34125	1	Local	15
Wellington (S)	34125	1	National	22
Wellington (S)	34125	1	State territory	157
Wellington (S)	42000			16
Wellington (S)	42000	0		1650
Wellington (S)	42000	1	Local	15
Wellington (S)	42000	1	National	26
Wellington (S)	42000	1	State territory	178
Wellington (S)	52500			22
Wellington (S)	52500	0		1743
Wellington (S)	52500	1	Local	42
Wellington (S)	52500	1	National	55
Wellington (S)	52500	1	State territory	238
Wellington (S)	65625			18
Wellington (S)	65625	0		1686
Wellington (S)	65625	1	Local	57
Wellington (S)	65625	1	National	112
Wellington (S)	65625	1	State territory	284
Wellington (S)	78750			5
Wellington (S)	78750	0		1014
Wellington (S)	78750	1	Local	42
Wellington (S)	78750	1	National	116
Wellington (S)	78750	1	State territory	237
Wellington (S)	91875			3
Wellington (S)	91875	0		729
Wellington (S)	91875	1	Local	30
Wellington (S)	91875	1	National	104
Wellington (S)	91875	1	State territory	192
Wellington (S)	105000			4
Wellington (S)	105000	0		556
Wellington (S)	105000	1	Local	21
Wellington (S)	105000	1	National	68
Wellington (S)	105000	1	State territory	138
Wellington (S)	157500			3
Wellington (S)	157500	0		808
Wellington (S)	157500	1	Local	23
Wellington (S)	157500	1	National	155
Wellington (S)	157500	1	State territory	105
Wellington (S)	Inf			5
Wellington (S)	Inf	0		674
Wellington (S)	Inf	1	Local	6
Wellington (S)	Inf	1	National	24
Wellington (S)	Inf	1	State territory	25
West Wimmera (S)				3
West Wimmera (S)		0		30
West Wimmera (S)		1	State territory	5
West Wimmera (S)	0			4
West Wimmera (S)	0	0		49
West Wimmera (S)	7875	0		72
West Wimmera (S)	7875	1	State territory	3
West Wimmera (S)	15750			3
West Wimmera (S)	15750	0		69
West Wimmera (S)	15750	1	Local	3
West Wimmera (S)	15750	1	State territory	10
West Wimmera (S)	21000	0		83
West Wimmera (S)	21000	1	Local	3
West Wimmera (S)	21000	1	State territory	6
West Wimmera (S)	26250			4
West Wimmera (S)	26250	0		100
West Wimmera (S)	26250	1	Local	8
West Wimmera (S)	26250	1	State territory	10
West Wimmera (S)	34125			5
West Wimmera (S)	34125	0		165
West Wimmera (S)	34125	1	Local	4
West Wimmera (S)	34125	1	State territory	16
West Wimmera (S)	42000	0		169
West Wimmera (S)	42000	1	Local	7
West Wimmera (S)	42000	1	National	4
West Wimmera (S)	42000	1	State territory	20
West Wimmera (S)	52500			3
West Wimmera (S)	52500	0		177
West Wimmera (S)	52500	1	Local	13
West Wimmera (S)	52500	1	State territory	26
West Wimmera (S)	65625			3
West Wimmera (S)	65625	0		172
West Wimmera (S)	65625	1	Local	27
West Wimmera (S)	65625	1	State territory	22
West Wimmera (S)	78750	0		84
West Wimmera (S)	78750	1	Local	10
West Wimmera (S)	78750	1	State territory	14
West Wimmera (S)	91875	0		78
West Wimmera (S)	91875	1	Local	9
West Wimmera (S)	91875	1	State territory	15
West Wimmera (S)	105000	0		45
West Wimmera (S)	105000	1	Local	9
West Wimmera (S)	105000	1	State territory	20
West Wimmera (S)	157500	0		40
West Wimmera (S)	157500	1	Local	3
West Wimmera (S)	157500	1	State territory	15
West Wimmera (S)	Inf	0		40
Whitehorse (C)				168
Whitehorse (C)		0		755
Whitehorse (C)		1	Local	11
Whitehorse (C)		1	National	29
Whitehorse (C)		1	State territory	103
Whitehorse (C)	0			38
Whitehorse (C)	0	0		433
Whitehorse (C)	0	1	Local	3
Whitehorse (C)	0	1	National	10
Whitehorse (C)	0	1	State territory	19
Whitehorse (C)	7875			36
Whitehorse (C)	7875	0		2917
Whitehorse (C)	7875	1	Local	17
Whitehorse (C)	7875	1	National	74
Whitehorse (C)	7875	1	State territory	59
Whitehorse (C)	15750			53
Whitehorse (C)	15750	0		3012
Whitehorse (C)	15750	1	Local	33
Whitehorse (C)	15750	1	National	108
Whitehorse (C)	15750	1	State territory	123
Whitehorse (C)	21000			52
Whitehorse (C)	21000	0		3075
Whitehorse (C)	21000	1	Local	38
Whitehorse (C)	21000	1	National	83
Whitehorse (C)	21000	1	State territory	142
Whitehorse (C)	26250			64
Whitehorse (C)	26250	0		3172
Whitehorse (C)	26250	1	Local	49
Whitehorse (C)	26250	1	National	106
Whitehorse (C)	26250	1	State territory	225
Whitehorse (C)	34125			69
Whitehorse (C)	34125	0		4722
Whitehorse (C)	34125	1	Local	95
Whitehorse (C)	34125	1	National	218
Whitehorse (C)	34125	1	State territory	429
Whitehorse (C)	42000			66
Whitehorse (C)	42000	0		5977
Whitehorse (C)	42000	1	Local	77
Whitehorse (C)	42000	1	National	229
Whitehorse (C)	42000	1	State territory	623
Whitehorse (C)	52500			90
Whitehorse (C)	52500	0		6953
Whitehorse (C)	52500	1	Local	83
Whitehorse (C)	52500	1	National	341
Whitehorse (C)	52500	1	State territory	968
Whitehorse (C)	65625			57
Whitehorse (C)	65625	0		6752
Whitehorse (C)	65625	1	Local	131
Whitehorse (C)	65625	1	National	536
Whitehorse (C)	65625	1	State territory	1470
Whitehorse (C)	78750			32
Whitehorse (C)	78750	0		4504
Whitehorse (C)	78750	1	Local	73
Whitehorse (C)	78750	1	National	640
Whitehorse (C)	78750	1	State territory	1338
Whitehorse (C)	91875			23
Whitehorse (C)	91875	0		3707
Whitehorse (C)	91875	1	Local	81
Whitehorse (C)	91875	1	National	551
Whitehorse (C)	91875	1	State territory	1275
Whitehorse (C)	105000			12
Whitehorse (C)	105000	0		2472
Whitehorse (C)	105000	1	Local	52
Whitehorse (C)	105000	1	National	409
Whitehorse (C)	105000	1	State territory	938
Whitehorse (C)	157500			14
Whitehorse (C)	157500	0		3670
Whitehorse (C)	157500	1	Local	53
Whitehorse (C)	157500	1	National	648
Whitehorse (C)	157500	1	State territory	1016
Whitehorse (C)	Inf			20
Whitehorse (C)	Inf	0		2158
Whitehorse (C)	Inf	1	Local	24
Whitehorse (C)	Inf	1	National	186
Whitehorse (C)	Inf	1	State territory	365
Whittlesea (C)				170
Whittlesea (C)		0		766
Whittlesea (C)		1	Local	11
Whittlesea (C)		1	National	8
Whittlesea (C)		1	State territory	60
Whittlesea (C)	0			35
Whittlesea (C)	0	0		376
Whittlesea (C)	0	1	National	5
Whittlesea (C)	0	1	State territory	8
Whittlesea (C)	7875			39
Whittlesea (C)	7875	0		2421
Whittlesea (C)	7875	1	Local	23
Whittlesea (C)	7875	1	National	27
Whittlesea (C)	7875	1	State territory	25
Whittlesea (C)	15750			50
Whittlesea (C)	15750	0		2481
Whittlesea (C)	15750	1	Local	45
Whittlesea (C)	15750	1	National	35
Whittlesea (C)	15750	1	State territory	76
Whittlesea (C)	21000			65
Whittlesea (C)	21000	0		2567
Whittlesea (C)	21000	1	Local	35
Whittlesea (C)	21000	1	National	40
Whittlesea (C)	21000	1	State territory	96
Whittlesea (C)	26250			70
Whittlesea (C)	26250	0		2859
Whittlesea (C)	26250	1	Local	37
Whittlesea (C)	26250	1	National	48
Whittlesea (C)	26250	1	State territory	164
Whittlesea (C)	34125			65
Whittlesea (C)	34125	0		4417
Whittlesea (C)	34125	1	Local	59
Whittlesea (C)	34125	1	National	83
Whittlesea (C)	34125	1	State territory	321
Whittlesea (C)	42000			87
Whittlesea (C)	42000	0		5775
Whittlesea (C)	42000	1	Local	79
Whittlesea (C)	42000	1	National	93
Whittlesea (C)	42000	1	State territory	431
Whittlesea (C)	52500			91
Whittlesea (C)	52500	0		6696
Whittlesea (C)	52500	1	Local	108
Whittlesea (C)	52500	1	National	116
Whittlesea (C)	52500	1	State territory	708
Whittlesea (C)	65625			61
Whittlesea (C)	65625	0		5905
Whittlesea (C)	65625	1	Local	147
Whittlesea (C)	65625	1	National	163
Whittlesea (C)	65625	1	State territory	942
Whittlesea (C)	78750			34
Whittlesea (C)	78750	0		3609
Whittlesea (C)	78750	1	Local	111
Whittlesea (C)	78750	1	National	120
Whittlesea (C)	78750	1	State territory	820
Whittlesea (C)	91875			27
Whittlesea (C)	91875	0		2507
Whittlesea (C)	91875	1	Local	147
Whittlesea (C)	91875	1	National	95
Whittlesea (C)	91875	1	State territory	678
Whittlesea (C)	105000			7
Whittlesea (C)	105000	0		1649
Whittlesea (C)	105000	1	Local	102
Whittlesea (C)	105000	1	National	98
Whittlesea (C)	105000	1	State territory	457
Whittlesea (C)	157500			19
Whittlesea (C)	157500	0		1894
Whittlesea (C)	157500	1	Local	94
Whittlesea (C)	157500	1	National	140
Whittlesea (C)	157500	1	State territory	362
Whittlesea (C)	Inf			5
Whittlesea (C)	Inf	0		985
Whittlesea (C)	Inf	1	Local	23
Whittlesea (C)	Inf	1	National	42
Whittlesea (C)	Inf	1	State territory	138
Wodonga (C)				41
Wodonga (C)		0		268
Wodonga (C)		1	National	14
Wodonga (C)		1	State territory	15
Wodonga (C)	0			7
Wodonga (C)	0	0		87
Wodonga (C)	7875			13
Wodonga (C)	7875	0		530
Wodonga (C)	7875	1	Local	3
Wodonga (C)	7875	1	National	6
Wodonga (C)	7875	1	State territory	10
Wodonga (C)	15750			14
Wodonga (C)	15750	0		515
Wodonga (C)	15750	1	Local	7
Wodonga (C)	15750	1	National	15
Wodonga (C)	15750	1	State territory	25
Wodonga (C)	21000			15
Wodonga (C)	21000	0		636
Wodonga (C)	21000	1	National	11
Wodonga (C)	21000	1	State territory	38
Wodonga (C)	26250			15
Wodonga (C)	26250	0		820
Wodonga (C)	26250	1	Local	12
Wodonga (C)	26250	1	National	21
Wodonga (C)	26250	1	State territory	55
Wodonga (C)	34125			13
Wodonga (C)	34125	0		1430
Wodonga (C)	34125	1	Local	9
Wodonga (C)	34125	1	National	43
Wodonga (C)	34125	1	State territory	119
Wodonga (C)	42000			22
Wodonga (C)	42000	0		1810
Wodonga (C)	42000	1	Local	32
Wodonga (C)	42000	1	National	261
Wodonga (C)	42000	1	State territory	179
Wodonga (C)	52500			23
Wodonga (C)	52500	0		2344
Wodonga (C)	52500	1	Local	32
Wodonga (C)	52500	1	National	292
Wodonga (C)	52500	1	State territory	243
Wodonga (C)	65625			10
Wodonga (C)	65625	0		2259
Wodonga (C)	65625	1	Local	58
Wodonga (C)	65625	1	National	311
Wodonga (C)	65625	1	State territory	355
Wodonga (C)	78750			3
Wodonga (C)	78750	0		1446
Wodonga (C)	78750	1	Local	38
Wodonga (C)	78750	1	National	262
Wodonga (C)	78750	1	State territory	313
Wodonga (C)	91875			8
Wodonga (C)	91875	0		975
Wodonga (C)	91875	1	Local	35
Wodonga (C)	91875	1	National	233
Wodonga (C)	91875	1	State territory	278
Wodonga (C)	105000			9
Wodonga (C)	105000	0		601
Wodonga (C)	105000	1	Local	16
Wodonga (C)	105000	1	National	159
Wodonga (C)	105000	1	State territory	170
Wodonga (C)	157500			4
Wodonga (C)	157500	0		582
Wodonga (C)	157500	1	Local	18
Wodonga (C)	157500	1	National	138
Wodonga (C)	157500	1	State territory	160
Wodonga (C)	Inf	0		276
Wodonga (C)	Inf	1	Local	5
Wodonga (C)	Inf	1	National	13
Wodonga (C)	Inf	1	State territory	28
Wyndham (C)				175
Wyndham (C)		0		854
Wyndham (C)		1	Local	19
Wyndham (C)		1	National	11
Wyndham (C)		1	State territory	33
Wyndham (C)	0			40
Wyndham (C)	0	0		458
Wyndham (C)	0	1	National	3
Wyndham (C)	0	1	State territory	17
Wyndham (C)	7875			34
Wyndham (C)	7875	0		2538
Wyndham (C)	7875	1	Local	7
Wyndham (C)	7875	1	National	8
Wyndham (C)	7875	1	State territory	19
Wyndham (C)	15750			55
Wyndham (C)	15750	0		2697
Wyndham (C)	15750	1	Local	36
Wyndham (C)	15750	1	National	16
Wyndham (C)	15750	1	State territory	31
Wyndham (C)	21000			53
Wyndham (C)	21000	0		2745
Wyndham (C)	21000	1	Local	33
Wyndham (C)	21000	1	National	21
Wyndham (C)	21000	1	State territory	65
Wyndham (C)	26250			64
Wyndham (C)	26250	0		2988
Wyndham (C)	26250	1	Local	44
Wyndham (C)	26250	1	National	26
Wyndham (C)	26250	1	State territory	128
Wyndham (C)	34125			82
Wyndham (C)	34125	0		4641
Wyndham (C)	34125	1	Local	103
Wyndham (C)	34125	1	National	52
Wyndham (C)	34125	1	State territory	192
Wyndham (C)	42000			126
Wyndham (C)	42000	0		6684
Wyndham (C)	42000	1	Local	105
Wyndham (C)	42000	1	National	56
Wyndham (C)	42000	1	State territory	254
Wyndham (C)	52500			120
Wyndham (C)	52500	0		8571
Wyndham (C)	52500	1	Local	148
Wyndham (C)	52500	1	National	97
Wyndham (C)	52500	1	State territory	363
Wyndham (C)	65625			74
Wyndham (C)	65625	0		8352
Wyndham (C)	65625	1	Local	205
Wyndham (C)	65625	1	National	195
Wyndham (C)	65625	1	State territory	619
Wyndham (C)	78750			47
Wyndham (C)	78750	0		4990
Wyndham (C)	78750	1	Local	146
Wyndham (C)	78750	1	National	206
Wyndham (C)	78750	1	State territory	630
Wyndham (C)	91875			33
Wyndham (C)	91875	0		3476
Wyndham (C)	91875	1	Local	185
Wyndham (C)	91875	1	National	230
Wyndham (C)	91875	1	State territory	484
Wyndham (C)	105000			23
Wyndham (C)	105000	0		2179
Wyndham (C)	105000	1	Local	82
Wyndham (C)	105000	1	National	157
Wyndham (C)	105000	1	State territory	341
Wyndham (C)	157500			11
Wyndham (C)	157500	0		2518
Wyndham (C)	157500	1	Local	70
Wyndham (C)	157500	1	National	262
Wyndham (C)	157500	1	State territory	215
Wyndham (C)	Inf			15
Wyndham (C)	Inf	0		1245
Wyndham (C)	Inf	1	Local	14
Wyndham (C)	Inf	1	National	53
Wyndham (C)	Inf	1	State territory	43
Yarra (C)				214
Yarra (C)		0		932
Yarra (C)		1	Local	12
Yarra (C)		1	National	13
Yarra (C)		1	State territory	45
Yarra (C)	0			42
Yarra (C)	0	0		387
Yarra (C)	0	1	National	6
Yarra (C)	0	1	State territory	12
Yarra (C)	7875			35
Yarra (C)	7875	0		1498
Yarra (C)	7875	1	Local	10
Yarra (C)	7875	1	National	14
Yarra (C)	7875	1	State territory	39
Yarra (C)	15750			60
Yarra (C)	15750	0		2463
Yarra (C)	15750	1	Local	22
Yarra (C)	15750	1	National	16
Yarra (C)	15750	1	State territory	54
Yarra (C)	21000			50
Yarra (C)	21000	0		2748
Yarra (C)	21000	1	Local	20
Yarra (C)	21000	1	National	24
Yarra (C)	21000	1	State territory	80
Yarra (C)	26250			58
Yarra (C)	26250	0		3220
Yarra (C)	26250	1	Local	21
Yarra (C)	26250	1	National	34
Yarra (C)	26250	1	State territory	130
Yarra (C)	34125			69
Yarra (C)	34125	0		4815
