STE_NAME16	HoursWorked.min	IndustryOfEmployment	Sex	workers
South Australia	49	Education and training	M	3557
South Australia	49	Electricity gas water and waste services	F	116
South Australia	49	Electricity gas water and waste services	M	1285
South Australia	49	Financial and insurance services	F	709
South Australia	49	Financial and insurance services	M	1578
South Australia	49	Health care and social assistance	F	4195
South Australia	49	Health care and social assistance	M	3059
South Australia	49	Information media and telecommunications	F	255
South Australia	49	Information media and telecommunications	M	820
South Australia	49	Manufacturing	F	1027
South Australia	49	Manufacturing	M	6873
South Australia	49	Mining	F	351
South Australia	49	Mining	M	3794
South Australia	49	Other services	F	679
South Australia	49	Other services	M	2781
South Australia	49	Professional scientific and technical services	F	1540
South Australia	49	Professional scientific and technical services	M	4885
South Australia	49	Public administration and safety	F	1500
South Australia	49	Public administration and safety	M	3119
South Australia	49	Rental hiring and real estate services	F	460
South Australia	49	Rental hiring and real estate services	M	1255
South Australia	49	Retail trade	F	1890
South Australia	49	Retail trade	M	4810
South Australia	49	Transport postal and warehousing	F	584
South Australia	49	Transport postal and warehousing	M	5939
South Australia	49	Wholesale trade	F	423
South Australia	49	Wholesale trade	M	2828
Western Australia			F	3608
Western Australia			M	5297
Western Australia		Accommodation and food services	F	621
Western Australia		Accommodation and food services	M	468
Western Australia		Administrative and support services	F	234
Western Australia		Administrative and support services	M	203
Western Australia		Agriculture forestry and fishing	F	167
Western Australia		Agriculture forestry and fishing	M	300
Western Australia		Arts and recreation services	F	93
Western Australia		Arts and recreation services	M	95
Western Australia		Construction	F	177
Western Australia		Construction	M	1317
Western Australia		Education and training	F	583
Western Australia		Education and training	M	235
Western Australia		Electricity gas water and waste services	F	10
Western Australia		Electricity gas water and waste services	M	85
Western Australia		Financial and insurance services	F	84
Western Australia		Financial and insurance services	M	66
Western Australia		Health care and social assistance	F	991
Western Australia		Health care and social assistance	M	252
Western Australia		Information media and telecommunications	F	44
Western Australia		Information media and telecommunications	M	59
Western Australia		Manufacturing	F	129
Western Australia		Manufacturing	M	379
Western Australia		Mining	F	127
Western Australia		Mining	M	880
Western Australia		Other services	F	215
Western Australia		Other services	M	269
Western Australia		Professional scientific and technical services	F	168
Western Australia		Professional scientific and technical services	M	247
Western Australia		Public administration and safety	F	235
Western Australia		Public administration and safety	M	349
Western Australia		Rental hiring and real estate services	F	78
Western Australia		Rental hiring and real estate services	M	59
Western Australia		Retail trade	F	669
Western Australia		Retail trade	M	470
Western Australia		Transport postal and warehousing	F	138
Western Australia		Transport postal and warehousing	M	645
Western Australia		Wholesale trade	F	53
Western Australia		Wholesale trade	M	140
Western Australia	0		F	806
Western Australia	0		M	1310
Western Australia	0	Accommodation and food services	F	1396
Western Australia	0	Accommodation and food services	M	977
Western Australia	0	Administrative and support services	F	709
Western Australia	0	Administrative and support services	M	624
Western Australia	0	Agriculture forestry and fishing	F	433
Western Australia	0	Agriculture forestry and fishing	M	858
Western Australia	0	Arts and recreation services	F	403
Western Australia	0	Arts and recreation services	M	320
Western Australia	0	Construction	F	598
Western Australia	0	Construction	M	3379
Western Australia	0	Education and training	F	3213
Western Australia	0	Education and training	M	767
Western Australia	0	Electricity gas water and waste services	F	168
Western Australia	0	Electricity gas water and waste services	M	434
Western Australia	0	Financial and insurance services	F	844
Western Australia	0	Financial and insurance services	M	252
Western Australia	0	Health care and social assistance	F	5675
Western Australia	0	Health care and social assistance	M	819
Western Australia	0	Information media and telecommunications	F	154
Western Australia	0	Information media and telecommunications	M	170
Western Australia	0	Manufacturing	F	585
Western Australia	0	Manufacturing	M	1304
Western Australia	0	Mining	F	1095
Western Australia	0	Mining	M	5098
Western Australia	0	Other services	F	646
Western Australia	0	Other services	M	660
Western Australia	0	Professional scientific and technical services	F	1300
Western Australia	0	Professional scientific and technical services	M	1052
Western Australia	0	Public administration and safety	F	2171
Western Australia	0	Public administration and safety	M	1679
Western Australia	0	Rental hiring and real estate services	F	353
Western Australia	0	Rental hiring and real estate services	M	222
Western Australia	0	Retail trade	F	2366
Western Australia	0	Retail trade	M	1095
Western Australia	0	Transport postal and warehousing	F	647
Western Australia	0	Transport postal and warehousing	M	1801
Western Australia	0	Wholesale trade	F	286
Western Australia	0	Wholesale trade	M	483
Western Australia	1		F	3365
Western Australia	1		M	2302
Western Australia	1	Accommodation and food services	F	13688
Western Australia	1	Accommodation and food services	M	8965
Western Australia	1	Administrative and support services	F	4634
Western Australia	1	Administrative and support services	M	2340
Western Australia	1	Agriculture forestry and fishing	F	1522
Western Australia	1	Agriculture forestry and fishing	M	1190
Western Australia	1	Arts and recreation services	F	2744
Western Australia	1	Arts and recreation services	M	1829
Western Australia	1	Construction	F	2662
Western Australia	1	Construction	M	3666
Western Australia	1	Education and training	F	11115
Western Australia	1	Education and training	M	3434
Western Australia	1	Electricity gas water and waste services	F	172
Western Australia	1	Electricity gas water and waste services	M	205
Western Australia	1	Financial and insurance services	F	1161
Western Australia	1	Financial and insurance services	M	399
Western Australia	1	Health care and social assistance	F	13396
Western Australia	1	Health care and social assistance	M	2079
Western Australia	1	Information media and telecommunications	F	782
Western Australia	1	Information media and telecommunications	M	642
Western Australia	1	Manufacturing	F	2482
Western Australia	1	Manufacturing	M	1613
Western Australia	1	Mining	F	423
Western Australia	1	Mining	M	1201
Western Australia	1	Other services	F	4662
Western Australia	1	Other services	M	1572
Western Australia	1	Professional scientific and technical services	F	4640
Western Australia	1	Professional scientific and technical services	M	2305
Western Australia	1	Public administration and safety	F	2437
Western Australia	1	Public administration and safety	M	1432
Western Australia	1	Rental hiring and real estate services	F	1275
Western Australia	1	Rental hiring and real estate services	M	687
Western Australia	1	Retail trade	F	17786
Western Australia	1	Retail trade	M	8284
Western Australia	1	Transport postal and warehousing	F	1482
Western Australia	1	Transport postal and warehousing	M	2001
Western Australia	1	Wholesale trade	F	978
Western Australia	1	Wholesale trade	M	761
Western Australia	16		F	2132
Western Australia	16		M	1777
Western Australia	16	Accommodation and food services	F	7201
Western Australia	16	Accommodation and food services	M	4787
Western Australia	16	Administrative and support services	F	3424
Western Australia	16	Administrative and support services	M	2268
Western Australia	16	Agriculture forestry and fishing	F	1163
Western Australia	16	Agriculture forestry and fishing	M	1101
Western Australia	16	Arts and recreation services	F	1409
Western Australia	16	Arts and recreation services	M	819
Western Australia	16	Construction	F	2072
Western Australia	16	Construction	M	4244
Western Australia	16	Education and training	F	11339
Western Australia	16	Education and training	M	1796
Western Australia	16	Electricity gas water and waste services	F	317
Western Australia	16	Electricity gas water and waste services	M	185
Western Australia	16	Financial and insurance services	F	1992
Western Australia	16	Financial and insurance services	M	356
Western Australia	16	Health care and social assistance	F	18758
Western Australia	16	Health care and social assistance	M	2255
Western Australia	16	Information media and telecommunications	F	582
Western Australia	16	Information media and telecommunications	M	342
Western Australia	16	Manufacturing	F	2107
Western Australia	16	Manufacturing	M	1427
Western Australia	16	Mining	F	822
Western Australia	16	Mining	M	1068
Western Australia	16	Other services	F	3319
Western Australia	16	Other services	M	1338
Western Australia	16	Professional scientific and technical services	F	4238
Western Australia	16	Professional scientific and technical services	M	1837
Western Australia	16	Public administration and safety	F	3713
Western Australia	16	Public administration and safety	M	1251
Western Australia	16	Rental hiring and real estate services	F	1141
Western Australia	16	Rental hiring and real estate services	M	474
Western Australia	16	Retail trade	F	11657
Western Australia	16	Retail trade	M	4751
Western Australia	16	Transport postal and warehousing	F	1503
Western Australia	16	Transport postal and warehousing	M	2236
Western Australia	16	Wholesale trade	F	1063
Western Australia	16	Wholesale trade	M	651
Western Australia	25		F	2028
Western Australia	25		M	1868
Western Australia	25	Accommodation and food services	F	6038
Western Australia	25	Accommodation and food services	M	3237
Western Australia	25	Administrative and support services	F	2914
Western Australia	25	Administrative and support services	M	2018
Western Australia	25	Agriculture forestry and fishing	F	1223
Western Australia	25	Agriculture forestry and fishing	M	1327
Western Australia	25	Arts and recreation services	F	1297
Western Australia	25	Arts and recreation services	M	941
Western Australia	25	Construction	F	2073
Western Australia	25	Construction	M	6519
Western Australia	25	Education and training	F	12728
Western Australia	25	Education and training	M	2176
Western Australia	25	Electricity gas water and waste services	F	345
Western Australia	25	Electricity gas water and waste services	M	340
Western Australia	25	Financial and insurance services	F	1974
Western Australia	25	Financial and insurance services	M	582
Western Australia	25	Health care and social assistance	F	22512
Western Australia	25	Health care and social assistance	M	2977
Western Australia	25	Information media and telecommunications	F	557
Western Australia	25	Information media and telecommunications	M	434
Western Australia	25	Manufacturing	F	2269
Western Australia	25	Manufacturing	M	1935
Western Australia	25	Mining	F	771
Western Australia	25	Mining	M	829
Western Australia	25	Other services	F	3493
Western Australia	25	Other services	M	1620
Western Australia	25	Professional scientific and technical services	F	4270
Western Australia	25	Professional scientific and technical services	M	2250
Western Australia	25	Public administration and safety	F	3689
Western Australia	25	Public administration and safety	M	1458
Western Australia	25	Rental hiring and real estate services	F	1260
Western Australia	25	Rental hiring and real estate services	M	598
Western Australia	25	Retail trade	F	11261
Western Australia	25	Retail trade	M	4144
Western Australia	25	Transport postal and warehousing	F	2022
Western Australia	25	Transport postal and warehousing	M	3475
Western Australia	25	Wholesale trade	F	1255
Western Australia	25	Wholesale trade	M	844
Western Australia	35		F	2554
Western Australia	35		M	5111
Western Australia	35	Accommodation and food services	F	4193
Western Australia	35	Accommodation and food services	M	3908
Western Australia	35	Administrative and support services	F	2939
Western Australia	35	Administrative and support services	M	2621
Western Australia	35	Agriculture forestry and fishing	F	801
Western Australia	35	Agriculture forestry and fishing	M	1422
Western Australia	35	Arts and recreation services	F	1258
Western Australia	35	Arts and recreation services	M	1643
Western Australia	35	Construction	F	2466
Western Australia	35	Construction	M	12356
Western Australia	35	Education and training	F	12139
Western Australia	35	Education and training	M	5129
Western Australia	35	Electricity gas water and waste services	F	1071
Western Australia	35	Electricity gas water and waste services	M	2290
Western Australia	35	Financial and insurance services	F	3681
Western Australia	35	Financial and insurance services	M	2155
Western Australia	35	Health care and social assistance	F	24026
Western Australia	35	Health care and social assistance	M	6510
Western Australia	35	Information media and telecommunications	F	919
Western Australia	35	Information media and telecommunications	M	1536
Western Australia	35	Manufacturing	F	3519
Western Australia	35	Manufacturing	M	11819
Western Australia	35	Mining	F	1306
Western Australia	35	Mining	M	3317
Western Australia	35	Other services	F	4044
Western Australia	35	Other services	M	4526
Western Australia	35	Professional scientific and technical services	F	5831
Western Australia	35	Professional scientific and technical services	M	6097
Western Australia	35	Public administration and safety	F	10472
Western Australia	35	Public administration and safety	M	9995
Western Australia	35	Rental hiring and real estate services	F	2521
Western Australia	35	Rental hiring and real estate services	M	1281
Western Australia	35	Retail trade	F	10718
Western Australia	35	Retail trade	M	7957
Western Australia	35	Transport postal and warehousing	F	2423
Western Australia	35	Transport postal and warehousing	M	6017
Western Australia	35	Wholesale trade	F	2197
Western Australia	35	Wholesale trade	M	4090
Western Australia	40		F	2481
Western Australia	40		M	7181
Western Australia	40	Accommodation and food services	F	3187
Western Australia	40	Accommodation and food services	M	3413
Western Australia	40	Administrative and support services	F	2510
Western Australia	40	Administrative and support services	M	3222
Western Australia	40	Agriculture forestry and fishing	F	1308
Western Australia	40	Agriculture forestry and fishing	M	3195
Western Australia	40	Arts and recreation services	F	998
Western Australia	40	Arts and recreation services	M	1553
Western Australia	40	Construction	F	3640
Western Australia	40	Construction	M	25716
Western Australia	40	Education and training	F	9909
Western Australia	40	Education and training	M	5478
Western Australia	40	Electricity gas water and waste services	F	723
Western Australia	40	Electricity gas water and waste services	M	2337
Western Australia	40	Financial and insurance services	F	3299
Western Australia	40	Financial and insurance services	M	3813
Western Australia	40	Health care and social assistance	F	12700
Western Australia	40	Health care and social assistance	M	5654
Western Australia	40	Information media and telecommunications	F	766
Western Australia	40	Information media and telecommunications	M	1926
Western Australia	40	Manufacturing	F	3049
Western Australia	40	Manufacturing	M	11446
Western Australia	40	Mining	F	2685
Western Australia	40	Mining	M	6883
Western Australia	40	Other services	F	2632
Western Australia	40	Other services	M	5812
Western Australia	40	Professional scientific and technical services	F	6106
Western Australia	40	Professional scientific and technical services	M	12214
Western Australia	40	Public administration and safety	F	6290
Western Australia	40	Public administration and safety	M	10404
Western Australia	40	Rental hiring and real estate services	F	2313
Western Australia	40	Rental hiring and real estate services	M	1966
Western Australia	40	Retail trade	F	5404
Western Australia	40	Retail trade	M	6716
Western Australia	40	Transport postal and warehousing	F	2344
Western Australia	40	Transport postal and warehousing	M	7888
Western Australia	40	Wholesale trade	F	1947
Western Australia	40	Wholesale trade	M	5406
Western Australia	41		F	723
Western Australia	41		M	2990
Western Australia	41	Accommodation and food services	F	1838
Western Australia	41	Accommodation and food services	M	2265
Western Australia	41	Administrative and support services	F	1010
Western Australia	41	Administrative and support services	M	1550
Western Australia	41	Agriculture forestry and fishing	F	513
Western Australia	41	Agriculture forestry and fishing	M	1870
Western Australia	41	Arts and recreation services	F	476
Western Australia	41	Arts and recreation services	M	744
Western Australia	41	Construction	F	1128
Western Australia	41	Construction	M	12213
Western Australia	41	Education and training	F	5627
Western Australia	41	Education and training	M	2832
Western Australia	41	Electricity gas water and waste services	F	350
Western Australia	41	Electricity gas water and waste services	M	1709
Western Australia	41	Financial and insurance services	F	1113
Western Australia	41	Financial and insurance services	M	1697
Western Australia	41	Health care and social assistance	F	4859
Western Australia	41	Health care and social assistance	M	2566
Western Australia	41	Information media and telecommunications	F	324
Western Australia	41	Information media and telecommunications	M	830
Western Australia	41	Manufacturing	F	1341
Western Australia	41	Manufacturing	M	8386
Western Australia	41	Mining	F	1800
Western Australia	41	Mining	M	8516
Western Australia	41	Other services	F	1141
Western Australia	41	Other services	M	3142
Western Australia	41	Professional scientific and technical services	F	2514
Western Australia	41	Professional scientific and technical services	M	5517
Western Australia	41	Public administration and safety	F	2820
Western Australia	41	Public administration and safety	M	5829
Western Australia	41	Rental hiring and real estate services	F	901
Western Australia	41	Rental hiring and real estate services	M	1122
Western Australia	41	Retail trade	F	2858
Western Australia	41	Retail trade	M	4154
Western Australia	41	Transport postal and warehousing	F	1057
Western Australia	41	Transport postal and warehousing	M	5635
Western Australia	41	Wholesale trade	F	818
Western Australia	41	Wholesale trade	M	3185
Western Australia	49		F	1284
Western Australia	49		M	6944
Western Australia	49	Accommodation and food services	F	3469
Western Australia	49	Accommodation and food services	M	5118
Western Australia	49	Administrative and support services	F	1650
Western Australia	49	Administrative and support services	M	3220
Western Australia	49	Agriculture forestry and fishing	F	1774
Western Australia	49	Agriculture forestry and fishing	M	8572
Western Australia	49	Arts and recreation services	F	619
Western Australia	49	Arts and recreation services	M	1221
Western Australia	49	Construction	F	1753
Western Australia	49	Construction	M	29507
Western Australia	49	Education and training	F	7872
Western Australia	49	Education and training	M	4617
Western Australia	49	Electricity gas water and waste services	F	285
Western Australia	49	Electricity gas water and waste services	M	2581
Western Australia	49	Financial and insurance services	F	1018
Western Australia	49	Financial and insurance services	M	2738
Western Australia	49	Health care and social assistance	F	6025
Western Australia	49	Health care and social assistance	M	3961
Western Australia	49	Information media and telecommunications	F	300
Western Australia	49	Information media and telecommunications	M	1046
Western Australia	49	Manufacturing	F	1095
Western Australia	49	Manufacturing	M	9881
Western Australia	49	Mining	F	4484
Western Australia	49	Mining	M	35111
Western Australia	49	Other services	F	1206
Western Australia	49	Other services	M	5631
Western Australia	49	Professional scientific and technical services	F	3090
Western Australia	49	Professional scientific and technical services	M	10895
Western Australia	49	Public administration and safety	F	2268
Western Australia	49	Public administration and safety	M	5670
Western Australia	49	Rental hiring and real estate services	F	1073
Western Australia	49	Rental hiring and real estate services	M	2819
Western Australia	49	Retail trade	F	2960
Western Australia	49	Retail trade	M	7077
Western Australia	49	Transport postal and warehousing	F	1272
Western Australia	49	Transport postal and warehousing	M	11299
Western Australia	49	Wholesale trade	F	654
Western Australia	49	Wholesale trade	M	4643
Tasmania			F	698
Tasmania			M	928
Tasmania		Accommodation and food services	F	156
Tasmania		Accommodation and food services	M	84
Tasmania		Administrative and support services	F	49
Tasmania		Administrative and support services	M	45
Tasmania		Agriculture forestry and fishing	F	47
Tasmania		Agriculture forestry and fishing	M	151
Tasmania		Arts and recreation services	F	24
Tasmania		Arts and recreation services	M	21
Tasmania		Construction	F	6
Tasmania		Construction	M	182
Tasmania		Education and training	F	99
Tasmania		Education and training	M	45
Tasmania		Electricity gas water and waste services	F	3
Tasmania		Electricity gas water and waste services	M	23
Tasmania		Financial and insurance services	F	13
Tasmania		Financial and insurance services	M	11
Tasmania		Health care and social assistance	F	210
Tasmania		Health care and social assistance	M	47
Tasmania		Information media and telecommunications	F	6
Tasmania		Information media and telecommunications	M	13
Tasmania		Manufacturing	F	33
Tasmania		Manufacturing	M	94
Tasmania		Mining	M	39
Tasmania		Other services	F	23
Tasmania		Other services	M	66
Tasmania		Professional scientific and technical services	F	28
Tasmania		Professional scientific and technical services	M	38
Tasmania		Public administration and safety	F	63
Tasmania		Public administration and safety	M	72
Tasmania		Rental hiring and real estate services	F	14
Tasmania		Rental hiring and real estate services	M	5
Tasmania		Retail trade	F	107
Tasmania		Retail trade	M	114
Tasmania		Transport postal and warehousing	F	22
Tasmania		Transport postal and warehousing	M	113
Tasmania		Wholesale trade	F	7
Tasmania		Wholesale trade	M	29
Tasmania	0		F	156
Tasmania	0		M	218
Tasmania	0	Accommodation and food services	F	441
Tasmania	0	Accommodation and food services	M	214
Tasmania	0	Administrative and support services	F	137
Tasmania	0	Administrative and support services	M	107
Tasmania	0	Agriculture forestry and fishing	F	141
Tasmania	0	Agriculture forestry and fishing	M	301
Tasmania	0	Arts and recreation services	F	84
Tasmania	0	Arts and recreation services	M	65
Tasmania	0	Construction	F	65
Tasmania	0	Construction	M	411
Tasmania	0	Education and training	F	606
Tasmania	0	Education and training	M	160
Tasmania	0	Electricity gas water and waste services	F	48
Tasmania	0	Electricity gas water and waste services	M	86
Tasmania	0	Financial and insurance services	F	185
Tasmania	0	Financial and insurance services	M	46
Tasmania	0	Health care and social assistance	F	1423
Tasmania	0	Health care and social assistance	M	246
Tasmania	0	Information media and telecommunications	F	72
Tasmania	0	Information media and telecommunications	M	57
Tasmania	0	Manufacturing	F	176
Tasmania	0	Manufacturing	M	350
Tasmania	0	Mining	F	8
Tasmania	0	Mining	M	101
Tasmania	0	Other services	F	150
Tasmania	0	Other services	M	90
Tasmania	0	Professional scientific and technical services	F	216
Tasmania	0	Professional scientific and technical services	M	140
Tasmania	0	Public administration and safety	F	637
Tasmania	0	Public administration and safety	M	359
Tasmania	0	Rental hiring and real estate services	F	56
Tasmania	0	Rental hiring and real estate services	M	40
Tasmania	0	Retail trade	F	646
Tasmania	0	Retail trade	M	306
Tasmania	0	Transport postal and warehousing	F	133
Tasmania	0	Transport postal and warehousing	M	384
Tasmania	0	Wholesale trade	F	57
Tasmania	0	Wholesale trade	M	103
Tasmania	1		F	502
Tasmania	1		M	360
Tasmania	1	Accommodation and food services	F	3669
Tasmania	1	Accommodation and food services	M	1915
Tasmania	1	Administrative and support services	F	1018
Tasmania	1	Administrative and support services	M	458
Tasmania	1	Agriculture forestry and fishing	F	513
Tasmania	1	Agriculture forestry and fishing	M	522
Tasmania	1	Arts and recreation services	F	551
Tasmania	1	Arts and recreation services	M	393
Tasmania	1	Construction	F	361
Tasmania	1	Construction	M	572
Tasmania	1	Education and training	F	1979
Tasmania	1	Education and training	M	733
Tasmania	1	Electricity gas water and waste services	F	39
Tasmania	1	Electricity gas water and waste services	M	60
Tasmania	1	Financial and insurance services	F	174
Tasmania	1	Financial and insurance services	M	85
Tasmania	1	Health care and social assistance	F	2798
Tasmania	1	Health care and social assistance	M	492
Tasmania	1	Information media and telecommunications	F	173
Tasmania	1	Information media and telecommunications	M	102
Tasmania	1	Manufacturing	F	690
Tasmania	1	Manufacturing	M	450
Tasmania	1	Mining	F	19
Tasmania	1	Mining	M	29
Tasmania	1	Other services	F	822
Tasmania	1	Other services	M	335
Tasmania	1	Professional scientific and technical services	F	734
Tasmania	1	Professional scientific and technical services	M	456
Tasmania	1	Public administration and safety	F	548
Tasmania	1	Public administration and safety	M	264
Tasmania	1	Rental hiring and real estate services	F	177
Tasmania	1	Rental hiring and real estate services	M	100
Tasmania	1	Retail trade	F	3689
Tasmania	1	Retail trade	M	1698
Tasmania	1	Transport postal and warehousing	F	301
Tasmania	1	Transport postal and warehousing	M	444
Tasmania	1	Wholesale trade	F	203
Tasmania	1	Wholesale trade	M	185
Tasmania	16		F	300
Tasmania	16		M	262
Tasmania	16	Accommodation and food services	F	1656
Tasmania	16	Accommodation and food services	M	770
Tasmania	16	Administrative and support services	F	609
Tasmania	16	Administrative and support services	M	320
Tasmania	16	Agriculture forestry and fishing	F	391
Tasmania	16	Agriculture forestry and fishing	M	467
Tasmania	16	Arts and recreation services	F	298
Tasmania	16	Arts and recreation services	M	197
Tasmania	16	Construction	F	243
Tasmania	16	Construction	M	621
Tasmania	16	Education and training	F	2435
Tasmania	16	Education and training	M	481
Tasmania	16	Electricity gas water and waste services	F	63
Tasmania	16	Electricity gas water and waste services	M	55
Tasmania	16	Financial and insurance services	F	375
Tasmania	16	Financial and insurance services	M	47
Tasmania	16	Health care and social assistance	F	4584
Tasmania	16	Health care and social assistance	M	611
Tasmania	16	Information media and telecommunications	F	179
Tasmania	16	Information media and telecommunications	M	79
Tasmania	16	Manufacturing	F	522
Tasmania	16	Manufacturing	M	477
Tasmania	16	Mining	F	19
Tasmania	16	Mining	M	33
Tasmania	16	Other services	F	656
Tasmania	16	Other services	M	248
Tasmania	16	Professional scientific and technical services	F	665
Tasmania	16	Professional scientific and technical services	M	303
Tasmania	16	Public administration and safety	F	1215
Tasmania	16	Public administration and safety	M	275
Tasmania	16	Rental hiring and real estate services	F	155
Tasmania	16	Rental hiring and real estate services	M	81
Tasmania	16	Retail trade	F	2358
Tasmania	16	Retail trade	M	885
Tasmania	16	Transport postal and warehousing	F	326
Tasmania	16	Transport postal and warehousing	M	488
Tasmania	16	Wholesale trade	F	156
Tasmania	16	Wholesale trade	M	145
Tasmania	25		F	332
Tasmania	25		M	349
Tasmania	25	Accommodation and food services	F	1462
Tasmania	25	Accommodation and food services	M	720
Tasmania	25	Administrative and support services	F	462
Tasmania	25	Administrative and support services	M	385
Tasmania	25	Agriculture forestry and fishing	F	482
Tasmania	25	Agriculture forestry and fishing	M	675
Tasmania	25	Arts and recreation services	F	303
Tasmania	25	Arts and recreation services	M	253
Tasmania	25	Construction	F	254
Tasmania	25	Construction	M	1182
Tasmania	25	Education and training	F	2540
Tasmania	25	Education and training	M	564
Tasmania	25	Electricity gas water and waste services	F	109
Tasmania	25	Electricity gas water and waste services	M	91
Tasmania	25	Financial and insurance services	F	452
Tasmania	25	Financial and insurance services	M	109
Tasmania	25	Health care and social assistance	F	5983
Tasmania	25	Health care and social assistance	M	1085
Tasmania	25	Information media and telecommunications	F	193
Tasmania	25	Information media and telecommunications	M	117
Tasmania	25	Manufacturing	F	526
Tasmania	25	Manufacturing	M	683
Tasmania	25	Mining	F	16
Tasmania	25	Mining	M	39
Tasmania	25	Other services	F	689
Tasmania	25	Other services	M	339
Tasmania	25	Professional scientific and technical services	F	751
Tasmania	25	Professional scientific and technical services	M	452
Tasmania	25	Public administration and safety	F	1522
Tasmania	25	Public administration and safety	M	581
Tasmania	25	Rental hiring and real estate services	F	175
Tasmania	25	Rental hiring and real estate services	M	81
Tasmania	25	Retail trade	F	2521
Tasmania	25	Retail trade	M	958
Tasmania	25	Transport postal and warehousing	F	339
Tasmania	25	Transport postal and warehousing	M	571
Tasmania	25	Wholesale trade	F	175
Tasmania	25	Wholesale trade	M	218
Tasmania	35		F	313
Tasmania	35		M	771
Tasmania	35	Accommodation and food services	F	953
Tasmania	35	Accommodation and food services	M	795
Tasmania	35	Administrative and support services	F	639
Tasmania	35	Administrative and support services	M	524
Tasmania	35	Agriculture forestry and fishing	F	367
Tasmania	35	Agriculture forestry and fishing	M	1068
Tasmania	35	Arts and recreation services	F	284
Tasmania	35	Arts and recreation services	M	402
Tasmania	35	Construction	F	219
Tasmania	35	Construction	M	2560
Tasmania	35	Education and training	F	2328
Tasmania	35	Education and training	M	1308
Tasmania	35	Electricity gas water and waste services	F	273
Tasmania	35	Electricity gas water and waste services	M	859
Tasmania	35	Financial and insurance services	F	895
Tasmania	35	Financial and insurance services	M	471
Tasmania	35	Health care and social assistance	F	4383
Tasmania	35	Health care and social assistance	M	1425
Tasmania	35	Information media and telecommunications	F	334
Tasmania	35	Information media and telecommunications	M	464
Tasmania	35	Manufacturing	F	760
Tasmania	35	Manufacturing	M	2853
Tasmania	35	Mining	F	17
Tasmania	35	Mining	M	127
Tasmania	35	Other services	F	724
Tasmania	35	Other services	M	946
Tasmania	35	Professional scientific and technical services	F	1024
Tasmania	35	Professional scientific and technical services	M	1110
Tasmania	35	Public administration and safety	F	2676
Tasmania	35	Public administration and safety	M	2866
Tasmania	35	Rental hiring and real estate services	F	432
Tasmania	35	Rental hiring and real estate services	M	220
Tasmania	35	Retail trade	F	2241
Tasmania	35	Retail trade	M	2173
Tasmania	35	Transport postal and warehousing	F	318
Tasmania	35	Transport postal and warehousing	M	1118
Tasmania	35	Wholesale trade	F	309
Tasmania	35	Wholesale trade	M	907
Tasmania	40		F	196
Tasmania	40		M	817
Tasmania	40	Accommodation and food services	F	523
Tasmania	40	Accommodation and food services	M	623
Tasmania	40	Administrative and support services	F	306
Tasmania	40	Administrative and support services	M	447
Tasmania	40	Agriculture forestry and fishing	F	436
Tasmania	40	Agriculture forestry and fishing	M	1619
Tasmania	40	Arts and recreation services	F	189
Tasmania	40	Arts and recreation services	M	337
Tasmania	40	Construction	F	289
Tasmania	40	Construction	M	4725
Tasmania	40	Education and training	F	1521
Tasmania	40	Education and training	M	1134
Tasmania	40	Electricity gas water and waste services	F	173
Tasmania	40	Electricity gas water and waste services	M	628
Tasmania	40	Financial and insurance services	F	393
Tasmania	40	Financial and insurance services	M	475
Tasmania	40	Health care and social assistance	F	2387
Tasmania	40	Health care and social assistance	M	1004
Tasmania	40	Information media and telecommunications	F	181
Tasmania	40	Information media and telecommunications	M	364
Tasmania	40	Manufacturing	F	511
Tasmania	40	Manufacturing	M	2593
Tasmania	40	Mining	F	32
Tasmania	40	Mining	M	209
Tasmania	40	Other services	F	371
Tasmania	40	Other services	M	995
Tasmania	40	Professional scientific and technical services	F	614
Tasmania	40	Professional scientific and technical services	M	1262
Tasmania	40	Public administration and safety	F	1194
Tasmania	40	Public administration and safety	M	1558
Tasmania	40	Rental hiring and real estate services	F	214
Tasmania	40	Rental hiring and real estate services	M	210
Tasmania	40	Retail trade	F	972
Tasmania	40	Retail trade	M	1375
Tasmania	40	Transport postal and warehousing	F	301
Tasmania	40	Transport postal and warehousing	M	1185
Tasmania	40	Wholesale trade	F	212
Tasmania	40	Wholesale trade	M	799
Tasmania	41		F	70
Tasmania	41		M	321
Tasmania	41	Accommodation and food services	F	373
Tasmania	41	Accommodation and food services	M	478
Tasmania	41	Administrative and support services	F	141
Tasmania	41	Administrative and support services	M	230
Tasmania	41	Agriculture forestry and fishing	F	154
Tasmania	41	Agriculture forestry and fishing	M	890
Tasmania	41	Arts and recreation services	F	86
Tasmania	41	Arts and recreation services	M	161
Tasmania	41	Construction	F	92
Tasmania	41	Construction	M	1964
Tasmania	41	Education and training	F	1036
Tasmania	41	Education and training	M	604
Tasmania	41	Electricity gas water and waste services	F	87
Tasmania	41	Electricity gas water and waste services	M	390
Tasmania	41	Financial and insurance services	F	171
Tasmania	41	Financial and insurance services	M	197
Tasmania	41	Health care and social assistance	F	1097
Tasmania	41	Health care and social assistance	M	508
Tasmania	41	Information media and telecommunications	F	84
Tasmania	41	Information media and telecommunications	M	228
Tasmania	41	Manufacturing	F	279
Tasmania	41	Manufacturing	M	1822
Tasmania	41	Mining	F	32
Tasmania	41	Mining	M	501
Tasmania	41	Other services	F	215
