STE_NAME16	HoursWorked.min	IncomeTotPersonal.max	Occupation	workers
South Australia	35	7875		8
South Australia	35	7875	Clerical and administrative workers	40
South Australia	35	7875	Community and personal service workers	23
South Australia	35	7875	Labourers	85
South Australia	35	7875	Machinery operators and drivers	12
South Australia	35	7875	Managers	38
South Australia	35	7875	Professionals	41
South Australia	35	7875	Sales workers	21
South Australia	35	7875	Technicians and trades workers	45
South Australia	35	15750		10
South Australia	35	15750	Clerical and administrative workers	95
South Australia	35	15750	Community and personal service workers	68
South Australia	35	15750	Labourers	164
South Australia	35	15750	Machinery operators and drivers	40
South Australia	35	15750	Managers	96
South Australia	35	15750	Professionals	74
South Australia	35	15750	Sales workers	71
South Australia	35	15750	Technicians and trades workers	154
South Australia	35	21000		19
South Australia	35	21000	Clerical and administrative workers	182
South Australia	35	21000	Community and personal service workers	151
South Australia	35	21000	Labourers	264
South Australia	35	21000	Machinery operators and drivers	82
South Australia	35	21000	Managers	160
South Australia	35	21000	Professionals	98
South Australia	35	21000	Sales workers	149
South Australia	35	21000	Technicians and trades workers	464
South Australia	35	26250		36
South Australia	35	26250	Clerical and administrative workers	355
South Australia	35	26250	Community and personal service workers	322
South Australia	35	26250	Labourers	517
South Australia	35	26250	Machinery operators and drivers	168
South Australia	35	26250	Managers	208
South Australia	35	26250	Professionals	172
South Australia	35	26250	Sales workers	288
South Australia	35	26250	Technicians and trades workers	1045
South Australia	35	34125		104
South Australia	35	34125	Clerical and administrative workers	1165
South Australia	35	34125	Community and personal service workers	1177
South Australia	35	34125	Labourers	1840
South Australia	35	34125	Machinery operators and drivers	702
South Australia	35	34125	Managers	548
South Australia	35	34125	Professionals	418
South Australia	35	34125	Sales workers	1177
South Australia	35	34125	Technicians and trades workers	2013
South Australia	35	42000		267
South Australia	35	42000	Clerical and administrative workers	3717
South Australia	35	42000	Community and personal service workers	2767
South Australia	35	42000	Labourers	4709
South Australia	35	42000	Machinery operators and drivers	2680
South Australia	35	42000	Managers	1456
South Australia	35	42000	Professionals	1062
South Australia	35	42000	Sales workers	2939
South Australia	35	42000	Technicians and trades workers	4065
South Australia	35	52500		360
South Australia	35	52500	Clerical and administrative workers	7604
South Australia	35	52500	Community and personal service workers	3671
South Australia	35	52500	Labourers	4293
South Australia	35	52500	Machinery operators and drivers	3471
South Australia	35	52500	Managers	2418
South Australia	35	52500	Professionals	2864
South Australia	35	52500	Sales workers	2970
South Australia	35	52500	Technicians and trades workers	5578
South Australia	35	65625		394
South Australia	35	65625	Clerical and administrative workers	8663
South Australia	35	65625	Community and personal service workers	2993
South Australia	35	65625	Labourers	2165
South Australia	35	65625	Machinery operators and drivers	2212
South Australia	35	65625	Managers	2537
South Australia	35	65625	Professionals	5729
South Australia	35	65625	Sales workers	1552
South Australia	35	65625	Technicians and trades workers	5158
South Australia	35	78750		273
South Australia	35	78750	Clerical and administrative workers	4036
South Australia	35	78750	Community and personal service workers	1323
South Australia	35	78750	Labourers	615
South Australia	35	78750	Machinery operators and drivers	659
South Australia	35	78750	Managers	1768
South Australia	35	78750	Professionals	6085
South Australia	35	78750	Sales workers	655
South Australia	35	78750	Technicians and trades workers	2657
South Australia	35	91875		182
South Australia	35	91875	Clerical and administrative workers	1981
South Australia	35	91875	Community and personal service workers	615
South Australia	35	91875	Labourers	267
South Australia	35	91875	Machinery operators and drivers	369
South Australia	35	91875	Managers	1618
South Australia	35	91875	Professionals	6645
South Australia	35	91875	Sales workers	337
South Australia	35	91875	Technicians and trades workers	1606
South Australia	35	105000		88
South Australia	35	105000	Clerical and administrative workers	812
South Australia	35	105000	Community and personal service workers	275
South Australia	35	105000	Labourers	70
South Australia	35	105000	Machinery operators and drivers	186
South Australia	35	105000	Managers	1178
South Australia	35	105000	Professionals	3973
South Australia	35	105000	Sales workers	127
South Australia	35	105000	Technicians and trades workers	751
South Australia	35	157500		84
South Australia	35	157500	Clerical and administrative workers	543
South Australia	35	157500	Community and personal service workers	318
South Australia	35	157500	Labourers	79
South Australia	35	157500	Machinery operators and drivers	208
South Australia	35	157500	Managers	1654
South Australia	35	157500	Professionals	3385
South Australia	35	157500	Sales workers	150
South Australia	35	157500	Technicians and trades workers	630
South Australia	35	Inf		15
South Australia	35	Inf	Clerical and administrative workers	102
South Australia	35	Inf	Community and personal service workers	38
South Australia	35	Inf	Labourers	33
South Australia	35	Inf	Machinery operators and drivers	32
South Australia	35	Inf	Managers	405
South Australia	35	Inf	Professionals	1020
South Australia	35	Inf	Sales workers	53
South Australia	35	Inf	Technicians and trades workers	116
South Australia	40			73
South Australia	40		Clerical and administrative workers	131
South Australia	40		Community and personal service workers	64
South Australia	40		Labourers	135
South Australia	40		Machinery operators and drivers	86
South Australia	40		Managers	203
South Australia	40		Professionals	222
South Australia	40		Sales workers	62
South Australia	40		Technicians and trades workers	292
South Australia	40	0		29
South Australia	40	0	Clerical and administrative workers	44
South Australia	40	0	Community and personal service workers	17
South Australia	40	0	Labourers	34
South Australia	40	0	Machinery operators and drivers	18
South Australia	40	0	Managers	190
South Australia	40	0	Professionals	68
South Australia	40	0	Sales workers	41
South Australia	40	0	Technicians and trades workers	55
South Australia	40	7875		8
South Australia	40	7875	Clerical and administrative workers	29
South Australia	40	7875	Community and personal service workers	14
South Australia	40	7875	Labourers	41
South Australia	40	7875	Machinery operators and drivers	13
South Australia	40	7875	Managers	77
South Australia	40	7875	Professionals	78
South Australia	40	7875	Sales workers	19
South Australia	40	7875	Technicians and trades workers	54
South Australia	40	15750		16
South Australia	40	15750	Clerical and administrative workers	51
South Australia	40	15750	Community and personal service workers	54
South Australia	40	15750	Labourers	96
South Australia	40	15750	Machinery operators and drivers	39
South Australia	40	15750	Managers	161
South Australia	40	15750	Professionals	83
South Australia	40	15750	Sales workers	54
South Australia	40	15750	Technicians and trades workers	142
South Australia	40	21000		9
South Australia	40	21000	Clerical and administrative workers	85
South Australia	40	21000	Community and personal service workers	108
South Australia	40	21000	Labourers	179
South Australia	40	21000	Machinery operators and drivers	85
South Australia	40	21000	Managers	255
South Australia	40	21000	Professionals	127
South Australia	40	21000	Sales workers	91
South Australia	40	21000	Technicians and trades workers	384
South Australia	40	26250		29
South Australia	40	26250	Clerical and administrative workers	159
South Australia	40	26250	Community and personal service workers	143
South Australia	40	26250	Labourers	267
South Australia	40	26250	Machinery operators and drivers	122
South Australia	40	26250	Managers	392
South Australia	40	26250	Professionals	208
South Australia	40	26250	Sales workers	149
South Australia	40	26250	Technicians and trades workers	848
South Australia	40	34125		59
South Australia	40	34125	Clerical and administrative workers	442
South Australia	40	34125	Community and personal service workers	398
South Australia	40	34125	Labourers	837
South Australia	40	34125	Machinery operators and drivers	370
South Australia	40	34125	Managers	676
South Australia	40	34125	Professionals	392
South Australia	40	34125	Sales workers	360
South Australia	40	34125	Technicians and trades workers	1520
South Australia	40	42000		138
South Australia	40	42000	Clerical and administrative workers	1195
South Australia	40	42000	Community and personal service workers	837
South Australia	40	42000	Labourers	2093
South Australia	40	42000	Machinery operators and drivers	1095
South Australia	40	42000	Managers	1176
South Australia	40	42000	Professionals	754
South Australia	40	42000	Sales workers	894
South Australia	40	42000	Technicians and trades workers	2394
South Australia	40	52500		211
South Australia	40	52500	Clerical and administrative workers	2818
South Australia	40	52500	Community and personal service workers	1335
South Australia	40	52500	Labourers	2850
South Australia	40	52500	Machinery operators and drivers	2160
South Australia	40	52500	Managers	2062
South Australia	40	52500	Professionals	1768
South Australia	40	52500	Sales workers	1423
South Australia	40	52500	Technicians and trades workers	4083
South Australia	40	65625		251
South Australia	40	65625	Clerical and administrative workers	3783
South Australia	40	65625	Community and personal service workers	1480
South Australia	40	65625	Labourers	2065
South Australia	40	65625	Machinery operators and drivers	1778
South Australia	40	65625	Managers	2692
South Australia	40	65625	Professionals	3695
South Australia	40	65625	Sales workers	1287
South Australia	40	65625	Technicians and trades workers	5135
South Australia	40	78750		175
South Australia	40	78750	Clerical and administrative workers	2285
South Australia	40	78750	Community and personal service workers	971
South Australia	40	78750	Labourers	783
South Australia	40	78750	Machinery operators and drivers	718
South Australia	40	78750	Managers	2041
South Australia	40	78750	Professionals	4165
South Australia	40	78750	Sales workers	684
South Australia	40	78750	Technicians and trades workers	3216
South Australia	40	91875		178
South Australia	40	91875	Clerical and administrative workers	1336
South Australia	40	91875	Community and personal service workers	802
South Australia	40	91875	Labourers	351
South Australia	40	91875	Machinery operators and drivers	438
South Australia	40	91875	Managers	2013
South Australia	40	91875	Professionals	5361
South Australia	40	91875	Sales workers	462
South Australia	40	91875	Technicians and trades workers	2146
South Australia	40	105000		98
South Australia	40	105000	Clerical and administrative workers	661
South Australia	40	105000	Community and personal service workers	761
South Australia	40	105000	Labourers	157
South Australia	40	105000	Machinery operators and drivers	189
South Australia	40	105000	Managers	1532
South Australia	40	105000	Professionals	4348
South Australia	40	105000	Sales workers	266
South Australia	40	105000	Technicians and trades workers	1033
South Australia	40	157500		130
South Australia	40	157500	Clerical and administrative workers	724
South Australia	40	157500	Community and personal service workers	1163
South Australia	40	157500	Labourers	139
South Australia	40	157500	Machinery operators and drivers	195
South Australia	40	157500	Managers	2881
South Australia	40	157500	Professionals	4518
South Australia	40	157500	Sales workers	287
South Australia	40	157500	Technicians and trades workers	909
South Australia	40	Inf		35
South Australia	40	Inf	Clerical and administrative workers	212
South Australia	40	Inf	Community and personal service workers	71
South Australia	40	Inf	Labourers	43
South Australia	40	Inf	Machinery operators and drivers	40
South Australia	40	Inf	Managers	1242
South Australia	40	Inf	Professionals	2061
South Australia	40	Inf	Sales workers	131
South Australia	40	Inf	Technicians and trades workers	174
South Australia	41			27
South Australia	41		Clerical and administrative workers	74
South Australia	41		Community and personal service workers	35
South Australia	41		Labourers	53
South Australia	41		Machinery operators and drivers	71
South Australia	41		Managers	123
South Australia	41		Professionals	88
South Australia	41		Sales workers	44
South Australia	41		Technicians and trades workers	113
South Australia	41	0		4
South Australia	41	0	Clerical and administrative workers	10
South Australia	41	0	Community and personal service workers	4
South Australia	41	0	Labourers	20
South Australia	41	0	Machinery operators and drivers	8
South Australia	41	0	Managers	79
South Australia	41	0	Professionals	17
South Australia	41	0	Sales workers	15
South Australia	41	0	Technicians and trades workers	29
South Australia	41	7875		4
South Australia	41	7875	Clerical and administrative workers	4
South Australia	41	7875	Community and personal service workers	9
South Australia	41	7875	Labourers	19
South Australia	41	7875	Machinery operators and drivers	3
South Australia	41	7875	Managers	43
South Australia	41	7875	Professionals	19
South Australia	41	7875	Sales workers	13
South Australia	41	7875	Technicians and trades workers	15
South Australia	41	15750		5
South Australia	41	15750	Clerical and administrative workers	19
South Australia	41	15750	Community and personal service workers	19
South Australia	41	15750	Labourers	35
South Australia	41	15750	Machinery operators and drivers	13
South Australia	41	15750	Managers	104
South Australia	41	15750	Professionals	32
South Australia	41	15750	Sales workers	31
South Australia	41	15750	Technicians and trades workers	57
South Australia	41	21000	Clerical and administrative workers	34
South Australia	41	21000	Community and personal service workers	35
South Australia	41	21000	Labourers	52
South Australia	41	21000	Machinery operators and drivers	23
South Australia	41	21000	Managers	114
South Australia	41	21000	Professionals	49
South Australia	41	21000	Sales workers	40
South Australia	41	21000	Technicians and trades workers	117
South Australia	41	26250		9
South Australia	41	26250	Clerical and administrative workers	54
South Australia	41	26250	Community and personal service workers	83
South Australia	41	26250	Labourers	126
South Australia	41	26250	Machinery operators and drivers	53
South Australia	41	26250	Managers	141
South Australia	41	26250	Professionals	58
South Australia	41	26250	Sales workers	85
South Australia	41	26250	Technicians and trades workers	282
South Australia	41	34125		19
South Australia	41	34125	Clerical and administrative workers	147
South Australia	41	34125	Community and personal service workers	220
South Australia	41	34125	Labourers	315
South Australia	41	34125	Machinery operators and drivers	135
South Australia	41	34125	Managers	325
South Australia	41	34125	Professionals	120
South Australia	41	34125	Sales workers	163
South Australia	41	34125	Technicians and trades workers	563
South Australia	41	42000		44
South Australia	41	42000	Clerical and administrative workers	450
South Australia	41	42000	Community and personal service workers	460
South Australia	41	42000	Labourers	750
South Australia	41	42000	Machinery operators and drivers	470
South Australia	41	42000	Managers	647
South Australia	41	42000	Professionals	307
South Australia	41	42000	Sales workers	530
South Australia	41	42000	Technicians and trades workers	1037
South Australia	41	52500		97
South Australia	41	52500	Clerical and administrative workers	1215
South Australia	41	52500	Community and personal service workers	774
South Australia	41	52500	Labourers	1331
South Australia	41	52500	Machinery operators and drivers	1297
South Australia	41	52500	Managers	1409
South Australia	41	52500	Professionals	773
South Australia	41	52500	Sales workers	1029
South Australia	41	52500	Technicians and trades workers	2016
South Australia	41	65625		111
South Australia	41	65625	Clerical and administrative workers	1794
South Australia	41	65625	Community and personal service workers	954
South Australia	41	65625	Labourers	1192
South Australia	41	65625	Machinery operators and drivers	1579
South Australia	41	65625	Managers	2021
South Australia	41	65625	Professionals	1721
South Australia	41	65625	Sales workers	903
South Australia	41	65625	Technicians and trades workers	2807
South Australia	41	78750		109
South Australia	41	78750	Clerical and administrative workers	1254
South Australia	41	78750	Community and personal service workers	565
South Australia	41	78750	Labourers	577
South Australia	41	78750	Machinery operators and drivers	894
South Australia	41	78750	Managers	1631
South Australia	41	78750	Professionals	2231
South Australia	41	78750	Sales workers	515
South Australia	41	78750	Technicians and trades workers	1963
South Australia	41	91875		84
South Australia	41	91875	Clerical and administrative workers	849
South Australia	41	91875	Community and personal service workers	533
South Australia	41	91875	Labourers	281
South Australia	41	91875	Machinery operators and drivers	566
South Australia	41	91875	Managers	1534
South Australia	41	91875	Professionals	2833
South Australia	41	91875	Sales workers	338
South Australia	41	91875	Technicians and trades workers	1302
South Australia	41	105000		61
South Australia	41	105000	Clerical and administrative workers	488
South Australia	41	105000	Community and personal service workers	385
South Australia	41	105000	Labourers	152
South Australia	41	105000	Machinery operators and drivers	259
South Australia	41	105000	Managers	1263
South Australia	41	105000	Professionals	2841
South Australia	41	105000	Sales workers	158
South Australia	41	105000	Technicians and trades workers	822
South Australia	41	157500		64
South Australia	41	157500	Clerical and administrative workers	555
South Australia	41	157500	Community and personal service workers	548
South Australia	41	157500	Labourers	119
South Australia	41	157500	Machinery operators and drivers	266
South Australia	41	157500	Managers	2652
South Australia	41	157500	Professionals	3041
South Australia	41	157500	Sales workers	191
South Australia	41	157500	Technicians and trades workers	852
South Australia	41	Inf		18
South Australia	41	Inf	Clerical and administrative workers	138
South Australia	41	Inf	Community and personal service workers	53
South Australia	41	Inf	Labourers	22
South Australia	41	Inf	Machinery operators and drivers	48
South Australia	41	Inf	Managers	1242
South Australia	41	Inf	Professionals	1326
South Australia	41	Inf	Sales workers	86
South Australia	41	Inf	Technicians and trades workers	150
South Australia	49			62
South Australia	49		Clerical and administrative workers	52
South Australia	49		Community and personal service workers	69
South Australia	49		Labourers	86
South Australia	49		Machinery operators and drivers	107
South Australia	49		Managers	427
South Australia	49		Professionals	173
South Australia	49		Sales workers	71
South Australia	49		Technicians and trades workers	182
South Australia	49	0		25
South Australia	49	0	Clerical and administrative workers	36
South Australia	49	0	Community and personal service workers	37
South Australia	49	0	Labourers	64
South Australia	49	0	Machinery operators and drivers	29
South Australia	49	0	Managers	674
South Australia	49	0	Professionals	93
South Australia	49	0	Sales workers	40
South Australia	49	0	Technicians and trades workers	112
South Australia	49	7875		23
South Australia	49	7875	Clerical and administrative workers	20
South Australia	49	7875	Community and personal service workers	31
South Australia	49	7875	Labourers	40
South Australia	49	7875	Machinery operators and drivers	18
South Australia	49	7875	Managers	254
South Australia	49	7875	Professionals	45
South Australia	49	7875	Sales workers	44
South Australia	49	7875	Technicians and trades workers	72
South Australia	49	15750		17
South Australia	49	15750	Clerical and administrative workers	35
South Australia	49	15750	Community and personal service workers	65
South Australia	49	15750	Labourers	94
South Australia	49	15750	Machinery operators and drivers	39
South Australia	49	15750	Managers	548
South Australia	49	15750	Professionals	83
South Australia	49	15750	Sales workers	69
South Australia	49	15750	Technicians and trades workers	155
South Australia	49	21000		31
South Australia	49	21000	Clerical and administrative workers	47
South Australia	49	21000	Community and personal service workers	100
South Australia	49	21000	Labourers	113
South Australia	49	21000	Machinery operators and drivers	61
South Australia	49	21000	Managers	664
South Australia	49	21000	Professionals	121
South Australia	49	21000	Sales workers	89
South Australia	49	21000	Technicians and trades workers	192
South Australia	49	26250		27
South Australia	49	26250	Clerical and administrative workers	83
South Australia	49	26250	Community and personal service workers	171
South Australia	49	26250	Labourers	163
South Australia	49	26250	Machinery operators and drivers	144
South Australia	49	26250	Managers	791
South Australia	49	26250	Professionals	140
South Australia	49	26250	Sales workers	129
South Australia	49	26250	Technicians and trades workers	346
South Australia	49	34125		51
South Australia	49	34125	Clerical and administrative workers	173
South Australia	49	34125	Community and personal service workers	388
South Australia	49	34125	Labourers	338
South Australia	49	34125	Machinery operators and drivers	278
South Australia	49	34125	Managers	1286
South Australia	49	34125	Professionals	258
South Australia	49	34125	Sales workers	255
South Australia	49	34125	Technicians and trades workers	683
South Australia	49	42000		54
South Australia	49	42000	Clerical and administrative workers	342
South Australia	49	42000	Community and personal service workers	542
South Australia	49	42000	Labourers	603
South Australia	49	42000	Machinery operators and drivers	421
South Australia	49	42000	Managers	1556
South Australia	49	42000	Professionals	402
South Australia	49	42000	Sales workers	374
South Australia	49	42000	Technicians and trades workers	887
South Australia	49	52500		112
South Australia	49	52500	Clerical and administrative workers	660
South Australia	49	52500	Community and personal service workers	756
South Australia	49	52500	Labourers	899
South Australia	49	52500	Machinery operators and drivers	942
South Australia	49	52500	Managers	2254
South Australia	49	52500	Professionals	813
South Australia	49	52500	Sales workers	571
South Australia	49	52500	Technicians and trades workers	1612
South Australia	49	65625		136
South Australia	49	65625	Clerical and administrative workers	1096
South Australia	49	65625	Community and personal service workers	936
South Australia	49	65625	Labourers	1043
South Australia	49	65625	Machinery operators and drivers	1830
South Australia	49	65625	Managers	3213
South Australia	49	65625	Professionals	1692
South Australia	49	65625	Sales workers	864
South Australia	49	65625	Technicians and trades workers	2346
South Australia	49	78750		112
South Australia	49	78750	Clerical and administrative workers	885
South Australia	49	78750	Community and personal service workers	588
South Australia	49	78750	Labourers	675
South Australia	49	78750	Machinery operators and drivers	1553
South Australia	49	78750	Managers	2725
South Australia	49	78750	Professionals	2325
South Australia	49	78750	Sales workers	653
South Australia	49	78750	Technicians and trades workers	2059
South Australia	49	91875		99
South Australia	49	91875	Clerical and administrative workers	697
South Australia	49	91875	Community and personal service workers	483
South Australia	49	91875	Labourers	549
South Australia	49	91875	Machinery operators and drivers	1370
South Australia	49	91875	Managers	2946
South Australia	49	91875	Professionals	3255
South Australia	49	91875	Sales workers	506
South Australia	49	91875	Technicians and trades workers	1810
South Australia	49	105000		83
South Australia	49	105000	Clerical and administrative workers	467
South Australia	49	105000	Community and personal service workers	356
South Australia	49	105000	Labourers	313
South Australia	49	105000	Machinery operators and drivers	1008
South Australia	49	105000	Managers	2302
South Australia	49	105000	Professionals	3720
South Australia	49	105000	Sales workers	334
South Australia	49	105000	Technicians and trades workers	1343
South Australia	49	157500		131
South Australia	49	157500	Clerical and administrative workers	707
South Australia	49	157500	Community and personal service workers	534
South Australia	49	157500	Labourers	325
South Australia	49	157500	Machinery operators and drivers	1105
South Australia	49	157500	Managers	5382
South Australia	49	157500	Professionals	4196
South Australia	49	157500	Sales workers	458
South Australia	49	157500	Technicians and trades workers	2064
South Australia	49	Inf		92
South Australia	49	Inf	Clerical and administrative workers	338
South Australia	49	Inf	Community and personal service workers	124
South Australia	49	Inf	Labourers	106
South Australia	49	Inf	Machinery operators and drivers	206
South Australia	49	Inf	Managers	4433
South Australia	49	Inf	Professionals	3807
South Australia	49	Inf	Sales workers	290
South Australia	49	Inf	Technicians and trades workers	642
Western Australia				1574
Western Australia			Clerical and administrative workers	161
Western Australia			Community and personal service workers	245
Western Australia			Labourers	263
Western Australia			Machinery operators and drivers	215
Western Australia			Managers	188
Western Australia			Professionals	263
Western Australia			Sales workers	187
Western Australia			Technicians and trades workers	438
Western Australia		0		290
Western Australia		0	Clerical and administrative workers	36
Western Australia		0	Community and personal service workers	30
Western Australia		0	Labourers	67
Western Australia		0	Machinery operators and drivers	20
Western Australia		0	Managers	45
Western Australia		0	Professionals	27
Western Australia		0	Sales workers	42
Western Australia		0	Technicians and trades workers	41
Western Australia		7875		239
Western Australia		7875	Clerical and administrative workers	48
Western Australia		7875	Community and personal service workers	139
Western Australia		7875	Labourers	123
Western Australia		7875	Machinery operators and drivers	25
Western Australia		7875	Managers	30
Western Australia		7875	Professionals	42
Western Australia		7875	Sales workers	185
Western Australia		7875	Technicians and trades workers	35
Western Australia		15750		271
Western Australia		15750	Clerical and administrative workers	51
Western Australia		15750	Community and personal service workers	146
Western Australia		15750	Labourers	179
Western Australia		15750	Machinery operators and drivers	48
Western Australia		15750	Managers	33
Western Australia		15750	Professionals	40
Western Australia		15750	Sales workers	169
Western Australia		15750	Technicians and trades workers	75
Western Australia		21000		303
Western Australia		21000	Clerical and administrative workers	58
Western Australia		21000	Community and personal service workers	164
Western Australia		21000	Labourers	156
Western Australia		21000	Machinery operators and drivers	42
Western Australia		21000	Managers	38
Western Australia		21000	Professionals	52
Western Australia		21000	Sales workers	150
Western Australia		21000	Technicians and trades workers	106
Western Australia		26250		262
Western Australia		26250	Clerical and administrative workers	84
Western Australia		26250	Community and personal service workers	187
Western Australia		26250	Labourers	169
Western Australia		26250	Machinery operators and drivers	67
Western Australia		26250	Managers	43
Western Australia		26250	Professionals	44
Western Australia		26250	Sales workers	118
Western Australia		26250	Technicians and trades workers	128
Western Australia		34125		323
Western Australia		34125	Clerical and administrative workers	112
Western Australia		34125	Community and personal service workers	221
Western Australia		34125	Labourers	215
Western Australia		34125	Machinery operators and drivers	108
Western Australia		34125	Managers	85
Western Australia		34125	Professionals	91
Western Australia		34125	Sales workers	150
Western Australia		34125	Technicians and trades workers	187
Western Australia		42000		350
Western Australia		42000	Clerical and administrative workers	129
Western Australia		42000	Community and personal service workers	219
Western Australia		42000	Labourers	255
Western Australia		42000	Machinery operators and drivers	144
Western Australia		42000	Managers	85
Western Australia		42000	Professionals	92
Western Australia		42000	Sales workers	125
Western Australia		42000	Technicians and trades workers	239
Western Australia		52500		375
Western Australia		52500	Clerical and administrative workers	173
Western Australia		52500	Community and personal service workers	248
Western Australia		52500	Labourers	264
Western Australia		52500	Machinery operators and drivers	160
Western Australia		52500	Managers	98
Western Australia		52500	Professionals	127
Western Australia		52500	Sales workers	73
Western Australia		52500	Technicians and trades workers	335
Western Australia		65625		338
Western Australia		65625	Clerical and administrative workers	203
Western Australia		65625	Community and personal service workers	150
Western Australia		65625	Labourers	163
Western Australia		65625	Machinery operators and drivers	207
Western Australia		65625	Managers	144
Western Australia		65625	Professionals	186
Western Australia		65625	Sales workers	57
Western Australia		65625	Technicians and trades workers	403
Western Australia		78750		219
Western Australia		78750	Clerical and administrative workers	136
Western Australia		78750	Community and personal service workers	81
Western Australia		78750	Labourers	123
Western Australia		78750	Machinery operators and drivers	131
Western Australia		78750	Managers	97
Western Australia		78750	Professionals	175
Western Australia		78750	Sales workers	48
Western Australia		78750	Technicians and trades workers	255
Western Australia		91875		160
Western Australia		91875	Clerical and administrative workers	80
Western Australia		91875	Community and personal service workers	53
Western Australia		91875	Labourers	72
Western Australia		91875	Machinery operators and drivers	133
Western Australia		91875	Managers	85
Western Australia		91875	Professionals	237
Western Australia		91875	Sales workers	24
Western Australia		91875	Technicians and trades workers	207
Western Australia		105000		140
Western Australia		105000	Clerical and administrative workers	40
Western Australia		105000	Community and personal service workers	31
Western Australia		105000	Labourers	66
Western Australia		105000	Machinery operators and drivers	139
Western Australia		105000	Managers	64
Western Australia		105000	Professionals	162
Western Australia		105000	Sales workers	22
Western Australia		105000	Technicians and trades workers	148
Western Australia		157500		190
Western Australia		157500	Clerical and administrative workers	48
Western Australia		157500	Community and personal service workers	44
Western Australia		157500	Labourers	85
Western Australia		157500	Machinery operators and drivers	237
Western Australia		157500	Managers	176
Western Australia		157500	Professionals	249
Western Australia		157500	Sales workers	15
Western Australia		157500	Technicians and trades workers	302
Western Australia		Inf		148
Western Australia		Inf	Clerical and administrative workers	38
Western Australia		Inf	Community and personal service workers	7
Western Australia		Inf	Labourers	37
Western Australia		Inf	Machinery operators and drivers	62
Western Australia		Inf	Managers	132
Western Australia		Inf	Professionals	126
Western Australia		Inf	Sales workers	11
Western Australia		Inf	Technicians and trades workers	170
Western Australia	0			80
Western Australia	0		Clerical and administrative workers	70
Western Australia	0		Community and personal service workers	60
Western Australia	0		Labourers	73
Western Australia	0		Machinery operators and drivers	73
Western Australia	0		Managers	85
Western Australia	0		Professionals	81
Western Australia	0		Sales workers	47
Western Australia	0		Technicians and trades workers	129
Western Australia	0	0		79
Western Australia	0	0	Clerical and administrative workers	107
Western Australia	0	0	Community and personal service workers	107
Western Australia	0	0	Labourers	92
Western Australia	0	0	Machinery operators and drivers	49
Western Australia	0	0	Managers	77
Western Australia	0	0	Professionals	155
Western Australia	0	0	Sales workers	88
Western Australia	0	0	Technicians and trades workers	79
Western Australia	0	7875		48
Western Australia	0	7875	Clerical and administrative workers	158
Western Australia	0	7875	Community and personal service workers	413
Western Australia	0	7875	Labourers	423
Western Australia	0	7875	Machinery operators and drivers	47
Western Australia	0	7875	Managers	64
Western Australia	0	7875	Professionals	182
Western Australia	0	7875	Sales workers	715
Western Australia	0	7875	Technicians and trades workers	107
Western Australia	0	15750		47
Western Australia	0	15750	Clerical and administrative workers	220
Western Australia	0	15750	Community and personal service workers	391
Western Australia	0	15750	Labourers	358
Western Australia	0	15750	Machinery operators and drivers	81
Western Australia	0	15750	Managers	69
Western Australia	0	15750	Professionals	223
Western Australia	0	15750	Sales workers	393
Western Australia	0	15750	Technicians and trades workers	174
Western Australia	0	21000		44
Western Australia	0	21000	Clerical and administrative workers	242
Western Australia	0	21000	Community and personal service workers	354
Western Australia	0	21000	Labourers	347
Western Australia	0	21000	Machinery operators and drivers	81
Western Australia	0	21000	Managers	96
Western Australia	0	21000	Professionals	216
Western Australia	0	21000	Sales workers	317
Western Australia	0	21000	Technicians and trades workers	184
Western Australia	0	26250		45
Western Australia	0	26250	Clerical and administrative workers	255
Western Australia	0	26250	Community and personal service workers	447
Western Australia	0	26250	Labourers	303
Western Australia	0	26250	Machinery operators and drivers	96
Western Australia	0	26250	Managers	123
Western Australia	0	26250	Professionals	248
Western Australia	0	26250	Sales workers	273
Western Australia	0	26250	Technicians and trades workers	237
Western Australia	0	34125		70
Western Australia	0	34125	Clerical and administrative workers	510
Western Australia	0	34125	Community and personal service workers	623
Western Australia	0	34125	Labourers	416
Western Australia	0	34125	Machinery operators and drivers	162
Western Australia	0	34125	Managers	199
Western Australia	0	34125	Professionals	421
Western Australia	0	34125	Sales workers	370
Western Australia	0	34125	Technicians and trades workers	345
Western Australia	0	42000		77
Western Australia	0	42000	Clerical and administrative workers	544
Western Australia	0	42000	Community and personal service workers	620
Western Australia	0	42000	Labourers	451
Western Australia	0	42000	Machinery operators and drivers	213
Western Australia	0	42000	Managers	208
Western Australia	0	42000	Professionals	480
Western Australia	0	42000	Sales workers	311
Western Australia	0	42000	Technicians and trades workers	400
Western Australia	0	52500		82
Western Australia	0	52500	Clerical and administrative workers	663
Western Australia	0	52500	Community and personal service workers	607
Western Australia	0	52500	Labourers	437
Western Australia	0	52500	Machinery operators and drivers	382
Western Australia	0	52500	Managers	316
Western Australia	0	52500	Professionals	678
Western Australia	0	52500	Sales workers	281
Western Australia	0	52500	Technicians and trades workers	544
Western Australia	0	65625		89
Western Australia	0	65625	Clerical and administrative workers	922
Western Australia	0	65625	Community and personal service workers	513
Western Australia	0	65625	Labourers	432
Western Australia	0	65625	Machinery operators and drivers	453
Western Australia	0	65625	Managers	457
Western Australia	0	65625	Professionals	949
Western Australia	0	65625	Sales workers	189
