STE_NAME16	ModeTravelToWork	NumberModes	Occupation	workers
Western Australia	Other two methods	2	Machinery operators and drivers	902
Western Australia	Other two methods	2	Managers	758
Western Australia	Other two methods	2	Professionals	1270
Western Australia	Other two methods	2	Sales workers	499
Western Australia	Other two methods	2	Technicians and trades workers	1505
Western Australia	Taxi	1		40
Western Australia	Taxi	1	Clerical and administrative workers	140
Western Australia	Taxi	1	Community and personal service workers	183
Western Australia	Taxi	1	Labourers	193
Western Australia	Taxi	1	Machinery operators and drivers	589
Western Australia	Taxi	1	Managers	263
Western Australia	Taxi	1	Professionals	312
Western Australia	Taxi	1	Sales workers	136
Western Australia	Taxi	1	Technicians and trades workers	206
Western Australia	Train	1		518
Western Australia	Train	1	Clerical and administrative workers	6309
Western Australia	Train	1	Community and personal service workers	2011
Western Australia	Train	1	Labourers	1411
Western Australia	Train	1	Machinery operators and drivers	304
Western Australia	Train	1	Managers	2797
Western Australia	Train	1	Professionals	8692
Western Australia	Train	1	Sales workers	1693
Western Australia	Train	1	Technicians and trades workers	2033
Western Australia	Train and bus	2		209
Western Australia	Train and bus	2	Clerical and administrative workers	2950
Western Australia	Train and bus	2	Community and personal service workers	1352
Western Australia	Train and bus	2	Labourers	1287
Western Australia	Train and bus	2	Machinery operators and drivers	262
Western Australia	Train and bus	2	Managers	1244
Western Australia	Train and bus	2	Professionals	4305
Western Australia	Train and bus	2	Sales workers	1349
Western Australia	Train and bus	2	Technicians and trades workers	1231
Western Australia	Train and car as driver	2		139
Western Australia	Train and car as driver	2	Clerical and administrative workers	2770
Western Australia	Train and car as driver	2	Community and personal service workers	513
Western Australia	Train and car as driver	2	Labourers	211
Western Australia	Train and car as driver	2	Machinery operators and drivers	97
Western Australia	Train and car as driver	2	Managers	1158
Western Australia	Train and car as driver	2	Professionals	3582
Western Australia	Train and car as driver	2	Sales workers	381
Western Australia	Train and car as driver	2	Technicians and trades workers	746
Western Australia	Train and car as passenger	2		29
Western Australia	Train and car as passenger	2	Clerical and administrative workers	457
Western Australia	Train and car as passenger	2	Community and personal service workers	97
Western Australia	Train and car as passenger	2	Labourers	103
Western Australia	Train and car as passenger	2	Machinery operators and drivers	20
Western Australia	Train and car as passenger	2	Managers	153
Western Australia	Train and car as passenger	2	Professionals	518
Western Australia	Train and car as passenger	2	Sales workers	123
Western Australia	Train and car as passenger	2	Technicians and trades workers	137
Western Australia	Train and ferry	2	Labourers	3
Western Australia	Train and ferry	2	Professionals	3
Western Australia	Train and ferry	2	Sales workers	3
Western Australia	Train and other	2		14
Western Australia	Train and other	2	Clerical and administrative workers	85
Western Australia	Train and other	2	Community and personal service workers	57
Western Australia	Train and other	2	Labourers	53
Western Australia	Train and other	2	Machinery operators and drivers	26
Western Australia	Train and other	2	Managers	77
Western Australia	Train and other	2	Professionals	329
Western Australia	Train and other	2	Sales workers	45
Western Australia	Train and other	2	Technicians and trades workers	92
Western Australia	Train and tram includes light rail	2	Professionals	4
Western Australia	Train and tram includes light rail	2	Sales workers	4
Western Australia	Train and two other methods	3		67
Western Australia	Train and two other methods	3	Clerical and administrative workers	1028
Western Australia	Train and two other methods	3	Community and personal service workers	475
Western Australia	Train and two other methods	3	Labourers	374
Western Australia	Train and two other methods	3	Machinery operators and drivers	95
Western Australia	Train and two other methods	3	Managers	390
Western Australia	Train and two other methods	3	Professionals	1370
Western Australia	Train and two other methods	3	Sales workers	401
Western Australia	Train and two other methods	3	Technicians and trades workers	508
Western Australia	Tram includes light rail	1		14
Western Australia	Tram includes light rail	1	Clerical and administrative workers	9
Western Australia	Tram includes light rail	1	Community and personal service workers	3
Western Australia	Tram includes light rail	1	Labourers	8
Western Australia	Tram includes light rail	1	Managers	27
Western Australia	Tram includes light rail	1	Professionals	34
Western Australia	Tram includes light rail	1	Sales workers	10
Western Australia	Tram includes light rail	1	Technicians and trades workers	10
Western Australia	Truck	1		133
Western Australia	Truck	1	Clerical and administrative workers	332
Western Australia	Truck	1	Community and personal service workers	43
Western Australia	Truck	1	Labourers	1452
Western Australia	Truck	1	Machinery operators and drivers	2890
Western Australia	Truck	1	Managers	843
Western Australia	Truck	1	Professionals	99
Western Australia	Truck	1	Sales workers	138
Western Australia	Truck	1	Technicians and trades workers	2680
Western Australia	Walked only	1		420
Western Australia	Walked only	1	Clerical and administrative workers	2718
Western Australia	Walked only	1	Community and personal service workers	4360
Western Australia	Walked only	1	Labourers	4749
Western Australia	Walked only	1	Machinery operators and drivers	1440
Western Australia	Walked only	1	Managers	5466
Western Australia	Walked only	1	Professionals	6076
Western Australia	Walked only	1	Sales workers	3267
Western Australia	Walked only	1	Technicians and trades workers	3738
Western Australia	Worked at home			929
Western Australia	Worked at home		Clerical and administrative workers	11215
Western Australia	Worked at home		Community and personal service workers	3054
Western Australia	Worked at home		Labourers	1457
Western Australia	Worked at home		Machinery operators and drivers	674
Western Australia	Worked at home		Managers	12857
Western Australia	Worked at home		Professionals	12911
Western Australia	Worked at home		Sales workers	2189
Western Australia	Worked at home		Technicians and trades workers	4095
Tasmania	Bicycle	1		26
Tasmania	Bicycle	1	Clerical and administrative workers	136
Tasmania	Bicycle	1	Community and personal service workers	150
Tasmania	Bicycle	1	Labourers	125
Tasmania	Bicycle	1	Machinery operators and drivers	46
Tasmania	Bicycle	1	Managers	157
Tasmania	Bicycle	1	Professionals	737
Tasmania	Bicycle	1	Sales workers	73
Tasmania	Bicycle	1	Technicians and trades workers	192
Tasmania	Bus	1		97
Tasmania	Bus	1	Clerical and administrative workers	1044
Tasmania	Bus	1	Community and personal service workers	620
Tasmania	Bus	1	Labourers	677
Tasmania	Bus	1	Machinery operators and drivers	175
Tasmania	Bus	1	Managers	297
Tasmania	Bus	1	Professionals	1013
Tasmania	Bus	1	Sales workers	690
Tasmania	Bus	1	Technicians and trades workers	428
Tasmania	Bus and car as driver	2		7
Tasmania	Bus and car as driver	2	Clerical and administrative workers	140
Tasmania	Bus and car as driver	2	Community and personal service workers	38
Tasmania	Bus and car as driver	2	Labourers	17
Tasmania	Bus and car as driver	2	Machinery operators and drivers	18
Tasmania	Bus and car as driver	2	Managers	34
Tasmania	Bus and car as driver	2	Professionals	109
Tasmania	Bus and car as driver	2	Sales workers	41
Tasmania	Bus and car as driver	2	Technicians and trades workers	30
Tasmania	Bus and car as passenger	2		10
Tasmania	Bus and car as passenger	2	Clerical and administrative workers	46
Tasmania	Bus and car as passenger	2	Community and personal service workers	44
Tasmania	Bus and car as passenger	2	Labourers	60
Tasmania	Bus and car as passenger	2	Machinery operators and drivers	6
Tasmania	Bus and car as passenger	2	Managers	11
Tasmania	Bus and car as passenger	2	Professionals	48
Tasmania	Bus and car as passenger	2	Sales workers	84
Tasmania	Bus and car as passenger	2	Technicians and trades workers	26
Tasmania	Bus and other	2	Clerical and administrative workers	14
Tasmania	Bus and other	2	Community and personal service workers	20
Tasmania	Bus and other	2	Labourers	8
Tasmania	Bus and other	2	Managers	10
Tasmania	Bus and other	2	Professionals	13
Tasmania	Bus and other	2	Sales workers	15
Tasmania	Bus and other	2	Technicians and trades workers	6
Tasmania	Bus and two other methods excludes train	3		3
Tasmania	Bus and two other methods excludes train	3	Clerical and administrative workers	11
Tasmania	Bus and two other methods excludes train	3	Community and personal service workers	20
Tasmania	Bus and two other methods excludes train	3	Labourers	5
Tasmania	Bus and two other methods excludes train	3	Machinery operators and drivers	4
Tasmania	Bus and two other methods excludes train	3	Managers	11
Tasmania	Bus and two other methods excludes train	3	Professionals	21
Tasmania	Bus and two other methods excludes train	3	Sales workers	11
Tasmania	Bus and two other methods excludes train	3	Technicians and trades workers	6
Tasmania	Car as driver	1		1908
Tasmania	Car as driver	1	Clerical and administrative workers	18401
Tasmania	Car as driver	1	Community and personal service workers	17318
Tasmania	Car as driver	1	Labourers	15607
Tasmania	Car as driver	1	Machinery operators and drivers	9781
Tasmania	Car as driver	1	Managers	17290
Tasmania	Car as driver	1	Professionals	25934
Tasmania	Car as driver	1	Sales workers	12370
Tasmania	Car as driver	1	Technicians and trades workers	22514
Tasmania	Car as passenger	1		197
Tasmania	Car as passenger	1	Clerical and administrative workers	1739
Tasmania	Car as passenger	1	Community and personal service workers	1364
Tasmania	Car as passenger	1	Labourers	2480
Tasmania	Car as passenger	1	Machinery operators and drivers	497
Tasmania	Car as passenger	1	Managers	895
Tasmania	Car as passenger	1	Professionals	1840
Tasmania	Car as passenger	1	Sales workers	2116
Tasmania	Car as passenger	1	Technicians and trades workers	1387
Tasmania	Did not go to work			319
Tasmania	Did not go to work		Clerical and administrative workers	3123
Tasmania	Did not go to work		Community and personal service workers	4362
Tasmania	Did not go to work		Labourers	3328
Tasmania	Did not go to work		Machinery operators and drivers	1261
Tasmania	Did not go to work		Managers	1713
Tasmania	Did not go to work		Professionals	4600
Tasmania	Did not go to work		Sales workers	4031
Tasmania	Did not go to work		Technicians and trades workers	2209
Tasmania	Ferry	1		5
Tasmania	Ferry	1	Community and personal service workers	3
Tasmania	Ferry	1	Labourers	16
Tasmania	Ferry	1	Managers	4
Tasmania	Ferry	1	Professionals	8
Tasmania	Ferry	1	Technicians and trades workers	6
Tasmania	Method of travel not stated			717
Tasmania	Method of travel not stated		Clerical and administrative workers	141
Tasmania	Method of travel not stated		Community and personal service workers	227
Tasmania	Method of travel not stated		Labourers	293
Tasmania	Method of travel not stated		Machinery operators and drivers	128
Tasmania	Method of travel not stated		Managers	177
Tasmania	Method of travel not stated		Professionals	176
Tasmania	Method of travel not stated		Sales workers	150
Tasmania	Method of travel not stated		Technicians and trades workers	225
Tasmania	Motorbike scooter	1		16
Tasmania	Motorbike scooter	1	Clerical and administrative workers	119
Tasmania	Motorbike scooter	1	Community and personal service workers	115
Tasmania	Motorbike scooter	1	Labourers	235
Tasmania	Motorbike scooter	1	Machinery operators and drivers	64
Tasmania	Motorbike scooter	1	Managers	226
Tasmania	Motorbike scooter	1	Professionals	204
Tasmania	Motorbike scooter	1	Sales workers	100
Tasmania	Motorbike scooter	1	Technicians and trades workers	219
Tasmania	(Other)	1		53
Tasmania	(Other)	1	Clerical and administrative workers	112
Tasmania	(Other)	1	Community and personal service workers	118
Tasmania	(Other)	1	Labourers	223
Tasmania	(Other)	1	Machinery operators and drivers	104
Tasmania	(Other)	1	Managers	264
Tasmania	(Other)	1	Professionals	189
Tasmania	(Other)	1	Sales workers	72
Tasmania	(Other)	1	Technicians and trades workers	182
Tasmania	Other three methods	3		3
Tasmania	Other three methods	3	Clerical and administrative workers	8
Tasmania	Other three methods	3	Community and personal service workers	7
Tasmania	Other three methods	3	Labourers	6
Tasmania	Other three methods	3	Machinery operators and drivers	5
Tasmania	Other three methods	3	Managers	12
Tasmania	Other three methods	3	Professionals	26
Tasmania	Other three methods	3	Technicians and trades workers	10
Tasmania	Other two methods	2		15
Tasmania	Other two methods	2	Clerical and administrative workers	134
Tasmania	Other two methods	2	Community and personal service workers	121
Tasmania	Other two methods	2	Labourers	164
Tasmania	Other two methods	2	Machinery operators and drivers	121
Tasmania	Other two methods	2	Managers	191
Tasmania	Other two methods	2	Professionals	363
Tasmania	Other two methods	2	Sales workers	103
Tasmania	Other two methods	2	Technicians and trades workers	204
Tasmania	Taxi	1		9
Tasmania	Taxi	1	Clerical and administrative workers	54
Tasmania	Taxi	1	Community and personal service workers	80
Tasmania	Taxi	1	Labourers	68
Tasmania	Taxi	1	Machinery operators and drivers	145
Tasmania	Taxi	1	Managers	49
Tasmania	Taxi	1	Professionals	55
Tasmania	Taxi	1	Sales workers	49
Tasmania	Taxi	1	Technicians and trades workers	55
Tasmania	Train	1		4
Tasmania	Train	1	Clerical and administrative workers	10
Tasmania	Train	1	Community and personal service workers	3
Tasmania	Train	1	Labourers	13
Tasmania	Train	1	Managers	8
Tasmania	Train	1	Professionals	23
Tasmania	Train	1	Sales workers	6
Tasmania	Train	1	Technicians and trades workers	7
Tasmania	Train and bus	2		3
Tasmania	Train and bus	2	Clerical and administrative workers	3
Tasmania	Train and bus	2	Professionals	3
Tasmania	Train and car as driver	2	Clerical and administrative workers	4
Tasmania	Train and car as driver	2	Community and personal service workers	4
Tasmania	Train and car as driver	2	Machinery operators and drivers	3
Tasmania	Train and car as driver	2	Managers	7
Tasmania	Train and car as driver	2	Professionals	15
Tasmania	Train and car as driver	2	Technicians and trades workers	3
Tasmania	Train and car as passenger	2	Clerical and administrative workers	3
Tasmania	Train and car as passenger	2	Technicians and trades workers	3
Tasmania	Train and other	2	Machinery operators and drivers	3
Tasmania	Train and other	2	Managers	3
Tasmania	Train and other	2	Professionals	3
Tasmania	Train and two other methods	3	Managers	3
Tasmania	Train and two other methods	3	Professionals	9
Tasmania	Tram includes light rail	1	Clerical and administrative workers	3
Tasmania	Tram includes light rail	1	Community and personal service workers	3
Tasmania	Tram includes light rail	1	Managers	5
Tasmania	Tram includes light rail	1	Professionals	3
Tasmania	Tram includes light rail	1	Sales workers	4
Tasmania	Tram includes light rail	1	Technicians and trades workers	3
Tasmania	Truck	1		30
Tasmania	Truck	1	Clerical and administrative workers	37
Tasmania	Truck	1	Community and personal service workers	5
Tasmania	Truck	1	Labourers	246
Tasmania	Truck	1	Machinery operators and drivers	748
Tasmania	Truck	1	Managers	194
Tasmania	Truck	1	Professionals	11
Tasmania	Truck	1	Sales workers	39
Tasmania	Truck	1	Technicians and trades workers	351
Tasmania	Walked only	1		139
Tasmania	Walked only	1	Clerical and administrative workers	1096
Tasmania	Walked only	1	Community and personal service workers	1306
Tasmania	Walked only	1	Labourers	1162
Tasmania	Walked only	1	Machinery operators and drivers	294
Tasmania	Walked only	1	Managers	1656
Tasmania	Walked only	1	Professionals	2665
Tasmania	Walked only	1	Sales workers	1041
Tasmania	Walked only	1	Technicians and trades workers	971
Tasmania	Worked at home			182
Tasmania	Worked at home		Clerical and administrative workers	1730
Tasmania	Worked at home		Community and personal service workers	703
Tasmania	Worked at home		Labourers	348
Tasmania	Worked at home		Machinery operators and drivers	144
Tasmania	Worked at home		Managers	3124
Tasmania	Worked at home		Professionals	2470
Tasmania	Worked at home		Sales workers	362
Tasmania	Worked at home		Technicians and trades workers	970
Northern Territory	Bicycle	1		40
Northern Territory	Bicycle	1	Clerical and administrative workers	219
Northern Territory	Bicycle	1	Community and personal service workers	434
Northern Territory	Bicycle	1	Labourers	236
Northern Territory	Bicycle	1	Machinery operators and drivers	104
Northern Territory	Bicycle	1	Managers	262
Northern Territory	Bicycle	1	Professionals	924
Northern Territory	Bicycle	1	Sales workers	120
Northern Territory	Bicycle	1	Technicians and trades workers	297
Northern Territory	Bus	1		140
Northern Territory	Bus	1	Clerical and administrative workers	558
Northern Territory	Bus	1	Community and personal service workers	402
Northern Territory	Bus	1	Labourers	1184
Northern Territory	Bus	1	Machinery operators and drivers	781
Northern Territory	Bus	1	Managers	287
Northern Territory	Bus	1	Professionals	1002
Northern Territory	Bus	1	Sales workers	292
Northern Territory	Bus	1	Technicians and trades workers	2501
Northern Territory	Bus and car as driver	2		14
Northern Territory	Bus and car as driver	2	Clerical and administrative workers	66
Northern Territory	Bus and car as driver	2	Community and personal service workers	19
Northern Territory	Bus and car as driver	2	Labourers	264
Northern Territory	Bus and car as driver	2	Machinery operators and drivers	120
Northern Territory	Bus and car as driver	2	Managers	30
Northern Territory	Bus and car as driver	2	Professionals	65
Northern Territory	Bus and car as driver	2	Sales workers	17
Northern Territory	Bus and car as driver	2	Technicians and trades workers	388
Northern Territory	Bus and car as passenger	2		4
Northern Territory	Bus and car as passenger	2	Clerical and administrative workers	36
Northern Territory	Bus and car as passenger	2	Community and personal service workers	32
Northern Territory	Bus and car as passenger	2	Labourers	41
Northern Territory	Bus and car as passenger	2	Machinery operators and drivers	8
Northern Territory	Bus and car as passenger	2	Managers	9
Northern Territory	Bus and car as passenger	2	Professionals	25
Northern Territory	Bus and car as passenger	2	Sales workers	31
Northern Territory	Bus and car as passenger	2	Technicians and trades workers	40
Northern Territory	Bus and ferry	2	Clerical and administrative workers	4
Northern Territory	Bus and ferry	2	Professionals	4
Northern Territory	Bus and ferry	2	Technicians and trades workers	3
Northern Territory	Bus and other	2		4
Northern Territory	Bus and other	2	Clerical and administrative workers	6
Northern Territory	Bus and other	2	Community and personal service workers	9
Northern Territory	Bus and other	2	Labourers	32
Northern Territory	Bus and other	2	Machinery operators and drivers	33
Northern Territory	Bus and other	2	Managers	5
Northern Territory	Bus and other	2	Professionals	23
Northern Territory	Bus and other	2	Sales workers	5
Northern Territory	Bus and other	2	Technicians and trades workers	97
Northern Territory	Bus and two other methods excludes train	3	Clerical and administrative workers	9
Northern Territory	Bus and two other methods excludes train	3	Community and personal service workers	14
Northern Territory	Bus and two other methods excludes train	3	Labourers	16
Northern Territory	Bus and two other methods excludes train	3	Machinery operators and drivers	28
Northern Territory	Bus and two other methods excludes train	3	Managers	9
Northern Territory	Bus and two other methods excludes train	3	Professionals	24
Northern Territory	Bus and two other methods excludes train	3	Sales workers	9
Northern Territory	Bus and two other methods excludes train	3	Technicians and trades workers	25
Northern Territory	Car as driver	1		1073
Northern Territory	Car as driver	1	Clerical and administrative workers	9570
Northern Territory	Car as driver	1	Community and personal service workers	8065
Northern Territory	Car as driver	1	Labourers	4509
Northern Territory	Car as driver	1	Machinery operators and drivers	3561
Northern Territory	Car as driver	1	Managers	8849
Northern Territory	Car as driver	1	Professionals	12855
Northern Territory	Car as driver	1	Sales workers	4036
Northern Territory	Car as driver	1	Technicians and trades workers	10519
Northern Territory	Car as passenger	1		151
Northern Territory	Car as passenger	1	Clerical and administrative workers	950
Northern Territory	Car as passenger	1	Community and personal service workers	1035
Northern Territory	Car as passenger	1	Labourers	1145
Northern Territory	Car as passenger	1	Machinery operators and drivers	354
Northern Territory	Car as passenger	1	Managers	594
Northern Territory	Car as passenger	1	Professionals	1447
Northern Territory	Car as passenger	1	Sales workers	797
Northern Territory	Car as passenger	1	Technicians and trades workers	1063
Northern Territory	Did not go to work			171
Northern Territory	Did not go to work		Clerical and administrative workers	1070
Northern Territory	Did not go to work		Community and personal service workers	1422
Northern Territory	Did not go to work		Labourers	756
Northern Territory	Did not go to work		Machinery operators and drivers	560
Northern Territory	Did not go to work		Managers	740
Northern Territory	Did not go to work		Professionals	1876
Northern Territory	Did not go to work		Sales workers	787
Northern Territory	Did not go to work		Technicians and trades workers	1388
Northern Territory	Ferry	1		4
Northern Territory	Ferry	1	Clerical and administrative workers	4
Northern Territory	Ferry	1	Labourers	7
Northern Territory	Ferry	1	Machinery operators and drivers	4
Northern Territory	Ferry	1	Managers	6
Northern Territory	Ferry	1	Professionals	12
Northern Territory	Ferry	1	Sales workers	4
Northern Territory	Ferry	1	Technicians and trades workers	5
Northern Territory	Method of travel not stated			558
Northern Territory	Method of travel not stated		Clerical and administrative workers	112
Northern Territory	Method of travel not stated		Community and personal service workers	164
Northern Territory	Method of travel not stated		Labourers	162
Northern Territory	Method of travel not stated		Machinery operators and drivers	70
Northern Territory	Method of travel not stated		Managers	93
Northern Territory	Method of travel not stated		Professionals	163
Northern Territory	Method of travel not stated		Sales workers	67
Northern Territory	Method of travel not stated		Technicians and trades workers	201
Northern Territory	Motorbike scooter	1		29
Northern Territory	Motorbike scooter	1	Clerical and administrative workers	134
Northern Territory	Motorbike scooter	1	Community and personal service workers	239
Northern Territory	Motorbike scooter	1	Labourers	150
Northern Territory	Motorbike scooter	1	Machinery operators and drivers	147
Northern Territory	Motorbike scooter	1	Managers	133
Northern Territory	Motorbike scooter	1	Professionals	224
Northern Territory	Motorbike scooter	1	Sales workers	97
Northern Territory	Motorbike scooter	1	Technicians and trades workers	252
Northern Territory	(Other)	1		71
Northern Territory	(Other)	1	Clerical and administrative workers	98
Northern Territory	(Other)	1	Community and personal service workers	179
Northern Territory	(Other)	1	Labourers	286
Northern Territory	(Other)	1	Machinery operators and drivers	282
Northern Territory	(Other)	1	Managers	186
Northern Territory	(Other)	1	Professionals	258
Northern Territory	(Other)	1	Sales workers	27
Northern Territory	(Other)	1	Technicians and trades workers	404
Northern Territory	Other three methods	3		3
Northern Territory	Other three methods	3	Clerical and administrative workers	14
Northern Territory	Other three methods	3	Community and personal service workers	9
Northern Territory	Other three methods	3	Labourers	4
Northern Territory	Other three methods	3	Machinery operators and drivers	9
Northern Territory	Other three methods	3	Managers	16
Northern Territory	Other three methods	3	Professionals	15
Northern Territory	Other three methods	3	Sales workers	6
Northern Territory	Other three methods	3	Technicians and trades workers	6
Northern Territory	Other two methods	2		21
Northern Territory	Other two methods	2	Clerical and administrative workers	101
Northern Territory	Other two methods	2	Community and personal service workers	141
Northern Territory	Other two methods	2	Labourers	79
Northern Territory	Other two methods	2	Machinery operators and drivers	91
Northern Territory	Other two methods	2	Managers	114
Northern Territory	Other two methods	2	Professionals	230
Northern Territory	Other two methods	2	Sales workers	46
Northern Territory	Other two methods	2	Technicians and trades workers	181
Northern Territory	Taxi	1		8
Northern Territory	Taxi	1	Clerical and administrative workers	25
Northern Territory	Taxi	1	Community and personal service workers	48
Northern Territory	Taxi	1	Labourers	37
Northern Territory	Taxi	1	Machinery operators and drivers	45
Northern Territory	Taxi	1	Managers	24
Northern Territory	Taxi	1	Professionals	44
Northern Territory	Taxi	1	Sales workers	38
Northern Territory	Taxi	1	Technicians and trades workers	29
Northern Territory	Train	1		9
Northern Territory	Train	1	Clerical and administrative workers	7
Northern Territory	Train	1	Community and personal service workers	3
Northern Territory	Train	1	Labourers	3
Northern Territory	Train	1	Machinery operators and drivers	3
Northern Territory	Train	1	Managers	5
Northern Territory	Train	1	Professionals	9
Northern Territory	Train	1	Technicians and trades workers	3
Northern Territory	Train and bus	2	Professionals	3
Northern Territory	Train and car as driver	2	Clerical and administrative workers	4
Northern Territory	Train and car as driver	2	Machinery operators and drivers	3
Northern Territory	Train and car as driver	2	Managers	3
Northern Territory	Train and car as driver	2	Professionals	3
Northern Territory	Train and car as driver	2	Technicians and trades workers	8
Northern Territory	Train and other	2	Technicians and trades workers	3
Northern Territory	Train and two other methods	3	Community and personal service workers	3
Northern Territory	Train and two other methods	3	Labourers	5
Northern Territory	Train and two other methods	3	Machinery operators and drivers	7
Northern Territory	Train and two other methods	3	Professionals	3
Northern Territory	Train and two other methods	3	Technicians and trades workers	4
Northern Territory	Tram includes light rail	1	Managers	3
Northern Territory	Truck	1		24
Northern Territory	Truck	1	Clerical and administrative workers	10
Northern Territory	Truck	1	Community and personal service workers	14
Northern Territory	Truck	1	Labourers	106
Northern Territory	Truck	1	Machinery operators and drivers	174
Northern Territory	Truck	1	Managers	55
Northern Territory	Truck	1	Professionals	11
Northern Territory	Truck	1	Sales workers	10
Northern Territory	Truck	1	Technicians and trades workers	215
Northern Territory	Walked only	1		291
Northern Territory	Walked only	1	Clerical and administrative workers	869
Northern Territory	Walked only	1	Community and personal service workers	1936
Northern Territory	Walked only	1	Labourers	1263
Northern Territory	Walked only	1	Machinery operators and drivers	285
Northern Territory	Walked only	1	Managers	976
Northern Territory	Walked only	1	Professionals	2159
Northern Territory	Walked only	1	Sales workers	656
Northern Territory	Walked only	1	Technicians and trades workers	895
Northern Territory	Worked at home			46
Northern Territory	Worked at home		Clerical and administrative workers	594
Northern Territory	Worked at home		Community and personal service workers	263
Northern Territory	Worked at home		Labourers	171
Northern Territory	Worked at home		Machinery operators and drivers	33
Northern Territory	Worked at home		Managers	706
Northern Territory	Worked at home		Professionals	631
Northern Territory	Worked at home		Sales workers	101
Northern Territory	Worked at home		Technicians and trades workers	268
Australian Capital Territory	Bicycle	1		116
Australian Capital Territory	Bicycle	1	Clerical and administrative workers	664
Australian Capital Territory	Bicycle	1	Community and personal service workers	413
Australian Capital Territory	Bicycle	1	Labourers	149
Australian Capital Territory	Bicycle	1	Machinery operators and drivers	50
Australian Capital Territory	Bicycle	1	Managers	1080
Australian Capital Territory	Bicycle	1	Professionals	2598
Australian Capital Territory	Bicycle	1	Sales workers	195
Australian Capital Territory	Bicycle	1	Technicians and trades workers	283
Australian Capital Territory	Bus	1		359
Australian Capital Territory	Bus	1	Clerical and administrative workers	2821
Australian Capital Territory	Bus	1	Community and personal service workers	1213
Australian Capital Territory	Bus	1	Labourers	794
Australian Capital Territory	Bus	1	Machinery operators and drivers	89
Australian Capital Territory	Bus	1	Managers	1446
Australian Capital Territory	Bus	1	Professionals	4228
Australian Capital Territory	Bus	1	Sales workers	1094
Australian Capital Territory	Bus	1	Technicians and trades workers	636
Australian Capital Territory	Bus and car as driver	2		23
Australian Capital Territory	Bus and car as driver	2	Clerical and administrative workers	279
Australian Capital Territory	Bus and car as driver	2	Community and personal service workers	56
Australian Capital Territory	Bus and car as driver	2	Labourers	17
Australian Capital Territory	Bus and car as driver	2	Machinery operators and drivers	4
Australian Capital Territory	Bus and car as driver	2	Managers	145
Australian Capital Territory	Bus and car as driver	2	Professionals	370
Australian Capital Territory	Bus and car as driver	2	Sales workers	47
Australian Capital Territory	Bus and car as driver	2	Technicians and trades workers	34
Australian Capital Territory	Bus and car as passenger	2		17
Australian Capital Territory	Bus and car as passenger	2	Clerical and administrative workers	130
Australian Capital Territory	Bus and car as passenger	2	Community and personal service workers	87
Australian Capital Territory	Bus and car as passenger	2	Labourers	72
Australian Capital Territory	Bus and car as passenger	2	Managers	74
Australian Capital Territory	Bus and car as passenger	2	Professionals	191
Australian Capital Territory	Bus and car as passenger	2	Sales workers	110
Australian Capital Territory	Bus and car as passenger	2	Technicians and trades workers	35
Australian Capital Territory	Bus and ferry	2	Professionals	3
Australian Capital Territory	Bus and other	2		7
Australian Capital Territory	Bus and other	2	Clerical and administrative workers	43
Australian Capital Territory	Bus and other	2	Community and personal service workers	28
Australian Capital Territory	Bus and other	2	Labourers	13
Australian Capital Territory	Bus and other	2	Machinery operators and drivers	8
Australian Capital Territory	Bus and other	2	Managers	42
Australian Capital Territory	Bus and other	2	Professionals	116
Australian Capital Territory	Bus and other	2	Sales workers	23
Australian Capital Territory	Bus and other	2	Technicians and trades workers	18
Australian Capital Territory	Bus and two other methods excludes train	3		3
Australian Capital Territory	Bus and two other methods excludes train	3	Clerical and administrative workers	29
Australian Capital Territory	Bus and two other methods excludes train	3	Community and personal service workers	24
Australian Capital Territory	Bus and two other methods excludes train	3	Labourers	7
Australian Capital Territory	Bus and two other methods excludes train	3	Machinery operators and drivers	3
Australian Capital Territory	Bus and two other methods excludes train	3	Managers	15
Australian Capital Territory	Bus and two other methods excludes train	3	Professionals	54
Australian Capital Territory	Bus and two other methods excludes train	3	Sales workers	24
Australian Capital Territory	Bus and two other methods excludes train	3	Technicians and trades workers	8
Australian Capital Territory	Car as driver	1		3402
Australian Capital Territory	Car as driver	1	Clerical and administrative workers	25663
Australian Capital Territory	Car as driver	1	Community and personal service workers	14896
Australian Capital Territory	Car as driver	1	Labourers	6734
Australian Capital Territory	Car as driver	1	Machinery operators and drivers	3811
Australian Capital Territory	Car as driver	1	Managers	24921
Australian Capital Territory	Car as driver	1	Professionals	42736
Australian Capital Territory	Car as driver	1	Sales workers	8350
Australian Capital Territory	Car as driver	1	Technicians and trades workers	16095
Australian Capital Territory	Car as passenger	1		313
Australian Capital Territory	Car as passenger	1	Clerical and administrative workers	2817
Australian Capital Territory	Car as passenger	1	Community and personal service workers	1405
Australian Capital Territory	Car as passenger	1	Labourers	1233
Australian Capital Territory	Car as passenger	1	Machinery operators and drivers	146
Australian Capital Territory	Car as passenger	1	Managers	1799
Australian Capital Territory	Car as passenger	1	Professionals	3588
Australian Capital Territory	Car as passenger	1	Sales workers	1436
Australian Capital Territory	Car as passenger	1	Technicians and trades workers	986
Australian Capital Territory	Did not go to work			459
Australian Capital Territory	Did not go to work		Clerical and administrative workers	3852
Australian Capital Territory	Did not go to work		Community and personal service workers	3434
Australian Capital Territory	Did not go to work		Labourers	1150
Australian Capital Territory	Did not go to work		Machinery operators and drivers	417
