STE_NAME16	IncomeTotPersonal.max	Occupation	PublicSector	LevelOfGovt	workers
South Australia	157500	Technicians and trades workers	1	State territory	108
South Australia	Inf				75
South Australia	Inf		0		226
South Australia	Inf		1	Local	3
South Australia	Inf		1	National	11
South Australia	Inf		1	State territory	11
South Australia	Inf	Clerical and administrative workers	0		1018
South Australia	Inf	Clerical and administrative workers	1	Local	7
South Australia	Inf	Clerical and administrative workers	1	National	52
South Australia	Inf	Clerical and administrative workers	1	State territory	59
South Australia	Inf	Community and personal service workers	0		274
South Australia	Inf	Community and personal service workers	1	National	15
South Australia	Inf	Community and personal service workers	1	State territory	142
South Australia	Inf	Labourers			4
South Australia	Inf	Labourers	0		353
South Australia	Inf	Labourers	1	Local	3
South Australia	Inf	Labourers	1	State territory	3
South Australia	Inf	Machinery operators and drivers			4
South Australia	Inf	Machinery operators and drivers	0		397
South Australia	Inf	Machinery operators and drivers	1	Local	4
South Australia	Inf	Machinery operators and drivers	1	National	7
South Australia	Inf	Machinery operators and drivers	1	State territory	3
South Australia	Inf	Managers			10
South Australia	Inf	Managers	0		7010
South Australia	Inf	Managers	1	Local	147
South Australia	Inf	Managers	1	National	383
South Australia	Inf	Managers	1	State territory	647
South Australia	Inf	Professionals			11
South Australia	Inf	Professionals	0		7768
South Australia	Inf	Professionals	1	Local	14
South Australia	Inf	Professionals	1	National	605
South Australia	Inf	Professionals	1	State territory	1552
South Australia	Inf	Sales workers			3
South Australia	Inf	Sales workers	0		688
South Australia	Inf	Sales workers	1	National	3
South Australia	Inf	Sales workers	1	State territory	3
South Australia	Inf	Technicians and trades workers			7
South Australia	Inf	Technicians and trades workers	0		1224
South Australia	Inf	Technicians and trades workers	1	National	22
South Australia	Inf	Technicians and trades workers	1	State territory	9
Western Australia					1680
Western Australia			0		709
Western Australia			1	Local	12
Western Australia			1	National	17
Western Australia			1	State territory	22
Western Australia		Clerical and administrative workers			82
Western Australia		Clerical and administrative workers	0		1403
Western Australia		Clerical and administrative workers	1	Local	40
Western Australia		Clerical and administrative workers	1	National	82
Western Australia		Clerical and administrative workers	1	State territory	158
Western Australia		Community and personal service workers			99
Western Australia		Community and personal service workers	0		1180
Western Australia		Community and personal service workers	1	Local	14
Western Australia		Community and personal service workers	1	National	15
Western Australia		Community and personal service workers	1	State territory	230
Western Australia		Labourers			121
Western Australia		Labourers	0		1623
Western Australia		Labourers	1	Local	17
Western Australia		Labourers	1	National	4
Western Australia		Labourers	1	State territory	60
Western Australia		Machinery operators and drivers			91
Western Australia		Machinery operators and drivers	0		1215
Western Australia		Machinery operators and drivers	1	Local	11
Western Australia		Machinery operators and drivers	1	National	3
Western Australia		Machinery operators and drivers	1	State territory	13
Western Australia		Managers			89
Western Australia		Managers	0		1642
Western Australia		Managers	1	Local	20
Western Australia		Managers	1	National	15
Western Australia		Managers	1	State territory	60
Western Australia		Professionals			127
Western Australia		Professionals	0		1531
Western Australia		Professionals	1	Local	21
Western Australia		Professionals	1	National	76
Western Australia		Professionals	1	State territory	396
Western Australia		Sales workers			67
Western Australia		Sales workers	0		1355
Western Australia		Sales workers	1	Local	4
Western Australia		Sales workers	1	National	3
Western Australia		Sales workers	1	State territory	3
Western Australia		Technicians and trades workers			206
Western Australia		Technicians and trades workers	0		2549
Western Australia		Technicians and trades workers	1	Local	26
Western Australia		Technicians and trades workers	1	National	16
Western Australia		Technicians and trades workers	1	State territory	59
Western Australia	0				327
Western Australia	0		0		302
Western Australia	0		1	National	5
Western Australia	0		1	State territory	4
Western Australia	0	Clerical and administrative workers			12
Western Australia	0	Clerical and administrative workers	0		997
Western Australia	0	Clerical and administrative workers	1	Local	8
Western Australia	0	Clerical and administrative workers	1	National	74
Western Australia	0	Clerical and administrative workers	1	State territory	34
Western Australia	0	Community and personal service workers			26
Western Australia	0	Community and personal service workers	0		705
Western Australia	0	Community and personal service workers	1	State territory	59
Western Australia	0	Labourers			46
Western Australia	0	Labourers	0		1071
Western Australia	0	Labourers	1	Local	3
Western Australia	0	Labourers	1	State territory	18
Western Australia	0	Machinery operators and drivers			15
Western Australia	0	Machinery operators and drivers	0		369
Western Australia	0	Machinery operators and drivers	1	National	3
Western Australia	0	Machinery operators and drivers	1	State territory	3
Western Australia	0	Managers			18
Western Australia	0	Managers	0		1936
Western Australia	0	Managers	1	Local	7
Western Australia	0	Managers	1	State territory	12
Western Australia	0	Professionals			10
Western Australia	0	Professionals	0		788
Western Australia	0	Professionals	1	Local	6
Western Australia	0	Professionals	1	National	28
Western Australia	0	Professionals	1	State territory	83
Western Australia	0	Sales workers			6
Western Australia	0	Sales workers	0		1039
Western Australia	0	Technicians and trades workers			20
Western Australia	0	Technicians and trades workers	0		846
Western Australia	0	Technicians and trades workers	1	Local	3
Western Australia	0	Technicians and trades workers	1	National	3
Western Australia	0	Technicians and trades workers	1	State territory	11
Western Australia	7875				287
Western Australia	7875		0		343
Western Australia	7875		1	Local	3
Western Australia	7875		1	National	20
Western Australia	7875		1	State territory	4
Western Australia	7875	Clerical and administrative workers			14
Western Australia	7875	Clerical and administrative workers	0		2031
Western Australia	7875	Clerical and administrative workers	1	Local	30
Western Australia	7875	Clerical and administrative workers	1	National	141
Western Australia	7875	Clerical and administrative workers	1	State territory	91
Western Australia	7875	Community and personal service workers			77
Western Australia	7875	Community and personal service workers	0		7159
Western Australia	7875	Community and personal service workers	1	Local	127
Western Australia	7875	Community and personal service workers	1	National	35
Western Australia	7875	Community and personal service workers	1	State territory	282
Western Australia	7875	Labourers			61
Western Australia	7875	Labourers	0		8489
Western Australia	7875	Labourers	1	Local	27
Western Australia	7875	Labourers	1	National	11
Western Australia	7875	Labourers	1	State territory	123
Western Australia	7875	Machinery operators and drivers			8
Western Australia	7875	Machinery operators and drivers	0		893
Western Australia	7875	Machinery operators and drivers	1	Local	3
Western Australia	7875	Machinery operators and drivers	1	National	4
Western Australia	7875	Machinery operators and drivers	1	State territory	5
Western Australia	7875	Managers			11
Western Australia	7875	Managers	0		1205
Western Australia	7875	Managers	1	Local	13
Western Australia	7875	Managers	1	National	6
Western Australia	7875	Managers	1	State territory	28
Western Australia	7875	Professionals			23
Western Australia	7875	Professionals	0		2225
Western Australia	7875	Professionals	1	Local	15
Western Australia	7875	Professionals	1	National	119
Western Australia	7875	Professionals	1	State territory	229
Western Australia	7875	Sales workers			55
Western Australia	7875	Sales workers	0		14443
Western Australia	7875	Sales workers	1	Local	6
Western Australia	7875	Sales workers	1	National	16
Western Australia	7875	Sales workers	1	State territory	8
Western Australia	7875	Technicians and trades workers			18
Western Australia	7875	Technicians and trades workers	0		1594
Western Australia	7875	Technicians and trades workers	1	Local	13
Western Australia	7875	Technicians and trades workers	1	National	11
Western Australia	7875	Technicians and trades workers	1	State territory	43
Western Australia	15750				312
Western Australia	15750		0		357
Western Australia	15750		1	Local	3
Western Australia	15750		1	National	22
Western Australia	15750		1	State territory	3
Western Australia	15750	Clerical and administrative workers			23
Western Australia	15750	Clerical and administrative workers	0		3996
Western Australia	15750	Clerical and administrative workers	1	Local	50
Western Australia	15750	Clerical and administrative workers	1	National	221
Western Australia	15750	Clerical and administrative workers	1	State territory	212
Western Australia	15750	Community and personal service workers			53
Western Australia	15750	Community and personal service workers	0		8266
Western Australia	15750	Community and personal service workers	1	Local	165
Western Australia	15750	Community and personal service workers	1	National	65
Western Australia	15750	Community and personal service workers	1	State territory	607
Western Australia	15750	Labourers			93
Western Australia	15750	Labourers	0		8281
Western Australia	15750	Labourers	1	Local	49
Western Australia	15750	Labourers	1	National	18
Western Australia	15750	Labourers	1	State territory	309
Western Australia	15750	Machinery operators and drivers			16
Western Australia	15750	Machinery operators and drivers	0		1559
Western Australia	15750	Machinery operators and drivers	1	National	5
Western Australia	15750	Machinery operators and drivers	1	State territory	9
Western Australia	15750	Managers			10
Western Australia	15750	Managers	0		1875
Western Australia	15750	Managers	1	Local	9
Western Australia	15750	Managers	1	National	17
Western Australia	15750	Managers	1	State territory	48
Western Australia	15750	Professionals			23
Western Australia	15750	Professionals	0		3196
Western Australia	15750	Professionals	1	Local	20
Western Australia	15750	Professionals	1	National	205
Western Australia	15750	Professionals	1	State territory	415
Western Australia	15750	Sales workers			50
Western Australia	15750	Sales workers	0		11113
Western Australia	15750	Sales workers	1	Local	7
Western Australia	15750	Sales workers	1	National	21
Western Australia	15750	Sales workers	1	State territory	12
Western Australia	15750	Technicians and trades workers			33
Western Australia	15750	Technicians and trades workers	0		3099
Western Australia	15750	Technicians and trades workers	1	Local	18
Western Australia	15750	Technicians and trades workers	1	National	21
Western Australia	15750	Technicians and trades workers	1	State territory	100
Western Australia	21000				354
Western Australia	21000		0		399
Western Australia	21000		1	Local	8
Western Australia	21000		1	National	6
Western Australia	21000		1	State territory	12
Western Australia	21000	Clerical and administrative workers			19
Western Australia	21000	Clerical and administrative workers	0		4857
Western Australia	21000	Clerical and administrative workers	1	Local	91
Western Australia	21000	Clerical and administrative workers	1	National	214
Western Australia	21000	Clerical and administrative workers	1	State territory	231
Western Australia	21000	Community and personal service workers			56
Western Australia	21000	Community and personal service workers	0		8080
Western Australia	21000	Community and personal service workers	1	Local	146
Western Australia	21000	Community and personal service workers	1	National	66
Western Australia	21000	Community and personal service workers	1	State territory	729
Western Australia	21000	Labourers			100
Western Australia	21000	Labourers	0		8591
Western Australia	21000	Labourers	1	Local	48
Western Australia	21000	Labourers	1	National	17
Western Australia	21000	Labourers	1	State territory	460
Western Australia	21000	Machinery operators and drivers			23
Western Australia	21000	Machinery operators and drivers	0		1838
Western Australia	21000	Machinery operators and drivers	1	Local	4
Western Australia	21000	Machinery operators and drivers	1	National	6
Western Australia	21000	Machinery operators and drivers	1	State territory	9
Western Australia	21000	Managers			8
Western Australia	21000	Managers	0		2426
Western Australia	21000	Managers	1	Local	12
Western Australia	21000	Managers	1	National	14
Western Australia	21000	Managers	1	State territory	47
Western Australia	21000	Professionals			12
Western Australia	21000	Professionals	0		3121
Western Australia	21000	Professionals	1	Local	17
Western Australia	21000	Professionals	1	National	194
Western Australia	21000	Professionals	1	State territory	633
Western Australia	21000	Sales workers			33
Western Australia	21000	Sales workers	0		8956
Western Australia	21000	Sales workers	1	Local	8
Western Australia	21000	Sales workers	1	National	23
Western Australia	21000	Sales workers	1	State territory	11
Western Australia	21000	Technicians and trades workers			48
Western Australia	21000	Technicians and trades workers	0		4620
Western Australia	21000	Technicians and trades workers	1	Local	38
Western Australia	21000	Technicians and trades workers	1	National	13
Western Australia	21000	Technicians and trades workers	1	State territory	106
Western Australia	26250				320
Western Australia	26250		0		469
Western Australia	26250		1	Local	4
Western Australia	26250		1	National	12
Western Australia	26250		1	State territory	15
Western Australia	26250	Clerical and administrative workers			40
Western Australia	26250	Clerical and administrative workers	0		6276
Western Australia	26250	Clerical and administrative workers	1	Local	143
Western Australia	26250	Clerical and administrative workers	1	National	266
Western Australia	26250	Clerical and administrative workers	1	State territory	423
Western Australia	26250	Community and personal service workers			72
Western Australia	26250	Community and personal service workers	0		9005
Western Australia	26250	Community and personal service workers	1	Local	129
Western Australia	26250	Community and personal service workers	1	National	75
Western Australia	26250	Community and personal service workers	1	State territory	1049
Western Australia	26250	Labourers			112
Western Australia	26250	Labourers	0		9051
Western Australia	26250	Labourers	1	Local	76
Western Australia	26250	Labourers	1	National	17
Western Australia	26250	Labourers	1	State territory	455
Western Australia	26250	Machinery operators and drivers			24
Western Australia	26250	Machinery operators and drivers	0		2322
Western Australia	26250	Machinery operators and drivers	1	Local	15
Western Australia	26250	Machinery operators and drivers	1	National	6
Western Australia	26250	Machinery operators and drivers	1	State territory	16
Western Australia	26250	Managers			27
Western Australia	26250	Managers	0		2982
Western Australia	26250	Managers	1	Local	27
Western Australia	26250	Managers	1	National	18
Western Australia	26250	Managers	1	State territory	54
Western Australia	26250	Professionals			21
Western Australia	26250	Professionals	0		3691
Western Australia	26250	Professionals	1	Local	44
Western Australia	26250	Professionals	1	National	237
Western Australia	26250	Professionals	1	State territory	795
Western Australia	26250	Sales workers			30
Western Australia	26250	Sales workers	0		9032
Western Australia	26250	Sales workers	1	Local	8
Western Australia	26250	Sales workers	1	National	40
Western Australia	26250	Sales workers	1	State territory	15
Western Australia	26250	Technicians and trades workers			62
Western Australia	26250	Technicians and trades workers	0		6920
Western Australia	26250	Technicians and trades workers	1	Local	51
Western Australia	26250	Technicians and trades workers	1	National	38
Western Australia	26250	Technicians and trades workers	1	State territory	176
Western Australia	34125				393
Western Australia	34125		0		670
Western Australia	34125		1	Local	3
Western Australia	34125		1	National	20
Western Australia	34125		1	State territory	18
Western Australia	34125	Clerical and administrative workers			56
Western Australia	34125	Clerical and administrative workers	0		10822
Western Australia	34125	Clerical and administrative workers	1	Local	322
Western Australia	34125	Clerical and administrative workers	1	National	537
Western Australia	34125	Clerical and administrative workers	1	State territory	974
Western Australia	34125	Community and personal service workers			80
Western Australia	34125	Community and personal service workers	0		13231
Western Australia	34125	Community and personal service workers	1	Local	192
Western Australia	34125	Community and personal service workers	1	National	95
Western Australia	34125	Community and personal service workers	1	State territory	2052
Western Australia	34125	Labourers			125
Western Australia	34125	Labourers	0		11932
Western Australia	34125	Labourers	1	Local	89
Western Australia	34125	Labourers	1	National	36
Western Australia	34125	Labourers	1	State territory	773
Western Australia	34125	Machinery operators and drivers			56
Western Australia	34125	Machinery operators and drivers	0		4069
Western Australia	34125	Machinery operators and drivers	1	Local	27
Western Australia	34125	Machinery operators and drivers	1	National	24
Western Australia	34125	Machinery operators and drivers	1	State territory	46
Western Australia	34125	Managers			31
Western Australia	34125	Managers	0		5188
Western Australia	34125	Managers	1	Local	45
Western Australia	34125	Managers	1	National	33
Western Australia	34125	Managers	1	State territory	95
Western Australia	34125	Professionals			43
Western Australia	34125	Professionals	0		5940
Western Australia	34125	Professionals	1	Local	110
Western Australia	34125	Professionals	1	National	431
Western Australia	34125	Professionals	1	State territory	1508
Western Australia	34125	Sales workers			40
Western Australia	34125	Sales workers	0		11401
Western Australia	34125	Sales workers	1	Local	18
Western Australia	34125	Sales workers	1	National	80
Western Australia	34125	Sales workers	1	State territory	31
Western Australia	34125	Technicians and trades workers			95
Western Australia	34125	Technicians and trades workers	0		10784
Western Australia	34125	Technicians and trades workers	1	Local	115
Western Australia	34125	Technicians and trades workers	1	National	67
Western Australia	34125	Technicians and trades workers	1	State territory	358
Western Australia	42000				423
Western Australia	42000		0		875
Western Australia	42000		1	Local	12
Western Australia	42000		1	National	16
Western Australia	42000		1	State territory	43
Western Australia	42000	Clerical and administrative workers			50
Western Australia	42000	Clerical and administrative workers	0		13580
Western Australia	42000	Clerical and administrative workers	1	Local	399
Western Australia	42000	Clerical and administrative workers	1	National	720
Western Australia	42000	Clerical and administrative workers	1	State territory	1268
Western Australia	42000	Community and personal service workers			71
Western Australia	42000	Community and personal service workers	0		13743
Western Australia	42000	Community and personal service workers	1	Local	162
Western Australia	42000	Community and personal service workers	1	National	91
Western Australia	42000	Community and personal service workers	1	State territory	2719
Western Australia	42000	Labourers			128
Western Australia	42000	Labourers	0		13211
Western Australia	42000	Labourers	1	Local	104
Western Australia	42000	Labourers	1	National	28
Western Australia	42000	Labourers	1	State territory	790
Western Australia	42000	Machinery operators and drivers			69
Western Australia	42000	Machinery operators and drivers	0		6814
Western Australia	42000	Machinery operators and drivers	1	Local	77
Western Australia	42000	Machinery operators and drivers	1	National	58
Western Australia	42000	Machinery operators and drivers	1	State territory	79
Western Australia	42000	Managers			28
Western Australia	42000	Managers	0		7008
Western Australia	42000	Managers	1	Local	55
Western Australia	42000	Managers	1	National	33
Western Australia	42000	Managers	1	State territory	118
Western Australia	42000	Professionals			27
Western Australia	42000	Professionals	0		7581
Western Australia	42000	Professionals	1	Local	163
Western Australia	42000	Professionals	1	National	419
Western Australia	42000	Professionals	1	State territory	2278
Western Australia	42000	Sales workers			26
Western Australia	42000	Sales workers	0		10978
Western Australia	42000	Sales workers	1	Local	14
Western Australia	42000	Sales workers	1	National	70
Western Australia	42000	Sales workers	1	State territory	27
Western Australia	42000	Technicians and trades workers			122
Western Australia	42000	Technicians and trades workers	0		13516
Western Australia	42000	Technicians and trades workers	1	Local	148
Western Australia	42000	Technicians and trades workers	1	National	73
Western Australia	42000	Technicians and trades workers	1	State territory	426
Western Australia	52500				465
Western Australia	52500		0		1086
Western Australia	52500		1	Local	39
Western Australia	52500		1	National	37
Western Australia	52500		1	State territory	77
Western Australia	52500	Clerical and administrative workers			66
Western Australia	52500	Clerical and administrative workers	0		18223
Western Australia	52500	Clerical and administrative workers	1	Local	538
Western Australia	52500	Clerical and administrative workers	1	National	1138
Western Australia	52500	Clerical and administrative workers	1	State territory	2025
Western Australia	52500	Community and personal service workers			72
Western Australia	52500	Community and personal service workers	0		13318
Western Australia	52500	Community and personal service workers	1	Local	171
Western Australia	52500	Community and personal service workers	1	National	157
Western Australia	52500	Community and personal service workers	1	State territory	3108
Western Australia	52500	Labourers			123
Western Australia	52500	Labourers	0		13072
Western Australia	52500	Labourers	1	Local	321
Western Australia	52500	Labourers	1	National	28
Western Australia	52500	Labourers	1	State territory	706
Western Australia	52500	Machinery operators and drivers			76
Western Australia	52500	Machinery operators and drivers	0		10751
Western Australia	52500	Machinery operators and drivers	1	Local	297
Western Australia	52500	Machinery operators and drivers	1	National	84
Western Australia	52500	Machinery operators and drivers	1	State territory	175
Western Australia	52500	Managers			50
Western Australia	52500	Managers	0		11136
Western Australia	52500	Managers	1	Local	87
Western Australia	52500	Managers	1	National	77
Western Australia	52500	Managers	1	State territory	197
Western Australia	52500	Professionals			56
Western Australia	52500	Professionals	0		11378
Western Australia	52500	Professionals	1	Local	174
Western Australia	52500	Professionals	1	National	551
Western Australia	52500	Professionals	1	State territory	3353
Western Australia	52500	Sales workers			30
Western Australia	52500	Sales workers	0		9564
Western Australia	52500	Sales workers	1	Local	14
Western Australia	52500	Sales workers	1	National	101
Western Australia	52500	Sales workers	1	State territory	43
Western Australia	52500	Technicians and trades workers			166
Western Australia	52500	Technicians and trades workers	0		19756
Western Australia	52500	Technicians and trades workers	1	Local	316
Western Australia	52500	Technicians and trades workers	1	National	144
Western Australia	52500	Technicians and trades workers	1	State territory	645
Western Australia	65625				430
Western Australia	65625		0		1367
Western Australia	65625		1	Local	62
Western Australia	65625		1	National	66
Western Australia	65625		1	State territory	105
Western Australia	65625	Clerical and administrative workers			82
Western Australia	65625	Clerical and administrative workers	0		20981
Western Australia	65625	Clerical and administrative workers	1	Local	1019
Western Australia	65625	Clerical and administrative workers	1	National	2093
Western Australia	65625	Clerical and administrative workers	1	State territory	4139
Western Australia	65625	Community and personal service workers			49
Western Australia	65625	Community and personal service workers	0		9872
Western Australia	65625	Community and personal service workers	1	Local	241
Western Australia	65625	Community and personal service workers	1	National	267
Western Australia	65625	Community and personal service workers	1	State territory	2335
Western Australia	65625	Labourers			76
Western Australia	65625	Labourers	0		10782
Western Australia	65625	Labourers	1	Local	524
Western Australia	65625	Labourers	1	National	35
Western Australia	65625	Labourers	1	State territory	445
Western Australia	65625	Machinery operators and drivers			91
Western Australia	65625	Machinery operators and drivers	0		12309
Western Australia	65625	Machinery operators and drivers	1	Local	510
Western Australia	65625	Machinery operators and drivers	1	National	84
Western Australia	65625	Machinery operators and drivers	1	State territory	261
Western Australia	65625	Managers			43
Western Australia	65625	Managers	0		14503
Western Australia	65625	Managers	1	Local	196
Western Australia	65625	Managers	1	National	166
Western Australia	65625	Managers	1	State territory	402
Western Australia	65625	Professionals			80
Western Australia	65625	Professionals	0		18503
Western Australia	65625	Professionals	1	Local	339
Western Australia	65625	Professionals	1	National	907
Western Australia	65625	Professionals	1	State territory	6032
Western Australia	65625	Sales workers			16
Western Australia	65625	Sales workers	0		7660
Western Australia	65625	Sales workers	1	Local	21
Western Australia	65625	Sales workers	1	National	82
Western Australia	65625	Sales workers	1	State territory	102
Western Australia	65625	Technicians and trades workers			158
Western Australia	65625	Technicians and trades workers	0		27068
Western Australia	65625	Technicians and trades workers	1	Local	635
Western Australia	65625	Technicians and trades workers	1	National	357
Western Australia	65625	Technicians and trades workers	1	State territory	982
Western Australia	78750				268
Western Australia	78750		0		1060
Western Australia	78750		1	Local	67
Western Australia	78750		1	National	109
Western Australia	78750		1	State territory	139
Western Australia	78750	Clerical and administrative workers			56
Western Australia	78750	Clerical and administrative workers	0		12771
Western Australia	78750	Clerical and administrative workers	1	Local	830
Western Australia	78750	Clerical and administrative workers	1	National	1914
Western Australia	78750	Clerical and administrative workers	1	State territory	3034
Western Australia	78750	Community and personal service workers			25
Western Australia	78750	Community and personal service workers	0		4477
Western Australia	78750	Community and personal service workers	1	Local	192
Western Australia	78750	Community and personal service workers	1	National	308
Western Australia	78750	Community and personal service workers	1	State territory	1817
Western Australia	78750	Labourers			37
Western Australia	78750	Labourers	0		5940
Western Australia	78750	Labourers	1	Local	163
Western Australia	78750	Labourers	1	National	17
Western Australia	78750	Labourers	1	State territory	192
Western Australia	78750	Machinery operators and drivers			35
Western Australia	78750	Machinery operators and drivers	0		8520
Western Australia	78750	Machinery operators and drivers	1	Local	230
Western Australia	78750	Machinery operators and drivers	1	National	48
Western Australia	78750	Machinery operators and drivers	1	State territory	167
Western Australia	78750	Managers			19
Western Australia	78750	Managers	0		11631
Western Australia	78750	Managers	1	Local	232
Western Australia	78750	Managers	1	National	299
Western Australia	78750	Managers	1	State territory	683
Western Australia	78750	Professionals			77
Western Australia	78750	Professionals	0		18643
Western Australia	78750	Professionals	1	Local	610
Western Australia	78750	Professionals	1	National	1222
Western Australia	78750	Professionals	1	State territory	7768
Western Australia	78750	Sales workers			15
Western Australia	78750	Sales workers	0		4857
Western Australia	78750	Sales workers	1	Local	16
Western Australia	78750	Sales workers	1	National	31
Western Australia	78750	Sales workers	1	State territory	88
Western Australia	78750	Technicians and trades workers			84
Western Australia	78750	Technicians and trades workers	0		20377
Western Australia	78750	Technicians and trades workers	1	Local	406
Western Australia	78750	Technicians and trades workers	1	National	489
Western Australia	78750	Technicians and trades workers	1	State territory	957
Western Australia	91875				204
Western Australia	91875		0		949
Western Australia	91875		1	Local	39
Western Australia	91875		1	National	74
Western Australia	91875		1	State territory	149
Western Australia	91875	Clerical and administrative workers			15
Western Australia	91875	Clerical and administrative workers	0		8585
Western Australia	91875	Clerical and administrative workers	1	Local	461
Western Australia	91875	Clerical and administrative workers	1	National	990
Western Australia	91875	Clerical and administrative workers	1	State territory	1926
Western Australia	91875	Community and personal service workers			12
Western Australia	91875	Community and personal service workers	0		2698
Western Australia	91875	Community and personal service workers	1	Local	120
Western Australia	91875	Community and personal service workers	1	National	303
Western Australia	91875	Community and personal service workers	1	State territory	2678
Western Australia	91875	Labourers			23
Western Australia	91875	Labourers	0		4049
Western Australia	91875	Labourers	1	Local	73
Western Australia	91875	Labourers	1	National	8
Western Australia	91875	Labourers	1	State territory	133
Western Australia	91875	Machinery operators and drivers			22
Western Australia	91875	Machinery operators and drivers	0		8141
Western Australia	91875	Machinery operators and drivers	1	Local	84
Western Australia	91875	Machinery operators and drivers	1	National	23
Western Australia	91875	Machinery operators and drivers	1	State territory	216
Western Australia	91875	Managers			30
Western Australia	91875	Managers	0		11905
Western Australia	91875	Managers	1	Local	300
Western Australia	91875	Managers	1	National	463
Western Australia	91875	Managers	1	State territory	884
Western Australia	91875	Professionals			66
Western Australia	91875	Professionals	0		19647
Western Australia	91875	Professionals	1	Local	771
Western Australia	91875	Professionals	1	National	1617
Western Australia	91875	Professionals	1	State territory	9969
Western Australia	91875	Sales workers			8
Western Australia	91875	Sales workers	0		3469
Western Australia	91875	Sales workers	1	Local	9
Western Australia	91875	Sales workers	1	National	22
Western Australia	91875	Sales workers	1	State territory	37
Western Australia	91875	Technicians and trades workers			69
Western Australia	91875	Technicians and trades workers	0		17233
Western Australia	91875	Technicians and trades workers	1	Local	291
Western Australia	91875	Technicians and trades workers	1	National	483
Western Australia	91875	Technicians and trades workers	1	State territory	787
Western Australia	105000				156
Western Australia	105000		0		729
Western Australia	105000		1	Local	19
Western Australia	105000		1	National	55
Western Australia	105000		1	State territory	146
Western Australia	105000	Clerical and administrative workers			13
Western Australia	105000	Clerical and administrative workers	0		4402
Western Australia	105000	Clerical and administrative workers	1	Local	158
Western Australia	105000	Clerical and administrative workers	1	National	470
Western Australia	105000	Clerical and administrative workers	1	State territory	1083
Western Australia	105000	Community and personal service workers			11
Western Australia	105000	Community and personal service workers	0		1350
Western Australia	105000	Community and personal service workers	1	Local	40
Western Australia	105000	Community and personal service workers	1	National	221
Western Australia	105000	Community and personal service workers	1	State territory	2544
Western Australia	105000	Labourers			15
Western Australia	105000	Labourers	0		2859
Western Australia	105000	Labourers	1	Local	25
Western Australia	105000	Labourers	1	National	7
Western Australia	105000	Labourers	1	State territory	87
Western Australia	105000	Machinery operators and drivers			16
Western Australia	105000	Machinery operators and drivers	0		7256
Western Australia	105000	Machinery operators and drivers	1	Local	39
Western Australia	105000	Machinery operators and drivers	1	National	11
Western Australia	105000	Machinery operators and drivers	1	State territory	165
Western Australia	105000	Managers			17
Western Australia	105000	Managers	0		8952
Western Australia	105000	Managers	1	Local	261
Western Australia	105000	Managers	1	National	453
Western Australia	105000	Managers	1	State territory	1029
Western Australia	105000	Professionals			48
Western Australia	105000	Professionals	0		16375
Western Australia	105000	Professionals	1	Local	398
Western Australia	105000	Professionals	1	National	1374
Western Australia	105000	Professionals	1	State territory	10041
Western Australia	105000	Sales workers			3
Western Australia	105000	Sales workers	0		2136
Western Australia	105000	Sales workers	1	Local	4
Western Australia	105000	Sales workers	1	National	6
Western Australia	105000	Sales workers	1	State territory	26
Western Australia	105000	Technicians and trades workers			39
Western Australia	105000	Technicians and trades workers	0		12428
Western Australia	105000	Technicians and trades workers	1	Local	111
Western Australia	105000	Technicians and trades workers	1	National	300
Western Australia	105000	Technicians and trades workers	1	State territory	565
Western Australia	157500				199
Western Australia	157500		0		1237
Western Australia	157500		1	Local	8
Western Australia	157500		1	National	63
Western Australia	157500		1	State territory	187
Western Australia	157500	Clerical and administrative workers			5
Western Australia	157500	Clerical and administrative workers	0		6211
Western Australia	157500	Clerical and administrative workers	1	Local	128
Western Australia	157500	Clerical and administrative workers	1	National	479
Western Australia	157500	Clerical and administrative workers	1	State territory	1471
Western Australia	157500	Community and personal service workers			16
Western Australia	157500	Community and personal service workers	0		1471
Western Australia	157500	Community and personal service workers	1	Local	51
Western Australia	157500	Community and personal service workers	1	National	339
Western Australia	157500	Community and personal service workers	1	State territory	2745
Western Australia	157500	Labourers			11
Western Australia	157500	Labourers	0		4721
Western Australia	157500	Labourers	1	Local	18
Western Australia	157500	Labourers	1	National	11
Western Australia	157500	Labourers	1	State territory	89
Western Australia	157500	Machinery operators and drivers			23
Western Australia	157500	Machinery operators and drivers	0		14318
Western Australia	157500	Machinery operators and drivers	1	Local	17
Western Australia	157500	Machinery operators and drivers	1	National	7
Western Australia	157500	Machinery operators and drivers	1	State territory	150
Western Australia	157500	Managers			31
Western Australia	157500	Managers	0		20342
Western Australia	157500	Managers	1	Local	567
Western Australia	157500	Managers	1	National	1127
Western Australia	157500	Managers	1	State territory	4578
Western Australia	157500	Professionals			67
Western Australia	157500	Professionals	0		29762
Western Australia	157500	Professionals	1	Local	336
Western Australia	157500	Professionals	1	National	2474
Western Australia	157500	Professionals	1	State territory	10986
Western Australia	157500	Sales workers			3
Western Australia	157500	Sales workers	0		2880
Western Australia	157500	Sales workers	1	National	8
Western Australia	157500	Sales workers	1	State territory	49
Western Australia	157500	Technicians and trades workers			58
Western Australia	157500	Technicians and trades workers	0		23937
Western Australia	157500	Technicians and trades workers	1	Local	97
Western Australia	157500	Technicians and trades workers	1	National	363
Western Australia	157500	Technicians and trades workers	1	State territory	934
Western Australia	Inf				159
Western Australia	Inf		0		1016
