STE_NAME16	EnglishProficiency	IndustryOfEmployment	SpeaksEnglishOnly	YearOfArrival.max	workers_born_overseas
Victoria		Administrative and support services	1	2005	987
Victoria		Administrative and support services	1	2010	1334
Victoria		Administrative and support services	1	2015	1835
Victoria		Administrative and support services	1	2016	158
Victoria		Administrative and support services	1		310
Victoria		Agriculture forestry and fishing	1	1991	1938
Victoria		Agriculture forestry and fishing	1	1995	149
Victoria		Agriculture forestry and fishing	1	2000	359
Victoria		Agriculture forestry and fishing	1	2005	362
Victoria		Agriculture forestry and fishing	1	2010	432
Victoria		Agriculture forestry and fishing	1	2015	522
Victoria		Agriculture forestry and fishing	1	2016	47
Victoria		Agriculture forestry and fishing	1		136
Victoria		Arts and recreation services	1	1991	2428
Victoria		Arts and recreation services	1	1995	349
Victoria		Arts and recreation services	1	2000	560
Victoria		Arts and recreation services	1	2005	637
Victoria		Arts and recreation services	1	2010	776
Victoria		Arts and recreation services	1	2015	882
Victoria		Arts and recreation services	1	2016	74
Victoria		Arts and recreation services	1		136
Victoria		Construction	1	1991	10240
Victoria		Construction	1	1995	1028
Victoria		Construction	1	2000	1617
Victoria		Construction	1	2005	1667
Victoria		Construction	1	2010	2527
Victoria		Construction	1	2015	2364
Victoria		Construction	1	2016	148
Victoria		Construction	1		596
Victoria		Education and training	1	1991	14053
Victoria		Education and training	1	1995	1636
Victoria		Education and training	1	2000	2257
Victoria		Education and training	1	2005	2657
Victoria		Education and training	1	2010	3213
Victoria		Education and training	1	2015	3310
Victoria		Education and training	1	2016	250
Victoria		Education and training	1		531
Victoria		Electricity gas water and waste services	1	1991	1691
Victoria		Electricity gas water and waste services	1	1995	195
Victoria		Electricity gas water and waste services	1	2000	319
Victoria		Electricity gas water and waste services	1	2005	383
Victoria		Electricity gas water and waste services	1	2010	545
Victoria		Electricity gas water and waste services	1	2015	450
Victoria		Electricity gas water and waste services	1	2016	26
Victoria		Electricity gas water and waste services	1		79
Victoria		Financial and insurance services	1	1991	6773
Victoria		Financial and insurance services	1	1995	1019
Victoria		Financial and insurance services	1	2000	1506
Victoria		Financial and insurance services	1	2005	1864
Victoria		Financial and insurance services	1	2010	2223
Victoria		Financial and insurance services	1	2015	2097
Victoria		Financial and insurance services	1	2016	143
Victoria		Financial and insurance services	1		253
Victoria		Health care and social assistance	1	1991	21931
Victoria		Health care and social assistance	1	1995	2533
Victoria		Health care and social assistance	1	2000	3055
Victoria		Health care and social assistance	1	2005	3971
Victoria		Health care and social assistance	1	2010	4743
Victoria		Health care and social assistance	1	2015	4351
Victoria		Health care and social assistance	1	2016	340
Victoria		Health care and social assistance	1		872
Victoria		Information media and telecommunications	1	1991	3117
Victoria		Information media and telecommunications	1	1995	444
Victoria		Information media and telecommunications	1	2000	663
Victoria		Information media and telecommunications	1	2005	801
Victoria		Information media and telecommunications	1	2010	1008
Victoria		Information media and telecommunications	1	2015	926
Victoria		Information media and telecommunications	1	2016	73
Victoria		Information media and telecommunications	1		125
Victoria		Manufacturing	1	1991	13182
Victoria		Manufacturing	1	1995	1394
Victoria		Manufacturing	1	2000	1891
Victoria		Manufacturing	1	2005	2190
Victoria		Manufacturing	1	2010	2668
Victoria		Manufacturing	1	2015	2573
Victoria		Manufacturing	1	2016	180
Victoria		Manufacturing	1		524
Victoria		Mining	1	1991	449
Victoria		Mining	1	1995	57
Victoria		Mining	1	2000	81
Victoria		Mining	1	2005	81
Victoria		Mining	1	2010	104
Victoria		Mining	1	2015	97
Victoria		Mining	1	2016	3
Victoria		Mining	1		24
Victoria		Other services	1	1991	5061
Victoria		Other services	1	1995	543
Victoria		Other services	1	2000	727
Victoria		Other services	1	2005	868
Victoria		Other services	1	2010	1280
Victoria		Other services	1	2015	1388
Victoria		Other services	1	2016	107
Victoria		Other services	1		262
Victoria		Professional scientific and technical services	1	1991	13529
Victoria		Professional scientific and technical services	1	1995	1983
Victoria		Professional scientific and technical services	1	2000	2782
Victoria		Professional scientific and technical services	1	2005	3344
Victoria		Professional scientific and technical services	1	2010	4321
Victoria		Professional scientific and technical services	1	2015	4936
Victoria		Professional scientific and technical services	1	2016	555
Victoria		Professional scientific and technical services	1		571
Victoria		Public administration and safety	1	1991	9701
Victoria		Public administration and safety	1	1995	938
Victoria		Public administration and safety	1	2000	1211
Victoria		Public administration and safety	1	2005	1412
Victoria		Public administration and safety	1	2010	1565
Victoria		Public administration and safety	1	2015	1033
Victoria		Public administration and safety	1	2016	62
Victoria		Public administration and safety	1		328
Victoria		Rental hiring and real estate services	1	1991	2370
Victoria		Rental hiring and real estate services	1	1995	243
Victoria		Rental hiring and real estate services	1	2000	334
Victoria		Rental hiring and real estate services	1	2005	421
Victoria		Rental hiring and real estate services	1	2010	562
Victoria		Rental hiring and real estate services	1	2015	561
Victoria		Rental hiring and real estate services	1	2016	42
Victoria		Rental hiring and real estate services	1		105
Victoria		Retail trade	1	1991	11330
Victoria		Retail trade	1	1995	1399
Victoria		Retail trade	1	2000	2400
Victoria		Retail trade	1	2005	2607
Victoria		Retail trade	1	2010	3178
Victoria		Retail trade	1	2015	3220
Victoria		Retail trade	1	2016	239
Victoria		Retail trade	1		608
Victoria		Transport postal and warehousing	1	1991	7634
Victoria		Transport postal and warehousing	1	1995	828
Victoria		Transport postal and warehousing	1	2000	1120
Victoria		Transport postal and warehousing	1	2005	1311
Victoria		Transport postal and warehousing	1	2010	1689
Victoria		Transport postal and warehousing	1	2015	1435
Victoria		Transport postal and warehousing	1	2016	115
Victoria		Transport postal and warehousing	1		396
Victoria		Wholesale trade	1	1991	5458
Victoria		Wholesale trade	1	1995	596
Victoria		Wholesale trade	1	2000	903
Victoria		Wholesale trade	1	2005	1033
Victoria		Wholesale trade	1	2010	1229
Victoria		Wholesale trade	1	2015	1179
Victoria		Wholesale trade	1	2016	75
Victoria		Wholesale trade	1		220
Victoria	Speaks English not well or not at all		0	1991	1002
Victoria	Speaks English not well or not at all		0	1995	434
Victoria	Speaks English not well or not at all		0	2000	438
