SA3_NAME16	LabourForceStatus	Sex	workers
Norfolk Island	Employed (away from work)	F	21
Norfolk Island	Employed (away from work)	M	15
Norfolk Island	Employed (full-time)	F	258
Norfolk Island	Employed (full-time)	M	341
Norfolk Island	Employed (part-time)	F	212
Norfolk Island	Employed (part-time)	M	103
No usual address (OT)		M	3
No usual address (OT)	Employed (away from work)	F	6
No usual address (OT)	Employed (away from work)	M	19
No usual address (OT)	Employed (full-time)	F	11
No usual address (OT)	Employed (full-time)	M	44
No usual address (OT)	Employed (part-time)	F	5
No usual address (OT)	Employed (part-time)	M	17
