SA3_NAME16	Occupation	OccupationSubtype	workers
Sydney Inner City	Labourers	Factory process workers	1139
Sydney Inner City	Labourers	Farm forestry and garden workers	151
Sydney Inner City	Labourers	Food preparation assistants	3466
Sydney Inner City	Labourers	Labourers nfd	324
Sydney Inner City	Labourers	Other labourers	3147
Sydney Inner City	Machinery operators and drivers	Machine and stationary plant operators	1175
Sydney Inner City	Machinery operators and drivers	Machinery operators and drivers nfd	81
Sydney Inner City	Machinery operators and drivers	Mobile plant operators	506
Sydney Inner City	Machinery operators and drivers	Road and rail drivers	3547
Sydney Inner City	Machinery operators and drivers	Storepersons	1428
Sydney Inner City	Managers	Chief executives general managers and legislators	9328
Sydney Inner City	Managers	Farmers and farm managers	43
Sydney Inner City	Managers	Hospitality retail and service managers	19712
Sydney Inner City	Managers	Managers nfd	2129
Sydney Inner City	Managers	Specialist managers	56623
Sydney Inner City	Professionals	Arts and media professionals	10519
Sydney Inner City	Professionals	Business human resource and marketing professionals	81302
Sydney Inner City	Professionals	Design engineering science and transport professionals	20331
Sydney Inner City	Professionals	Education professionals	11850
Sydney Inner City	Professionals	Health professionals	10967
Sydney Inner City	Professionals	Information and Communication Technology ICT professionals	30759
Sydney Inner City	Professionals	Legal social and welfare professionals	19720
Sydney Inner City	Professionals	Professionals nfd	4838
Sydney Inner City	Sales workers	Sales assistants and salespersons	16921
Sydney Inner City	Sales workers	Sales representatives and agents	11224
Sydney Inner City	Sales workers	Sales support workers	4907
Sydney Inner City	Sales workers	Sales workers nfd	96
Sydney Inner City	Technicians and trades workers	Automotive and engineering trades workers	1805
Sydney Inner City	Technicians and trades workers	Construction trades workers	3786
Sydney Inner City	Technicians and trades workers	Electrotechnology and telecommunications trades workers	4134
Sydney Inner City	Technicians and trades workers	Engineering ICT and science technicians	9211
Sydney Inner City	Technicians and trades workers	Food trades workers	7907
Sydney Inner City	Technicians and trades workers	Other technicians and trades workers	4730
Sydney Inner City	Technicians and trades workers	Skilled animal and horticultural workers	726
Sydney Inner City	Technicians and trades workers	Technicians and trades workers nfd	745
Eastern Suburbs - North			920
Eastern Suburbs - North	Clerical and administrative workers	Clerical and administrative workers nfd	5
Eastern Suburbs - North	Clerical and administrative workers	Clerical and office support workers	159
Eastern Suburbs - North	Clerical and administrative workers	General clerical workers	930
Eastern Suburbs - North	Clerical and administrative workers	Inquiry clerks and receptionists	1042
Eastern Suburbs - North	Clerical and administrative workers	Numerical clerks	983
Eastern Suburbs - North	Clerical and administrative workers	Office managers and program administrators	1103
Eastern Suburbs - North	Clerical and administrative workers	Other clerical and administrative workers	564
Eastern Suburbs - North	Clerical and administrative workers	Personal assistants and secretaries	608
Eastern Suburbs - North	Community and personal service workers	Carers and aides	2173
Eastern Suburbs - North	Community and personal service workers	Community and personal service workers nfd	3
Eastern Suburbs - North	Community and personal service workers	Health and welfare support workers	449
Eastern Suburbs - North	Community and personal service workers	Hospitality workers	2126
Eastern Suburbs - North	Community and personal service workers	Protective service workers	672
Eastern Suburbs - North	Community and personal service workers	Sports and personal service workers	2114
Eastern Suburbs - North	Labourers	Cleaners and laundry workers	1031
Eastern Suburbs - North	Labourers	Construction and mining labourers	379
Eastern Suburbs - North	Labourers	Factory process workers	113
Eastern Suburbs - North	Labourers	Farm forestry and garden workers	65
Eastern Suburbs - North	Labourers	Food preparation assistants	577
Eastern Suburbs - North	Labourers	Labourers nfd	58
Eastern Suburbs - North	Labourers	Other labourers	599
Eastern Suburbs - North	Machinery operators and drivers	Machine and stationary plant operators	103
Eastern Suburbs - North	Machinery operators and drivers	Machinery operators and drivers nfd	3
Eastern Suburbs - North	Machinery operators and drivers	Mobile plant operators	43
Eastern Suburbs - North	Machinery operators and drivers	Road and rail drivers	639
Eastern Suburbs - North	Machinery operators and drivers	Storepersons	110
Eastern Suburbs - North	Managers	Chief executives general managers and legislators	943
Eastern Suburbs - North	Managers	Farmers and farm managers	25
Eastern Suburbs - North	Managers	Hospitality retail and service managers	3106
Eastern Suburbs - North	Managers	Managers nfd	220
Eastern Suburbs - North	Managers	Specialist managers	3428
Eastern Suburbs - North	Professionals	Arts and media professionals	1304
Eastern Suburbs - North	Professionals	Business human resource and marketing professionals	3487
Eastern Suburbs - North	Professionals	Design engineering science and transport professionals	1751
Eastern Suburbs - North	Professionals	Education professionals	3266
Eastern Suburbs - North	Professionals	Health professionals	1852
Eastern Suburbs - North	Professionals	Information and Communication Technology ICT professionals	664
Eastern Suburbs - North	Professionals	Legal social and welfare professionals	1014
Eastern Suburbs - North	Professionals	Professionals nfd	136
Eastern Suburbs - North	Sales workers	Sales assistants and salespersons	4095
Eastern Suburbs - North	Sales workers	Sales representatives and agents	1359
Eastern Suburbs - North	Sales workers	Sales support workers	763
Eastern Suburbs - North	Sales workers	Sales workers nfd	17
Eastern Suburbs - North	Technicians and trades workers	Automotive and engineering trades workers	208
Eastern Suburbs - North	Technicians and trades workers	Construction trades workers	1246
Eastern Suburbs - North	Technicians and trades workers	Electrotechnology and telecommunications trades workers	302
Eastern Suburbs - North	Technicians and trades workers	Engineering ICT and science technicians	626
Eastern Suburbs - North	Technicians and trades workers	Food trades workers	1489
Eastern Suburbs - North	Technicians and trades workers	Other technicians and trades workers	1012
Eastern Suburbs - North	Technicians and trades workers	Skilled animal and horticultural workers	420
Eastern Suburbs - North	Technicians and trades workers	Technicians and trades workers nfd	41
Eastern Suburbs - South			696
Eastern Suburbs - South	Clerical and administrative workers	Clerical and administrative workers nfd	11
Eastern Suburbs - South	Clerical and administrative workers	Clerical and office support workers	165
Eastern Suburbs - South	Clerical and administrative workers	General clerical workers	1110
Eastern Suburbs - South	Clerical and administrative workers	Inquiry clerks and receptionists	996
Eastern Suburbs - South	Clerical and administrative workers	Numerical clerks	822
Eastern Suburbs - South	Clerical and administrative workers	Office managers and program administrators	887
Eastern Suburbs - South	Clerical and administrative workers	Other clerical and administrative workers	431
Eastern Suburbs - South	Clerical and administrative workers	Personal assistants and secretaries	466
Eastern Suburbs - South	Community and personal service workers	Carers and aides	2159
Eastern Suburbs - South	Community and personal service workers	Community and personal service workers nfd	3
Eastern Suburbs - South	Community and personal service workers	Health and welfare support workers	496
Eastern Suburbs - South	Community and personal service workers	Hospitality workers	1315
Eastern Suburbs - South	Community and personal service workers	Protective service workers	870
Eastern Suburbs - South	Community and personal service workers	Sports and personal service workers	844
Eastern Suburbs - South	Labourers	Cleaners and laundry workers	862
Eastern Suburbs - South	Labourers	Construction and mining labourers	265
Eastern Suburbs - South	Labourers	Factory process workers	82
Eastern Suburbs - South	Labourers	Farm forestry and garden workers	167
Eastern Suburbs - South	Labourers	Food preparation assistants	654
Eastern Suburbs - South	Labourers	Labourers nfd	52
Eastern Suburbs - South	Labourers	Other labourers	420
Eastern Suburbs - South	Machinery operators and drivers	Machine and stationary plant operators	145
Eastern Suburbs - South	Machinery operators and drivers	Machinery operators and drivers nfd	15
Eastern Suburbs - South	Machinery operators and drivers	Mobile plant operators	45
Eastern Suburbs - South	Machinery operators and drivers	Road and rail drivers	712
Eastern Suburbs - South	Machinery operators and drivers	Storepersons	120
Eastern Suburbs - South	Managers	Chief executives general managers and legislators	360
Eastern Suburbs - South	Managers	Farmers and farm managers	18
Eastern Suburbs - South	Managers	Hospitality retail and service managers	1478
Eastern Suburbs - South	Managers	Managers nfd	108
