SA3_NAME16	EmploymentStatus	workers
Holdfast Bay	Contributing family workers	205
Holdfast Bay	Employee	9720
Holdfast Bay	Owner managers of incorporated enterprises	979
Holdfast Bay	Owner managers of unincorporated enterprises	1161
Holdfast Bay	Status in employment not stated	123
Marion	Contributing family workers	283
Marion	Employee	18163
Marion	Owner managers of incorporated enterprises	1219
Marion	Owner managers of unincorporated enterprises	1992
Marion	Status in employment not stated	194
Mitcham	Contributing family workers	294
Mitcham	Employee	23809
Mitcham	Owner managers of incorporated enterprises	1227
Mitcham	Owner managers of unincorporated enterprises	1823
Mitcham	Status in employment not stated	201
Onkaparinga	Contributing family workers	707
Onkaparinga	Employee	30405
Onkaparinga	Owner managers of incorporated enterprises	2262
Onkaparinga	Owner managers of unincorporated enterprises	4096
Onkaparinga	Status in employment not stated	374
Charles Sturt	Contributing family workers	427
Charles Sturt	Employee	33280
Charles Sturt	Owner managers of incorporated enterprises	2403
Charles Sturt	Owner managers of unincorporated enterprises	2887
Charles Sturt	Status in employment not stated	386
Port Adelaide - West	Contributing family workers	300
Port Adelaide - West	Employee	35437
Port Adelaide - West	Owner managers of incorporated enterprises	1687
Port Adelaide - West	Owner managers of unincorporated enterprises	1682
Port Adelaide - West	Status in employment not stated	376
West Torrens	Contributing family workers	270
West Torrens	Employee	38752
West Torrens	Owner managers of incorporated enterprises	2004
West Torrens	Owner managers of unincorporated enterprises	2033
West Torrens	Status in employment not stated	367
Barossa	Contributing family workers	495
Barossa	Employee	10955
Barossa	Owner managers of incorporated enterprises	869
Barossa	Owner managers of unincorporated enterprises	1450
Barossa	Status in employment not stated	177
Lower North	Contributing family workers	571
Lower North	Employee	6097
Lower North	Owner managers of incorporated enterprises	675
Lower North	Owner managers of unincorporated enterprises	1370
Lower North	Status in employment not stated	148
Mid North	Contributing family workers	485
Mid North	Employee	7823
Mid North	Owner managers of incorporated enterprises	537
Mid North	Owner managers of unincorporated enterprises	1052
Mid North	Status in employment not stated	144
Yorke Peninsula	Contributing family workers	433
Yorke Peninsula	Employee	5598
Yorke Peninsula	Owner managers of incorporated enterprises	606
Yorke Peninsula	Owner managers of unincorporated enterprises	1283
Yorke Peninsula	Status in employment not stated	184
Eyre Peninsula and South West	Contributing family workers	869
Eyre Peninsula and South West	Employee	17792
Eyre Peninsula and South West	Owner managers of incorporated enterprises	1305
Eyre Peninsula and South West	Owner managers of unincorporated enterprises	2286
Eyre Peninsula and South West	Status in employment not stated	342
Outback - North and East	Contributing family workers	177
Outback - North and East	Employee	12692
Outback - North and East	Owner managers of incorporated enterprises	379
Outback - North and East	Owner managers of unincorporated enterprises	575
Outback - North and East	Status in employment not stated	170
Fleurieu - Kangaroo Island	Contributing family workers	667
Fleurieu - Kangaroo Island	Employee	10150
Fleurieu - Kangaroo Island	Owner managers of incorporated enterprises	1019
Fleurieu - Kangaroo Island	Owner managers of unincorporated enterprises	2354
Fleurieu - Kangaroo Island	Status in employment not stated	207
Limestone Coast	Contributing family workers	1210
Limestone Coast	Employee	22123
Limestone Coast	Owner managers of incorporated enterprises	1793
Limestone Coast	Owner managers of unincorporated enterprises	2966
Limestone Coast	Status in employment not stated	413
Murray and Mallee	Contributing family workers	1261
Murray and Mallee	Employee	21465
Murray and Mallee	Owner managers of incorporated enterprises	1554
Murray and Mallee	Owner managers of unincorporated enterprises	2940
Murray and Mallee	Status in employment not stated	468
Migratory - Offshore - Shipping (SA)	Employee	52
Migratory - Offshore - Shipping (SA)	Owner managers of unincorporated enterprises	4
No usual address (SA)	Contributing family workers	492
No usual address (SA)	Employee	18810
No usual address (SA)	Owner managers of incorporated enterprises	2837
No usual address (SA)	Owner managers of unincorporated enterprises	11595
No usual address (SA)	Status in employment not stated	577
Augusta - Margaret River - Busselton	Contributing family workers	666
Augusta - Margaret River - Busselton	Employee	14281
Augusta - Margaret River - Busselton	Owner managers of incorporated enterprises	1540
Augusta - Margaret River - Busselton	Owner managers of unincorporated enterprises	2734
Augusta - Margaret River - Busselton	Status in employment not stated	237
Bunbury	Contributing family workers	770
Bunbury	Employee	36431
Bunbury	Owner managers of incorporated enterprises	1905
Bunbury	Owner managers of unincorporated enterprises	2849
Bunbury	Status in employment not stated	436
Manjimup	Contributing family workers	645
Manjimup	Employee	5897
Manjimup	Owner managers of incorporated enterprises	579
Manjimup	Owner managers of unincorporated enterprises	1296
Manjimup	Status in employment not stated	157
Mandurah	Contributing family workers	495
Mandurah	Employee	21708
Mandurah	Owner managers of incorporated enterprises	1580
Mandurah	Owner managers of unincorporated enterprises	2352
Mandurah	Status in employment not stated	249
Cottesloe - Claremont	Contributing family workers	506
Cottesloe - Claremont	Employee	34210
Cottesloe - Claremont	Owner managers of incorporated enterprises	2513
Cottesloe - Claremont	Owner managers of unincorporated enterprises	2465
Cottesloe - Claremont	Status in employment not stated	231
Perth City	Contributing family workers	991
Perth City	Employee	170490
Perth City	Owner managers of incorporated enterprises	8479
Perth City	Owner managers of unincorporated enterprises	6457
Perth City	Status in employment not stated	1041
Bayswater - Bassendean	Contributing family workers	364
Bayswater - Bassendean	Employee	20544
Bayswater - Bassendean	Owner managers of incorporated enterprises	1929
Bayswater - Bassendean	Owner managers of unincorporated enterprises	2351
Bayswater - Bassendean	Status in employment not stated	259
Mundaring	Contributing family workers	247
Mundaring	Employee	6896
Mundaring	Owner managers of incorporated enterprises	788
Mundaring	Owner managers of unincorporated enterprises	1205
Mundaring	Status in employment not stated	71
Swan	Contributing family workers	825
Swan	Employee	45834
Swan	Owner managers of incorporated enterprises	3481
Swan	Owner managers of unincorporated enterprises	3574
Swan	Status in employment not stated	430
Joondalup	Contributing family workers	672
Joondalup	Employee	37573
Joondalup	Owner managers of incorporated enterprises	3156
Joondalup	Owner managers of unincorporated enterprises	4361
Joondalup	Status in employment not stated	335
Stirling	Contributing family workers	784
Stirling	Employee	59072
Stirling	Owner managers of incorporated enterprises	5029
Stirling	Owner managers of unincorporated enterprises	5111
Stirling	Status in employment not stated	569
Wanneroo	Contributing family workers	810
Wanneroo	Employee	34167
Wanneroo	Owner managers of incorporated enterprises	3682
Wanneroo	Owner managers of unincorporated enterprises	4946
Wanneroo	Status in employment not stated	377
Armadale	Contributing family workers	293
Armadale	Employee	14379
Armadale	Owner managers of incorporated enterprises	1133
Armadale	Owner managers of unincorporated enterprises	1667
Armadale	Status in employment not stated	139
Belmont - Victoria Park	Contributing family workers	373
Belmont - Victoria Park	Employee	51933
Belmont - Victoria Park	Owner managers of incorporated enterprises	2551
Belmont - Victoria Park	Owner managers of unincorporated enterprises	2424
Belmont - Victoria Park	Status in employment not stated	412
Canning	Contributing family workers	512
Canning	Employee	56889
Canning	Owner managers of incorporated enterprises	3364
Canning	Owner managers of unincorporated enterprises	2771
Canning	Status in employment not stated	460
Gosnells	Contributing family workers	431
Gosnells	Employee	19625
Gosnells	Owner managers of incorporated enterprises	1714
Gosnells	Owner managers of unincorporated enterprises	2319
Gosnells	Status in employment not stated	210
Kalamunda	Contributing family workers	277
Kalamunda	Employee	11522
Kalamunda	Owner managers of incorporated enterprises	1131
Kalamunda	Owner managers of unincorporated enterprises	1431
Kalamunda	Status in employment not stated	121
Serpentine - Jarrahdale	Contributing family workers	187
Serpentine - Jarrahdale	Employee	3194
Serpentine - Jarrahdale	Owner managers of incorporated enterprises	462
Serpentine - Jarrahdale	Owner managers of unincorporated enterprises	690
Serpentine - Jarrahdale	Status in employment not stated	54
South Perth	Contributing family workers	216
South Perth	Employee	10600
South Perth	Owner managers of incorporated enterprises	1138
South Perth	Owner managers of unincorporated enterprises	1078
South Perth	Status in employment not stated	94
Cockburn	Contributing family workers	513
Cockburn	Employee	35175
Cockburn	Owner managers of incorporated enterprises	2624
Cockburn	Owner managers of unincorporated enterprises	2666
Cockburn	Status in employment not stated	336
Fremantle	Contributing family workers	372
Fremantle	Employee	22431
Fremantle	Owner managers of incorporated enterprises	1846
Fremantle	Owner managers of unincorporated enterprises	2072
Fremantle	Status in employment not stated	210
Kwinana	Contributing family workers	118
Kwinana	Employee	11296
Kwinana	Owner managers of incorporated enterprises	515
Kwinana	Owner managers of unincorporated enterprises	639
Kwinana	Status in employment not stated	93
Melville	Contributing family workers	523
Melville	Employee	33990
Melville	Owner managers of incorporated enterprises	2680
Melville	Owner managers of unincorporated enterprises	2745
Melville	Status in employment not stated	280
Rockingham	Contributing family workers	471
Rockingham	Employee	25516
Rockingham	Owner managers of incorporated enterprises	1396
Rockingham	Owner managers of unincorporated enterprises	2446
Rockingham	Status in employment not stated	231
Albany	Contributing family workers	1226
Albany	Employee	17833
Albany	Owner managers of incorporated enterprises	1537
Albany	Owner managers of unincorporated enterprises	3153
Albany	Status in employment not stated	323
Wheat Belt - North	Contributing family workers	1484
Wheat Belt - North	Employee	15021
Wheat Belt - North	Owner managers of incorporated enterprises	1922
Wheat Belt - North	Owner managers of unincorporated enterprises	2982
Wheat Belt - North	Status in employment not stated	359
Wheat Belt - South	Contributing family workers	804
Wheat Belt - South	Employee	7087
Wheat Belt - South	Owner managers of incorporated enterprises	886
Wheat Belt - South	Owner managers of unincorporated enterprises	1476
Wheat Belt - South	Status in employment not stated	147
Kimberley	Contributing family workers	182
Kimberley	Employee	12793
Kimberley	Owner managers of incorporated enterprises	729
Kimberley	Owner managers of unincorporated enterprises	686
Kimberley	Status in employment not stated	200
East Pilbara	Contributing family workers	83
East Pilbara	Employee	22465
East Pilbara	Owner managers of incorporated enterprises	428
East Pilbara	Owner managers of unincorporated enterprises	312
East Pilbara	Status in employment not stated	203
West Pilbara	Contributing family workers	104
West Pilbara	Employee	35157
West Pilbara	Owner managers of incorporated enterprises	599
West Pilbara	Owner managers of unincorporated enterprises	405
West Pilbara	Status in employment not stated	264
Esperance	Contributing family workers	309
Esperance	Employee	5154
Esperance	Owner managers of incorporated enterprises	530
Esperance	Owner managers of unincorporated enterprises	844
Esperance	Status in employment not stated	116
Gascoyne	Contributing family workers	110
Gascoyne	Employee	3626
Gascoyne	Owner managers of incorporated enterprises	327
Gascoyne	Owner managers of unincorporated enterprises	460
Gascoyne	Status in employment not stated	84
Goldfields	Contributing family workers	160
Goldfields	Employee	21320
Goldfields	Owner managers of incorporated enterprises	782
Goldfields	Owner managers of unincorporated enterprises	638
Goldfields	Status in employment not stated	176
Mid West	Contributing family workers	762
Mid West	Employee	19801
Mid West	Owner managers of incorporated enterprises	1454
Mid West	Owner managers of unincorporated enterprises	1932
Mid West	Status in employment not stated	258
Migratory - Offshore - Shipping (WA)	Contributing family workers	5
Migratory - Offshore - Shipping (WA)	Employee	1536
Migratory - Offshore - Shipping (WA)	Owner managers of incorporated enterprises	22
Migratory - Offshore - Shipping (WA)	Owner managers of unincorporated enterprises	23
Migratory - Offshore - Shipping (WA)	Status in employment not stated	8
No usual address (WA)	Contributing family workers	754
No usual address (WA)	Employee	31862
No usual address (WA)	Owner managers of incorporated enterprises	4660
No usual address (WA)	Owner managers of unincorporated enterprises	16256
No usual address (WA)	Status in employment not stated	848
Brighton	Contributing family workers	37
Brighton	Employee	2334
Brighton	Owner managers of incorporated enterprises	141
Brighton	Owner managers of unincorporated enterprises	288
Brighton	Status in employment not stated	47
Hobart - North East	Contributing family workers	169
Hobart - North East	Employee	12486
Hobart - North East	Owner managers of incorporated enterprises	752
Hobart - North East	Owner managers of unincorporated enterprises	1260
Hobart - North East	Status in employment not stated	139
Hobart - North West	Contributing family workers	187
Hobart - North West	Employee	18021
Hobart - North West	Owner managers of incorporated enterprises	815
Hobart - North West	Owner managers of unincorporated enterprises	1319
Hobart - North West	Status in employment not stated	241
Hobart - South and West	Contributing family workers	138
Hobart - South and West	Employee	6134
Hobart - South and West	Owner managers of incorporated enterprises	476
Hobart - South and West	Owner managers of unincorporated enterprises	1006
Hobart - South and West	Status in employment not stated	82
Hobart Inner	Contributing family workers	348
Hobart Inner	Employee	44837
Hobart Inner	Owner managers of incorporated enterprises	1943
Hobart Inner	Owner managers of unincorporated enterprises	2676
Hobart Inner	Status in employment not stated	402
Sorell - Dodges Ferry	Contributing family workers	102
Sorell - Dodges Ferry	Employee	2218
Sorell - Dodges Ferry	Owner managers of incorporated enterprises	188
Sorell - Dodges Ferry	Owner managers of unincorporated enterprises	544
Sorell - Dodges Ferry	Status in employment not stated	42
Launceston	Contributing family workers	329
Launceston	Employee	33119
Launceston	Owner managers of incorporated enterprises	1731
Launceston	Owner managers of unincorporated enterprises	2317
Launceston	Status in employment not stated	360
Meander Valley - West Tamar	Contributing family workers	307
Meander Valley - West Tamar	Employee	3522
Meander Valley - West Tamar	Owner managers of incorporated enterprises	388
Meander Valley - West Tamar	Owner managers of unincorporated enterprises	880
Meander Valley - West Tamar	Status in employment not stated	75
North East	Contributing family workers	531
North East	Employee	9300
North East	Owner managers of incorporated enterprises	771
North East	Owner managers of unincorporated enterprises	1325
North East	Status in employment not stated	186
Central Highlands (Tas.)	Contributing family workers	185
Central Highlands (Tas.)	Employee	1384
Central Highlands (Tas.)	Owner managers of incorporated enterprises	138
Central Highlands (Tas.)	Owner managers of unincorporated enterprises	430
Central Highlands (Tas.)	Status in employment not stated	68
Huon - Bruny Island	Contributing family workers	228
Huon - Bruny Island	Employee	3485
Huon - Bruny Island	Owner managers of incorporated enterprises	272
Huon - Bruny Island	Owner managers of unincorporated enterprises	822
Huon - Bruny Island	Status in employment not stated	79
South East Coast	Contributing family workers	96
South East Coast	Employee	1537
South East Coast	Owner managers of incorporated enterprises	162
South East Coast	Owner managers of unincorporated enterprises	326
South East Coast	Status in employment not stated	53
Burnie - Ulverstone	Contributing family workers	331
Burnie - Ulverstone	Employee	15803
Burnie - Ulverstone	Owner managers of incorporated enterprises	863
Burnie - Ulverstone	Owner managers of unincorporated enterprises	1201
Burnie - Ulverstone	Status in employment not stated	252
Devonport	Contributing family workers	301
Devonport	Employee	14187
Devonport	Owner managers of incorporated enterprises	796
Devonport	Owner managers of unincorporated enterprises	1244
Devonport	Status in employment not stated	229
West Coast	Contributing family workers	310
West Coast	Employee	5634
West Coast	Owner managers of incorporated enterprises	377
West Coast	Owner managers of unincorporated enterprises	751
West Coast	Status in employment not stated	136
Migratory - Offshore - Shipping (Tas.)	Employee	50
Migratory - Offshore - Shipping (Tas.)	Owner managers of incorporated enterprises	3
No usual address (Tas.)	Contributing family workers	126
No usual address (Tas.)	Employee	5408
No usual address (Tas.)	Owner managers of incorporated enterprises	613
No usual address (Tas.)	Owner managers of unincorporated enterprises	2817
No usual address (Tas.)	Status in employment not stated	170
Darwin City	Contributing family workers	183
Darwin City	Employee	24769
Darwin City	Owner managers of incorporated enterprises	1291
Darwin City	Owner managers of unincorporated enterprises	906
Darwin City	Status in employment not stated	248
Darwin Suburbs	Contributing family workers	162
Darwin Suburbs	Employee	20048
Darwin Suburbs	Owner managers of incorporated enterprises	910
Darwin Suburbs	Owner managers of unincorporated enterprises	1085
Darwin Suburbs	Status in employment not stated	251
Litchfield	Contributing family workers	164
Litchfield	Employee	13494
Litchfield	Owner managers of incorporated enterprises	488
Litchfield	Owner managers of unincorporated enterprises	593
Litchfield	Status in employment not stated	123
Palmerston	Contributing family workers	64
Palmerston	Employee	6354
Palmerston	Owner managers of incorporated enterprises	472
Palmerston	Owner managers of unincorporated enterprises	441
Palmerston	Status in employment not stated	73
Alice Springs	Contributing family workers	83
Alice Springs	Employee	14810
Alice Springs	Owner managers of incorporated enterprises	631
Alice Springs	Owner managers of unincorporated enterprises	620
Alice Springs	Status in employment not stated	144
Barkly	Contributing family workers	22
Barkly	Employee	1725
Barkly	Owner managers of incorporated enterprises	80
Barkly	Owner managers of unincorporated enterprises	59
Barkly	Status in employment not stated	37
Daly - Tiwi - West Arnhem	Contributing family workers	61
Daly - Tiwi - West Arnhem	Employee	4017
Daly - Tiwi - West Arnhem	Owner managers of incorporated enterprises	133
Daly - Tiwi - West Arnhem	Owner managers of unincorporated enterprises	165
Daly - Tiwi - West Arnhem	Status in employment not stated	49
East Arnhem	Contributing family workers	20
East Arnhem	Employee	4213
East Arnhem	Owner managers of incorporated enterprises	97
East Arnhem	Owner managers of unincorporated enterprises	85
East Arnhem	Status in employment not stated	43
Katherine	Contributing family workers	85
Katherine	Employee	6054
Katherine	Owner managers of incorporated enterprises	303
Katherine	Owner managers of unincorporated enterprises	234
Katherine	Status in employment not stated	90
Migratory - Offshore - Shipping (NT)	Contributing family workers	4
Migratory - Offshore - Shipping (NT)	Employee	88
Migratory - Offshore - Shipping (NT)	Owner managers of incorporated enterprises	3
Migratory - Offshore - Shipping (NT)	Owner managers of unincorporated enterprises	4
No usual address (NT)	Contributing family workers	60
No usual address (NT)	Employee	2493
No usual address (NT)	Owner managers of incorporated enterprises	331
No usual address (NT)	Owner managers of unincorporated enterprises	736
No usual address (NT)	Status in employment not stated	61
Belconnen	Contributing family workers	255
Belconnen	Employee	25287
Belconnen	Owner managers of incorporated enterprises	1225
Belconnen	Owner managers of unincorporated enterprises	1457
Belconnen	Status in employment not stated	152
Canberra East	Contributing family workers	43
Canberra East	Employee	14214
Canberra East	Owner managers of incorporated enterprises	421
Canberra East	Owner managers of unincorporated enterprises	221
Canberra East	Status in employment not stated	59
Gungahlin	Contributing family workers	197
Gungahlin	Employee	11553
Gungahlin	Owner managers of incorporated enterprises	1244
Gungahlin	Owner managers of unincorporated enterprises	997
Gungahlin	Status in employment not stated	95
North Canberra	Contributing family workers	195
North Canberra	Employee	63727
North Canberra	Owner managers of incorporated enterprises	1736
North Canberra	Owner managers of unincorporated enterprises	1415
North Canberra	Status in employment not stated	275
South Canberra	Contributing family workers	239
South Canberra	Employee	45022
South Canberra	Owner managers of incorporated enterprises	2333
South Canberra	Owner managers of unincorporated enterprises	1241
South Canberra	Status in employment not stated	290
Tuggeranong	Contributing family workers	179
Tuggeranong	Employee	16174
Tuggeranong	Owner managers of incorporated enterprises	1036
Tuggeranong	Owner managers of unincorporated enterprises	1222
Tuggeranong	Status in employment not stated	101
Weston Creek	Contributing family workers	46
Weston Creek	Employee	3450
Weston Creek	Owner managers of incorporated enterprises	295
Weston Creek	Owner managers of unincorporated enterprises	382
Weston Creek	Status in employment not stated	32
Woden Valley	Contributing family workers	133
Woden Valley	Employee	21207
Woden Valley	Owner managers of incorporated enterprises	845
Woden Valley	Owner managers of unincorporated enterprises	712
Woden Valley	Status in employment not stated	134
Molonglo	Contributing family workers	9
Molonglo	Employee	211
Molonglo	Owner managers of incorporated enterprises	55
Molonglo	Owner managers of unincorporated enterprises	42
Molonglo	Status in employment not stated	4
Urriarra - Namadgi	Contributing family workers	7
Urriarra - Namadgi	Employee	438
Urriarra - Namadgi	Owner managers of incorporated enterprises	17
Urriarra - Namadgi	Owner managers of unincorporated enterprises	22
Urriarra - Namadgi	Status in employment not stated	4
No usual address (ACT)	Contributing family workers	69
No usual address (ACT)	Employee	4344
No usual address (ACT)	Owner managers of incorporated enterprises	805
No usual address (ACT)	Owner managers of unincorporated enterprises	1534
No usual address (ACT)	Status in employment not stated	78
Christmas Island	Contributing family workers	20
Christmas Island	Employee	885
Christmas Island	Owner managers of incorporated enterprises	31
Christmas Island	Owner managers of unincorporated enterprises	42
Christmas Island	Status in employment not stated	13
Cocos (Keeling) Islands	Contributing family workers	3
Cocos (Keeling) Islands	Employee	190
Cocos (Keeling) Islands	Owner managers of incorporated enterprises	11
Cocos (Keeling) Islands	Owner managers of unincorporated enterprises	19
Cocos (Keeling) Islands	Status in employment not stated	16
Jervis Bay	Contributing family workers	7
Jervis Bay	Employee	431
Jervis Bay	Owner managers of incorporated enterprises	10
Jervis Bay	Owner managers of unincorporated enterprises	13
Jervis Bay	Status in employment not stated	9
Norfolk Island	Contributing family workers	20
Norfolk Island	Employee	703
Norfolk Island	Owner managers of incorporated enterprises	40
Norfolk Island	Owner managers of unincorporated enterprises	192
Norfolk Island	Status in employment not stated	23
No usual address (OT)	Contributing family workers	3
No usual address (OT)	Employee	92
No usual address (OT)	Owner managers of incorporated enterprises	13
No usual address (OT)	Owner managers of unincorporated enterprises	11
