SA4_NAME16	Occupation	OccupationSubtype	workers
Toowoomba	Machinery operators and drivers	Machinery operators and drivers nfd	87
Toowoomba	Machinery operators and drivers	Mobile plant operators	652
Toowoomba	Machinery operators and drivers	Road and rail drivers	2035
Toowoomba	Machinery operators and drivers	Storepersons	451
Toowoomba	Managers	Chief executives general managers and legislators	468
Toowoomba	Managers	Farmers and farm managers	780
Toowoomba	Managers	Hospitality retail and service managers	2563
Toowoomba	Managers	Managers nfd	131
Toowoomba	Managers	Specialist managers	2831
Toowoomba	Professionals	Arts and media professionals	214
Toowoomba	Professionals	Business human resource and marketing professionals	2381
Toowoomba	Professionals	Design engineering science and transport professionals	1385
Toowoomba	Professionals	Education professionals	3592
Toowoomba	Professionals	Health professionals	3861
Toowoomba	Professionals	Information and Communication Technology ICT professionals	374
Toowoomba	Professionals	Legal social and welfare professionals	1079
Toowoomba	Professionals	Professionals nfd	136
Toowoomba	Sales workers	Sales assistants and salespersons	4806
Toowoomba	Sales workers	Sales representatives and agents	910
Toowoomba	Sales workers	Sales support workers	802
Toowoomba	Sales workers	Sales workers nfd	8
Toowoomba	Technicians and trades workers	Automotive and engineering trades workers	2381
Toowoomba	Technicians and trades workers	Construction trades workers	1401
Toowoomba	Technicians and trades workers	Electrotechnology and telecommunications trades workers	1032
Toowoomba	Technicians and trades workers	Engineering ICT and science technicians	1280
Toowoomba	Technicians and trades workers	Food trades workers	957
Toowoomba	Technicians and trades workers	Other technicians and trades workers	1045
Toowoomba	Technicians and trades workers	Skilled animal and horticultural workers	620
Toowoomba	Technicians and trades workers	Technicians and trades workers nfd	82
Townsville			1434
Townsville	Clerical and administrative workers	Clerical and administrative workers nfd	27
Townsville	Clerical and administrative workers	Clerical and office support workers	545
Townsville	Clerical and administrative workers	General clerical workers	3022
Townsville	Clerical and administrative workers	Inquiry clerks and receptionists	2554
Townsville	Clerical and administrative workers	Numerical clerks	2255
Townsville	Clerical and administrative workers	Office managers and program administrators	2296
Townsville	Clerical and administrative workers	Other clerical and administrative workers	2023
Townsville	Clerical and administrative workers	Personal assistants and secretaries	667
Townsville	Community and personal service workers	Carers and aides	5213
Townsville	Community and personal service workers	Community and personal service workers nfd	8
Townsville	Community and personal service workers	Health and welfare support workers	1727
Townsville	Community and personal service workers	Hospitality workers	2337
Townsville	Community and personal service workers	Protective service workers	3722
Townsville	Community and personal service workers	Sports and personal service workers	1216
Townsville	Labourers	Cleaners and laundry workers	2662
Townsville	Labourers	Construction and mining labourers	1071
Townsville	Labourers	Factory process workers	1062
Townsville	Labourers	Farm forestry and garden workers	1131
Townsville	Labourers	Food preparation assistants	1757
Townsville	Labourers	Labourers nfd	383
Townsville	Labourers	Other labourers	2003
Townsville	Machinery operators and drivers	Machine and stationary plant operators	1340
Townsville	Machinery operators and drivers	Machinery operators and drivers nfd	173
Townsville	Machinery operators and drivers	Mobile plant operators	1158
Townsville	Machinery operators and drivers	Road and rail drivers	3300
Townsville	Machinery operators and drivers	Storepersons	1058
Townsville	Managers	Chief executives general managers and legislators	585
Townsville	Managers	Farmers and farm managers	1729
Townsville	Managers	Hospitality retail and service managers	3697
Townsville	Managers	Managers nfd	231
Townsville	Managers	Specialist managers	4526
Townsville	Professionals	Arts and media professionals	370
Townsville	Professionals	Business human resource and marketing professionals	2899
Townsville	Professionals	Design engineering science and transport professionals	2332
Townsville	Professionals	Education professionals	4793
Townsville	Professionals	Health professionals	5592
Townsville	Professionals	Information and Communication Technology ICT professionals	453
Townsville	Professionals	Legal social and welfare professionals	1595
Townsville	Professionals	Professionals nfd	215
Townsville	Sales workers	Sales assistants and salespersons	6829
Townsville	Sales workers	Sales representatives and agents	1290
Townsville	Sales workers	Sales support workers	1333
Townsville	Sales workers	Sales workers nfd	18
Townsville	Technicians and trades workers	Automotive and engineering trades workers	3897
Townsville	Technicians and trades workers	Construction trades workers	1963
Townsville	Technicians and trades workers	Electrotechnology and telecommunications trades workers	2189
Townsville	Technicians and trades workers	Engineering ICT and science technicians	1925
Townsville	Technicians and trades workers	Food trades workers	1452
Townsville	Technicians and trades workers	Other technicians and trades workers	1230
Townsville	Technicians and trades workers	Skilled animal and horticultural workers	843
Townsville	Technicians and trades workers	Technicians and trades workers nfd	155
Wide Bay			1474
Wide Bay	Clerical and administrative workers	Clerical and administrative workers nfd	23
Wide Bay	Clerical and administrative workers	Clerical and office support workers	647
Wide Bay	Clerical and administrative workers	General clerical workers	2464
Wide Bay	Clerical and administrative workers	Inquiry clerks and receptionists	2095
Wide Bay	Clerical and administrative workers	Numerical clerks	2183
Wide Bay	Clerical and administrative workers	Office managers and program administrators	1825
Wide Bay	Clerical and administrative workers	Other clerical and administrative workers	1214
Wide Bay	Clerical and administrative workers	Personal assistants and secretaries	663
Wide Bay	Community and personal service workers	Carers and aides	6434
Wide Bay	Community and personal service workers	Community and personal service workers nfd	4
Wide Bay	Community and personal service workers	Health and welfare support workers	1604
Wide Bay	Community and personal service workers	Hospitality workers	1966
Wide Bay	Community and personal service workers	Protective service workers	1042
Wide Bay	Community and personal service workers	Sports and personal service workers	985
Wide Bay	Labourers	Cleaners and laundry workers	2828
Wide Bay	Labourers	Construction and mining labourers	1028
Wide Bay	Labourers	Factory process workers	2348
Wide Bay	Labourers	Farm forestry and garden workers	2918
Wide Bay	Labourers	Food preparation assistants	1523
Wide Bay	Labourers	Labourers nfd	407
Wide Bay	Labourers	Other labourers	2040
Wide Bay	Machinery operators and drivers	Machine and stationary plant operators	1444
Wide Bay	Machinery operators and drivers	Machinery operators and drivers nfd	146
Wide Bay	Machinery operators and drivers	Mobile plant operators	1431
Wide Bay	Machinery operators and drivers	Road and rail drivers	2926
Wide Bay	Machinery operators and drivers	Storepersons	447
Wide Bay	Managers	Chief executives general managers and legislators	507
Wide Bay	Managers	Farmers and farm managers	4119
Wide Bay	Managers	Hospitality retail and service managers	3977
Wide Bay	Managers	Managers nfd	182
Wide Bay	Managers	Specialist managers	3174
Wide Bay	Professionals	Arts and media professionals	303
Wide Bay	Professionals	Business human resource and marketing professionals	1797
Wide Bay	Professionals	Design engineering science and transport professionals	1240
Wide Bay	Professionals	Education professionals	4709
Wide Bay	Professionals	Health professionals	4608
Wide Bay	Professionals	Information and Communication Technology ICT professionals	264
Wide Bay	Professionals	Legal social and welfare professionals	1187
Wide Bay	Professionals	Professionals nfd	77
Wide Bay	Sales workers	Sales assistants and salespersons	7333
Wide Bay	Sales workers	Sales representatives and agents	1266
Wide Bay	Sales workers	Sales support workers	1323
Wide Bay	Sales workers	Sales workers nfd	18
Wide Bay	Technicians and trades workers	Automotive and engineering trades workers	3363
Wide Bay	Technicians and trades workers	Construction trades workers	1627
Wide Bay	Technicians and trades workers	Electrotechnology and telecommunications trades workers	1494
Wide Bay	Technicians and trades workers	Engineering ICT and science technicians	1390
Wide Bay	Technicians and trades workers	Food trades workers	1482
Wide Bay	Technicians and trades workers	Other technicians and trades workers	1379
Wide Bay	Technicians and trades workers	Skilled animal and horticultural workers	908
Wide Bay	Technicians and trades workers	Technicians and trades workers nfd	103
Migratory - Offshore - Shipping (Qld)			4
Migratory - Offshore - Shipping (Qld)	Clerical and administrative workers	Other clerical and administrative workers	10
