SA4_NAME16	IncomeTotPersonal.max	Occupation	PublicSector	LevelOfGovt	workers
Darwin	26250	Professionals	0		96
Darwin	26250	Professionals	1	National	23
Darwin	26250	Professionals	1	State territory	28
Darwin	26250	Sales workers	0		383
Darwin	26250	Technicians and trades workers			9
Darwin	26250	Technicians and trades workers	0		252
Darwin	26250	Technicians and trades workers	1	State territory	4
Darwin	34125				21
Darwin	34125		0		30
Darwin	34125		1	National	3
Darwin	34125	Clerical and administrative workers	0		403
Darwin	34125	Clerical and administrative workers	1	Local	7
Darwin	34125	Clerical and administrative workers	1	National	39
Darwin	34125	Clerical and administrative workers	1	State territory	35
Darwin	34125	Community and personal service workers			10
Darwin	34125	Community and personal service workers	0		594
Darwin	34125	Community and personal service workers	1	National	14
Darwin	34125	Community and personal service workers	1	State territory	65
Darwin	34125	Labourers			8
Darwin	34125	Labourers	0		540
Darwin	34125	Labourers	1	Local	3
Darwin	34125	Labourers	1	National	13
Darwin	34125	Labourers	1	State territory	21
Darwin	34125	Machinery operators and drivers			6
Darwin	34125	Machinery operators and drivers	0		187
Darwin	34125	Machinery operators and drivers	1	National	8
Darwin	34125	Machinery operators and drivers	1	State territory	3
Darwin	34125	Managers	0		162
Darwin	34125	Managers	1	National	3
Darwin	34125	Managers	1	State territory	3
Darwin	34125	Professionals	0		205
Darwin	34125	Professionals	1	National	17
Darwin	34125	Professionals	1	State territory	64
Darwin	34125	Sales workers			7
Darwin	34125	Sales workers	0		527
Darwin	34125	Sales workers	1	National	3
Darwin	34125	Sales workers	1	State territory	3
Darwin	34125	Technicians and trades workers			3
Darwin	34125	Technicians and trades workers	0		446
Darwin	34125	Technicians and trades workers	1	National	11
Darwin	34125	Technicians and trades workers	1	State territory	11
Darwin	42000				29
Darwin	42000		0		41
Darwin	42000		1	National	3
Darwin	42000		1	State territory	5
Darwin	42000	Clerical and administrative workers			4
Darwin	42000	Clerical and administrative workers	0		661
Darwin	42000	Clerical and administrative workers	1	Local	8
Darwin	42000	Clerical and administrative workers	1	National	54
Darwin	42000	Clerical and administrative workers	1	State territory	100
Darwin	42000	Community and personal service workers			7
Darwin	42000	Community and personal service workers	0		825
Darwin	42000	Community and personal service workers	1	Local	3
Darwin	42000	Community and personal service workers	1	National	43
Darwin	42000	Community and personal service workers	1	State territory	78
Darwin	42000	Labourers			10
Darwin	42000	Labourers	0		723
Darwin	42000	Labourers	1	Local	3
Darwin	42000	Labourers	1	National	8
Darwin	42000	Labourers	1	State territory	29
Darwin	42000	Machinery operators and drivers			5
Darwin	42000	Machinery operators and drivers	0		287
Darwin	42000	Machinery operators and drivers	1	Local	3
Darwin	42000	Machinery operators and drivers	1	National	7
Darwin	42000	Machinery operators and drivers	1	State territory	3
Darwin	42000	Managers	0		290
Darwin	42000	Managers	1	National	8
Darwin	42000	Managers	1	State territory	12
Darwin	42000	Professionals			3
Darwin	42000	Professionals	0		279
Darwin	42000	Professionals	1	Local	3
Darwin	42000	Professionals	1	National	30
Darwin	42000	Professionals	1	State territory	72
Darwin	42000	Sales workers			4
Darwin	42000	Sales workers	0		696
Darwin	42000	Sales workers	1	National	3
Darwin	42000	Sales workers	1	State territory	3
Darwin	42000	Technicians and trades workers			6
Darwin	42000	Technicians and trades workers	0		645
Darwin	42000	Technicians and trades workers	1	National	4
Darwin	42000	Technicians and trades workers	1	State territory	15
Darwin	52500				33
Darwin	52500		0		95
Darwin	52500		1	Local	3
Darwin	52500		1	National	8
Darwin	52500		1	State territory	10
Darwin	52500	Clerical and administrative workers			11
Darwin	52500	Clerical and administrative workers	0		1059
Darwin	52500	Clerical and administrative workers	1	Local	13
Darwin	52500	Clerical and administrative workers	1	National	117
Darwin	52500	Clerical and administrative workers	1	State territory	260
Darwin	52500	Community and personal service workers			9
Darwin	52500	Community and personal service workers	0		989
Darwin	52500	Community and personal service workers	1	National	193
Darwin	52500	Community and personal service workers	1	State territory	179
Darwin	52500	Labourers			12
Darwin	52500	Labourers	0		736
Darwin	52500	Labourers	1	Local	4
Darwin	52500	Labourers	1	National	10
Darwin	52500	Labourers	1	State territory	70
Darwin	52500	Machinery operators and drivers			3
Darwin	52500	Machinery operators and drivers	0		556
Darwin	52500	Machinery operators and drivers	1	National	34
Darwin	52500	Machinery operators and drivers	1	State territory	9
Darwin	52500	Managers			3
Darwin	52500	Managers	0		562
Darwin	52500	Managers	1	National	20
Darwin	52500	Managers	1	State territory	23
Darwin	52500	Professionals	0		511
Darwin	52500	Professionals	1	Local	11
Darwin	52500	Professionals	1	National	53
Darwin	52500	Professionals	1	State territory	157
Darwin	52500	Sales workers	0		704
Darwin	52500	Sales workers	1	National	8
Darwin	52500	Sales workers	1	State territory	3
Darwin	52500	Technicians and trades workers			15
Darwin	52500	Technicians and trades workers	0		996
Darwin	52500	Technicians and trades workers	1	Local	7
Darwin	52500	Technicians and trades workers	1	National	58
Darwin	52500	Technicians and trades workers	1	State territory	36
Darwin	65625				39
Darwin	65625		0		95
Darwin	65625		1	National	19
Darwin	65625		1	State territory	20
Darwin	65625	Clerical and administrative workers			13
Darwin	65625	Clerical and administrative workers	0		1350
Darwin	65625	Clerical and administrative workers	1	Local	44
Darwin	65625	Clerical and administrative workers	1	National	348
Darwin	65625	Clerical and administrative workers	1	State territory	656
Darwin	65625	Community and personal service workers	0		774
Darwin	65625	Community and personal service workers	1	Local	6
Darwin	65625	Community and personal service workers	1	National	375
Darwin	65625	Community and personal service workers	1	State territory	247
Darwin	65625	Labourers			3
Darwin	65625	Labourers	0		609
Darwin	65625	Labourers	1	Local	20
Darwin	65625	Labourers	1	National	8
Darwin	65625	Labourers	1	State territory	26
Darwin	65625	Machinery operators and drivers			4
Darwin	65625	Machinery operators and drivers	0		635
Darwin	65625	Machinery operators and drivers	1	Local	8
Darwin	65625	Machinery operators and drivers	1	National	100
Darwin	65625	Machinery operators and drivers	1	State territory	16
Darwin	65625	Managers			3
Darwin	65625	Managers	0		813
Darwin	65625	Managers	1	Local	3
Darwin	65625	Managers	1	National	51
Darwin	65625	Managers	1	State territory	39
Darwin	65625	Professionals	0		906
Darwin	65625	Professionals	1	Local	5
Darwin	65625	Professionals	1	National	135
Darwin	65625	Professionals	1	State territory	451
Darwin	65625	Sales workers			3
Darwin	65625	Sales workers	0		476
Darwin	65625	Sales workers	1	National	4
Darwin	65625	Sales workers	1	State territory	17
Darwin	65625	Technicians and trades workers			19
Darwin	65625	Technicians and trades workers	0		1476
Darwin	65625	Technicians and trades workers	1	Local	15
Darwin	65625	Technicians and trades workers	1	National	171
Darwin	65625	Technicians and trades workers	1	State territory	80
Darwin	78750				33
Darwin	78750		0		68
Darwin	78750		1	National	31
Darwin	78750		1	State territory	9
Darwin	78750	Clerical and administrative workers			4
Darwin	78750	Clerical and administrative workers	0		821
Darwin	78750	Clerical and administrative workers	1	Local	43
Darwin	78750	Clerical and administrative workers	1	National	353
Darwin	78750	Clerical and administrative workers	1	State territory	473
Darwin	78750	Community and personal service workers			4
Darwin	78750	Community and personal service workers	0		387
Darwin	78750	Community and personal service workers	1	Local	3
Darwin	78750	Community and personal service workers	1	National	368
Darwin	78750	Community and personal service workers	1	State territory	223
Darwin	78750	Labourers			4
Darwin	78750	Labourers	0		312
Darwin	78750	Labourers	1	Local	5
Darwin	78750	Labourers	1	State territory	16
Darwin	78750	Machinery operators and drivers			4
Darwin	78750	Machinery operators and drivers	0		427
Darwin	78750	Machinery operators and drivers	1	Local	3
Darwin	78750	Machinery operators and drivers	1	National	100
Darwin	78750	Machinery operators and drivers	1	State territory	12
Darwin	78750	Managers	0		726
Darwin	78750	Managers	1	Local	6
Darwin	78750	Managers	1	National	119
Darwin	78750	Managers	1	State territory	65
Darwin	78750	Professionals			6
Darwin	78750	Professionals	0		974
Darwin	78750	Professionals	1	Local	13
Darwin	78750	Professionals	1	National	209
Darwin	78750	Professionals	1	State territory	667
Darwin	78750	Sales workers	0		318
Darwin	78750	Sales workers	1	National	9
Darwin	78750	Sales workers	1	State territory	8
Darwin	78750	Technicians and trades workers			9
Darwin	78750	Technicians and trades workers	0		1203
Darwin	78750	Technicians and trades workers	1	Local	14
Darwin	78750	Technicians and trades workers	1	National	271
Darwin	78750	Technicians and trades workers	1	State territory	72
Darwin	91875				18
Darwin	91875		0		66
Darwin	91875		1	Local	4
Darwin	91875		1	National	29
Darwin	91875		1	State territory	19
Darwin	91875	Clerical and administrative workers	0		593
Darwin	91875	Clerical and administrative workers	1	Local	21
Darwin	91875	Clerical and administrative workers	1	National	202
Darwin	91875	Clerical and administrative workers	1	State territory	353
Darwin	91875	Community and personal service workers			9
Darwin	91875	Community and personal service workers	0		200
Darwin	91875	Community and personal service workers	1	Local	8
Darwin	91875	Community and personal service workers	1	National	233
Darwin	91875	Community and personal service workers	1	State territory	237
Darwin	91875	Labourers	0		194
Darwin	91875	Labourers	1	State territory	8
Darwin	91875	Machinery operators and drivers			3
Darwin	91875	Machinery operators and drivers	0		306
Darwin	91875	Machinery operators and drivers	1	Local	3
Darwin	91875	Machinery operators and drivers	1	National	31
Darwin	91875	Machinery operators and drivers	1	State territory	12
Darwin	91875	Managers	0		743
Darwin	91875	Managers	1	Local	10
Darwin	91875	Managers	1	National	186
Darwin	91875	Managers	1	State territory	123
Darwin	91875	Professionals			5
Darwin	91875	Professionals	0		1039
Darwin	91875	Professionals	1	Local	31
Darwin	91875	Professionals	1	National	295
Darwin	91875	Professionals	1	State territory	957
Darwin	91875	Sales workers	0		183
Darwin	91875	Sales workers	1	State territory	10
Darwin	91875	Technicians and trades workers			10
Darwin	91875	Technicians and trades workers	0		1053
Darwin	91875	Technicians and trades workers	1	Local	12
Darwin	91875	Technicians and trades workers	1	National	249
Darwin	91875	Technicians and trades workers	1	State territory	84
Darwin	105000				15
Darwin	105000		0		56
Darwin	105000		1	National	12
Darwin	105000		1	State territory	7
Darwin	105000	Clerical and administrative workers	0		296
Darwin	105000	Clerical and administrative workers	1	Local	5
Darwin	105000	Clerical and administrative workers	1	National	100
Darwin	105000	Clerical and administrative workers	1	State territory	226
Darwin	105000	Community and personal service workers	0		108
Darwin	105000	Community and personal service workers	1	Local	3
Darwin	105000	Community and personal service workers	1	National	125
Darwin	105000	Community and personal service workers	1	State territory	213
Darwin	105000	Labourers	0		222
Darwin	105000	Labourers	1	State territory	3
Darwin	105000	Machinery operators and drivers			5
Darwin	105000	Machinery operators and drivers	0		247
Darwin	105000	Machinery operators and drivers	1	National	10
Darwin	105000	Machinery operators and drivers	1	State territory	3
Darwin	105000	Managers			3
Darwin	105000	Managers	0		584
Darwin	105000	Managers	1	Local	13
Darwin	105000	Managers	1	National	180
Darwin	105000	Managers	1	State territory	193
Darwin	105000	Professionals			8
Darwin	105000	Professionals	0		860
Darwin	105000	Professionals	1	Local	13
Darwin	105000	Professionals	1	National	245
Darwin	105000	Professionals	1	State territory	1033
Darwin	105000	Sales workers	0		115
Darwin	105000	Sales workers	1	State territory	8
Darwin	105000	Technicians and trades workers	0		801
Darwin	105000	Technicians and trades workers	1	National	121
Darwin	105000	Technicians and trades workers	1	State territory	52
Darwin	157500				23
Darwin	157500		0		65
Darwin	157500		1	National	16
Darwin	157500		1	State territory	19
Darwin	157500	Clerical and administrative workers			3
Darwin	157500	Clerical and administrative workers	0		359
Darwin	157500	Clerical and administrative workers	1	Local	6
Darwin	157500	Clerical and administrative workers	1	National	106
Darwin	157500	Clerical and administrative workers	1	State territory	253
Darwin	157500	Community and personal service workers	0		103
Darwin	157500	Community and personal service workers	1	Local	7
Darwin	157500	Community and personal service workers	1	National	97
Darwin	157500	Community and personal service workers	1	State territory	425
Darwin	157500	Labourers			3
Darwin	157500	Labourers	0		713
Darwin	157500	Labourers	1	National	3
Darwin	157500	Labourers	1	State territory	3
Darwin	157500	Machinery operators and drivers	0		465
Darwin	157500	Machinery operators and drivers	1	State territory	9
Darwin	157500	Managers			3
Darwin	157500	Managers	0		1181
Darwin	157500	Managers	1	Local	30
Darwin	157500	Managers	1	National	340
Darwin	157500	Managers	1	State territory	604
Darwin	157500	Professionals			9
Darwin	157500	Professionals	0		1373
Darwin	157500	Professionals	1	Local	8
Darwin	157500	Professionals	1	National	407
Darwin	157500	Professionals	1	State territory	1015
Darwin	157500	Sales workers	0		117
Darwin	157500	Sales workers	1	State territory	8
Darwin	157500	Technicians and trades workers			9
Darwin	157500	Technicians and trades workers	0		1879
Darwin	157500	Technicians and trades workers	1	National	85
Darwin	157500	Technicians and trades workers	1	State territory	83
Darwin	Inf				9
Darwin	Inf		0		79
Darwin	Inf		1	National	3
Darwin	Inf		1	State territory	7
Darwin	Inf	Clerical and administrative workers	0		212
Darwin	Inf	Clerical and administrative workers	1	National	7
Darwin	Inf	Clerical and administrative workers	1	State territory	49
Darwin	Inf	Community and personal service workers	0		47
Darwin	Inf	Community and personal service workers	1	National	8
Darwin	Inf	Community and personal service workers	1	State territory	133
Darwin	Inf	Labourers			3
Darwin	Inf	Labourers	0		431
Darwin	Inf	Machinery operators and drivers	0		278
Darwin	Inf	Managers			4
Darwin	Inf	Managers	0		966
Darwin	Inf	Managers	1	Local	13
Darwin	Inf	Managers	1	National	72
Darwin	Inf	Managers	1	State territory	358
Darwin	Inf	Professionals	0		1051
Darwin	Inf	Professionals	1	National	89
Darwin	Inf	Professionals	1	State territory	300
Darwin	Inf	Sales workers	0		81
Darwin	Inf	Sales workers	1	State territory	3
Darwin	Inf	Technicians and trades workers			4
Darwin	Inf	Technicians and trades workers	0		1982
Darwin	Inf	Technicians and trades workers	1	National	10
Darwin	Inf	Technicians and trades workers	1	State territory	23
Northern Territory - Outback					132
Northern Territory - Outback			0		42
Northern Territory - Outback			1	State territory	4
Northern Territory - Outback		Clerical and administrative workers			6
Northern Territory - Outback		Clerical and administrative workers	0		45
Northern Territory - Outback		Clerical and administrative workers	1	Local	9
Northern Territory - Outback		Clerical and administrative workers	1	National	8
Northern Territory - Outback		Clerical and administrative workers	1	State territory	11
Northern Territory - Outback		Community and personal service workers			11
Northern Territory - Outback		Community and personal service workers	0		114
Northern Territory - Outback		Community and personal service workers	1	Local	16
Northern Territory - Outback		Community and personal service workers	1	National	3
Northern Territory - Outback		Community and personal service workers	1	State territory	27
Northern Territory - Outback		Labourers			3
Northern Territory - Outback		Labourers	0		96
Northern Territory - Outback		Labourers	1	Local	26
Northern Territory - Outback		Labourers	1	National	3
Northern Territory - Outback		Labourers	1	State territory	7
Northern Territory - Outback		Machinery operators and drivers	0		63
Northern Territory - Outback		Managers	0		67
Northern Territory - Outback		Managers	1	Local	4
Northern Territory - Outback		Managers	1	National	3
Northern Territory - Outback		Managers	1	State territory	4
Northern Territory - Outback		Professionals			11
Northern Territory - Outback		Professionals	0		91
Northern Territory - Outback		Professionals	1	Local	10
Northern Territory - Outback		Professionals	1	National	6
Northern Territory - Outback		Professionals	1	State territory	39
Northern Territory - Outback		Sales workers			3
Northern Territory - Outback		Sales workers	0		37
Northern Territory - Outback		Technicians and trades workers			3
Northern Territory - Outback		Technicians and trades workers	0		75
Northern Territory - Outback		Technicians and trades workers	1	Local	3
Northern Territory - Outback		Technicians and trades workers	1	State territory	3
Northern Territory - Outback	0				25
Northern Territory - Outback	0		0		8
Northern Territory - Outback	0	Clerical and administrative workers	0		18
Northern Territory - Outback	0	Clerical and administrative workers	1	National	8
Northern Territory - Outback	0	Community and personal service workers	0		22
Northern Territory - Outback	0	Labourers			4
Northern Territory - Outback	0	Labourers	0		42
Northern Territory - Outback	0	Machinery operators and drivers	0		10
Northern Territory - Outback	0	Managers	0		43
Northern Territory - Outback	0	Managers	1	National	3
Northern Territory - Outback	0	Professionals	0		18
Northern Territory - Outback	0	Professionals	1	State territory	6
Northern Territory - Outback	0	Sales workers	0		14
Northern Territory - Outback	0	Technicians and trades workers	0		22
Northern Territory - Outback	7875				54
Northern Territory - Outback	7875		0		19
Northern Territory - Outback	7875	Clerical and administrative workers	0		23
Northern Territory - Outback	7875	Clerical and administrative workers	1	Local	3
Northern Territory - Outback	7875	Clerical and administrative workers	1	National	9
Northern Territory - Outback	7875	Clerical and administrative workers	1	State territory	5
Northern Territory - Outback	7875	Community and personal service workers	0		96
Northern Territory - Outback	7875	Community and personal service workers	1	Local	16
Northern Territory - Outback	7875	Community and personal service workers	1	State territory	19
Northern Territory - Outback	7875	Labourers			4
Northern Territory - Outback	7875	Labourers	0		140
Northern Territory - Outback	7875	Labourers	1	Local	8
Northern Territory - Outback	7875	Labourers	1	State territory	3
Northern Territory - Outback	7875	Machinery operators and drivers	0		19
Northern Territory - Outback	7875	Managers	0		17
Northern Territory - Outback	7875	Professionals	0		61
Northern Territory - Outback	7875	Professionals	1	National	8
Northern Territory - Outback	7875	Professionals	1	State territory	14
Northern Territory - Outback	7875	Sales workers	0		205
Northern Territory - Outback	7875	Sales workers	1	State territory	3
Northern Territory - Outback	7875	Technicians and trades workers			3
Northern Territory - Outback	7875	Technicians and trades workers	0		33
Northern Territory - Outback	7875	Technicians and trades workers	1	Local	3
Northern Territory - Outback	15750				107
Northern Territory - Outback	15750		0		38
Northern Territory - Outback	15750		1	Local	6
Northern Territory - Outback	15750		1	State territory	7
Northern Territory - Outback	15750	Clerical and administrative workers	0		54
Northern Territory - Outback	15750	Clerical and administrative workers	1	Local	9
Northern Territory - Outback	15750	Clerical and administrative workers	1	National	23
Northern Territory - Outback	15750	Clerical and administrative workers	1	State territory	6
Northern Territory - Outback	15750	Community and personal service workers			4
Northern Territory - Outback	15750	Community and personal service workers	0		233
Northern Territory - Outback	15750	Community and personal service workers	1	Local	33
Northern Territory - Outback	15750	Community and personal service workers	1	National	3
Northern Territory - Outback	15750	Community and personal service workers	1	State territory	68
Northern Territory - Outback	15750	Labourers			6
Northern Territory - Outback	15750	Labourers	0		198
Northern Territory - Outback	15750	Labourers	1	Local	37
Northern Territory - Outback	15750	Labourers	1	National	6
Northern Territory - Outback	15750	Labourers	1	State territory	13
Northern Territory - Outback	15750	Machinery operators and drivers	0		48
Northern Territory - Outback	15750	Machinery operators and drivers	1	Local	3
Northern Territory - Outback	15750	Machinery operators and drivers	1	State territory	3
Northern Territory - Outback	15750	Managers	0		51
Northern Territory - Outback	15750	Managers	1	Local	6
Northern Territory - Outback	15750	Managers	1	State territory	3
Northern Territory - Outback	15750	Professionals	0		152
Northern Territory - Outback	15750	Professionals	1	Local	17
Northern Territory - Outback	15750	Professionals	1	National	3
Northern Territory - Outback	15750	Professionals	1	State territory	41
Northern Territory - Outback	15750	Sales workers	0		163
Northern Territory - Outback	15750	Sales workers	1	Local	3
Northern Territory - Outback	15750	Sales workers	1	National	7
Northern Territory - Outback	15750	Technicians and trades workers	0		83
Northern Territory - Outback	15750	Technicians and trades workers	1	Local	3
Northern Territory - Outback	15750	Technicians and trades workers	1	State territory	4
Northern Territory - Outback	21000				21
Northern Territory - Outback	21000		0		25
Northern Territory - Outback	21000		1	Local	5
Northern Territory - Outback	21000		1	National	3
Northern Territory - Outback	21000		1	State territory	3
Northern Territory - Outback	21000	Clerical and administrative workers	0		75
Northern Territory - Outback	21000	Clerical and administrative workers	1	Local	8
Northern Territory - Outback	21000	Clerical and administrative workers	1	National	9
Northern Territory - Outback	21000	Clerical and administrative workers	1	State territory	4
Northern Territory - Outback	21000	Community and personal service workers			4
Northern Territory - Outback	21000	Community and personal service workers	0		158
Northern Territory - Outback	21000	Community and personal service workers	1	Local	29
Northern Territory - Outback	21000	Community and personal service workers	1	State territory	53
Northern Territory - Outback	21000	Labourers			3
Northern Territory - Outback	21000	Labourers	0		156
Northern Territory - Outback	21000	Labourers	1	Local	21
Northern Territory - Outback	21000	Labourers	1	National	6
Northern Territory - Outback	21000	Labourers	1	State territory	9
Northern Territory - Outback	21000	Machinery operators and drivers	0		45
Northern Territory - Outback	21000	Managers	0		33
Northern Territory - Outback	21000	Managers	1	Local	10
Northern Territory - Outback	21000	Managers	1	State territory	3
Northern Territory - Outback	21000	Professionals	0		126
Northern Territory - Outback	21000	Professionals	1	Local	12
Northern Territory - Outback	21000	Professionals	1	State territory	37
Northern Territory - Outback	21000	Sales workers	0		117
Northern Territory - Outback	21000	Sales workers	1	National	5
Northern Territory - Outback	21000	Sales workers	1	State territory	3
Northern Territory - Outback	21000	Technicians and trades workers			4
Northern Territory - Outback	21000	Technicians and trades workers	0		80
Northern Territory - Outback	21000	Technicians and trades workers	1	Local	4
Northern Territory - Outback	21000	Technicians and trades workers	1	State territory	8
Northern Territory - Outback	26250				23
Northern Territory - Outback	26250		0		14
Northern Territory - Outback	26250		1	Local	3
Northern Territory - Outback	26250		1	State territory	3
Northern Territory - Outback	26250	Clerical and administrative workers	0		81
Northern Territory - Outback	26250	Clerical and administrative workers	1	Local	19
Northern Territory - Outback	26250	Clerical and administrative workers	1	National	11
Northern Territory - Outback	26250	Clerical and administrative workers	1	State territory	11
Northern Territory - Outback	26250	Community and personal service workers			4
Northern Territory - Outback	26250	Community and personal service workers	0		204
Northern Territory - Outback	26250	Community and personal service workers	1	Local	31
Northern Territory - Outback	26250	Community and personal service workers	1	State territory	71
Northern Territory - Outback	26250	Labourers	0		167
Northern Territory - Outback	26250	Labourers	1	Local	19
Northern Territory - Outback	26250	Labourers	1	State territory	14
Northern Territory - Outback	26250	Machinery operators and drivers	0		57
Northern Territory - Outback	26250	Machinery operators and drivers	1	State territory	4
Northern Territory - Outback	26250	Managers	0		68
Northern Territory - Outback	26250	Managers	1	State territory	3
Northern Territory - Outback	26250	Professionals	0		119
Northern Territory - Outback	26250	Professionals	1	Local	12
Northern Territory - Outback	26250	Professionals	1	National	7
Northern Territory - Outback	26250	Professionals	1	State territory	32
Northern Territory - Outback	26250	Sales workers	0		116
Northern Territory - Outback	26250	Sales workers	1	National	3
Northern Territory - Outback	26250	Technicians and trades workers	0		106
Northern Territory - Outback	26250	Technicians and trades workers	1	Local	10
Northern Territory - Outback	26250	Technicians and trades workers	1	National	3
Northern Territory - Outback	26250	Technicians and trades workers	1	State territory	10
Northern Territory - Outback	34125				23
Northern Territory - Outback	34125		0		42
Northern Territory - Outback	34125		1	Local	11
Northern Territory - Outback	34125	Clerical and administrative workers	0		187
Northern Territory - Outback	34125	Clerical and administrative workers	1	Local	28
Northern Territory - Outback	34125	Clerical and administrative workers	1	National	17
Northern Territory - Outback	34125	Clerical and administrative workers	1	State territory	30
Northern Territory - Outback	34125	Community and personal service workers			4
Northern Territory - Outback	34125	Community and personal service workers	0		384
Northern Territory - Outback	34125	Community and personal service workers	1	Local	64
Northern Territory - Outback	34125	Community and personal service workers	1	National	6
Northern Territory - Outback	34125	Community and personal service workers	1	State territory	99
Northern Territory - Outback	34125	Labourers			3
Northern Territory - Outback	34125	Labourers	0		426
Northern Territory - Outback	34125	Labourers	1	Local	49
Northern Territory - Outback	34125	Labourers	1	State territory	26
Northern Territory - Outback	34125	Machinery operators and drivers			3
Northern Territory - Outback	34125	Machinery operators and drivers	0		112
Northern Territory - Outback	34125	Machinery operators and drivers	1	Local	6
Northern Territory - Outback	34125	Machinery operators and drivers	1	State territory	3
Northern Territory - Outback	34125	Managers	0		99
Northern Territory - Outback	34125	Managers	1	Local	8
Northern Territory - Outback	34125	Managers	1	State territory	7
Northern Territory - Outback	34125	Professionals			4
Northern Territory - Outback	34125	Professionals	0		224
Northern Territory - Outback	34125	Professionals	1	Local	16
Northern Territory - Outback	34125	Professionals	1	National	11
Northern Territory - Outback	34125	Professionals	1	State territory	60
Northern Territory - Outback	34125	Sales workers	0		207
Northern Territory - Outback	34125	Sales workers	1	National	3
Northern Territory - Outback	34125	Technicians and trades workers			4
Northern Territory - Outback	34125	Technicians and trades workers	0		184
Northern Territory - Outback	34125	Technicians and trades workers	1	Local	14
Northern Territory - Outback	34125	Technicians and trades workers	1	National	4
Northern Territory - Outback	34125	Technicians and trades workers	1	State territory	5
Northern Territory - Outback	42000				11
Northern Territory - Outback	42000		0		44
Northern Territory - Outback	42000		1	Local	3
Northern Territory - Outback	42000		1	National	6
Northern Territory - Outback	42000		1	State territory	3
Northern Territory - Outback	42000	Clerical and administrative workers	0		263
Northern Territory - Outback	42000	Clerical and administrative workers	1	Local	23
Northern Territory - Outback	42000	Clerical and administrative workers	1	National	35
Northern Territory - Outback	42000	Clerical and administrative workers	1	State territory	33
Northern Territory - Outback	42000	Community and personal service workers			4
Northern Territory - Outback	42000	Community and personal service workers	0		481
Northern Territory - Outback	42000	Community and personal service workers	1	Local	42
Northern Territory - Outback	42000	Community and personal service workers	1	National	15
Northern Territory - Outback	42000	Community and personal service workers	1	State territory	81
Northern Territory - Outback	42000	Labourers			5
Northern Territory - Outback	42000	Labourers	0		503
Northern Territory - Outback	42000	Labourers	1	Local	25
Northern Territory - Outback	42000	Labourers	1	National	9
Northern Territory - Outback	42000	Labourers	1	State territory	28
Northern Territory - Outback	42000	Machinery operators and drivers			4
Northern Territory - Outback	42000	Machinery operators and drivers	0		133
Northern Territory - Outback	42000	Machinery operators and drivers	1	Local	8
Northern Territory - Outback	42000	Machinery operators and drivers	1	State territory	3
Northern Territory - Outback	42000	Managers	0		184
Northern Territory - Outback	42000	Managers	1	State territory	5
Northern Territory - Outback	42000	Professionals			6
Northern Territory - Outback	42000	Professionals	0		229
Northern Territory - Outback	42000	Professionals	1	Local	9
Northern Territory - Outback	42000	Professionals	1	National	17
Northern Territory - Outback	42000	Professionals	1	State territory	54
Northern Territory - Outback	42000	Sales workers	0		265
Northern Territory - Outback	42000	Sales workers	1	National	7
Northern Territory - Outback	42000	Sales workers	1	State territory	5
Northern Territory - Outback	42000	Technicians and trades workers			3
Northern Territory - Outback	42000	Technicians and trades workers	0		330
Northern Territory - Outback	42000	Technicians and trades workers	1	Local	7
Northern Territory - Outback	42000	Technicians and trades workers	1	National	17
Northern Territory - Outback	42000	Technicians and trades workers	1	State territory	13
Northern Territory - Outback	52500				14
Northern Territory - Outback	52500		0		40
Northern Territory - Outback	52500		1	Local	9
Northern Territory - Outback	52500		1	National	4
Northern Territory - Outback	52500		1	State territory	4
Northern Territory - Outback	52500	Clerical and administrative workers			3
Northern Territory - Outback	52500	Clerical and administrative workers	0		395
Northern Territory - Outback	52500	Clerical and administrative workers	1	Local	25
Northern Territory - Outback	52500	Clerical and administrative workers	1	National	53
Northern Territory - Outback	52500	Clerical and administrative workers	1	State territory	125
Northern Territory - Outback	52500	Community and personal service workers			6
Northern Territory - Outback	52500	Community and personal service workers	0		505
Northern Territory - Outback	52500	Community and personal service workers	1	Local	27
Northern Territory - Outback	52500	Community and personal service workers	1	National	23
Northern Territory - Outback	52500	Community and personal service workers	1	State territory	106
Northern Territory - Outback	52500	Labourers			3
Northern Territory - Outback	52500	Labourers	0		459
Northern Territory - Outback	52500	Labourers	1	Local	37
Northern Territory - Outback	52500	Labourers	1	National	9
Northern Territory - Outback	52500	Labourers	1	State territory	76
Northern Territory - Outback	52500	Machinery operators and drivers			3
Northern Territory - Outback	52500	Machinery operators and drivers	0		189
Northern Territory - Outback	52500	Machinery operators and drivers	1	Local	4
Northern Territory - Outback	52500	Machinery operators and drivers	1	National	6
Northern Territory - Outback	52500	Machinery operators and drivers	1	State territory	7
Northern Territory - Outback	52500	Managers	0		273
Northern Territory - Outback	52500	Managers	1	Local	12
Northern Territory - Outback	52500	Managers	1	National	12
Northern Territory - Outback	52500	Managers	1	State territory	4
Northern Territory - Outback	52500	Professionals	0		277
Northern Territory - Outback	52500	Professionals	1	Local	12
Northern Territory - Outback	52500	Professionals	1	National	24
Northern Territory - Outback	52500	Professionals	1	State territory	78
Northern Territory - Outback	52500	Sales workers	0		268
Northern Territory - Outback	52500	Sales workers	1	National	3
Northern Territory - Outback	52500	Sales workers	1	State territory	5
Northern Territory - Outback	52500	Technicians and trades workers			5
Northern Territory - Outback	52500	Technicians and trades workers	0		412
