SA4_NAME16	IndustryOfEmployment	Occupation	workers
Coffs Harbour - Grafton	Financial and insurance services	Community and personal service workers	3
Coffs Harbour - Grafton	Financial and insurance services	Labourers	3
Coffs Harbour - Grafton	Financial and insurance services	Managers	85
Coffs Harbour - Grafton	Financial and insurance services	Professionals	181
Coffs Harbour - Grafton	Financial and insurance services	Sales workers	37
Coffs Harbour - Grafton	Financial and insurance services	Technicians and trades workers	7
Coffs Harbour - Grafton	Health care and social assistance		67
Coffs Harbour - Grafton	Health care and social assistance	Clerical and administrative workers	1087
Coffs Harbour - Grafton	Health care and social assistance	Community and personal service workers	2848
Coffs Harbour - Grafton	Health care and social assistance	Labourers	409
Coffs Harbour - Grafton	Health care and social assistance	Machinery operators and drivers	57
Coffs Harbour - Grafton	Health care and social assistance	Managers	353
Coffs Harbour - Grafton	Health care and social assistance	Professionals	3263
Coffs Harbour - Grafton	Health care and social assistance	Sales workers	34
Coffs Harbour - Grafton	Health care and social assistance	Technicians and trades workers	289
Coffs Harbour - Grafton	Information media and telecommunications		6
Coffs Harbour - Grafton	Information media and telecommunications	Clerical and administrative workers	108
Coffs Harbour - Grafton	Information media and telecommunications	Labourers	11
Coffs Harbour - Grafton	Information media and telecommunications	Machinery operators and drivers	3
Coffs Harbour - Grafton	Information media and telecommunications	Managers	52
Coffs Harbour - Grafton	Information media and telecommunications	Professionals	129
Coffs Harbour - Grafton	Information media and telecommunications	Sales workers	70
Coffs Harbour - Grafton	Information media and telecommunications	Technicians and trades workers	88
Coffs Harbour - Grafton	Manufacturing		15
Coffs Harbour - Grafton	Manufacturing	Clerical and administrative workers	210
Coffs Harbour - Grafton	Manufacturing	Community and personal service workers	31
Coffs Harbour - Grafton	Manufacturing	Labourers	398
Coffs Harbour - Grafton	Manufacturing	Machinery operators and drivers	321
Coffs Harbour - Grafton	Manufacturing	Managers	280
Coffs Harbour - Grafton	Manufacturing	Professionals	89
Coffs Harbour - Grafton	Manufacturing	Sales workers	126
Coffs Harbour - Grafton	Manufacturing	Technicians and trades workers	678
Coffs Harbour - Grafton	Mining		3
Coffs Harbour - Grafton	Mining	Clerical and administrative workers	7
Coffs Harbour - Grafton	Mining	Labourers	3
Coffs Harbour - Grafton	Mining	Machinery operators and drivers	56
Coffs Harbour - Grafton	Mining	Managers	20
Coffs Harbour - Grafton	Mining	Professionals	8
Coffs Harbour - Grafton	Mining	Technicians and trades workers	14
Coffs Harbour - Grafton	Other services		9
Coffs Harbour - Grafton	Other services	Clerical and administrative workers	225
Coffs Harbour - Grafton	Other services	Community and personal service workers	251
Coffs Harbour - Grafton	Other services	Labourers	146
Coffs Harbour - Grafton	Other services	Machinery operators and drivers	23
Coffs Harbour - Grafton	Other services	Managers	99
Coffs Harbour - Grafton	Other services	Professionals	113
Coffs Harbour - Grafton	Other services	Sales workers	49
Coffs Harbour - Grafton	Other services	Technicians and trades workers	1041
Coffs Harbour - Grafton	Professional scientific and technical services		10
Coffs Harbour - Grafton	Professional scientific and technical services	Clerical and administrative workers	576
Coffs Harbour - Grafton	Professional scientific and technical services	Community and personal service workers	15
Coffs Harbour - Grafton	Professional scientific and technical services	Labourers	34
Coffs Harbour - Grafton	Professional scientific and technical services	Machinery operators and drivers	3
Coffs Harbour - Grafton	Professional scientific and technical services	Managers	139
Coffs Harbour - Grafton	Professional scientific and technical services	Professionals	944
Coffs Harbour - Grafton	Professional scientific and technical services	Sales workers	21
Coffs Harbour - Grafton	Professional scientific and technical services	Technicians and trades workers	250
Coffs Harbour - Grafton	Public administration and safety		73
Coffs Harbour - Grafton	Public administration and safety	Clerical and administrative workers	1090
Coffs Harbour - Grafton	Public administration and safety	Community and personal service workers	617
Coffs Harbour - Grafton	Public administration and safety	Labourers	219
Coffs Harbour - Grafton	Public administration and safety	Machinery operators and drivers	159
Coffs Harbour - Grafton	Public administration and safety	Managers	285
Coffs Harbour - Grafton	Public administration and safety	Professionals	644
Coffs Harbour - Grafton	Public administration and safety	Sales workers	23
Coffs Harbour - Grafton	Public administration and safety	Technicians and trades workers	233
Coffs Harbour - Grafton	Rental hiring and real estate services		17
Coffs Harbour - Grafton	Rental hiring and real estate services	Clerical and administrative workers	159
