SA4_NAME16	EmploymentStatus	IncomeTotPersonal.max	workers
Murray	Owner managers of incorporated enterprises	21000	126
Murray	Owner managers of incorporated enterprises	26250	158
Murray	Owner managers of incorporated enterprises	34125	330
Murray	Owner managers of incorporated enterprises	42000	363
Murray	Owner managers of incorporated enterprises	52500	392
Murray	Owner managers of incorporated enterprises	65625	446
Murray	Owner managers of incorporated enterprises	78750	338
Murray	Owner managers of incorporated enterprises	91875	332
Murray	Owner managers of incorporated enterprises	105000	185
Murray	Owner managers of incorporated enterprises	157500	269
Murray	Owner managers of incorporated enterprises	Inf	352
Murray	Owner managers of unincorporated enterprises	0	82
Murray	Owner managers of unincorporated enterprises	7875	99
Murray	Owner managers of unincorporated enterprises	15750	211
Murray	Owner managers of unincorporated enterprises	21000	306
Murray	Owner managers of unincorporated enterprises	26250	337
Murray	Owner managers of unincorporated enterprises	34125	524
Murray	Owner managers of unincorporated enterprises	42000	537
Murray	Owner managers of unincorporated enterprises	52500	538
Murray	Owner managers of unincorporated enterprises	65625	565
Murray	Owner managers of unincorporated enterprises	78750	333
Murray	Owner managers of unincorporated enterprises	91875	275
Murray	Owner managers of unincorporated enterprises	105000	158
Murray	Owner managers of unincorporated enterprises	157500	233
Murray	Owner managers of unincorporated enterprises	Inf	211
Murray	Status in employment not stated	0	18
Murray	Status in employment not stated	7875	31
Murray	Status in employment not stated	15750	43
Murray	Status in employment not stated	21000	64
Murray	Status in employment not stated	26250	51
Murray	Status in employment not stated	34125	72
Murray	Status in employment not stated	42000	86
Murray	Status in employment not stated	52500	70
Murray	Status in employment not stated	65625	66
Murray	Status in employment not stated	78750	33
Murray	Status in employment not stated	91875	21
Murray	Status in employment not stated	105000	19
Murray	Status in employment not stated	157500	26
Murray	Status in employment not stated	Inf	8
New England and North West	Contributing family workers	0	558
New England and North West	Contributing family workers	7875	255
New England and North West	Contributing family workers	15750	340
New England and North West	Contributing family workers	21000	362
New England and North West	Contributing family workers	26250	303
New England and North West	Contributing family workers	34125	325
New England and North West	Contributing family workers	42000	234
New England and North West	Contributing family workers	52500	197
New England and North West	Contributing family workers	65625	177
New England and North West	Contributing family workers	78750	82
New England and North West	Contributing family workers	91875	84
New England and North West	Contributing family workers	105000	54
New England and North West	Contributing family workers	157500	71
New England and North West	Contributing family workers	Inf	76
New England and North West	Employee	0	204
New England and North West	Employee	7875	2165
New England and North West	Employee	15750	2143
New England and North West	Employee	21000	2556
New England and North West	Employee	26250	3309
New England and North West	Employee	34125	5765
New England and North West	Employee	42000	7912
New England and North West	Employee	52500	8698
New England and North West	Employee	65625	7770
New England and North West	Employee	78750	4683
New England and North West	Employee	91875	3741
New England and North West	Employee	105000	2816
New England and North West	Employee	157500	3409
New England and North West	Employee	Inf	990
New England and North West	Owner managers of incorporated enterprises	0	48
New England and North West	Owner managers of incorporated enterprises	7875	39
New England and North West	Owner managers of incorporated enterprises	15750	101
New England and North West	Owner managers of incorporated enterprises	21000	156
New England and North West	Owner managers of incorporated enterprises	26250	198
New England and North West	Owner managers of incorporated enterprises	34125	296
New England and North West	Owner managers of incorporated enterprises	42000	423
New England and North West	Owner managers of incorporated enterprises	52500	502
New England and North West	Owner managers of incorporated enterprises	65625	558
New England and North West	Owner managers of incorporated enterprises	78750	407
New England and North West	Owner managers of incorporated enterprises	91875	385
New England and North West	Owner managers of incorporated enterprises	105000	207
New England and North West	Owner managers of incorporated enterprises	157500	312
New England and North West	Owner managers of incorporated enterprises	Inf	449
New England and North West	Owner managers of unincorporated enterprises	0	189
New England and North West	Owner managers of unincorporated enterprises	7875	192
New England and North West	Owner managers of unincorporated enterprises	15750	490
New England and North West	Owner managers of unincorporated enterprises	21000	579
New England and North West	Owner managers of unincorporated enterprises	26250	688
New England and North West	Owner managers of unincorporated enterprises	34125	934
New England and North West	Owner managers of unincorporated enterprises	42000	886
New England and North West	Owner managers of unincorporated enterprises	52500	990
New England and North West	Owner managers of unincorporated enterprises	65625	929
New England and North West	Owner managers of unincorporated enterprises	78750	529
New England and North West	Owner managers of unincorporated enterprises	91875	424
New England and North West	Owner managers of unincorporated enterprises	105000	243
New England and North West	Owner managers of unincorporated enterprises	157500	371
New England and North West	Owner managers of unincorporated enterprises	Inf	364
New England and North West	Status in employment not stated	0	26
New England and North West	Status in employment not stated	7875	60
New England and North West	Status in employment not stated	15750	60
New England and North West	Status in employment not stated	21000	86
New England and North West	Status in employment not stated	26250	114
New England and North West	Status in employment not stated	34125	123
New England and North West	Status in employment not stated	42000	129
New England and North West	Status in employment not stated	52500	123
New England and North West	Status in employment not stated	65625	102
New England and North West	Status in employment not stated	78750	48
New England and North West	Status in employment not stated	91875	45
New England and North West	Status in employment not stated	105000	20
New England and North West	Status in employment not stated	157500	32
New England and North West	Status in employment not stated	Inf	28
Newcastle and Lake Macquarie	Contributing family workers	0	293
Newcastle and Lake Macquarie	Contributing family workers	7875	108
Newcastle and Lake Macquarie	Contributing family workers	15750	164
Newcastle and Lake Macquarie	Contributing family workers	21000	139
Newcastle and Lake Macquarie	Contributing family workers	26250	120
Newcastle and Lake Macquarie	Contributing family workers	34125	115
Newcastle and Lake Macquarie	Contributing family workers	42000	98
Newcastle and Lake Macquarie	Contributing family workers	52500	94
Newcastle and Lake Macquarie	Contributing family workers	65625	78
Newcastle and Lake Macquarie	Contributing family workers	78750	47
Newcastle and Lake Macquarie	Contributing family workers	91875	44
Newcastle and Lake Macquarie	Contributing family workers	105000	12
Newcastle and Lake Macquarie	Contributing family workers	157500	23
Newcastle and Lake Macquarie	Contributing family workers	Inf	45
Newcastle and Lake Macquarie	Employee	0	377
Newcastle and Lake Macquarie	Employee	7875	5415
Newcastle and Lake Macquarie	Employee	15750	5202
Newcastle and Lake Macquarie	Employee	21000	5798
Newcastle and Lake Macquarie	Employee	26250	7287
Newcastle and Lake Macquarie	Employee	34125	11742
Newcastle and Lake Macquarie	Employee	42000	15346
Newcastle and Lake Macquarie	Employee	52500	18088
Newcastle and Lake Macquarie	Employee	65625	19046
Newcastle and Lake Macquarie	Employee	78750	12824
Newcastle and Lake Macquarie	Employee	91875	10816
Newcastle and Lake Macquarie	Employee	105000	7717
Newcastle and Lake Macquarie	Employee	157500	10529
Newcastle and Lake Macquarie	Employee	Inf	3768
Newcastle and Lake Macquarie	Owner managers of incorporated enterprises	0	46
Newcastle and Lake Macquarie	Owner managers of incorporated enterprises	7875	66
Newcastle and Lake Macquarie	Owner managers of incorporated enterprises	15750	149
Newcastle and Lake Macquarie	Owner managers of incorporated enterprises	21000	260
Newcastle and Lake Macquarie	Owner managers of incorporated enterprises	26250	290
Newcastle and Lake Macquarie	Owner managers of incorporated enterprises	34125	521
Newcastle and Lake Macquarie	Owner managers of incorporated enterprises	42000	734
Newcastle and Lake Macquarie	Owner managers of incorporated enterprises	52500	853
Newcastle and Lake Macquarie	Owner managers of incorporated enterprises	65625	1053
Newcastle and Lake Macquarie	Owner managers of incorporated enterprises	78750	839
Newcastle and Lake Macquarie	Owner managers of incorporated enterprises	91875	882
Newcastle and Lake Macquarie	Owner managers of incorporated enterprises	105000	485
Newcastle and Lake Macquarie	Owner managers of incorporated enterprises	157500	915
Newcastle and Lake Macquarie	Owner managers of incorporated enterprises	Inf	1105
Newcastle and Lake Macquarie	Owner managers of unincorporated enterprises	0	85
Newcastle and Lake Macquarie	Owner managers of unincorporated enterprises	7875	298
Newcastle and Lake Macquarie	Owner managers of unincorporated enterprises	15750	582
Newcastle and Lake Macquarie	Owner managers of unincorporated enterprises	21000	668
Newcastle and Lake Macquarie	Owner managers of unincorporated enterprises	26250	704
Newcastle and Lake Macquarie	Owner managers of unincorporated enterprises	34125	986
Newcastle and Lake Macquarie	Owner managers of unincorporated enterprises	42000	1016
Newcastle and Lake Macquarie	Owner managers of unincorporated enterprises	52500	1040
Newcastle and Lake Macquarie	Owner managers of unincorporated enterprises	65625	1027
Newcastle and Lake Macquarie	Owner managers of unincorporated enterprises	78750	634
Newcastle and Lake Macquarie	Owner managers of unincorporated enterprises	91875	509
Newcastle and Lake Macquarie	Owner managers of unincorporated enterprises	105000	291
Newcastle and Lake Macquarie	Owner managers of unincorporated enterprises	157500	440
Newcastle and Lake Macquarie	Owner managers of unincorporated enterprises	Inf	536
Newcastle and Lake Macquarie	Status in employment not stated	0	19
Newcastle and Lake Macquarie	Status in employment not stated	7875	53
Newcastle and Lake Macquarie	Status in employment not stated	15750	79
Newcastle and Lake Macquarie	Status in employment not stated	21000	96
