SA4_NAME16	Occupation	OccupationSubtype	Sex	workers
Latrobe - Gippsland	Sales workers	Sales assistants and salespersons	F	5130
Latrobe - Gippsland	Sales workers	Sales assistants and salespersons	M	2353
Latrobe - Gippsland	Sales workers	Sales representatives and agents	F	509
Latrobe - Gippsland	Sales workers	Sales representatives and agents	M	581
Latrobe - Gippsland	Sales workers	Sales support workers	F	1118
Latrobe - Gippsland	Sales workers	Sales support workers	M	338
Latrobe - Gippsland	Sales workers	Sales workers nfd	F	16
Latrobe - Gippsland	Sales workers	Sales workers nfd	M	3
Latrobe - Gippsland	Technicians and trades workers	Automotive and engineering trades workers	F	45
Latrobe - Gippsland	Technicians and trades workers	Automotive and engineering trades workers	M	3841
Latrobe - Gippsland	Technicians and trades workers	Construction trades workers	F	27
Latrobe - Gippsland	Technicians and trades workers	Construction trades workers	M	2359
Latrobe - Gippsland	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	24
Latrobe - Gippsland	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	1694
Latrobe - Gippsland	Technicians and trades workers	Engineering ICT and science technicians	F	492
Latrobe - Gippsland	Technicians and trades workers	Engineering ICT and science technicians	M	1262
Latrobe - Gippsland	Technicians and trades workers	Food trades workers	F	696
Latrobe - Gippsland	Technicians and trades workers	Food trades workers	M	1070
Latrobe - Gippsland	Technicians and trades workers	Other technicians and trades workers	F	865
Latrobe - Gippsland	Technicians and trades workers	Other technicians and trades workers	M	1156
Latrobe - Gippsland	Technicians and trades workers	Skilled animal and horticultural workers	F	412
Latrobe - Gippsland	Technicians and trades workers	Skilled animal and horticultural workers	M	729
Latrobe - Gippsland	Technicians and trades workers	Technicians and trades workers nfd	F	7
Latrobe - Gippsland	Technicians and trades workers	Technicians and trades workers nfd	M	149
Melbourne - Inner			F	5488
Melbourne - Inner			M	7011
Melbourne - Inner	Clerical and administrative workers	Clerical and administrative workers nfd	F	208
Melbourne - Inner	Clerical and administrative workers	Clerical and administrative workers nfd	M	137
Melbourne - Inner	Clerical and administrative workers	Clerical and office support workers	F	2047
Melbourne - Inner	Clerical and administrative workers	Clerical and office support workers	M	2520
Melbourne - Inner	Clerical and administrative workers	General clerical workers	F	12301
Melbourne - Inner	Clerical and administrative workers	General clerical workers	M	4211
Melbourne - Inner	Clerical and administrative workers	Inquiry clerks and receptionists	F	13781
Melbourne - Inner	Clerical and administrative workers	Inquiry clerks and receptionists	M	5257
Melbourne - Inner	Clerical and administrative workers	Numerical clerks	F	18172
Melbourne - Inner	Clerical and administrative workers	Numerical clerks	M	10563
Melbourne - Inner	Clerical and administrative workers	Office managers and program administrators	F	13457
Melbourne - Inner	Clerical and administrative workers	Office managers and program administrators	M	7380
Melbourne - Inner	Clerical and administrative workers	Other clerical and administrative workers	F	9577
Melbourne - Inner	Clerical and administrative workers	Other clerical and administrative workers	M	7303
Melbourne - Inner	Clerical and administrative workers	Personal assistants and secretaries	F	8777
Melbourne - Inner	Clerical and administrative workers	Personal assistants and secretaries	M	273
Melbourne - Inner	Community and personal service workers	Carers and aides	F	10106
Melbourne - Inner	Community and personal service workers	Carers and aides	M	1866
Melbourne - Inner	Community and personal service workers	Community and personal service workers nfd	F	29
Melbourne - Inner	Community and personal service workers	Community and personal service workers nfd	M	14
Melbourne - Inner	Community and personal service workers	Health and welfare support workers	F	3516
Melbourne - Inner	Community and personal service workers	Health and welfare support workers	M	1436
Melbourne - Inner	Community and personal service workers	Hospitality workers	F	12077
Melbourne - Inner	Community and personal service workers	Hospitality workers	M	10084
Melbourne - Inner	Community and personal service workers	Protective service workers	F	1703
Melbourne - Inner	Community and personal service workers	Protective service workers	M	7260
Melbourne - Inner	Community and personal service workers	Sports and personal service workers	F	5376
Melbourne - Inner	Community and personal service workers	Sports and personal service workers	M	3703
Melbourne - Inner	Labourers	Cleaners and laundry workers	F	5816
Melbourne - Inner	Labourers	Cleaners and laundry workers	M	5410
Melbourne - Inner	Labourers	Construction and mining labourers	F	72
Melbourne - Inner	Labourers	Construction and mining labourers	M	3308
Melbourne - Inner	Labourers	Factory process workers	F	1034
Melbourne - Inner	Labourers	Factory process workers	M	1967
Melbourne - Inner	Labourers	Farm forestry and garden workers	F	138
Melbourne - Inner	Labourers	Farm forestry and garden workers	M	397
Melbourne - Inner	Labourers	Food preparation assistants	F	2768
Melbourne - Inner	Labourers	Food preparation assistants	M	4274
Melbourne - Inner	Labourers	Labourers nfd	F	38
Melbourne - Inner	Labourers	Labourers nfd	M	410
Melbourne - Inner	Labourers	Other labourers	F	1093
Melbourne - Inner	Labourers	Other labourers	M	4276
Melbourne - Inner	Machinery operators and drivers	Machine and stationary plant operators	F	647
Melbourne - Inner	Machinery operators and drivers	Machine and stationary plant operators	M	1742
Melbourne - Inner	Machinery operators and drivers	Machinery operators and drivers nfd	F	38
Melbourne - Inner	Machinery operators and drivers	Machinery operators and drivers nfd	M	229
Melbourne - Inner	Machinery operators and drivers	Mobile plant operators	F	36
Melbourne - Inner	Machinery operators and drivers	Mobile plant operators	M	1263
Melbourne - Inner	Machinery operators and drivers	Road and rail drivers	F	468
Melbourne - Inner	Machinery operators and drivers	Road and rail drivers	M	6470
Melbourne - Inner	Machinery operators and drivers	Storepersons	F	510
Melbourne - Inner	Machinery operators and drivers	Storepersons	M	1941
Melbourne - Inner	Managers	Chief executives general managers and legislators	F	3339
Melbourne - Inner	Managers	Chief executives general managers and legislators	M	7980
Melbourne - Inner	Managers	Farmers and farm managers	F	36
Melbourne - Inner	Managers	Farmers and farm managers	M	100
Melbourne - Inner	Managers	Hospitality retail and service managers	F	12706
Melbourne - Inner	Managers	Hospitality retail and service managers	M	15262
Melbourne - Inner	Managers	Managers nfd	F	1471
Melbourne - Inner	Managers	Managers nfd	M	2499
Melbourne - Inner	Managers	Specialist managers	F	27273
Melbourne - Inner	Managers	Specialist managers	M	40919
Melbourne - Inner	Professionals	Arts and media professionals	F	4600
Melbourne - Inner	Professionals	Arts and media professionals	M	5475
Melbourne - Inner	Professionals	Business human resource and marketing professionals	F	40287
Melbourne - Inner	Professionals	Business human resource and marketing professionals	M	42237
Melbourne - Inner	Professionals	Design engineering science and transport professionals	F	12459
Melbourne - Inner	Professionals	Design engineering science and transport professionals	M	20308
Melbourne - Inner	Professionals	Education professionals	F	12296
Melbourne - Inner	Professionals	Education professionals	M	7597
Melbourne - Inner	Professionals	Health professionals	F	20739
Melbourne - Inner	Professionals	Health professionals	M	7812
Melbourne - Inner	Professionals	Information and Communication Technology ICT professionals	F	7656
Melbourne - Inner	Professionals	Information and Communication Technology ICT professionals	M	31449
Melbourne - Inner	Professionals	Legal social and welfare professionals	F	11964
Melbourne - Inner	Professionals	Legal social and welfare professionals	M	8937
Melbourne - Inner	Professionals	Professionals nfd	F	3187
Melbourne - Inner	Professionals	Professionals nfd	M	2934
Melbourne - Inner	Sales workers	Sales assistants and salespersons	F	17097
Melbourne - Inner	Sales workers	Sales assistants and salespersons	M	11331
Melbourne - Inner	Sales workers	Sales representatives and agents	F	6080
Melbourne - Inner	Sales workers	Sales representatives and agents	M	7600
Melbourne - Inner	Sales workers	Sales support workers	F	4806
Melbourne - Inner	Sales workers	Sales support workers	M	2742
Melbourne - Inner	Sales workers	Sales workers nfd	F	66
Melbourne - Inner	Sales workers	Sales workers nfd	M	117
Melbourne - Inner	Technicians and trades workers	Automotive and engineering trades workers	F	98
Melbourne - Inner	Technicians and trades workers	Automotive and engineering trades workers	M	4014
Melbourne - Inner	Technicians and trades workers	Construction trades workers	F	101
Melbourne - Inner	Technicians and trades workers	Construction trades workers	M	8070
Melbourne - Inner	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	199
Melbourne - Inner	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	5415
Melbourne - Inner	Technicians and trades workers	Engineering ICT and science technicians	F	4083
Melbourne - Inner	Technicians and trades workers	Engineering ICT and science technicians	M	10646
Melbourne - Inner	Technicians and trades workers	Food trades workers	F	3054
Melbourne - Inner	Technicians and trades workers	Food trades workers	M	9047
Melbourne - Inner	Technicians and trades workers	Other technicians and trades workers	F	3577
Melbourne - Inner	Technicians and trades workers	Other technicians and trades workers	M	4079
Melbourne - Inner	Technicians and trades workers	Skilled animal and horticultural workers	F	973
Melbourne - Inner	Technicians and trades workers	Skilled animal and horticultural workers	M	1126
Melbourne - Inner	Technicians and trades workers	Technicians and trades workers nfd	F	85
Melbourne - Inner	Technicians and trades workers	Technicians and trades workers nfd	M	565
Melbourne - Inner East			F	1006
Melbourne - Inner East			M	1199
Melbourne - Inner East	Clerical and administrative workers	Clerical and administrative workers nfd	F	35
Melbourne - Inner East	Clerical and administrative workers	Clerical and administrative workers nfd	M	16
