SA4_NAME16	CountryOfBirth	EmploymentStatus	workers
Shepparton	MLT	Owner managers of unincorporated enterprises	3
Shepparton	NLD	Contributing family workers	15
Shepparton	NLD	Employee	69
Shepparton	NLD	Owner managers of incorporated enterprises	28
Shepparton	NLD	Owner managers of unincorporated enterprises	18
Shepparton	NZL	Contributing family workers	34
Shepparton	NZL	Employee	669
Shepparton	NZL	Owner managers of incorporated enterprises	62
Shepparton	NZL	Owner managers of unincorporated enterprises	61
Shepparton	NZL	Status in employment not stated	10
Shepparton	PAK	Employee	56
Shepparton	PAK	Owner managers of incorporated enterprises	9
Shepparton	PAK	Owner managers of unincorporated enterprises	3
Shepparton	PHL	Contributing family workers	3
Shepparton	PHL	Employee	372
Shepparton	PHL	Owner managers of incorporated enterprises	4
Shepparton	PHL	Owner managers of unincorporated enterprises	5
Shepparton	PHL	Status in employment not stated	4
Shepparton	POL	Employee	15
Shepparton	POL	Owner managers of incorporated enterprises	3
Shepparton	SGP	Employee	25
Shepparton	SGP	Owner managers of incorporated enterprises	4
Shepparton	ZAF	Employee	99
Shepparton	ZAF	Owner managers of incorporated enterprises	7
Shepparton	ZAF	Owner managers of unincorporated enterprises	5
Shepparton	KOR	Employee	38
Shepparton	LKA	Contributing family workers	6
Shepparton	LKA	Employee	86
Shepparton	LKA	Owner managers of incorporated enterprises	12
Shepparton	THA	Employee	56
Shepparton	THA	Owner managers of incorporated enterprises	7
Shepparton	THA	Owner managers of unincorporated enterprises	8
Shepparton	TUR	Contributing family workers	3
Shepparton	TUR	Employee	41
Shepparton	TUR	Owner managers of incorporated enterprises	10
Shepparton	TUR	Owner managers of unincorporated enterprises	3
Shepparton	GBR	Contributing family workers	28
Shepparton	GBR	Employee	815
Shepparton	GBR	Owner managers of incorporated enterprises	58
Shepparton	GBR	Owner managers of unincorporated enterprises	74
Shepparton	GBR	Status in employment not stated	5
Shepparton	USA	Contributing family workers	3
Shepparton	USA	Employee	71
Shepparton	USA	Owner managers of incorporated enterprises	8
Shepparton	USA	Owner managers of unincorporated enterprises	8
Shepparton	VNM	Employee	18
Shepparton	VNM	Owner managers of incorporated enterprises	3
Shepparton	VNM	Owner managers of unincorporated enterprises	3
Shepparton	ZWE	Employee	37
Warrnambool and South West		Contributing family workers	94
Warrnambool and South West		Employee	1484
Warrnambool and South West		Owner managers of incorporated enterprises	111
Warrnambool and South West		Owner managers of unincorporated enterprises	248
Warrnambool and South West		Status in employment not stated	71
Warrnambool and South West	AUS	Contributing family workers	1862
Warrnambool and South West	AUS	Employee	36225
Warrnambool and South West	AUS	Owner managers of incorporated enterprises	2817
Warrnambool and South West	AUS	Owner managers of unincorporated enterprises	5702
Warrnambool and South West	AUS	Status in employment not stated	729
Warrnambool and South West	CAN	Contributing family workers	4
Warrnambool and South West	CAN	Employee	42
Warrnambool and South West	CAN	Owner managers of incorporated enterprises	5
Warrnambool and South West	CAN	Owner managers of unincorporated enterprises	4
Warrnambool and South West	CHN	Contributing family workers	8
Warrnambool and South West	CHN	Employee	132
Warrnambool and South West	CHN	Owner managers of incorporated enterprises	33
Warrnambool and South West	CHN	Owner managers of unincorporated enterprises	10
Warrnambool and South West	HRV	Employee	5
Warrnambool and South West	EGY	Employee	22
Warrnambool and South West	FJI	Employee	28
Warrnambool and South West	DEU	Contributing family workers	4
Warrnambool and South West	DEU	Employee	55
Warrnambool and South West	DEU	Owner managers of incorporated enterprises	5
Warrnambool and South West	DEU	Owner managers of unincorporated enterprises	17
Warrnambool and South West	GRC	Contributing family workers	3
Warrnambool and South West	GRC	Employee	14
Warrnambool and South West	GRC	Owner managers of incorporated enterprises	3
Warrnambool and South West	GRC	Owner managers of unincorporated enterprises	5
Warrnambool and South West	HKG	Employee	39
Warrnambool and South West	HKG	Owner managers of incorporated enterprises	3
Warrnambool and South West	HKG	Owner managers of unincorporated enterprises	3
Warrnambool and South West	IND	Employee	179
Warrnambool and South West	IND	Owner managers of incorporated enterprises	17
Warrnambool and South West	IND	Owner managers of unincorporated enterprises	4
Warrnambool and South West	IDN	Employee	33
Warrnambool and South West	IDN	Owner managers of unincorporated enterprises	4
Warrnambool and South West	IRN	Employee	12
Warrnambool and South West	IRQ	Employee	3
Warrnambool and South West	IRL	Employee	72
Warrnambool and South West	IRL	Owner managers of incorporated enterprises	3
Warrnambool and South West	IRL	Owner managers of unincorporated enterprises	9
Warrnambool and South West	ITA	Contributing family workers	4
Warrnambool and South West	ITA	Employee	21
Warrnambool and South West	ITA	Owner managers of incorporated enterprises	3
Warrnambool and South West	ITA	Owner managers of unincorporated enterprises	5
Warrnambool and South West	ITA	Status in employment not stated	3
Warrnambool and South West	JPN	Employee	20
Warrnambool and South West	JPN	Owner managers of unincorporated enterprises	3
Warrnambool and South West	LBN	Employee	3
Warrnambool and South West	LBN	Owner managers of incorporated enterprises	3
Warrnambool and South West	MYS	Contributing family workers	3
Warrnambool and South West	MYS	Employee	52
Warrnambool and South West	MYS	Owner managers of incorporated enterprises	13
Warrnambool and South West	MYS	Owner managers of unincorporated enterprises	10
Warrnambool and South West	MLT	Employee	11
Warrnambool and South West	NLD	Contributing family workers	11
Warrnambool and South West	NLD	Employee	75
Warrnambool and South West	NLD	Owner managers of incorporated enterprises	13
Warrnambool and South West	NLD	Owner managers of unincorporated enterprises	41
Warrnambool and South West	NLD	Status in employment not stated	3
Warrnambool and South West	NZL	Contributing family workers	36
Warrnambool and South West	NZL	Employee	671
Warrnambool and South West	NZL	Owner managers of incorporated enterprises	67
Warrnambool and South West	NZL	Owner managers of unincorporated enterprises	104
Warrnambool and South West	NZL	Status in employment not stated	14
Warrnambool and South West	PAK	Employee	13
Warrnambool and South West	PHL	Contributing family workers	6
Warrnambool and South West	PHL	Employee	212
Warrnambool and South West	PHL	Owner managers of unincorporated enterprises	13
Warrnambool and South West	PHL	Status in employment not stated	8
Warrnambool and South West	POL	Employee	15
Warrnambool and South West	SGP	Employee	18
Warrnambool and South West	SGP	Owner managers of unincorporated enterprises	3
Warrnambool and South West	ZAF	Employee	120
Warrnambool and South West	ZAF	Owner managers of incorporated enterprises	10
Warrnambool and South West	ZAF	Owner managers of unincorporated enterprises	13
Warrnambool and South West	KOR	Employee	80
Warrnambool and South West	KOR	Status in employment not stated	4
Warrnambool and South West	LKA	Employee	79
Warrnambool and South West	LKA	Owner managers of incorporated enterprises	3
Warrnambool and South West	LKA	Owner managers of unincorporated enterprises	5
Warrnambool and South West	THA	Contributing family workers	7
Warrnambool and South West	THA	Employee	38
Warrnambool and South West	THA	Owner managers of incorporated enterprises	3
Warrnambool and South West	THA	Owner managers of unincorporated enterprises	14
Warrnambool and South West	THA	Status in employment not stated	3
Warrnambool and South West	TUR	Employee	3
Warrnambool and South West	TUR	Owner managers of incorporated enterprises	3
Warrnambool and South West	TUR	Owner managers of unincorporated enterprises	3
Warrnambool and South West	GBR	Contributing family workers	40
Warrnambool and South West	GBR	Employee	856
Warrnambool and South West	GBR	Owner managers of incorporated enterprises	64
Warrnambool and South West	GBR	Owner managers of unincorporated enterprises	140
Warrnambool and South West	GBR	Status in employment not stated	17
Warrnambool and South West	USA	Contributing family workers	7
Warrnambool and South West	USA	Employee	73
Warrnambool and South West	USA	Owner managers of incorporated enterprises	3
Warrnambool and South West	USA	Owner managers of unincorporated enterprises	10
Warrnambool and South West	VNM	Employee	20
Warrnambool and South West	VNM	Owner managers of incorporated enterprises	3
Warrnambool and South West	VNM	Owner managers of unincorporated enterprises	5
Warrnambool and South West	ZWE	Employee	41
Warrnambool and South West	ZWE	Owner managers of incorporated enterprises	3
Warrnambool and South West	ZWE	Owner managers of unincorporated enterprises	8
Migratory - Offshore - Shipping (Vic.)	AUS	Contributing family workers	3
Migratory - Offshore - Shipping (Vic.)	AUS	Employee	132
Migratory - Offshore - Shipping (Vic.)	AUS	Owner managers of incorporated enterprises	3
Migratory - Offshore - Shipping (Vic.)	AUS	Owner managers of unincorporated enterprises	4
Migratory - Offshore - Shipping (Vic.)	AUS	Status in employment not stated	3
Migratory - Offshore - Shipping (Vic.)	GBR	Employee	5
No usual address (Vic.)		Contributing family workers	129
No usual address (Vic.)		Employee	4349
No usual address (Vic.)		Owner managers of incorporated enterprises	993
No usual address (Vic.)		Owner managers of unincorporated enterprises	2299
No usual address (Vic.)		Status in employment not stated	274
No usual address (Vic.)	AUS	Contributing family workers	1107
No usual address (Vic.)	AUS	Employee	49268
No usual address (Vic.)	AUS	Owner managers of incorporated enterprises	11076
No usual address (Vic.)	AUS	Owner managers of unincorporated enterprises	24510
No usual address (Vic.)	AUS	Status in employment not stated	1495
No usual address (Vic.)	CAN	Employee	110
No usual address (Vic.)	CAN	Owner managers of incorporated enterprises	17
No usual address (Vic.)	CAN	Owner managers of unincorporated enterprises	56
No usual address (Vic.)	CHN	Contributing family workers	84
No usual address (Vic.)	CHN	Employee	975
No usual address (Vic.)	CHN	Owner managers of incorporated enterprises	316
No usual address (Vic.)	CHN	Owner managers of unincorporated enterprises	824
No usual address (Vic.)	CHN	Status in employment not stated	29
No usual address (Vic.)	HRV	Contributing family workers	14
No usual address (Vic.)	HRV	Employee	173
No usual address (Vic.)	HRV	Owner managers of incorporated enterprises	78
No usual address (Vic.)	HRV	Owner managers of unincorporated enterprises	144
No usual address (Vic.)	HRV	Status in employment not stated	5
No usual address (Vic.)	EGY	Employee	92
No usual address (Vic.)	EGY	Owner managers of incorporated enterprises	23
No usual address (Vic.)	EGY	Owner managers of unincorporated enterprises	69
No usual address (Vic.)	EGY	Status in employment not stated	4
No usual address (Vic.)	FJI	Contributing family workers	3
No usual address (Vic.)	FJI	Employee	83
No usual address (Vic.)	FJI	Owner managers of incorporated enterprises	32
No usual address (Vic.)	FJI	Owner managers of unincorporated enterprises	32
No usual address (Vic.)	MKD	Contributing family workers	7
No usual address (Vic.)	MKD	Employee	167
No usual address (Vic.)	MKD	Owner managers of incorporated enterprises	91
No usual address (Vic.)	MKD	Owner managers of unincorporated enterprises	107
No usual address (Vic.)	MKD	Status in employment not stated	11
No usual address (Vic.)	DEU	Contributing family workers	4
No usual address (Vic.)	DEU	Employee	214
No usual address (Vic.)	DEU	Owner managers of incorporated enterprises	42
No usual address (Vic.)	DEU	Owner managers of unincorporated enterprises	126
No usual address (Vic.)	DEU	Status in employment not stated	6
No usual address (Vic.)	GRC	Contributing family workers	14
No usual address (Vic.)	GRC	Employee	280
No usual address (Vic.)	GRC	Owner managers of incorporated enterprises	103
No usual address (Vic.)	GRC	Owner managers of unincorporated enterprises	222
No usual address (Vic.)	GRC	Status in employment not stated	16
No usual address (Vic.)	HKG	Contributing family workers	4
No usual address (Vic.)	HKG	Employee	198
No usual address (Vic.)	HKG	Owner managers of incorporated enterprises	32
No usual address (Vic.)	HKG	Owner managers of unincorporated enterprises	117
No usual address (Vic.)	IND	Contributing family workers	31
No usual address (Vic.)	IND	Employee	1560
No usual address (Vic.)	IND	Owner managers of incorporated enterprises	354
No usual address (Vic.)	IND	Owner managers of unincorporated enterprises	704
No usual address (Vic.)	IND	Status in employment not stated	59
No usual address (Vic.)	IDN	Contributing family workers	3
No usual address (Vic.)	IDN	Employee	96
No usual address (Vic.)	IDN	Owner managers of incorporated enterprises	11
No usual address (Vic.)	IDN	Owner managers of unincorporated enterprises	57
No usual address (Vic.)	IRN	Contributing family workers	4
No usual address (Vic.)	IRN	Employee	144
No usual address (Vic.)	IRN	Owner managers of incorporated enterprises	52
No usual address (Vic.)	IRN	Owner managers of unincorporated enterprises	99
No usual address (Vic.)	IRN	Status in employment not stated	6
No usual address (Vic.)	IRQ	Contributing family workers	7
No usual address (Vic.)	IRQ	Employee	122
No usual address (Vic.)	IRQ	Owner managers of incorporated enterprises	43
No usual address (Vic.)	IRQ	Owner managers of unincorporated enterprises	97
No usual address (Vic.)	IRQ	Status in employment not stated	9
No usual address (Vic.)	IRL	Contributing family workers	3
No usual address (Vic.)	IRL	Employee	305
No usual address (Vic.)	IRL	Owner managers of incorporated enterprises	76
No usual address (Vic.)	IRL	Owner managers of unincorporated enterprises	106
No usual address (Vic.)	IRL	Status in employment not stated	4
No usual address (Vic.)	ITA	Contributing family workers	36
No usual address (Vic.)	ITA	Employee	470
No usual address (Vic.)	ITA	Owner managers of incorporated enterprises	245
No usual address (Vic.)	ITA	Owner managers of unincorporated enterprises	389
No usual address (Vic.)	ITA	Status in employment not stated	32
No usual address (Vic.)	JPN	Employee	69
No usual address (Vic.)	JPN	Owner managers of unincorporated enterprises	25
No usual address (Vic.)	LBN	Contributing family workers	17
No usual address (Vic.)	LBN	Employee	190
No usual address (Vic.)	LBN	Owner managers of incorporated enterprises	99
No usual address (Vic.)	LBN	Owner managers of unincorporated enterprises	193
No usual address (Vic.)	LBN	Status in employment not stated	14
No usual address (Vic.)	MYS	Contributing family workers	3
No usual address (Vic.)	MYS	Employee	362
No usual address (Vic.)	MYS	Owner managers of incorporated enterprises	69
No usual address (Vic.)	MYS	Owner managers of unincorporated enterprises	158
No usual address (Vic.)	MYS	Status in employment not stated	6
No usual address (Vic.)	MLT	Contributing family workers	3
No usual address (Vic.)	MLT	Employee	124
No usual address (Vic.)	MLT	Owner managers of incorporated enterprises	47
No usual address (Vic.)	MLT	Owner managers of unincorporated enterprises	96
No usual address (Vic.)	MLT	Status in employment not stated	3
No usual address (Vic.)	NLD	Contributing family workers	9
No usual address (Vic.)	NLD	Employee	147
No usual address (Vic.)	NLD	Owner managers of incorporated enterprises	47
No usual address (Vic.)	NLD	Owner managers of unincorporated enterprises	133
No usual address (Vic.)	NLD	Status in employment not stated	9
No usual address (Vic.)	NZL	Contributing family workers	19
No usual address (Vic.)	NZL	Employee	1558
No usual address (Vic.)	NZL	Owner managers of incorporated enterprises	216
No usual address (Vic.)	NZL	Owner managers of unincorporated enterprises	615
No usual address (Vic.)	NZL	Status in employment not stated	57
No usual address (Vic.)	PAK	Contributing family workers	3
No usual address (Vic.)	PAK	Employee	248
No usual address (Vic.)	PAK	Owner managers of incorporated enterprises	18
No usual address (Vic.)	PAK	Owner managers of unincorporated enterprises	122
No usual address (Vic.)	PAK	Status in employment not stated	5
No usual address (Vic.)	PHL	Contributing family workers	3
No usual address (Vic.)	PHL	Employee	295
No usual address (Vic.)	PHL	Owner managers of incorporated enterprises	19
No usual address (Vic.)	PHL	Owner managers of unincorporated enterprises	91
No usual address (Vic.)	PHL	Status in employment not stated	10
No usual address (Vic.)	POL	Contributing family workers	5
No usual address (Vic.)	POL	Employee	130
No usual address (Vic.)	POL	Owner managers of incorporated enterprises	52
No usual address (Vic.)	POL	Owner managers of unincorporated enterprises	135
No usual address (Vic.)	POL	Status in employment not stated	8
No usual address (Vic.)	SGP	Employee	143
No usual address (Vic.)	SGP	Owner managers of incorporated enterprises	20
No usual address (Vic.)	SGP	Owner managers of unincorporated enterprises	66
No usual address (Vic.)	SGP	Status in employment not stated	4
No usual address (Vic.)	ZAF	Contributing family workers	4
No usual address (Vic.)	ZAF	Employee	263
No usual address (Vic.)	ZAF	Owner managers of incorporated enterprises	49
No usual address (Vic.)	ZAF	Owner managers of unincorporated enterprises	156
No usual address (Vic.)	ZAF	Status in employment not stated	5
No usual address (Vic.)	KOR	Contributing family workers	7
No usual address (Vic.)	KOR	Employee	121
No usual address (Vic.)	KOR	Owner managers of incorporated enterprises	31
No usual address (Vic.)	KOR	Owner managers of unincorporated enterprises	73
No usual address (Vic.)	KOR	Status in employment not stated	3
No usual address (Vic.)	LKA	Contributing family workers	3
No usual address (Vic.)	LKA	Employee	439
No usual address (Vic.)	LKA	Owner managers of incorporated enterprises	99
No usual address (Vic.)	LKA	Owner managers of unincorporated enterprises	136
No usual address (Vic.)	LKA	Status in employment not stated	3
No usual address (Vic.)	THA	Contributing family workers	4
No usual address (Vic.)	THA	Employee	127
No usual address (Vic.)	THA	Owner managers of incorporated enterprises	8
No usual address (Vic.)	THA	Owner managers of unincorporated enterprises	45
No usual address (Vic.)	THA	Status in employment not stated	10
No usual address (Vic.)	TUR	Contributing family workers	11
No usual address (Vic.)	TUR	Employee	148
No usual address (Vic.)	TUR	Owner managers of incorporated enterprises	90
No usual address (Vic.)	TUR	Owner managers of unincorporated enterprises	139
No usual address (Vic.)	TUR	Status in employment not stated	13
No usual address (Vic.)	GBR	Contributing family workers	43
No usual address (Vic.)	GBR	Employee	2293
No usual address (Vic.)	GBR	Owner managers of incorporated enterprises	554
No usual address (Vic.)	GBR	Owner managers of unincorporated enterprises	1490
No usual address (Vic.)	GBR	Status in employment not stated	79
No usual address (Vic.)	USA	Contributing family workers	7
No usual address (Vic.)	USA	Employee	198
No usual address (Vic.)	USA	Owner managers of incorporated enterprises	33
No usual address (Vic.)	USA	Owner managers of unincorporated enterprises	69
No usual address (Vic.)	USA	Status in employment not stated	3
No usual address (Vic.)	VNM	Contributing family workers	28
No usual address (Vic.)	VNM	Employee	535
No usual address (Vic.)	VNM	Owner managers of incorporated enterprises	129
No usual address (Vic.)	VNM	Owner managers of unincorporated enterprises	269
No usual address (Vic.)	VNM	Status in employment not stated	39
No usual address (Vic.)	ZWE	Employee	51
No usual address (Vic.)	ZWE	Owner managers of incorporated enterprises	3
No usual address (Vic.)	ZWE	Owner managers of unincorporated enterprises	14
No usual address (Vic.)	ZWE	Status in employment not stated	3
Brisbane - East		Contributing family workers	67
Brisbane - East		Employee	3349
Brisbane - East		Owner managers of incorporated enterprises	319
Brisbane - East		Owner managers of unincorporated enterprises	302
Brisbane - East		Status in employment not stated	92
Brisbane - East	AUS	Contributing family workers	760
Brisbane - East	AUS	Employee	46122
Brisbane - East	AUS	Owner managers of incorporated enterprises	4510
Brisbane - East	AUS	Owner managers of unincorporated enterprises	3765
Brisbane - East	AUS	Status in employment not stated	407
Brisbane - East	CAN	Contributing family workers	3
Brisbane - East	CAN	Employee	184
Brisbane - East	CAN	Owner managers of incorporated enterprises	17
Brisbane - East	CAN	Owner managers of unincorporated enterprises	18
Brisbane - East	CAN	Status in employment not stated	4
Brisbane - East	CHN	Contributing family workers	31
Brisbane - East	CHN	Employee	537
Brisbane - East	CHN	Owner managers of incorporated enterprises	91
Brisbane - East	CHN	Owner managers of unincorporated enterprises	64
Brisbane - East	CHN	Status in employment not stated	9
Brisbane - East	HRV	Employee	34
Brisbane - East	HRV	Owner managers of incorporated enterprises	5
Brisbane - East	HRV	Owner managers of unincorporated enterprises	8
Brisbane - East	EGY	Employee	24
Brisbane - East	EGY	Owner managers of incorporated enterprises	7
Brisbane - East	FJI	Contributing family workers	3
Brisbane - East	FJI	Employee	330
Brisbane - East	FJI	Owner managers of incorporated enterprises	26
Brisbane - East	FJI	Owner managers of unincorporated enterprises	22
Brisbane - East	MKD	Employee	15
Brisbane - East	DEU	Contributing family workers	7
Brisbane - East	DEU	Employee	200
Brisbane - East	DEU	Owner managers of incorporated enterprises	45
Brisbane - East	DEU	Owner managers of unincorporated enterprises	42
Brisbane - East	GRC	Employee	26
Brisbane - East	GRC	Owner managers of incorporated enterprises	13
Brisbane - East	GRC	Owner managers of unincorporated enterprises	9
Brisbane - East	HKG	Contributing family workers	4
Brisbane - East	HKG	Employee	135
Brisbane - East	HKG	Owner managers of incorporated enterprises	21
Brisbane - East	HKG	Owner managers of unincorporated enterprises	13
Brisbane - East	IND	Contributing family workers	23
Brisbane - East	IND	Employee	1006
Brisbane - East	IND	Owner managers of incorporated enterprises	106
Brisbane - East	IND	Owner managers of unincorporated enterprises	62
Brisbane - East	IND	Status in employment not stated	6
Brisbane - East	IDN	Contributing family workers	4
Brisbane - East	IDN	Employee	88
Brisbane - East	IDN	Owner managers of incorporated enterprises	13
Brisbane - East	IDN	Owner managers of unincorporated enterprises	7
Brisbane - East	IRN	Contributing family workers	7
Brisbane - East	IRN	Employee	97
Brisbane - East	IRN	Owner managers of incorporated enterprises	12
Brisbane - East	IRN	Owner managers of unincorporated enterprises	14
Brisbane - East	IRQ	Employee	20
Brisbane - East	IRQ	Owner managers of incorporated enterprises	7
Brisbane - East	IRL	Contributing family workers	5
Brisbane - East	IRL	Employee	238
Brisbane - East	IRL	Owner managers of incorporated enterprises	32
Brisbane - East	IRL	Owner managers of unincorporated enterprises	23
Brisbane - East	ITA	Contributing family workers	12
Brisbane - East	ITA	Employee	67
Brisbane - East	ITA	Owner managers of incorporated enterprises	16
Brisbane - East	ITA	Owner managers of unincorporated enterprises	9
Brisbane - East	ITA	Status in employment not stated	3
Brisbane - East	JPN	Employee	88
Brisbane - East	JPN	Owner managers of incorporated enterprises	13
Brisbane - East	JPN	Owner managers of unincorporated enterprises	11
Brisbane - East	LBN	Employee	16
Brisbane - East	LBN	Owner managers of incorporated enterprises	7
Brisbane - East	LBN	Owner managers of unincorporated enterprises	6
Brisbane - East	MYS	Employee	224
Brisbane - East	MYS	Owner managers of incorporated enterprises	26
Brisbane - East	MYS	Owner managers of unincorporated enterprises	23
Brisbane - East	MLT	Employee	25
Brisbane - East	MLT	Owner managers of incorporated enterprises	3
Brisbane - East	MLT	Owner managers of unincorporated enterprises	3
Brisbane - East	NLD	Contributing family workers	5
Brisbane - East	NLD	Employee	114
Brisbane - East	NLD	Owner managers of incorporated enterprises	31
Brisbane - East	NLD	Owner managers of unincorporated enterprises	23
Brisbane - East	NZL	Contributing family workers	65
Brisbane - East	NZL	Employee	5885
Brisbane - East	NZL	Owner managers of incorporated enterprises	418
Brisbane - East	NZL	Owner managers of unincorporated enterprises	382
Brisbane - East	NZL	Status in employment not stated	63
Brisbane - East	PAK	Employee	66
Brisbane - East	PAK	Owner managers of incorporated enterprises	8
Brisbane - East	PAK	Owner managers of unincorporated enterprises	8
Brisbane - East	PHL	Contributing family workers	8
Brisbane - East	PHL	Employee	804
Brisbane - East	PHL	Owner managers of incorporated enterprises	16
Brisbane - East	PHL	Owner managers of unincorporated enterprises	29
Brisbane - East	PHL	Status in employment not stated	6
Brisbane - East	POL	Employee	58
Brisbane - East	POL	Owner managers of incorporated enterprises	11
Brisbane - East	POL	Owner managers of unincorporated enterprises	11
Brisbane - East	SGP	Contributing family workers	3
Brisbane - East	SGP	Employee	93
Brisbane - East	SGP	Owner managers of incorporated enterprises	7
Brisbane - East	SGP	Owner managers of unincorporated enterprises	12
Brisbane - East	ZAF	Contributing family workers	30
Brisbane - East	ZAF	Employee	1092
Brisbane - East	ZAF	Owner managers of incorporated enterprises	160
Brisbane - East	ZAF	Owner managers of unincorporated enterprises	118
Brisbane - East	ZAF	Status in employment not stated	3
Brisbane - East	KOR	Contributing family workers	4
Brisbane - East	KOR	Employee	341
Brisbane - East	KOR	Owner managers of incorporated enterprises	24
Brisbane - East	KOR	Owner managers of unincorporated enterprises	21
Brisbane - East	KOR	Status in employment not stated	3
Brisbane - East	LKA	Contributing family workers	6
Brisbane - East	LKA	Employee	226
Brisbane - East	LKA	Owner managers of incorporated enterprises	17
Brisbane - East	LKA	Owner managers of unincorporated enterprises	12
Brisbane - East	THA	Contributing family workers	7
Brisbane - East	THA	Employee	210
Brisbane - East	THA	Owner managers of incorporated enterprises	14
Brisbane - East	THA	Owner managers of unincorporated enterprises	18
Brisbane - East	THA	Status in employment not stated	3
Brisbane - East	TUR	Employee	17
Brisbane - East	TUR	Owner managers of incorporated enterprises	7
Brisbane - East	TUR	Owner managers of unincorporated enterprises	6
Brisbane - East	GBR	Contributing family workers	78
Brisbane - East	GBR	Employee	4195
Brisbane - East	GBR	Owner managers of incorporated enterprises	508
Brisbane - East	GBR	Owner managers of unincorporated enterprises	474
Brisbane - East	GBR	Status in employment not stated	42
Brisbane - East	USA	Contributing family workers	3
Brisbane - East	USA	Employee	221
Brisbane - East	USA	Owner managers of incorporated enterprises	27
Brisbane - East	USA	Owner managers of unincorporated enterprises	26
Brisbane - East	VNM	Contributing family workers	14
Brisbane - East	VNM	Employee	220
Brisbane - East	VNM	Owner managers of incorporated enterprises	29
Brisbane - East	VNM	Owner managers of unincorporated enterprises	58
Brisbane - East	VNM	Status in employment not stated	6
Brisbane - East	ZWE	Contributing family workers	4
Brisbane - East	ZWE	Employee	174
Brisbane - East	ZWE	Owner managers of incorporated enterprises	26
Brisbane - East	ZWE	Owner managers of unincorporated enterprises	9
Brisbane - North		Contributing family workers	55
Brisbane - North		Employee	5227
Brisbane - North		Owner managers of incorporated enterprises	269
Brisbane - North		Owner managers of unincorporated enterprises	317
Brisbane - North		Status in employment not stated	101
Brisbane - North	AUS	Contributing family workers	522
Brisbane - North	AUS	Employee	70225
Brisbane - North	AUS	Owner managers of incorporated enterprises	3925
Brisbane - North	AUS	Owner managers of unincorporated enterprises	3476
Brisbane - North	AUS	Status in employment not stated	477
Brisbane - North	CAN	Contributing family workers	5
Brisbane - North	CAN	Employee	268
Brisbane - North	CAN	Owner managers of incorporated enterprises	18
Brisbane - North	CAN	Owner managers of unincorporated enterprises	17
Brisbane - North	CAN	Status in employment not stated	4
Brisbane - North	CHN	Contributing family workers	22
Brisbane - North	CHN	Employee	816
Brisbane - North	CHN	Owner managers of incorporated enterprises	96
Brisbane - North	CHN	Owner managers of unincorporated enterprises	90
Brisbane - North	CHN	Status in employment not stated	5
Brisbane - North	HRV	Contributing family workers	3
Brisbane - North	HRV	Employee	57
Brisbane - North	HRV	Owner managers of incorporated enterprises	3
Brisbane - North	HRV	Owner managers of unincorporated enterprises	3
Brisbane - North	EGY	Employee	43
Brisbane - North	EGY	Owner managers of incorporated enterprises	5
Brisbane - North	EGY	Owner managers of unincorporated enterprises	3
Brisbane - North	FJI	Contributing family workers	16
Brisbane - North	FJI	Employee	703
Brisbane - North	FJI	Owner managers of incorporated enterprises	43
Brisbane - North	FJI	Owner managers of unincorporated enterprises	31
Brisbane - North	FJI	Status in employment not stated	5
Brisbane - North	MKD	Employee	27
Brisbane - North	MKD	Owner managers of incorporated enterprises	3
Brisbane - North	DEU	Contributing family workers	5
Brisbane - North	DEU	Employee	314
Brisbane - North	DEU	Owner managers of incorporated enterprises	18
Brisbane - North	DEU	Owner managers of unincorporated enterprises	34
Brisbane - North	DEU	Status in employment not stated	5
Brisbane - North	GRC	Contributing family workers	3
Brisbane - North	GRC	Employee	36
Brisbane - North	GRC	Owner managers of incorporated enterprises	7
Brisbane - North	GRC	Owner managers of unincorporated enterprises	5
Brisbane - North	HKG	Contributing family workers	4
Brisbane - North	HKG	Employee	261
Brisbane - North	HKG	Owner managers of incorporated enterprises	20
Brisbane - North	HKG	Owner managers of unincorporated enterprises	25
Brisbane - North	HKG	Status in employment not stated	3
Brisbane - North	IND	Contributing family workers	29
Brisbane - North	IND	Employee	2573
Brisbane - North	IND	Owner managers of incorporated enterprises	170
Brisbane - North	IND	Owner managers of unincorporated enterprises	153
Brisbane - North	IND	Status in employment not stated	23
Brisbane - North	IDN	Contributing family workers	3
Brisbane - North	IDN	Employee	172
Brisbane - North	IDN	Owner managers of incorporated enterprises	13
Brisbane - North	IDN	Owner managers of unincorporated enterprises	9
Brisbane - North	IRN	Contributing family workers	4
Brisbane - North	IRN	Employee	181
Brisbane - North	IRN	Owner managers of incorporated enterprises	12
Brisbane - North	IRN	Owner managers of unincorporated enterprises	15
Brisbane - North	IRQ	Employee	32
Brisbane - North	IRQ	Owner managers of incorporated enterprises	3
Brisbane - North	IRQ	Owner managers of unincorporated enterprises	3
Brisbane - North	IRL	Employee	446
Brisbane - North	IRL	Owner managers of incorporated enterprises	33
Brisbane - North	IRL	Owner managers of unincorporated enterprises	16
Brisbane - North	ITA	Contributing family workers	15
Brisbane - North	ITA	Employee	195
Brisbane - North	ITA	Owner managers of incorporated enterprises	45
Brisbane - North	ITA	Owner managers of unincorporated enterprises	31
Brisbane - North	ITA	Status in employment not stated	9
Brisbane - North	JPN	Employee	193
Brisbane - North	JPN	Owner managers of incorporated enterprises	13
Brisbane - North	JPN	Owner managers of unincorporated enterprises	18
