SA4_NAME16	IndustryOfEmployment	workers_born_overseas
Adelaide - South	Health care and social assistance	6826
Adelaide - South	Information media and telecommunications	158
Adelaide - South	Manufacturing	1651
Adelaide - South	Mining	37
Adelaide - South	Other services	974
Adelaide - South	Professional scientific and technical services	1199
Adelaide - South	Public administration and safety	932
Adelaide - South	Rental hiring and real estate services	283
Adelaide - South	Retail trade	2415
Adelaide - South	Transport postal and warehousing	595
Adelaide - South	Wholesale trade	371
Adelaide - West		1428
Adelaide - West	Accommodation and food services	2014
Adelaide - West	Administrative and support services	1319
Adelaide - West	Agriculture forestry and fishing	98
Adelaide - West	Arts and recreation services	256
Adelaide - West	Construction	2011
Adelaide - West	Education and training	1447
Adelaide - West	Electricity gas water and waste services	661
Adelaide - West	Financial and insurance services	478
Adelaide - West	Health care and social assistance	5310
Adelaide - West	Information media and telecommunications	374
Adelaide - West	Manufacturing	5498
Adelaide - West	Mining	112
Adelaide - West	Other services	1672
Adelaide - West	Professional scientific and technical services	1405
Adelaide - West	Public administration and safety	1231
Adelaide - West	Rental hiring and real estate services	349
Adelaide - West	Retail trade	2739
Adelaide - West	Transport postal and warehousing	2979
Adelaide - West	Wholesale trade	1296
Barossa - Yorke - Mid North		146
Barossa - Yorke - Mid North	Accommodation and food services	362
Barossa - Yorke - Mid North	Administrative and support services	159
Barossa - Yorke - Mid North	Agriculture forestry and fishing	383
Barossa - Yorke - Mid North	Arts and recreation services	49
Barossa - Yorke - Mid North	Construction	184
Barossa - Yorke - Mid North	Education and training	329
Barossa - Yorke - Mid North	Electricity gas water and waste services	38
Barossa - Yorke - Mid North	Financial and insurance services	28
Barossa - Yorke - Mid North	Health care and social assistance	639
Barossa - Yorke - Mid North	Information media and telecommunications	20
Barossa - Yorke - Mid North	Manufacturing	698
Barossa - Yorke - Mid North	Mining	22
Barossa - Yorke - Mid North	Other services	101
Barossa - Yorke - Mid North	Professional scientific and technical services	118
Barossa - Yorke - Mid North	Public administration and safety	152
Barossa - Yorke - Mid North	Rental hiring and real estate services	18
Barossa - Yorke - Mid North	Retail trade	325
Barossa - Yorke - Mid North	Transport postal and warehousing	113
Barossa - Yorke - Mid North	Wholesale trade	56
South Australia - Outback		122
South Australia - Outback	Accommodation and food services	384
South Australia - Outback	Administrative and support services	151
South Australia - Outback	Agriculture forestry and fishing	170
South Australia - Outback	Arts and recreation services	39
South Australia - Outback	Construction	208
South Australia - Outback	Education and training	326
South Australia - Outback	Electricity gas water and waste services	38
South Australia - Outback	Financial and insurance services	27
South Australia - Outback	Health care and social assistance	726
South Australia - Outback	Information media and telecommunications	16
South Australia - Outback	Manufacturing	400
South Australia - Outback	Mining	633
South Australia - Outback	Other services	119
South Australia - Outback	Professional scientific and technical services	90
South Australia - Outback	Public administration and safety	252
South Australia - Outback	Rental hiring and real estate services	36
South Australia - Outback	Retail trade	361
South Australia - Outback	Transport postal and warehousing	130
South Australia - Outback	Wholesale trade	53
South Australia - South East		357
South Australia - South East	Accommodation and food services	635
South Australia - South East	Administrative and support services	340
South Australia - South East	Agriculture forestry and fishing	1596
South Australia - South East	Arts and recreation services	65
South Australia - South East	Construction	324
South Australia - South East	Education and training	499
South Australia - South East	Electricity gas water and waste services	40
South Australia - South East	Financial and insurance services	72
South Australia - South East	Health care and social assistance	1390
South Australia - South East	Information media and telecommunications	38
South Australia - South East	Manufacturing	1235
South Australia - South East	Mining	22
South Australia - South East	Other services	236
South Australia - South East	Professional scientific and technical services	196
South Australia - South East	Public administration and safety	370
South Australia - South East	Rental hiring and real estate services	71
South Australia - South East	Retail trade	680
South Australia - South East	Transport postal and warehousing	221
South Australia - South East	Wholesale trade	400
Migratory - Offshore - Shipping (SA)	Mining	3
Migratory - Offshore - Shipping (SA)	Public administration and safety	3
Migratory - Offshore - Shipping (SA)	Transport postal and warehousing	3
No usual address (SA)		338
No usual address (SA)	Accommodation and food services	82
No usual address (SA)	Administrative and support services	1188
No usual address (SA)	Agriculture forestry and fishing	271
No usual address (SA)	Arts and recreation services	53
No usual address (SA)	Construction	2491
No usual address (SA)	Education and training	299
No usual address (SA)	Electricity gas water and waste services	33
No usual address (SA)	Financial and insurance services	26
No usual address (SA)	Health care and social assistance	812
No usual address (SA)	Information media and telecommunications	90
No usual address (SA)	Manufacturing	168
No usual address (SA)	Mining	53
No usual address (SA)	Other services	287
No usual address (SA)	Professional scientific and technical services	317
No usual address (SA)	Public administration and safety	185
No usual address (SA)	Rental hiring and real estate services	46
No usual address (SA)	Retail trade	212
No usual address (SA)	Transport postal and warehousing	538
No usual address (SA)	Wholesale trade	102
Bunbury		666
Bunbury	Accommodation and food services	1584
Bunbury	Administrative and support services	576
Bunbury	Agriculture forestry and fishing	1014
Bunbury	Arts and recreation services	186
Bunbury	Construction	1057
Bunbury	Education and training	1326
Bunbury	Electricity gas water and waste services	306
Bunbury	Financial and insurance services	173
Bunbury	Health care and social assistance	2465
Bunbury	Information media and telecommunications	105
Bunbury	Manufacturing	1840
Bunbury	Mining	430
Bunbury	Other services	561
Bunbury	Professional scientific and technical services	617
Bunbury	Public administration and safety	777
Bunbury	Rental hiring and real estate services	233
Bunbury	Retail trade	1590
Bunbury	Transport postal and warehousing	493
Bunbury	Wholesale trade	217
Mandurah		340
Mandurah	Accommodation and food services	918
Mandurah	Administrative and support services	257
Mandurah	Agriculture forestry and fishing	71
Mandurah	Arts and recreation services	108
Mandurah	Construction	704
Mandurah	Education and training	890
Mandurah	Electricity gas water and waste services	78
Mandurah	Financial and insurance services	115
Mandurah	Health care and social assistance	1764
Mandurah	Information media and telecommunications	64
Mandurah	Manufacturing	553
Mandurah	Mining	134
Mandurah	Other services	375
Mandurah	Professional scientific and technical services	298
Mandurah	Public administration and safety	410
Mandurah	Rental hiring and real estate services	180
Mandurah	Retail trade	1079
Mandurah	Transport postal and warehousing	247
Mandurah	Wholesale trade	111
Perth - Inner		3871
Perth - Inner	Accommodation and food services	9180
Perth - Inner	Administrative and support services	4443
Perth - Inner	Agriculture forestry and fishing	177
Perth - Inner	Arts and recreation services	1045
Perth - Inner	Construction	4484
Perth - Inner	Education and training	6302
Perth - Inner	Electricity gas water and waste services	1820
Perth - Inner	Financial and insurance services	6152
Perth - Inner	Health care and social assistance	17527
Perth - Inner	Information media and telecommunications	1517
Perth - Inner	Manufacturing	1946
Perth - Inner	Mining	7087
Perth - Inner	Other services	2922
Perth - Inner	Professional scientific and technical services	15232
Perth - Inner	Public administration and safety	8584
Perth - Inner	Rental hiring and real estate services	1817
Perth - Inner	Retail trade	4999
Perth - Inner	Transport postal and warehousing	1658
Perth - Inner	Wholesale trade	1012
Perth - North East		2208
Perth - North East	Accommodation and food services	2552
Perth - North East	Administrative and support services	1100
Perth - North East	Agriculture forestry and fishing	342
Perth - North East	Arts and recreation services	289
Perth - North East	Construction	3173
Perth - North East	Education and training	2228
Perth - North East	Electricity gas water and waste services	287
Perth - North East	Financial and insurance services	376
Perth - North East	Health care and social assistance	4361
Perth - North East	Information media and telecommunications	306
Perth - North East	Manufacturing	4299
Perth - North East	Mining	643
Perth - North East	Other services	2035
Perth - North East	Professional scientific and technical services	1501
Perth - North East	Public administration and safety	2086
Perth - North East	Rental hiring and real estate services	512
Perth - North East	Retail trade	3578
Perth - North East	Transport postal and warehousing	2067
Perth - North East	Wholesale trade	1594
Perth - North West		3722
Perth - North West	Accommodation and food services	5783
Perth - North West	Administrative and support services	2771
Perth - North West	Agriculture forestry and fishing	831
Perth - North West	Arts and recreation services	858
Perth - North West	Construction	7829
Perth - North West	Education and training	7095
Perth - North West	Electricity gas water and waste services	523
Perth - North West	Financial and insurance services	1335
Perth - North West	Health care and social assistance	11360
Perth - North West	Information media and telecommunications	778
Perth - North West	Manufacturing	4370
Perth - North West	Mining	510
Perth - North West	Other services	3528
Perth - North West	Professional scientific and technical services	3998
Perth - North West	Public administration and safety	3206
Perth - North West	Rental hiring and real estate services	1143
Perth - North West	Retail trade	9139
Perth - North West	Transport postal and warehousing	1946
Perth - North West	Wholesale trade	1838
Perth - South East		4581
Perth - South East	Accommodation and food services	6580
Perth - South East	Administrative and support services	3016
Perth - South East	Agriculture forestry and fishing	550
Perth - South East	Arts and recreation services	2307
Perth - South East	Construction	6880
Perth - South East	Education and training	7454
Perth - South East	Electricity gas water and waste services	840
Perth - South East	Financial and insurance services	1021
Perth - South East	Health care and social assistance	9511
Perth - South East	Information media and telecommunications	644
Perth - South East	Manufacturing	6585
Perth - South East	Mining	2042
Perth - South East	Other services	3602
Perth - South East	Professional scientific and technical services	4365
Perth - South East	Public administration and safety	3864
Perth - South East	Rental hiring and real estate services	1461
Perth - South East	Retail trade	7589
Perth - South East	Transport postal and warehousing	8443
Perth - South East	Wholesale trade	3948
Perth - South West		3244
Perth - South West	Accommodation and food services	4930
Perth - South West	Administrative and support services	1672
Perth - South West	Agriculture forestry and fishing	521
Perth - South West	Arts and recreation services	601
Perth - South West	Construction	5052
Perth - South West	Education and training	5349
Perth - South West	Electricity gas water and waste services	790
Perth - South West	Financial and insurance services	788
Perth - South West	Health care and social assistance	10942
Perth - South West	Information media and telecommunications	318
Perth - South West	Manufacturing	5882
Perth - South West	Mining	994
Perth - South West	Other services	2427
Perth - South West	Professional scientific and technical services	2973
Perth - South West	Public administration and safety	3263
Perth - South West	Rental hiring and real estate services	918
Perth - South West	Retail trade	5960
Perth - South West	Transport postal and warehousing	2752
Perth - South West	Wholesale trade	1595
Western Australia - Wheat Belt		491
Western Australia - Wheat Belt	Accommodation and food services	810
Western Australia - Wheat Belt	Administrative and support services	265
Western Australia - Wheat Belt	Agriculture forestry and fishing	1741
Western Australia - Wheat Belt	Arts and recreation services	108
Western Australia - Wheat Belt	Construction	630
Western Australia - Wheat Belt	Education and training	954
Western Australia - Wheat Belt	Electricity gas water and waste services	99
Western Australia - Wheat Belt	Financial and insurance services	161
Western Australia - Wheat Belt	Health care and social assistance	1580
Western Australia - Wheat Belt	Information media and telecommunications	63
Western Australia - Wheat Belt	Manufacturing	788
Western Australia - Wheat Belt	Mining	787
Western Australia - Wheat Belt	Other services	351
Western Australia - Wheat Belt	Professional scientific and technical services	380
Western Australia - Wheat Belt	Public administration and safety	800
Western Australia - Wheat Belt	Rental hiring and real estate services	106
Western Australia - Wheat Belt	Retail trade	796
Western Australia - Wheat Belt	Transport postal and warehousing	328
Western Australia - Wheat Belt	Wholesale trade	430
Western Australia - Outback (North)		1095
Western Australia - Outback (North)	Accommodation and food services	1875
Western Australia - Outback (North)	Administrative and support services	859
Western Australia - Outback (North)	Agriculture forestry and fishing	192
Western Australia - Outback (North)	Arts and recreation services	78
Western Australia - Outback (North)	Construction	3864
Western Australia - Outback (North)	Education and training	711
Western Australia - Outback (North)	Electricity gas water and waste services	317
Western Australia - Outback (North)	Financial and insurance services	60
Western Australia - Outback (North)	Health care and social assistance	1265
Western Australia - Outback (North)	Information media and telecommunications	61
Western Australia - Outback (North)	Manufacturing	424
Western Australia - Outback (North)	Mining	7712
Western Australia - Outback (North)	Other services	403
Western Australia - Outback (North)	Professional scientific and technical services	1114
Western Australia - Outback (North)	Public administration and safety	719
Western Australia - Outback (North)	Rental hiring and real estate services	260
Western Australia - Outback (North)	Retail trade	764
Western Australia - Outback (North)	Transport postal and warehousing	1103
Western Australia - Outback (North)	Wholesale trade	225
Western Australia - Outback (South)		464
Western Australia - Outback (South)	Accommodation and food services	1321
Western Australia - Outback (South)	Administrative and support services	430
Western Australia - Outback (South)	Agriculture forestry and fishing	598
Western Australia - Outback (South)	Arts and recreation services	116
Western Australia - Outback (South)	Construction	722
Western Australia - Outback (South)	Education and training	933
Western Australia - Outback (South)	Electricity gas water and waste services	117
Western Australia - Outback (South)	Financial and insurance services	116
Western Australia - Outback (South)	Health care and social assistance	1648
Western Australia - Outback (South)	Information media and telecommunications	61
Western Australia - Outback (South)	Manufacturing	614
Western Australia - Outback (South)	Mining	3930
Western Australia - Outback (South)	Other services	450
Western Australia - Outback (South)	Professional scientific and technical services	415
Western Australia - Outback (South)	Public administration and safety	829
Western Australia - Outback (South)	Rental hiring and real estate services	130
Western Australia - Outback (South)	Retail trade	921
Western Australia - Outback (South)	Transport postal and warehousing	685
Western Australia - Outback (South)	Wholesale trade	213
Migratory - Offshore - Shipping (WA)		66
Migratory - Offshore - Shipping (WA)	Accommodation and food services	32
Migratory - Offshore - Shipping (WA)	Administrative and support services	19
Migratory - Offshore - Shipping (WA)	Agriculture forestry and fishing	17
Migratory - Offshore - Shipping (WA)	Construction	79
Migratory - Offshore - Shipping (WA)	Education and training	3
Migratory - Offshore - Shipping (WA)	Electricity gas water and waste services	15
Migratory - Offshore - Shipping (WA)	Manufacturing	4
Migratory - Offshore - Shipping (WA)	Mining	192
Migratory - Offshore - Shipping (WA)	Other services	4
Migratory - Offshore - Shipping (WA)	Professional scientific and technical services	17
Migratory - Offshore - Shipping (WA)	Rental hiring and real estate services	3
Migratory - Offshore - Shipping (WA)	Retail trade	3
Migratory - Offshore - Shipping (WA)	Transport postal and warehousing	53
Migratory - Offshore - Shipping (WA)	Wholesale trade	11
No usual address (WA)		1114
No usual address (WA)	Accommodation and food services	310
No usual address (WA)	Administrative and support services	2172
No usual address (WA)	Agriculture forestry and fishing	316
No usual address (WA)	Arts and recreation services	129
No usual address (WA)	Construction	6824
No usual address (WA)	Education and training	622
No usual address (WA)	Electricity gas water and waste services	129
No usual address (WA)	Financial and insurance services	98
No usual address (WA)	Health care and social assistance	1497
No usual address (WA)	Information media and telecommunications	195
No usual address (WA)	Manufacturing	387
No usual address (WA)	Mining	1175
No usual address (WA)	Other services	862
No usual address (WA)	Professional scientific and technical services	719
No usual address (WA)	Public administration and safety	367
No usual address (WA)	Rental hiring and real estate services	105
No usual address (WA)	Retail trade	515
No usual address (WA)	Transport postal and warehousing	1594
No usual address (WA)	Wholesale trade	262
Hobart		445
Hobart	Accommodation and food services	1665
Hobart	Administrative and support services	412
Hobart	Agriculture forestry and fishing	231
Hobart	Arts and recreation services	324
Hobart	Construction	475
Hobart	Education and training	1604
Hobart	Electricity gas water and waste services	290
Hobart	Financial and insurance services	261
Hobart	Health care and social assistance	2730
Hobart	Information media and telecommunications	229
Hobart	Manufacturing	550
Hobart	Mining	13
Hobart	Other services	450
Hobart	Professional scientific and technical services	1089
Hobart	Public administration and safety	1334
Hobart	Rental hiring and real estate services	153
Hobart	Retail trade	1081
Hobart	Transport postal and warehousing	427
Hobart	Wholesale trade	178
Launceston and North East		205
Launceston and North East	Accommodation and food services	620
Launceston and North East	Administrative and support services	163
Launceston and North East	Agriculture forestry and fishing	375
Launceston and North East	Arts and recreation services	90
Launceston and North East	Construction	211
Launceston and North East	Education and training	650
Launceston and North East	Electricity gas water and waste services	73
Launceston and North East	Financial and insurance services	94
Launceston and North East	Health care and social assistance	1311
Launceston and North East	Information media and telecommunications	56
Launceston and North East	Manufacturing	465
Launceston and North East	Mining	10
Launceston and North East	Other services	191
Launceston and North East	Professional scientific and technical services	285
Launceston and North East	Public administration and safety	296
Launceston and North East	Rental hiring and real estate services	61
Launceston and North East	Retail trade	468
Launceston and North East	Transport postal and warehousing	217
Launceston and North East	Wholesale trade	120
South East		38
South East	Accommodation and food services	147
South East	Administrative and support services	35
South East	Agriculture forestry and fishing	303
South East	Arts and recreation services	45
South East	Construction	50
South East	Education and training	75
South East	Electricity gas water and waste services	7
South East	Financial and insurance services	10
South East	Health care and social assistance	94
South East	Information media and telecommunications	13
South East	Manufacturing	96
South East	Other services	18
South East	Professional scientific and technical services	75
South East	Public administration and safety	40
South East	Rental hiring and real estate services	18
South East	Retail trade	70
South East	Transport postal and warehousing	36
South East	Wholesale trade	17
West and North West		133
West and North West	Accommodation and food services	279
West and North West	Administrative and support services	105
West and North West	Agriculture forestry and fishing	449
West and North West	Arts and recreation services	25
West and North West	Construction	120
West and North West	Education and training	280
West and North West	Electricity gas water and waste services	37
West and North West	Financial and insurance services	40
West and North West	Health care and social assistance	777
West and North West	Information media and telecommunications	19
West and North West	Manufacturing	328
West and North West	Mining	105
West and North West	Other services	103
West and North West	Professional scientific and technical services	155
West and North West	Public administration and safety	188
West and North West	Rental hiring and real estate services	28
West and North West	Retail trade	265
West and North West	Transport postal and warehousing	148
West and North West	Wholesale trade	61
Migratory - Offshore - Shipping (Tas.)	Transport postal and warehousing	3
No usual address (Tas.)		33
No usual address (Tas.)	Accommodation and food services	22
No usual address (Tas.)	Administrative and support services	120
No usual address (Tas.)	Agriculture forestry and fishing	36
No usual address (Tas.)	Arts and recreation services	16
No usual address (Tas.)	Construction	217
No usual address (Tas.)	Education and training	39
No usual address (Tas.)	Electricity gas water and waste services	4
No usual address (Tas.)	Financial and insurance services	3
No usual address (Tas.)	Health care and social assistance	132
No usual address (Tas.)	Information media and telecommunications	17
No usual address (Tas.)	Manufacturing	25
No usual address (Tas.)	Mining	8
No usual address (Tas.)	Other services	27
No usual address (Tas.)	Professional scientific and technical services	50
No usual address (Tas.)	Public administration and safety	28
No usual address (Tas.)	Rental hiring and real estate services	5
No usual address (Tas.)	Retail trade	21
No usual address (Tas.)	Transport postal and warehousing	78
No usual address (Tas.)	Wholesale trade	19
Darwin		1106
Darwin	Accommodation and food services	2722
Darwin	Administrative and support services	847
Darwin	Agriculture forestry and fishing	269
Darwin	Arts and recreation services	510
Darwin	Construction	2673
Darwin	Education and training	1626
Darwin	Electricity gas water and waste services	378
Darwin	Financial and insurance services	233
Darwin	Health care and social assistance	3012
Darwin	Information media and telecommunications	200
Darwin	Manufacturing	676
Darwin	Mining	358
Darwin	Other services	704
Darwin	Professional scientific and technical services	1635
Darwin	Public administration and safety	2700
Darwin	Rental hiring and real estate services	324
Darwin	Retail trade	1769
Darwin	Transport postal and warehousing	944
Darwin	Wholesale trade	419
Northern Territory - Outback		297
Northern Territory - Outback	Accommodation and food services	983
Northern Territory - Outback	Administrative and support services	267
Northern Territory - Outback	Agriculture forestry and fishing	207
Northern Territory - Outback	Arts and recreation services	112
Northern Territory - Outback	Construction	346
Northern Territory - Outback	Education and training	701
Northern Territory - Outback	Electricity gas water and waste services	62
Northern Territory - Outback	Financial and insurance services	40
Northern Territory - Outback	Health care and social assistance	1539
Northern Territory - Outback	Information media and telecommunications	55
Northern Territory - Outback	Manufacturing	103
Northern Territory - Outback	Mining	492
Northern Territory - Outback	Other services	226
Northern Territory - Outback	Professional scientific and technical services	275
Northern Territory - Outback	Public administration and safety	1158
Northern Territory - Outback	Rental hiring and real estate services	73
Northern Territory - Outback	Retail trade	573
Northern Territory - Outback	Transport postal and warehousing	290
Northern Territory - Outback	Wholesale trade	65
Migratory - Offshore - Shipping (NT)		11
Migratory - Offshore - Shipping (NT)	Agriculture forestry and fishing	3
Migratory - Offshore - Shipping (NT)	Mining	10
Migratory - Offshore - Shipping (NT)	Other services	3
Migratory - Offshore - Shipping (NT)	Professional scientific and technical services	3
Migratory - Offshore - Shipping (NT)	Transport postal and warehousing	6
No usual address (NT)		67
No usual address (NT)	Accommodation and food services	27
No usual address (NT)	Administrative and support services	109
No usual address (NT)	Agriculture forestry and fishing	18
No usual address (NT)	Arts and recreation services	9
No usual address (NT)	Construction	344
No usual address (NT)	Education and training	18
No usual address (NT)	Electricity gas water and waste services	3
No usual address (NT)	Financial and insurance services	5
No usual address (NT)	Health care and social assistance	56
No usual address (NT)	Information media and telecommunications	14
No usual address (NT)	Manufacturing	10
No usual address (NT)	Mining	22
No usual address (NT)	Other services	25
No usual address (NT)	Professional scientific and technical services	73
No usual address (NT)	Public administration and safety	46
No usual address (NT)	Rental hiring and real estate services	3
No usual address (NT)	Retail trade	17
No usual address (NT)	Transport postal and warehousing	54
No usual address (NT)	Wholesale trade	6
Australian Capital Territory		1800
Australian Capital Territory	Accommodation and food services	5387
Australian Capital Territory	Administrative and support services	2061
Australian Capital Territory	Agriculture forestry and fishing	139
Australian Capital Territory	Arts and recreation services	727
Australian Capital Territory	Construction	2061
Australian Capital Territory	Education and training	6100
Australian Capital Territory	Electricity gas water and waste services	356
Australian Capital Territory	Financial and insurance services	976
Australian Capital Territory	Health care and social assistance	8733
Australian Capital Territory	Information media and telecommunications	957
Australian Capital Territory	Manufacturing	897
Australian Capital Territory	Mining	18
Australian Capital Territory	Other services	1699
Australian Capital Territory	Professional scientific and technical services	6383
Australian Capital Territory	Public administration and safety	16339
Australian Capital Territory	Rental hiring and real estate services	654
Australian Capital Territory	Retail trade	4190
Australian Capital Territory	Transport postal and warehousing	1552
Australian Capital Territory	Wholesale trade	553
No usual address (ACT)		66
No usual address (ACT)	Accommodation and food services	23
No usual address (ACT)	Administrative and support services	202
No usual address (ACT)	Agriculture forestry and fishing	3
No usual address (ACT)	Arts and recreation services	17
No usual address (ACT)	Construction	504
No usual address (ACT)	Education and training	106
No usual address (ACT)	Electricity gas water and waste services	6
No usual address (ACT)	Financial and insurance services	8
No usual address (ACT)	Health care and social assistance	127
No usual address (ACT)	Information media and telecommunications	28
No usual address (ACT)	Manufacturing	18
No usual address (ACT)	Other services	51
No usual address (ACT)	Professional scientific and technical services	113
No usual address (ACT)	Public administration and safety	65
No usual address (ACT)	Rental hiring and real estate services	8
No usual address (ACT)	Retail trade	51
No usual address (ACT)	Transport postal and warehousing	141
No usual address (ACT)	Wholesale trade	25
Other Territories		56
Other Territories	Accommodation and food services	141
Other Territories	Administrative and support services	42
Other Territories	Agriculture forestry and fishing	16
Other Territories	Arts and recreation services	16
Other Territories	Construction	55
Other Territories	Education and training	50
Other Territories	Electricity gas water and waste services	16
Other Territories	Financial and insurance services	6
Other Territories	Health care and social assistance	47
Other Territories	Information media and telecommunications	13
Other Territories	Manufacturing	25
Other Territories	Mining	100
Other Territories	Other services	35
Other Territories	Professional scientific and technical services	39
Other Territories	Public administration and safety	217
Other Territories	Rental hiring and real estate services	12
Other Territories	Retail trade	80
Other Territories	Transport postal and warehousing	29
Other Territories	Wholesale trade	9
No usual address (OT)		6
No usual address (OT)	Accommodation and food services	3
No usual address (OT)	Administrative and support services	3
No usual address (OT)	Agriculture forestry and fishing	3
No usual address (OT)	Construction	3
No usual address (OT)	Education and training	3
No usual address (OT)	Health care and social assistance	3
No usual address (OT)	Professional scientific and technical services	9
No usual address (OT)	Public administration and safety	3
No usual address (OT)	Transport postal and warehousing	4
No usual address (OT)	Wholesale trade	3
